time_s,cube_z_m,finger_half_gap_m,finger_z_m,contacts
6.880000000000000560e-01,1.995296776294708252e-02,3.123999999999999694e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.890000000000000568e-01,1.995296776294708252e-02,3.121999999999999775e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.900000000000000577e-01,1.995296776294708252e-02,3.119999999999999857e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.910000000000000586e-01,1.995296776294708252e-02,3.117999999999999938e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.920000000000000595e-01,1.995296776294708252e-02,3.116000000000000020e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.930000000000000604e-01,1.995296776294708252e-02,3.113999999999999754e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.940000000000000613e-01,1.995296776294708252e-02,3.111999999999999489e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.950000000000000622e-01,1.995296776294708252e-02,3.109999999999999570e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.960000000000000631e-01,1.995296776294708252e-02,3.107999999999999652e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.970000000000000639e-01,1.995296776294708252e-02,3.105999999999999733e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.980000000000000648e-01,1.995296776294708252e-02,3.103999999999999815e-02,4.100000000000000172e-02,6.400000000000000000e+01
6.990000000000000657e-01,1.995296776294708252e-02,3.101999999999999896e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.000000000000000666e-01,1.995296776294708252e-02,3.099999999999999978e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.010000000000000675e-01,1.995296776294708252e-02,3.097999999999999712e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.020000000000000684e-01,1.995296776294708252e-02,3.095999999999999794e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.030000000000000693e-01,1.995296776294708252e-02,3.093999999999999528e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.039999999999999591e-01,1.995296776294708252e-02,3.091999999999999957e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.049999999999999600e-01,1.995296776294708252e-02,3.090000000000000038e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.059999999999999609e-01,1.995296776294708252e-02,3.087999999999999773e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.069999999999999618e-01,1.995296776294708252e-02,3.085999999999999854e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.079999999999999627e-01,1.995296776294708252e-02,3.083999999999999936e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.089999999999999636e-01,1.995296776294708252e-02,3.082000000000000017e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.099999999999999645e-01,1.995296776294708252e-02,3.080000000000000099e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.109999999999999654e-01,1.995296776294708252e-02,3.077999999999999833e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.119999999999999662e-01,1.995296776294708252e-02,3.075999999999999915e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.129999999999999671e-01,1.995296776294708252e-02,3.073999999999999996e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.139999999999999680e-01,1.995296776294708252e-02,3.071999999999999731e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.149999999999999689e-01,1.995296776294708252e-02,3.069999999999999812e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.159999999999999698e-01,1.995296776294708252e-02,3.067999999999999894e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.169999999999999707e-01,1.995296776294708252e-02,3.065999999999999975e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.179999999999999716e-01,1.995296776294708252e-02,3.064000000000000057e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.189999999999999725e-01,1.995296776294708252e-02,3.062000000000000138e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.199999999999999734e-01,1.995296776294708252e-02,3.059999999999999873e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.209999999999999742e-01,1.995296776294708252e-02,3.057999999999999954e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.219999999999999751e-01,1.995296776294708252e-02,3.055999999999999689e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.229999999999999760e-01,1.995296776294708252e-02,3.053999999999999770e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.239999999999999769e-01,1.995296776294708252e-02,3.051999999999999852e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.249999999999999778e-01,1.995296776294708252e-02,3.049999999999999933e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.259999999999999787e-01,1.995296776294708252e-02,3.048000000000000015e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.269999999999999796e-01,1.995296776294708252e-02,3.046000000000000096e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.279999999999999805e-01,1.995296776294708252e-02,3.044000000000000178e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.289999999999999813e-01,1.995296776294708252e-02,3.041999999999999912e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.299999999999999822e-01,1.995296776294708252e-02,3.039999999999999647e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.309999999999999831e-01,1.995296776294708252e-02,3.037999999999999728e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.319999999999999840e-01,1.995296776294708252e-02,3.035999999999999810e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.329999999999999849e-01,1.995296776294708252e-02,3.033999999999999891e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.339999999999999858e-01,1.995296776294708252e-02,3.031999999999999973e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.349999999999999867e-01,1.995296776294708252e-02,3.030000000000000054e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.359999999999999876e-01,1.995296776294708252e-02,3.028000000000000136e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.369999999999999885e-01,1.995296776294708252e-02,3.026000000000000217e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.379999999999999893e-01,1.995296776294708252e-02,3.023999999999999605e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.389999999999999902e-01,1.995296776294708252e-02,3.021999999999999686e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.399999999999999911e-01,1.995296776294708252e-02,3.019999999999999768e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.409999999999999920e-01,1.995296776294708252e-02,3.017999999999999849e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.419999999999999929e-01,1.995296776294708252e-02,3.015999999999999931e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.429999999999999938e-01,1.995296776294708252e-02,3.014000000000000012e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.439999999999999947e-01,1.995296776294708252e-02,3.012000000000000094e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.449999999999999956e-01,1.995296776294708252e-02,3.010000000000000175e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.459999999999999964e-01,1.995296776294708252e-02,3.007999999999999563e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.469999999999999973e-01,1.995296776294708252e-02,3.005999999999999645e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.479999999999999982e-01,1.995296776294708252e-02,3.003999999999999726e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.489999999999999991e-01,1.995296776294708252e-02,3.001999999999999807e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.500000000000000000e-01,1.995296776294708252e-02,2.999999999999999889e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.510000000000000009e-01,1.995296776294708252e-02,2.997999999999999970e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.520000000000000018e-01,1.995296776294708252e-02,2.996000000000000052e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.530000000000000027e-01,1.995296776294708252e-02,2.994000000000000133e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.540000000000000036e-01,1.995296776294708252e-02,2.991999999999999868e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.550000000000000044e-01,1.995296776294708252e-02,2.989999999999999603e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.560000000000000053e-01,1.995296776294708252e-02,2.987999999999999684e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.570000000000000062e-01,1.995296776294708252e-02,2.985999999999999766e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.580000000000000071e-01,1.995296776294708252e-02,2.983999999999999847e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.590000000000000080e-01,1.995296776294708252e-02,2.981999999999999929e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.600000000000000089e-01,1.995296776294708252e-02,2.980000000000000010e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.610000000000000098e-01,1.995296776294708252e-02,2.978000000000000091e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.620000000000000107e-01,1.995296776294708252e-02,2.975999999999999826e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.630000000000000115e-01,1.995296776294708252e-02,2.973999999999999908e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.640000000000000124e-01,1.995296776294708252e-02,2.971999999999999642e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.650000000000000133e-01,1.995296776294708252e-02,2.969999999999999724e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.660000000000000142e-01,1.995296776294708252e-02,2.967999999999999805e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.670000000000000151e-01,1.995296776294708252e-02,2.965999999999999887e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.680000000000000160e-01,1.995296776294708252e-02,2.963999999999999968e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.690000000000000169e-01,1.995296776294708252e-02,2.962000000000000050e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.700000000000000178e-01,1.995296776294708252e-02,2.959999999999999784e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.710000000000000187e-01,1.995296776294708252e-02,2.957999999999999866e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.720000000000000195e-01,1.995296776294708252e-02,2.955999999999999600e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.730000000000000204e-01,1.995296776294708252e-02,2.953999999999999682e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.740000000000000213e-01,1.995296776294708252e-02,2.951999999999999763e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.750000000000000222e-01,1.995296776294708252e-02,2.949999999999999845e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.760000000000000231e-01,1.995296776294708252e-02,2.947999999999999926e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.770000000000000240e-01,1.995296776294708252e-02,2.946000000000000008e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.780000000000000249e-01,1.995296776294708252e-02,2.943999999999999742e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.790000000000000258e-01,1.995296776294708252e-02,2.941999999999999824e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.800000000000000266e-01,1.995296776294708252e-02,2.939999999999999905e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.810000000000000275e-01,1.995296776294708252e-02,2.937999999999999640e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.820000000000000284e-01,1.995296776294708252e-02,2.935999999999999721e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.830000000000000293e-01,1.995296776294708252e-02,2.933999999999999803e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.840000000000000302e-01,1.995296776294708252e-02,2.931999999999999884e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.850000000000000311e-01,1.995296776294708252e-02,2.929999999999999966e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.860000000000000320e-01,1.995296776294708252e-02,2.927999999999999700e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.870000000000000329e-01,1.995296776294708252e-02,2.925999999999999782e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.880000000000000338e-01,1.995296776294708252e-02,2.923999999999999863e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.890000000000000346e-01,1.995296776294708252e-02,2.921999999999999945e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.900000000000000355e-01,1.995296776294708252e-02,2.919999999999999679e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.910000000000000364e-01,1.995296776294708252e-02,2.917999999999999761e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.920000000000000373e-01,1.995296776294708252e-02,2.915999999999999842e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.930000000000000382e-01,1.995296776294708252e-02,2.913999999999999924e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.940000000000000391e-01,1.995296776294708252e-02,2.911999999999999658e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.950000000000000400e-01,1.995296776294708252e-02,2.909999999999999740e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.960000000000000409e-01,1.995296776294708252e-02,2.907999999999999821e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.970000000000000417e-01,1.995296776294708252e-02,2.905999999999999903e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.980000000000000426e-01,1.995296776294708252e-02,2.903999999999999637e-02,4.100000000000000172e-02,6.400000000000000000e+01
7.990000000000000435e-01,1.995296776294708252e-02,2.901999999999999719e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.000000000000000444e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.010000000000000453e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.020000000000000462e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.030000000000000471e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.040000000000000480e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.050000000000000488e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.060000000000000497e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.070000000000000506e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.080000000000000515e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.090000000000000524e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.100000000000000533e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.110000000000000542e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.120000000000000551e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.130000000000000560e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.140000000000000568e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.150000000000000577e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.160000000000000586e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.170000000000000595e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.180000000000000604e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.190000000000000613e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.200000000000000622e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.210000000000000631e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.220000000000000639e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.230000000000000648e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.240000000000000657e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.250000000000000666e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.260000000000000675e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.270000000000000684e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.280000000000000693e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.290000000000000702e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.300000000000000711e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.310000000000000719e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.320000000000000728e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.329999999999999627e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.339999999999999636e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.349999999999999645e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.359999999999999654e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.369999999999999662e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.379999999999999671e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.389999999999999680e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.399999999999999689e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.409999999999999698e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.419999999999999707e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.429999999999999716e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.439999999999999725e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.449999999999999734e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.459999999999999742e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.469999999999999751e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.479999999999999760e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.489999999999999769e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.499999999999999778e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.509999999999999787e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.519999999999999796e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.529999999999999805e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.539999999999999813e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.549999999999999822e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.559999999999999831e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.569999999999999840e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.579999999999999849e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.589999999999999858e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.599999999999999867e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.609999999999999876e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.619999999999999885e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.629999999999999893e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.639999999999999902e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.649999999999999911e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.659999999999999920e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.669999999999999929e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.679999999999999938e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.689999999999999947e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.699999999999999956e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.709999999999999964e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.719999999999999973e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.729999999999999982e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.739999999999999991e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.750000000000000000e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.760000000000000009e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.770000000000000018e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.780000000000000027e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.790000000000000036e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.800000000000000044e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.810000000000000053e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.820000000000000062e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.830000000000000071e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.840000000000000080e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.850000000000000089e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.860000000000000098e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.870000000000000107e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.880000000000000115e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.890000000000000124e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.900000000000000133e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.910000000000000142e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.920000000000000151e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.930000000000000160e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.940000000000000169e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.950000000000000178e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.960000000000000187e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.970000000000000195e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.980000000000000204e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
8.990000000000000213e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.000000000000000222e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.010000000000000231e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.020000000000000240e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.030000000000000249e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.040000000000000258e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.050000000000000266e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.060000000000000275e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.070000000000000284e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.080000000000000293e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.090000000000000302e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.100000000000000311e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.110000000000000320e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.120000000000000329e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.130000000000000338e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.140000000000000346e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.150000000000000355e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.160000000000000364e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.170000000000000373e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.180000000000000382e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
9.190000000000000391e-01,1.995296776294708252e-02,2.899999999999999800e-02,4.100000000000000172e-02,6.400000000000000000e+01
