time_s,z_m,vz_m_s,contact_count,normal_force_N,phi0_m_pre_step,geometric_penetration_m
0.0,0.020999999716877937,-1.0,16,0.0,0.0,0.0
2.5e-05,0.02097499929368496,-1.0,16,0.0,0.0,0.0
5e-05,0.02094999887049198,-1.0,16,0.0,0.0,0.0
7.500000000000001e-05,0.020924998447299004,-1.0,16,0.0,0.0,0.0
0.0001,0.020899998024106026,-1.0,16,0.0,0.0,0.0
0.000125,0.020874997600913048,-1.0,16,0.0,0.0,0.0
0.00015000000000000001,0.02084999717772007,-1.0,16,0.0,0.0,0.0
0.000175,0.020824996754527092,-1.0,16,0.0,0.0,0.0
0.0002,0.020799996331334114,-1.0,16,0.0,0.0,0.0
0.00022500000000000002,0.020774995908141136,-1.0,16,0.0,0.0,0.0
0.00025,0.020749995484948158,-1.0,16,0.0,0.0,0.0
0.000275,0.02072499506175518,-1.0,16,0.0,0.0,0.0
0.00030000000000000003,0.020699994638562202,-1.0,16,0.0,0.0,0.0
0.00032500000000000004,0.020674994215369225,-1.0,16,0.0,0.0,0.0
0.00035,0.020649993792176247,-1.0,16,0.0,0.0,0.0
0.000375,0.02062499336898327,-1.0,16,0.0,0.0,0.0
0.0004,0.02059999294579029,-1.0,16,0.0,0.0,0.0
0.00042500000000000003,0.020574992522597313,-1.0,16,0.0,0.0,0.0
0.00045000000000000004,0.020549992099404335,-1.0,16,0.0,0.0,0.0
0.000475,0.020524991676211357,-1.0,16,0.0,0.0,0.0
0.0005,0.02049999125301838,-1.0,16,0.0,0.0,0.0
0.0005250000000000001,0.0204749908298254,-1.0,16,0.0,0.0,0.0
0.00055,0.020449990406632423,-1.0,16,0.0,0.0,0.0
0.000575,0.020424989983439445,-1.0,16,0.0,0.0,0.0
0.0006000000000000001,0.020399989560246468,-1.0,16,0.0,0.0,0.0
0.000625,0.02037498913705349,-1.0,16,0.0,0.0,0.0
0.0006500000000000001,0.020349988713860512,-1.0,16,0.0,0.0,0.0
0.000675,0.020324988290667534,-1.0,16,0.0,0.0,0.0
0.0007,0.020299987867474556,-1.0,16,0.0,0.0,0.0
0.0007250000000000001,0.020274987444281578,-1.0,16,0.0,0.0,0.0
0.00075,0.0202499870210886,-1.0,16,0.0,0.0,0.0
0.0007750000000000001,0.020224986597895622,-1.0,16,0.0,0.0,0.0
0.0008,0.020199986174702644,-1.0,16,0.0,0.0,0.0
0.000825,0.020174985751509666,-1.0,16,0.0,0.0,0.0
