tag,dt_ms,friction_timeconst_ms,friction_solreffriction,impratio,noslip_iterations,trace,wall_s,tail_slope_um_s,tail_slope_R2,tail_vt_mean_um_s,tail_vt_std_um_s,tail_vt_rms_um_s,hold_displacement_um,tail_Fn_mean_N,tail_Fn_cv,tail_Fn_balance_error_pct,tail_Ft_mean_N,tail_rho_mean,tail_contact_duty,tail_contacts_mean,tail_gap_std_um,tail_max_body_vz_rms_mm_s,tail_solver_iterations_mean,valid_steady_contact
dt0.25ms_tfr8ms_ir10_ns0,0.25,8.0,"[0.008, 1.0]",10.0,0,dt0.25ms_tfr8ms_ir10_ns0/trace.csv,0.9131129999877885,110.8664999710197,0.999999017871551,110.8667195624753,0.24568346019570989,110.86699178252812,877.0148865314801,9.808741312622487,8.075463841244034e-07,-0.012830656243762614,3.9999981204428954,0.8155986569445053,1.0,4.0,0.019927302312473978,5.390687429686095e-05,1.0,True
dt0.25ms_tfr8ms_ir10_ns1,0.25,8.0,"[0.008, 1.0]",10.0,1,dt0.25ms_tfr8ms_ir10_ns1/trace.csv,1.7253491670126095,-0.4931445812054372,0.999999793184188,-0.49312616475549803,0.0005059298870184698,0.49312642428845477,-0.46030576179181965,9.809005453063916,1.0196120957211756e-09,-0.010138093130319692,3.9999999992427844,0.8155770772853134,1.0,8.0,5.73027885155301e-05,4.741648304857175e-07,4.0,True
dt0.25ms_tfr8ms_ir10_ns3,0.25,8.0,"[0.008, 1.0]",10.0,3,dt0.25ms_tfr8ms_ir10_ns3/trace.csv,2.3475290420174133,-4.035721144944722e-05,0.9748178615011169,-3.2790753134934635e-05,0.00098826124409793,0.0009888050971132505,0.02688321694687082,9.809189706260446,1.038166644201231e-07,-0.00825987502094678,3.9999999424784294,0.8155617461298533,1.0,8.0,1.7853516850105287e-06,7.32318278006194e-07,7.0,True
dt0.25ms_tfr8ms_ir100_ns0,0.25,8.0,"[0.008, 1.0]",100.0,0,dt0.25ms_tfr8ms_ir100_ns0/trace.csv,0.9089537079853471,10.812279286095851,0.9999999908903986,10.812279033122161,0.0023075757567677644,10.812279279365614,86.44811444854489,9.808830815394872,7.140791134488468e-08,-0.011918293630259863,3.9999999828459023,0.815591594579847,1.0,4.0,0.0016989431820378705,4.5520169215852215e-06,1.0,True
dt0.25ms_tfr8ms_ir100_ns1,0.25,8.0,"[0.008, 1.0]",100.0,1,dt0.25ms_tfr8ms_ir100_ns1/trace.csv,1.7010130829876289,-0.047393583145609194,0.9999973435558777,-0.04738056840876954,0.00017671064622531795,0.047380897937782676,-0.3427411744875062,9.809014837501564,3.320980854007382e-09,-0.010042431176718186,4.000000000379874,0.8155762972418352,1.0,8.0,2.2422317168347156e-06,1.5227632726166036e-07,4.0,True
dt0.25ms_tfr8ms_ir100_ns3,0.25,8.0,"[0.008, 1.0]",100.0,3,dt0.25ms_tfr8ms_ir100_ns3/trace.csv,1.8920475420018192,-0.005984202108284964,0.994747123810142,-0.006157681110207461,0.0015407156995334906,0.0063475067169554665,-0.8285302265733651,9.809154416106088,4.1313140558061634e-08,-0.008619611558743733,4.000000003232522,0.8155646926435888,1.0,5.0,8.928473171767118e-06,1.400586076305652e-06,6.022443890274314,True
dt0.5ms_tfrinherit_ir1_ns0,0.5,,"[0.0, 0.0]",1.0,0,dt0.5ms_tfrinherit_ir1_ns0/trace.csv,0.5745441250037402,289.7454834042745,0.9999929575801714,289.74990675229844,1.7194330010910548,289.7550084343857,2250.724086857016,9.808500707079364,2.9592461670104742e-06,-0.015283312136963387,3.999980455201719,0.8156150618103173,1.0,4.0,0.06756375884741186,0.00015913024524716958,1.0,True
dt0.5ms_tfrinherit_ir1_ns1,0.5,,"[0.0, 0.0]",1.0,1,dt0.5ms_tfrinherit_ir1_ns1/trace.csv,1.0395996670122258,4.70964650698184,0.99999414639451,4.324771975158986,5.335000825998676,6.8677424566248195,40.80601686424559,9.807921409692375,0.0005394276111903933,-0.021188484277532272,4.001592990418322,0.8159934683151315,1.0,6.0,0.0008924565354273177,0.0030264261171198347,4.985037406483791,True
dt0.5ms_tfrinherit_ir1_ns3,0.5,,"[0.0, 0.0]",1.0,3,dt0.5ms_tfrinherit_ir1_ns3/trace.csv,1.1744193329941481,0.14491995076866782,0.9941966069255153,-0.3591256001678804,12.597341772312788,12.602459717259668,1.28530993570406,9.810388982463387,0.0017451108258858476,0.003965162725649908,4.0013400890287,0.8157310174970944,1.0,6.635910224438903,0.004109643187840562,0.007681963661001679,6.364089775561097,True
dt0.5ms_tfrinherit_ir10_ns0,0.5,,"[0.0, 0.0]",10.0,0,dt0.5ms_tfrinherit_ir10_ns0/trace.csv,0.5323622500000056,27.142612017961493,0.9999999423480788,27.14260962550442,0.014572950925882497,27.14261353763531,216.58708581776173,9.80881425773248,1.8427136481608982e-07,-0.012087077140875481,3.9999998911736356,0.8155929526385909,1.0,4.0,0.004343497016918076,1.1541123332413306e-05,1.0,True
dt0.5ms_tfrinherit_ir10_ns1,0.5,,"[0.0, 0.0]",10.0,1,dt0.5ms_tfrinherit_ir10_ns1/trace.csv,0.7604186249955092,-0.005468681532853908,0.01306004075128342,1.5860589042513973,25.018318985496045,25.068543390228854,-0.013457425641545288,9.798661650778714,0.007778242695876556,-0.11557950276541129,3.9947138743013775,0.8153514704820526,1.0,5.665835411471321,0.03500483689799619,0.03227402326154389,3.907730673316708,True
dt0.5ms_tfrinherit_ir10_ns3,0.5,,"[0.0, 0.0]",10.0,3,dt0.5ms_tfrinherit_ir10_ns3/trace.csv,1.138666791986907,0.014117816647215608,0.9980588684829903,0.01419655462510299,0.0014102227108592688,0.014266425316727255,0.7077393162766832,9.809080463488435,3.9156554650392873e-08,-0.009373460872227428,4.000000003705345,0.8155708414451762,1.0,6.0,8.63463097207889e-06,1.8193789727308434e-06,6.0,True
dt0.5ms_tfrinherit_ir100_ns0,0.5,,"[0.0, 0.0]",100.0,0,dt0.5ms_tfrinherit_ir100_ns0/trace.csv,0.5328539170150179,2.6975498665026434,0.9999999994341083,2.6975498083257086,0.00014349116278701934,2.697549812142082,21.61987053923028,9.808837535849223,1.7695945379348302e-08,-0.011849787469696775,3.9999999989357313,0.8155910390638196,1.0,4.0,0.0004190934585007405,1.1209081558274542e-06,1.0,True
dt0.5ms_tfrinherit_ir100_ns1,0.5,,"[0.0, 0.0]",100.0,1,dt0.5ms_tfrinherit_ir100_ns1/trace.csv,0.8218420000048354,0.16443064981708877,0.9999999999995438,0.1644306497353437,2.4833701568471627e-07,0.16443064973553123,1.3601005956836119,9.808839174766742,3.0831947348360676e-11,-0.01183308086909503,4.000000000002607,0.8155909030076902,1.0,4.0,2.5457862134940326e-05,8.563266550517131e-08,4.0,True
dt0.5ms_tfrinherit_ir100_ns3,0.5,,"[0.0, 0.0]",100.0,3,dt0.5ms_tfrinherit_ir100_ns3/trace.csv,1.1592906669829972,-0.0049630594753847755,0.8574285043231236,-0.0041533785001389625,0.02206871391769879,0.022456150314482868,1.191330356042207,9.80918110559213,8.089323755683203e-08,-0.008347547480846939,3.9999999831137614,0.8155624694977411,1.0,4.0,6.740002180378248e-07,8.933505106367603e-06,6.2443890274314215,True
dt0.5ms_tfr4ms_ir1_ns0,0.5,4.0,"[0.004, 1.0]",1.0,0,dt0.5ms_tfr4ms_ir1_ns0/trace.csv,0.5913137079915032,641.3396349382068,0.9982846485299119,646.37578084155,233.33877656801985,687.2034885743695,4764.243759782816,9.804623593739063,0.007808257168977241,-0.05480536453555379,4.006942252400852,0.8175395002263729,1.0,4.0,2.0462795683835284,0.09441244352827012,1.087281795511222,True
dt0.5ms_tfr4ms_ir1_ns1,0.5,4.0,"[0.004, 1.0]",1.0,1,dt0.5ms_tfr4ms_ir1_ns1/trace.csv,0.9234355000080541,-18.514974138695294,0.9999866439175722,-18.515333156676586,0.15130706492610943,18.51595138605154,-158.2670800488043,9.80889110352363,7.427897331990948e-08,-0.011303735742821631,3.999999651766825,0.8155865142248209,1.0,5.0,0.002862728514246385,1.0330287209791793e-05,5.0,True
dt0.5ms_tfr4ms_ir1_ns3,0.5,4.0,"[0.004, 1.0]",1.0,3,dt0.5ms_tfr4ms_ir1_ns3/trace.csv,1.2113205829809885,-0.0005098859110864417,0.7129961707668048,-0.00043571987680806213,0.0007249995286825215,0.0008458582195826386,1.08126712132715,9.809083146788751,7.470166306607727e-09,-0.009346108167679374,4.000000006618914,0.8155706189376964,1.0,8.0,2.0713025155923148e-06,7.895941656517691e-06,6.0,True
dt0.5ms_tfr4ms_ir10_ns0,0.5,4.0,"[0.004, 1.0]",10.0,0,dt0.5ms_tfr4ms_ir10_ns0/trace.csv,0.5521366659959313,54.66146224753141,0.999999764580219,54.66146876433773,0.059305088470426814,54.661500935925524,434.9070102226618,9.808790673951792,3.797394215365732e-07,-0.012327482652479365,3.9999995536407154,0.8155948447882946,1.0,4.0,0.009091204255296035,2.4302659165525066e-05,1.0,True
dt0.5ms_tfr4ms_ir10_ns1,0.5,4.0,"[0.004, 1.0]",10.0,1,dt0.5ms_tfr4ms_ir10_ns1/trace.csv,0.9183307089842856,-6.2448489557132,0.9999999991821091,-6.2448391138333434,0.00040117012460256157,6.244839126718981,-49.40577002505276,9.808976426371347,1.0519981053838493e-08,-0.010433981943464898,3.9999999985352135,0.8155794905941967,1.0,4.0,0.000988603928792641,2.2370842737370624e-06,4.0,True
dt0.5ms_tfr4ms_ir10_ns3,0.5,4.0,"[0.004, 1.0]",10.0,3,dt0.5ms_tfr4ms_ir10_ns3/trace.csv,1.2614267079916317,-0.00941321930479363,0.9516523364693528,-0.012311445531506824,0.32290008103912676,0.3231346995080378,0.05690173637441036,9.809213761761816,2.003798799577836e-06,-0.008014660939698947,4.000006842980699,0.8155611531025273,1.0,8.0,0.00015230418042750206,3.0741426607040115e-05,6.00498753117207,True
dt0.5ms_tfr4ms_ir100_ns0,0.5,4.0,"[0.004, 1.0]",100.0,0,dt0.5ms_tfr4ms_ir100_ns0/trace.csv,0.5649671659921296,5.398775499610066,0.9999999977318338,5.398775281775638,0.000574938955571515,5.398775312389507,43.211857185213965,9.808835301742409,3.549547788882643e-08,-0.011872561239464502,3.999999995732506,0.8155912241735701,1.0,4.0,0.0008419312468430354,2.253153776590571e-06,1.0,True
dt0.5ms_tfr4ms_ir100_ns1,0.5,4.0,"[0.004, 1.0]",100.0,1,dt0.5ms_tfr4ms_ir100_ns1/trace.csv,0.9848274579853751,-0.26814729759242717,0.8979988675454038,-0.29895068689330223,1.2136032617168098,1.2498817504242776,-2.093714711340222,9.809010660923542,1.4072993303725896e-05,-0.010085005876229878,3.9999967881612046,0.8155759896648203,1.0,5.194513715710723,0.04239479287203521,0.0009512665177810901,4.0,True
dt0.5ms_tfr4ms_ir100_ns3,0.5,4.0,"[0.004, 1.0]",100.0,3,dt0.5ms_tfr4ms_ir100_ns3/trace.csv,1.1422759169945493,0.0009095497141672654,0.6293570014673247,0.00436202538556717,0.14303295209707892,0.1430994502123247,0.4145286754410356,9.809140472429334,8.881834960795425e-07,-0.008761748936456978,4.00000180275893,0.8155662188581682,1.0,5.0,1.0951059920811074e-05,6.84360868748316e-06,6.077306733167083,True
dt0.5ms_tfr8ms_ir1_ns0,0.5,8.0,"[0.008, 1.0]",1.0,0,dt0.5ms_tfr8ms_ir1_ns0/trace.csv,0.5012249999854248,134.4531358471054,1.0,134.45313582107477,1.0100239713829557e-09,134.45313582107477,349607.3197376346,0.0,,,0.0,,0.0,0.0,9.45793221750681e-12,2.2793887383938172e-12,0.8877805486284289,False
dt0.5ms_tfr8ms_ir1_ns1,0.5,8.0,"[0.008, 1.0]",1.0,1,dt0.5ms_tfr8ms_ir1_ns1/trace.csv,1.1572825000039302,26.14349650546657,0.9999999981974564,26.143601366710932,0.0024855833150124215,26.143601484868416,209.22445675194396,9.80872231704525,3.178084633055187e-08,-0.013024291077986779,4.000000308550679,0.8156006825883172,1.0,6.0,0.005040437858633164,1.4912136880758509e-05,5.0,True
dt0.5ms_tfr8ms_ir1_ns3,0.5,8.0,"[0.008, 1.0]",1.0,3,dt0.5ms_tfr8ms_ir1_ns3/trace.csv,1.2597864590061363,0.29279488289846567,0.9999997426229529,0.2928398466083961,0.0003474754773984592,0.2928400527606092,2.891697294408237,9.809041982104198,3.355358917175442e-08,-0.009765727785961815,4.000000001033083,0.815574040427345,1.0,5.0,6.146520639872517e-05,1.2530647299051671e-06,7.0,True
dt0.5ms_tfr8ms_ir10_ns0,0.5,8.0,"[0.008, 1.0]",10.0,0,dt0.5ms_tfr8ms_ir10_ns0/trace.csv,0.5663052499876358,110.86660762746408,0.9999990178677468,110.86677416020021,0.24568388015584486,110.86704638104959,877.0159268686392,9.808741314436954,8.075455162852638e-07,-0.01283063774766884,3.999998120441013,0.8155986567932481,1.0,4.0,0.019927373975972752,5.390691864818971e-05,1.0,True
dt0.5ms_tfr8ms_ir10_ns1,0.5,8.0,"[0.008, 1.0]",10.0,1,dt0.5ms_tfr8ms_ir10_ns1/trace.csv,1.1119279589911457,3.0697669868428723,0.9999999997620397,3.0697671327079865,0.00010588882422622045,3.069767134534256,24.603649835097645,9.808791808249575,2.8416504989679935e-09,-0.01231591998394917,4.000000003678869,0.8155948422342317,1.0,6.0,0.0005865928987804338,1.4713074749585798e-06,4.0,True
dt0.5ms_tfr8ms_ir10_ns3,0.5,8.0,"[0.008, 1.0]",10.0,3,dt0.5ms_tfr8ms_ir10_ns3/trace.csv,1.2835627919994295,-0.036527800329538576,0.9983281386800962,-0.043581058546609916,0.09668472226552373,0.10605302533923537,-0.11477876133440658,9.809196203442518,1.4169802243208072e-05,-0.008193644826529336,4.00000681143019,0.8155626061533059,1.0,7.0,0.0006346236787041949,0.00010124279114000521,6.0,True
dt0.5ms_tfr8ms_ir100_ns0,0.5,8.0,"[0.008, 1.0]",100.0,0,dt0.5ms_tfr8ms_ir100_ns0/trace.csv,0.6289373329782393,10.812280282027718,0.9999999908903954,10.812279530693932,0.0023075761383547686,10.812279776937455,86.44814238151356,9.808830815545562,7.140789484928024e-08,-0.01191829209417294,3.999999982845922,0.8155915945673213,1.0,4.0,0.0016989437264824435,4.552018455630313e-06,1.0,True
dt0.5ms_tfr8ms_ir100_ns1,0.5,8.0,"[0.008, 1.0]",100.0,1,dt0.5ms_tfr8ms_ir100_ns1/trace.csv,1.1152979579928797,-0.34685200980029524,0.9999997470884123,-0.34687591711266097,0.00039594302452938574,0.34687614308803116,-2.0905007252464634,9.809004319409514,1.1731559225025746e-08,-0.010149649240435411,3.999999999160864,0.8155771715271624,1.0,5.0,5.3226409162793506e-05,8.3066594151017e-07,4.0,True
dt0.5ms_tfr8ms_ir100_ns3,0.5,8.0,"[0.008, 1.0]",100.0,3,dt0.5ms_tfr8ms_ir100_ns3/trace.csv,1.2226073750061914,-0.009222324593824266,0.995934383564205,-0.009671753575479891,0.01507192043059815,0.017908255154846606,1.0235905389597926,9.809203709680236,9.352311951309745e-08,-0.008117128641835126,4.000000000289643,0.8155605936376267,1.0,4.0,1.128118306847324e-06,4.32198180029886e-06,6.0,True
dt1ms_tfrinherit_ir1_ns0,1.0,,"[0.0, 0.0]",1.0,0,dt1ms_tfrinherit_ir1_ns0/trace.csv,0.3918626249942463,289.74708590468845,0.999992957420355,289.7507666799173,1.7194508650609681,289.7558684528706,2250.736239869813,9.808500717388306,2.959237013331131e-06,-0.015283207050915923,3.999980455044678,0.8156150609210673,1.0,4.0,0.06756541970287092,0.00015913171258052585,1.0,True
dt1ms_tfrinherit_ir1_ns1,1.0,,"[0.0, 0.0]",1.0,1,dt1ms_tfrinherit_ir1_ns1/trace.csv,0.7280807500064839,-0.0006402938103324763,0.9849591191698359,-0.0006372430266487234,0.0001721723313112154,0.0006600924076836246,-9.91004541472697,9.808910231818249,9.439240461363469e-09,-0.011108748030086015,3.9999999934108605,0.815584993414583,1.0,8.0,1.4411774825583092e-05,2.050009018503076e-06,5.0,True
dt1ms_tfrinherit_ir1_ns3,1.0,,"[0.0, 0.0]",1.0,3,dt1ms_tfrinherit_ir1_ns3/trace.csv,0.6647365830140188,0.022494980627979846,0.9999999987776821,0.022494944247666286,1.7647126442447001e-06,0.022494944316886523,0.4952766538983844,9.808872687536631,1.6135480292126818e-09,-0.01149146241966645,3.9999999999696776,0.8155881164717664,1.0,5.0,9.392292610778734e-06,7.307161018225319e-08,7.0,True
dt1ms_tfrinherit_ir10_ns0,1.0,,"[0.0, 0.0]",10.0,0,dt1ms_tfrinherit_ir10_ns0/trace.csv,0.3661796670057811,27.142630885375233,0.9999999423479529,27.14262219835892,0.014572968544785549,27.142626110497467,216.58726100263485,9.80881425854499,1.8427128165477882e-07,-0.01208706885841706,3.9999998911735903,0.8155929525710226,1.0,4.0,0.004343505602049391,1.1541130669951959e-05,1.0,True
dt1ms_tfrinherit_ir10_ns1,1.0,,"[0.0, 0.0]",10.0,1,dt1ms_tfrinherit_ir10_ns1/trace.csv,0.7154629590222612,-0.35880729840460734,0.9988048762724805,-0.3592710254428454,0.027752900454417143,0.36034135650295046,-7.971142921054307,9.809001334736609,2.300729943403008e-08,-0.010180074040693012,3.999999920927799,0.815577403738871,1.0,8.0,0.009717390766430318,1.8059012487333356e-05,5.0,True
dt1ms_tfrinherit_ir10_ns3,1.0,,"[0.0, 0.0]",10.0,3,dt1ms_tfrinherit_ir10_ns3/trace.csv,0.7688146250147838,0.002084868937831102,0.999998920555188,0.0020846421543889012,4.887926782785072e-06,0.002084647884819744,0.05868559301625086,9.808970380895387,9.623500805453242e-11,-0.010495607590354165,3.999999999988259,0.8155799935493595,1.0,5.0,4.820621823212056e-06,2.3999691189770063e-08,7.0,True
