phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,-1.0391283574866754e-37,-2.0782567149733507e-34,1.0532429383367696e-35,-2.1835810088070276e-34,8,5.4243986067813905,1.6460764567464938e-16,7.586446793791239e-17,4,5.424398606781396,1.6460764567464936e-16,7.58644679379123e-17,4
normal_gate,0.001,2.8150931866457208e-36,5.838012044788776e-33,-2.8888949165808538e-34,6.1269015364468616e-33,8,4.902064768210508,6.8947065358848876e-15,3.516225744606895e-15,4,4.902064768210329,6.8947065358848876e-15,3.516225744607023e-15,4
normal_gate,0.0015,-3.038127918648088e-34,-6.13255770102909e-31,1.232595164407831e-32,-6.2558172174698735e-31,8,4.463574465465912,7.317259068707204e-13,4.098318021419757e-13,4,4.463574465472435,7.317259068707203e-13,4.098318021413768e-13,4
normal_gate,0.002,1.0543253641027607e-30,2.109258353789251e-27,-8.67746995743113e-29,2.1960330533635624e-27,8,4.095117984444871,8.087785722583284e-11,4.937455864094996e-11,4,4.095117984193941,8.08778572258319e-11,4.937455864397483e-11,4
normal_gate,0.0025,4.4616445301114094e-27,8.921180409494613e-24,-3.637090535175788e-25,9.284889463012192e-24,8,3.7851746006151927,8.908677231652409e-09,5.883927540756315e-09,4,3.7851746102942254,8.908677231656407e-09,5.883927525713224e-09,4
normal_gate,0.003,7.284102681795393e-27,5.644916303367967e-24,-1.7387756528519454e-25,5.818793868653162e-24,8,3.5241349043619614,2.5202154256185564e-08,1.7878255898342496e-08,4,3.524134901913122,2.5202154256181564e-08,1.787825591076284e-08,4
normal_gate,0.0035,8.473500396679407e-27,2.37879542976803e-24,-1.2116903504194741e-26,2.3909123332722246e-24,8,3.3039852253312194,4.611453747549632e-08,3.489311719824156e-08,4,3.3039852233846387,4.6114537475487544e-08,3.48931172187926e-08,4
normal_gate,0.004,8.079285933331153e-27,-7.884289266965061e-25,1.2197682860889373e-25,-9.104057553053998e-25,8,3.1180437024063767,6.132398020212155e-08,4.916863429046412e-08,4,3.118043700866213,6.132398020210926e-08,4.91686343147412e-08,4
normal_gate,0.0045000000000000005,6.4469631496916196e-27,-3.2646455672790677e-24,2.0679515313825692e-25,-3.4714407204173246e-24,8,2.960739333550001,7.21692177760515e-08,6.093851032262166e-08,4,2.960739332338268,7.216921777603814e-08,6.09385103475505e-08,4
normal_gate,0.005,4.115391273742161e-27,-4.6631437518989165e-24,2.3426013441443167e-25,-4.897403886313348e-24,8,2.827427194605985,7.968218358176906e-08,7.04546731864418e-08,4,2.827427193659145,7.968218358175667e-08,7.045467321002449e-08,4
normal_gate,0.0055,1.7058432977436355e-27,-4.819095951997051e-24,2.0517956600436429e-25,-5.024275518001415e-24,8,2.7142340035417667,8.465731320855189e-08,7.797532664656374e-08,4,2.7142340028081695,8.465731320854175e-08,7.79753266676294e-08,4
