time_s,force_N,x_bottom_m,x_middle_m,x_top_m,slip_ground_bottom_m,slip_bottom_middle_m,slip_middle_top_m,contacts
0.009000000000000001,0.0,-5.902223154664144e-20,-1.9473311851924592e-19,-5.87516146843825e-19,-5.902223154664144e-20,-1.3571088697260447e-19,-3.9278302832457905e-19,12
0.0095,0.0,-5.923039836375902e-20,-2.012973121523418e-19,-6.047801148767462e-19,-5.923039836375902e-20,-1.4206691378858277e-19,-4.034828027244044e-19,12
0.01,0.0,-5.946632075649224e-20,-2.0741741657558761e-19,-6.212391712168141e-19,-5.946632075649224e-20,-1.4795109581909539e-19,-4.1382175464122653e-19,12
0.0105,0.0,-5.95634652711473e-20,-2.1334323196952403e-19,-6.371986271958007e-19,-5.95634652711473e-20,-1.5377976669837674e-19,-4.2385539522627674e-19,12
0.011,0.0,-5.9688365361418e-20,-2.190608805463432e-19,-6.52811138479592e-19,-5.9688365361418e-20,-1.593725151849252e-19,-4.337502579332488e-19,12
0.0115,0.0,-5.967448757361054e-20,-2.2452872894262175e-19,-6.674799601924519e-19,-5.967448757361054e-20,-1.648542413690112e-19,-4.429512312498301e-19,12
0.012,0.0,-5.974387651264998e-20,-2.297051437949362e-19,-6.815242814539602e-19,-5.974387651264998e-20,-1.6996126728228619e-19,-4.51819137659024e-19,12
0.0125,0.0,-5.975775430045816e-20,-2.347705363447881e-19,-6.949857356275402e-19,-5.975775430045816e-20,-1.7501278204432992e-19,-4.60215199282752e-19,12
0.013000000000000001,0.0,-5.98271432394976e-20,-2.396277620775228e-19,-7.081002451059248e-19,-5.98271432394976e-20,-1.798006188380252e-19,-4.68472483028402e-19,12
0.0135,0.0,-5.997979890538393e-20,-2.4415192090286993e-19,-7.2057637634515e-19,-5.997979890538393e-20,-1.8417212199748598e-19,-4.764244554422801e-19,12
0.014,0.0,-6.013245457127026e-20,-2.484124017598686e-19,-7.321226958012516e-19,-6.013245457127026e-20,-1.8827994718859836e-19,-4.837102940413831e-19,12
0.0145,0.0,-6.022959908592532e-20,-2.524924713753657e-19,-7.429057369279234e-19,-6.022959908592532e-20,-1.9226287228944037e-19,-4.904132655525578e-19,12
0.015,0.0,-6.02434768737335e-20,-2.5641988532497684e-19,-7.532030554813218e-19,-6.02434768737335e-20,-1.9617640845124334e-19,-4.967831701563449e-19,12
0.0155,0.0,-6.028511023715731e-20,-2.6005586573062387e-19,-7.629591403102154e-19,-6.028511023715731e-20,-1.9977075549346654e-19,-5.029032745795915e-19,12
0.016,0.0,-6.029898802496549e-20,-2.6345592374353806e-19,-7.720907246877573e-19,-6.029898802496549e-20,-2.0315693571857257e-19,-5.086348009442193e-19,12
0.0165,0.0,-6.047939926646744e-20,-2.6667557051495067e-19,-7.806810753407944e-19,-6.047939926646744e-20,-2.0619617124848322e-19,-5.140055048258438e-19,12
0.017,0.0,-6.054878820550688e-20,-2.6978419498390075e-19,-7.888273367839815e-19,-6.054878820550688e-20,-2.0923540677839387e-19,-5.190431418000807e-19,12
0.0175,0.0,-6.061817714454632e-20,-2.7276791936258047e-19,-7.965988979563575e-19,-6.061817714454632e-20,-2.1214974221803416e-19,-5.23830978593777e-19,12
0.018000000000000002,0.0,-6.079858838604827e-20,-2.755295991363352e-19,-8.039818810701148e-19,-6.079858838604827e-20,-2.147310107502869e-19,-5.284522819337796e-19,12
0.0185,0.0,-6.097899962755022e-20,-2.781108676685883e-19,-8.108236304593673e-19,-6.097899962755022e-20,-2.171318680410381e-19,-5.327127627907791e-19,12
0.019,0.0,-6.11871664446678e-20,-2.805672361105711e-19,-8.1731843515342445e-19,-6.11871664446678e-20,-2.193800696659033e-19,-5.367511990428534e-19,12
0.0195,0.0,-6.13120665349385e-20,-2.8287094888666794e-19,-8.234385395766706e-19,-6.13120665349385e-20,-2.2155888235172944e-19,-5.405675906900026e-19,12
0.02,0.0,-6.140921104959356e-20,-2.851052727237257e-19,-8.292949660315683e-19,-6.140921104959356e-20,-2.2369606167413217e-19,-5.441896933078425e-19,12
0.0205,0.0,-6.136757768617049e-20,-2.8729796319736003e-19,-8.349154700937331e-19,-6.136757768617049e-20,-2.2593038551118954e-19,-5.47617506896373e-19,12
0.021,0.0,-6.135369989836303e-20,-2.8939350915633965e-19,-8.403000517631651e-19,-6.135369989836303e-20,-2.280398092579766e-19,-5.509065426068255e-19,12
0.021500000000000002,0.0,-6.136757768617121e-20,-2.914612995397036e-19,-8.45462588827672e-19,-6.136757768617121e-20,-2.300937218535324e-19,-5.540012892879684e-19,12
0.022,0.0,-6.138145547397939e-20,-2.93501334347452e-19,-8.504585924384852e-19,-6.138145547397939e-20,-2.321198788734726e-19,-5.569572580910332e-19,12
