phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,right_Fn_N,right_Ft_N,right_points,right_rho
normal_gate,0.0025,5.317820294357956e-13,1.3577499381419757e-14,-1.6432100363554525e-15,1.3450070050768925e-14,1.2742933065083145e-16,128,0,-1,6.008256582234468,1.1695882141030771e-06,4,1.946634931606246e-06,5.991499515559108,2.3265960958795975e-07,4,3.8831616189532253e-07
normal_gate,0.005,5.318182959984652e-13,1.5198378241153797e-14,-1.606943897202286e-15,1.5200297617812275e-14,-1.9193766584782446e-18,128,0,-1,6.001729145215128,3.315777207991636e-10,4,5.524703177641955e-10,5.998175964190389,3.317493881117498e-10,4,5.53083787625307e-10
normal_gate,0.0075,5.318588451597162e-13,1.686838670589448e-14,-1.5664222645221139e-15,1.6869968963439952e-14,-1.582257545471033e-18,128,0,-1,5.999944215619834,3.198179999853363e-10,4,5.330349558129965e-10,5.999811882173743,3.199818721379166e-10,4,5.333198413914047e-10
normal_gate,0.01,5.319034058690053e-13,1.845368679371205e-14,-1.5218547789693816e-15,1.845431359809302e-14,-6.2680438096818225e-19,128,0,-1,5.999713339462033,3.074122893616289e-10,4,5.123782953756806e-10,6.000191769943484,3.075675500245374e-10,4,5.125961999501798e-10
normal_gate,0.0125,5.319518154960068e-13,1.9952425196517916e-14,-1.4734527752644291e-15,1.9952681000467987e-14,-2.558039500707987e-19,128,0,-1,5.999876391330973,2.9439896487225217e-10,4,4.906750500687308e-10,6.000028718074544,2.945452612061309e-10,4,4.909064190290288e-10
normal_gate,0.015,5.320038029901775e-13,2.136144078735292e-14,-1.421441564171226e-15,2.136149330339565e-14,-5.251604272976662e-20,128,0,-1,5.99990565492162,2.808381308533922e-10,4,4.680709114534584e-10,5.999999454483895,2.809753146741335e-10,4,4.682922337003817e-10
normal_gate,0.0175,5.320592057211915e-13,2.267481280591576e-14,-1.3660489975525839e-15,2.267489581514459e-14,-8.300922883092143e-20,128,0,-1,5.999947450596871,2.6682081483867463e-10,4,4.4470525289705905e-10,5.999957658808645,2.6694862411054243e-10,4,4.449175132404982e-10
normal_gate,0.02,5.321176984283971e-13,2.3872807078601302e-14,-1.3075241030949952e-15,2.3872939215741074e-14,-1.3213713977167085e-19,128,0,-1,5.999951971938698,2.526290196199562e-10,4,4.2105173641636165e-10,5.999953137466818,2.52747452063451e-10,4,4.2124904357196537e-10
normal_gate,0.0225,5.32179172691577e-13,2.5134103511566946e-14,-1.2460345933220165e-15,2.513419160299346e-14,-8.809142651444724e-20,128,0,-1,5.999952511724794,2.3592123200823157e-10,4,3.932051654529042e-10,5.999952597680721,2.3602918789196244e-10,4,3.9338508771419197e-10
normal_gate,0.025,5.32243953771383e-13,2.641072277054842e-14,-1.1812585957136912e-15,2.6410785450986518e-14,-6.268043809681823e-20,128,0,-1,5.999952552514417,2.1711897911605053e-10,4,3.618678268131668e-10,5.999952556891099,2.1721648237292934e-10,4,3.6203033326230326e-10
normal_gate,0.0275,5.323117164071633e-13,2.755551490381692e-14,-1.1134874896038746e-15,2.7555594524913962e-14,-7.962109704190423e-20,128,0,-1,5.999952554591332,1.981341336449959e-10,4,3.3022616736090373e-10,5.999952554814183,1.982210670579196e-10,4,3.3037105751590133e-10
normal_gate,0.03,5.323821353382663e-13,2.856721952634693e-14,-1.0430567000396795e-15,2.8567263572060186e-14,-4.404571325722362e-20,128,0,-1,5.999952554697084,1.7904552712764656e-10,4,2.9841157158397883e-10,5.999952554708431,1.7912176854186594e-10,4,2.985386416119259e-10
normal_gate,0.0325,5.324548853040401e-13,2.944503365090445e-14,-9.702965698705351e-16,2.944503365090445e-14,0.0,128,0,-1,5.999952554702469,1.599305281630014e-10,4,2.6655298805264e-10,5.999952554703047,1.5999603815051173e-10,4,2.6666217222851084e-10
normal_gate,0.035,5.325295868337243e-13,3.0188731966725516e-14,-8.955408300776596e-16,3.018874213112088e-14,-1.0164395367051604e-20,128,0,-1,5.999952554702743,1.4086185847048975e-10,4,2.3477162058570393e-10,5.999952554702772,1.4091664391480706e-10,4,2.348629303816017e-10
normal_gate,0.0375,5.326060230868845e-13,3.0798893844346045e-14,-8.191282938399547e-16,3.0798931113795724e-14,-3.7269449679189215e-20,128,0,-1,5.999952554702757,1.219119208871475e-10,4,2.031881415322077e-10,5.999952554702759,1.219560419410132e-10,4,2.0326167720347078e-10
normal_gate,0.04,5.326837603826517e-13,3.1276196910123844e-14,-7.41387609940955e-16,3.1276196910123844e-14,0.0,128,0,-1,5.999952554702759,1.0314856378651916e-10,4,1.7191563240891195e-10,5.999952554702758,1.0318208801671198e-10,4,1.719715065677277e-10
normal_gate,0.0425,5.327625276704828e-13,3.1622006581169884e-14,-6.626575915595623e-16,3.162203029809241e-14,-2.371692252312041e-20,128,0,-1,5.999952554702758,8.463677607364495e-11,4,1.410624089140617e-10,5.999952554702758,8.465985677500334e-11,4,1.4110087705384774e-10
normal_gate,0.045,5.328419454796174e-13,3.183817955370455e-14,-5.832465586885771e-16,3.1838193106231705e-14,-1.3552527156068805e-20,128,0,-1,5.999952554702758,6.644031145565927e-11,4,1.1073472806644682e-10,5.999952554702757,6.645309465990221e-11,4,1.1075603357532607e-10
normal_gate,0.0475,5.329216343392951e-13,3.19268876202046e-14,-5.034899363751122e-16,3.192688084394102e-14,6.776263578034403e-21,128,0,-1,5.999952554702759,4.861401297701654e-11,4,8.102399566295387e-11,5.999952554702758,4.8616674217143934e-11,4,8.102843109823965e-11
normal_gate,0.05,5.330013231989728e-13,3.1890837897969454e-14,-4.236994327437571e-16,3.1890831121705876e-14,6.776263578034403e-21,128,0,-1,5.999952554702758,3.121807220578184e-11,4,5.203053177697737e-11,5.999952554702757,3.1210862276436557e-11,4,5.201851513304636e-11
normal_gate,0.0525,5.330808494283246e-13,3.1733181349562906e-14,-3.441867559191014e-16,3.173317118516754e-14,1.0164395367051604e-20,128,0,-1,5.999952554702757,1.430121448566001e-11,4,2.3835545956860492e-11,5.999952554702758,1.428439544874046e-11,4,2.380751400699721e-11
normal_gate,0.055,5.331597793464815e-13,3.1457384033805116e-14,-2.6525006149857866e-16,3.145736709314617e-14,1.6940658945086007e-20,128,0,-1,5.999952554702757,2.0885520613569834e-12,4,3.480947628027455e-12,5.999952554702759,2.114690829902295e-12,4,3.52451258676171e-12
normal_gate,0.0575,5.332378961130091e-13,3.1067352466648823e-14,-1.8717056442067725e-16,3.106733213785809e-14,2.0328790734103208e-20,128,0,-1,5.999952554702758,1.7905500997224014e-11,4,2.984273764496637e-11,5.999952554702758,1.7940633056478272e-11,4,2.9901291540074627e-11
normal_gate,0.06,5.333148744672556e-13,3.0567291319644196e-14,-1.1022947962388563e-16,3.0567257438326306e-14,3.3881317890172014e-20,128,0,-1,5.999952554702758,3.3109907388671155e-11,4,5.518361534829078e-11,5.999952554702759,3.3153691088616384e-11,4,5.525658875857367e-11
normal_gate,0.0625,5.333904433586778e-13,2.996174068938852e-14,-3.469446951953614e-17,2.996169664367526e-14,4.404571325722362e-20,128,0,-1,5.999952554702759,4.766476291758769e-11,4,7.944189972007042e-11,5.999952554702759,4.771681695395346e-11,4,7.952865713338525e-11
normal_gate,0.065,5.334643317367327e-13,2.9255511723022196e-14,3.9170191612827865e-17,2.9255474453572516e-14,3.7269449679189215e-20,128,0,-1,5.999952554702759,6.153552598458963e-11,4,1.0256002097276274e-10,5.999952554702759,6.159545546017278e-11,4,1.0265990422189972e-10
normal_gate,0.0675,5.335362685508771e-13,2.845372388767843e-14,1.1112055828439715e-16,2.845369339449233e-14,3.049318610115481e-20,128,0,-1,5.999952554702758,7.469273635307462e-11,4,1.244888783237636e-10,5.999952554702759,7.476012224194084e-11,4,1.2460118902664307e-10
normal_gate,0.07,5.336060911707852e-13,2.7561803276417336e-14,1.8093301379709659e-16,2.7561747372242817e-14,5.590417451878382e-20,128,0,-1,5.999952554702758,8.711280261447842e-11,4,1.4518915244787973e-10,5.999952554702758,8.718720707961287e-11,4,1.4531316087037325e-10
normal_gate,0.0725,5.336735285459138e-13,2.6585192922957968e-14,2.4838732958464005e-16,2.65851522653765e-14,4.0657581468206416e-20,128,0,-1,5.999952554702758,9.877212687027536e-11,4,1.6462151320323001e-10,5.999952554702758,9.885311254379403e-11,4,1.6475649039309994e-10
normal_gate,0.075,5.337383096257198e-13,2.5529776318151953e-14,3.1328699400326454e-16,2.5529735660570485e-14,4.0657581468206416e-20,128,0,-1,5.999952554702757,1.0965192679996087e-10,4,1.8275465647476793e-10,5.999952554702757,1.09738993512138e-10,4,1.8289976880921278e-10
normal_gate,0.0775,5.338003802000946e-13,2.4401525044277436e-14,3.7543210727741805e-16,2.4401460669773445e-14,6.437450399132683e-20,128,0,-1,5.999952554702757,1.1973866988360738e-10,4,1.9956602788426438e-10,5.999952554702758,1.1983136215184121e-10,4,1.997205162196116e-10
normal_gate,0.08,5.338596318488209e-13,2.3206375108228774e-14,4.3465665094943873e-16,2.320631750998836e-14,5.759824041329242e-20,128,0,-1,5.999952554702757,1.29019446770088e-10,4,2.1503411167637096e-10,5.999952554702757,1.2911728465647201e-10,4,2.1519717610978438e-10
normal_gate,0.0825,5.33915739311247e-13,2.195054542590471e-14,4.908013828252428e-16,2.19504861335984e-14,5.929230630780102e-20,128,0,-1,5.999952554702758,1.3749023805610286e-10,4,2.2915220879261474e-10,5.999952554702758,1.37592703027991e-10,4,2.293229850961837e-10
normal_gate,0.085,5.339686483772643e-13,2.0640324369905656e-14,5.437240013696915e-16,2.0640282018258294e-14,4.2351647362715017e-20,128,0,-1,5.999952554702757,1.451413799504391e-10,4,2.4190421278694514e-10,5.999952554702758,1.4524796884861837e-10,4,2.4208186235535003e-10
normal_gate,0.08750000000000001,5.340181964165469e-13,1.9282091792390335e-14,5.932957575748021e-16,1.9282047746677078e-14,4.404571325722362e-20,128,0,-1,5.999952554702759,1.5197538789678244e-10,4,2.5329431609865684e-10,5.999952554702759,1.5208560943771465e-10,4,2.5347802011952585e-10
normal_gate,0.09,5.340643292189862e-13,1.7882149618486318e-14,6.394065371574317e-16,1.788207169145517e-14,7.792703114739563e-20,128,0,-1,5.999952554702757,1.579932834958898e-10,4,2.633242214091423e-10,5.999952554702757,1.5810661233773696e-10,4,2.635131043058218e-10
normal_gate,0.0925,5.341068841542562e-13,1.6446776056398653e-14,6.819648605592768e-16,1.644669643530161e-14,7.962109704190423e-20,128,0,-1,5.999952554702759,1.63200460478157e-10,4,2.7200291834014684e-10,5.999952554702758,1.63316392430192e-10,4,2.721961397881134e-10
normal_gate,0.095,5.341458070122485e-13,1.498242210905363e-14,7.208911066832954e-16,1.498237298114269e-14,4.912791094074942e-20,128,0,-1,5.999952554702757,1.6760486513318903e-10,4,2.79343650812406e-10,5.999952554702758,1.6772290061827365e-10,4,2.795403781765117e-10
normal_gate,0.0975,5.341809893727456e-13,1.3495476945972387e-14,7.561192069596018e-16,1.3495443911687444e-14,3.3034284942917713e-20,128,0,-1,5.999952554702759,1.7121623062080462e-10,4,2.853626408872274e-10,5.999952554702758,1.713358526544841e-10,4,2.8556201251990105e-10
normal_gate,0.1,5.342124854458563e-13,1.1992154400855982e-14,7.876017275431496e-16,1.1992089179319043e-14,6.522153693858113e-20,128,0,-1,5.999952554702757,1.7404971678061314e-10,4,2.9008515516375726e-10,5.999952554702758,1.7417044202209458e-10,4,2.902863654906403e-10
normal_gate,0.10250000000000001,5.342401868113633e-13,1.0478623414659268e-14,8.153115633796268e-16,1.0478542946529279e-14,8.046812998915853e-20,128,0,-1,5.999952554702759,1.7612057241908628e-10,4,2.9353660852041754e-10,5.999952554702758,1.7624189001586211e-10,4,2.9373880611393147e-10
normal_gate,0.105,5.342640934692666e-13,8.960749690541982e-15,8.392317738100882e-16,8.960659905049573e-15,8.978549240895584e-20,128,0,-1,5.999952554702759,1.7744686284630252e-10,4,2.957471100454283e-10,5.999952554702757,1.7756832837449297e-10,4,2.9594955419324954e-10
normal_gate,0.1075,5.342857775127163e-13,8.657198493234458e-15,8.608734656124356e-16,8.657083296753632e-15,1.1519648082658485e-19,128,0,-1,5.999952554702758,1.776243928726988e-10,4,2.960429957624864e-10,5.999952554702758,1.7774580218408874e-10,4,2.9624534621489917e-10
normal_gate,0.11,5.34307461556166e-13,8.657198493234458e-15,8.825134633488885e-16,8.657083296753632e-15,1.1519648082658485e-19,128,0,-1,5.999952554702758,1.776243928726988e-10,4,2.960429957624864e-10,5.999952554702758,1.7774580218408874e-10,4,2.9624534621489917e-10
normal_gate,0.1125,5.343291455996158e-13,8.657198493234458e-15,9.041551551512358e-16,8.657083296753632e-15,1.1519648082658485e-19,128,0,-1,5.999952554702758,1.776243928726988e-10,4,2.960429957624864e-10,5.999952554702758,1.7774580218408874e-10,4,2.9624534621489917e-10
normal_gate,0.115,5.343483901881774e-13,7.0489751527653445e-15,9.23384497119803e-16,7.048886214305883e-15,8.893845946170154e-20,128,0,-1,5.999952554702759,1.7582635153850897e-10,4,2.9304623650848106e-10,5.999952554702759,1.75954717754172e-10,4,2.932601818930365e-10
normal_gate,0.11750000000000001,5.343635690185922e-13,5.452132970492013e-15,9.386082202808045e-16,5.452073254669232e-15,5.971582278142817e-20,128,0,-1,5.999952554702758,1.7377911560945526e-10,4,2.89634149645479e-10,5.999952554702758,1.7390632963869773e-10,4,2.8984617470414847e-10
normal_gate,0.12,5.34374844721186e-13,3.872421182543953e-15,9.498652881498142e-16,3.872336479249228e-15,8.470329472543003e-20,128,0,-1,5.999952554702759,1.7113835914847474e-10,4,2.852328540737153e-10,5.999952554702758,1.7126401270036217e-10,4,2.85442278316227e-10
normal_gate,0.1225,5.343821630858503e-13,2.3154562526361703e-15,9.572069462201408e-16,2.3154221595600433e-15,3.409307612698559e-20,128,0,-1,5.999952554702758,1.6793403579934952e-10,4,2.798922729275967e-10,5.999952554702758,1.6805767720500044e-10,4,2.800983435665287e-10
normal_gate,0.125,5.343856867429109e-13,7.867213426735972e-16,9.606958749298813e-16,7.866428862468577e-16,7.845642673942957e-20,128,0,-1,5.999952554702758,1.64198352166716e-10,4,2.7366608430597916e-10,5.999952554702758,1.6431954942133626e-10,4,2.738680813276477e-10
normal_gate,0.1275,5.343853614822591e-13,-7.086840913639401e-16,9.60412118892551e-16,-7.087429601537742e-16,5.886878983417387e-20,128,0,-1,5.999952554702758,1.5996459068046127e-10,4,2.6660975936398226e-10,5.999952554702758,1.6008293784792016e-10,4,2.6680700620281954e-10
normal_gate,0.13,5.343814041443296e-13,-2.165718827011739e-15,9.5644673414998e-16,-2.1658022597570437e-15,8.343274530454858e-20,128,0,-1,5.999952554702758,1.5526397702242665e-10,4,2.5877534131620905e-10,5.999952554702759,1.5537909663748215e-10,4,2.589672088585036e-10
normal_gate,0.1325,5.343738689392308e-13,-3.5798233917938484e-15,9.489021058096676e-16,-3.579872943221263e-15,4.955142741437657e-20,128,0,-1,5.999952554702759,1.5013198983993957e-10,4,2.5022196170912424e-10,5.999952554702758,1.5024350206956822e-10,4,2.504078168948311e-10
normal_gate,0.135,5.343628100770714e-13,-4.946400514389045e-15,9.37892583319493e-16,-4.946455571530617e-15,5.505714157152952e-20,128,0,-1,5.999952554702759,1.4460442367958874e-10,4,2.4100927859212467e-10,5.999952554702758,1.4471201344855497e-10,4,2.411885962916987e-10
normal_gate,0.1375,5.34348444398286e-13,-6.261537749613962e-15,9.235428922809395e-16,-6.261592806755534e-15,5.505714157152952e-20,128,0,-1,5.999952554702758,1.387138733901626e-10,4,2.311916171427702e-10,5.999952554702758,1.3881718609885432e-10,4,2.3136380635218445e-10
normal_gate,0.14,5.343309345332004e-13,-7.521186703497197e-15,9.059879226908573e-16,-7.521273100857817e-15,8.639736061993863e-20,128,0,-1,5.999952554702759,1.324952164940157e-10,4,2.2082710702464811e-10,5.999952554702757,1.3259397511040432e-10,4,2.209917060202039e-10
normal_gate,0.14250000000000002,5.343103346919231e-13,-8.721953315019102e-15,8.853713525129245e-16,-8.722027006885513e-15,7.369186641112413e-20,128,0,-1,5.999952554702758,1.2598593493440234e-10,4,2.0997821863717017e-10,5.999952554702759,1.2607985702228738e-10,4,2.1013475668814425e-10
normal_gate,0.145,5.342867532946716e-13,-9.86064088183674e-15,8.618462829523572e-16,-9.860710338538414e-15,6.945670167485263e-20,128,0,-1,5.999952554702758,1.1921745362950735e-10,4,1.9869732725813775e-10,5.999952554702758,1.1930631100121414e-10,4,1.9884542404873178e-10
normal_gate,0.1475,5.342604613919888e-13,-1.0934365256764708e-14,8.355700503791079e-16,-1.0934422855005121e-14,5.759824041329242e-20,128,0,-1,5.999952554702759,1.1222716464874462e-10,4,1.8704675349604398e-10,5.999952554702759,1.1231071751851216e-10,4,1.8718600938016266e-10
