time_s,x_m,y_m,z_m
1.060000000000000053e+00,-2.304351702332496643e-02,-3.046192927286028862e-03,4.997234046459197998e-02
1.064999999999999947e+00,-2.304349839687347412e-02,-3.046069992706179619e-03,4.997231066226959229e-02
1.070000000000000062e+00,-2.304353564977645874e-02,-3.046085126698017120e-03,4.997236281633377075e-02
1.074999999999999956e+00,-2.304358407855033875e-02,-3.045807359740138054e-03,4.997235164046287537e-02
1.080000000000000071e+00,-2.304360270500183105e-02,-3.045384539291262627e-03,4.997234418988227844e-02
1.084999999999999964e+00,-2.304359339177608490e-02,-3.045364515855908394e-03,4.997240751981735229e-02
1.090000000000000080e+00,-2.304356917738914490e-02,-3.045713994652032852e-03,4.997246339917182922e-02
1.094999999999999973e+00,-2.304348535835742950e-02,-3.046150552108883858e-03,4.997236654162406921e-02
1.100000000000000089e+00,-2.304340340197086334e-02,-3.046770812943577766e-03,4.997234791517257690e-02
1.104999999999999982e+00,-2.304337173700332642e-02,-3.047313774004578590e-03,4.997234046459197998e-02
1.110000000000000098e+00,-2.304337918758392334e-02,-3.047645557671785355e-03,4.997240379452705383e-02
1.114999999999999991e+00,-2.304342761635780334e-02,-3.047726349905133247e-03,4.997243359684944153e-02
1.120000000000000107e+00,-2.304345369338989258e-02,-3.047543345019221306e-03,4.997247457504272461e-02
1.125000000000000000e+00,-2.304351329803466797e-02,-3.047242294996976852e-03,4.997254163026809692e-02
1.130000000000000115e+00,-2.304353937506675720e-02,-3.046923782676458359e-03,4.997250065207481384e-02
1.135000000000000009e+00,-2.304350212216377258e-02,-3.046743571758270264e-03,4.997239261865615845e-02
1.140000000000000124e+00,-2.304343320429325104e-02,-3.046811325475573540e-03,4.997232556343078613e-02
1.145000000000000018e+00,-2.304335311055183411e-02,-3.047187579795718193e-03,4.997226223349571228e-02
1.150000000000000133e+00,-2.304334379732608795e-02,-3.047473495826125145e-03,4.997223615646362305e-02
1.155000000000000027e+00,-2.304338105022907257e-02,-3.047452308237552643e-03,4.997224733233451843e-02
1.159999999999999920e+00,-2.304341457784175873e-02,-3.047222504392266273e-03,4.997226223349571228e-02
1.165000000000000036e+00,-2.304351702332496643e-02,-3.046678612008690834e-03,4.997229576110839844e-02
1.169999999999999929e+00,-2.304364740848541260e-02,-3.045781515538692474e-03,4.997232556343078613e-02
1.175000000000000044e+00,-2.304370701313018799e-02,-3.044834826141595840e-03,4.997227340936660767e-02
1.179999999999999938e+00,-2.304377779364585876e-02,-3.044088603928685188e-03,4.997227340936660767e-02
1.185000000000000053e+00,-2.304382622241973877e-02,-3.043494652956724167e-03,4.997222125530242920e-02
1.189999999999999947e+00,-2.304389514029026031e-02,-3.042921656742691994e-03,4.997228458523750305e-02
1.195000000000000062e+00,-2.304394170641899109e-02,-3.042617114260792732e-03,4.997228831052780151e-02
1.199999999999999956e+00,-2.304382622241973877e-02,-3.042936325073242188e-03,4.997221380472183228e-02
1.205000000000000071e+00,-2.304375544190406799e-02,-3.043615724891424179e-03,4.997232183814048767e-02
1.209999999999999964e+00,-2.304367534816265106e-02,-3.044490236788988113e-03,4.997235164046287537e-02
1.215000000000000080e+00,-2.304363250732421875e-02,-3.045271383598446846e-03,4.997245967388153076e-02
1.219999999999999973e+00,-2.304363809525966644e-02,-3.045774996280670166e-03,4.997246712446212769e-02
1.225000000000000089e+00,-2.304360084235668182e-02,-3.046036930754780769e-03,4.997240006923675537e-02
1.229999999999999982e+00,-2.304365858435630798e-02,-3.046019235625863075e-03,4.997245967388153076e-02
1.235000000000000098e+00,-2.304366417229175568e-02,-3.045897232368588448e-03,4.997248947620391846e-02
1.239999999999999991e+00,-2.304373495280742645e-02,-3.045637160539627075e-03,4.997257515788078308e-02
1.245000000000000107e+00,-2.304380387067794800e-02,-3.045212943106889725e-03,4.997259378433227539e-02
1.250000000000000000e+00,-2.304388210177421570e-02,-3.044598503038287163e-03,4.997260123491287231e-02
1.255000000000000115e+00,-2.304380014538764954e-02,-3.044183366000652313e-03,4.997237399220466614e-02
1.260000000000000009e+00,-2.304376661777496338e-02,-3.044325159862637520e-03,4.997248202562332153e-02
1.265000000000000124e+00,-2.304372377693653107e-02,-3.044603858143091202e-03,4.997239634394645691e-02
1.270000000000000018e+00,-2.304369583725929260e-02,-3.044972429051995277e-03,4.997243732213973999e-02
1.275000000000000133e+00,-2.304364554584026337e-02,-3.045366145670413971e-03,4.997242614626884460e-02
1.280000000000000027e+00,-2.304366230964660645e-02,-3.045549383386969566e-03,4.997244104743003845e-02
1.284999999999999920e+00,-2.304369769990444183e-02,-3.045439254492521286e-03,4.997245967388153076e-02
1.290000000000000036e+00,-2.304366230964660645e-02,-3.045359393581748009e-03,4.997238889336585999e-02
1.294999999999999929e+00,-2.304361946880817413e-02,-3.045502817258238792e-03,4.997240006923675537e-02
1.300000000000000044e+00,-2.304356917738914490e-02,-3.045972669497132301e-03,4.997246712446212769e-02
1.304999999999999938e+00,-2.304341830313205719e-02,-3.046745434403419495e-03,4.997239634394645691e-02
1.310000000000000053e+00,-2.304333634674549103e-02,-3.047675359994173050e-03,4.997241869568824768e-02
1.314999999999999947e+00,-2.304333634674549103e-02,-3.048395970836281776e-03,4.997250810265541077e-02
1.320000000000000062e+00,-2.304333448410034180e-02,-3.048680257052183151e-03,4.997253417968750000e-02
1.324999999999999956e+00,-2.304332144558429718e-02,-3.048828337341547012e-03,4.997250810265541077e-02
1.330000000000000071e+00,-2.304327674210071564e-02,-3.048929618671536446e-03,4.997244477272033691e-02
1.334999999999999964e+00,-2.304334565997123718e-02,-3.048775484785437584e-03,4.997245222330093384e-02
1.340000000000000080e+00,-2.304346114397048950e-02,-3.048052778467535973e-03,4.997249692678451538e-02
1.344999999999999973e+00,-2.304348163306713104e-02,-3.047384554520249367e-03,4.997236654162406921e-02
1.350000000000000089e+00,-2.304351702332496643e-02,-3.046827623620629311e-03,4.997237399220466614e-02
1.354999999999999982e+00,-2.304351329803466797e-02,-3.046575235202908516e-03,4.997233301401138306e-02
1.360000000000000098e+00,-2.304352633655071259e-02,-3.046310506761074066e-03,4.997228831052780151e-02
1.364999999999999991e+00,-2.304354868829250336e-02,-3.046126803383231163e-03,4.997231066226959229e-02
1.370000000000000107e+00,-2.304360643029212952e-02,-3.045968012884259224e-03,4.997241124510765076e-02
1.375000000000000000e+00,-2.304357849061489105e-02,-3.045852761715650558e-03,4.997230693697929382e-02
1.380000000000000115e+00,-2.304361574351787567e-02,-3.045826451852917671e-03,4.997235164046287537e-02
