time_s,x_m,y_m,z_m
1.385000000000000009e+00,-2.304362691938877106e-02,-3.045848803594708443e-03,4.997239634394645691e-02
1.390000000000000124e+00,-2.304360829293727875e-02,-3.045880701392889023e-03,4.997232556343078613e-02
1.395000000000000018e+00,-2.304360829293727875e-02,-3.045918885618448257e-03,4.997233301401138306e-02
1.400000000000000133e+00,-2.304359339177608490e-02,-3.045983379706740379e-03,4.997228458523750305e-02
1.405000000000000027e+00,-2.304358221590518951e-02,-3.046119352802634239e-03,4.997236281633377075e-02
1.409999999999999920e+00,-2.304352819919586182e-02,-3.046409925445914268e-03,4.997238144278526306e-02
1.415000000000000036e+00,-2.304343506693840027e-02,-3.046837868168950081e-03,4.997231066226959229e-02
1.419999999999999929e+00,-2.304338850080966949e-02,-3.047057194635272026e-03,4.997218027710914612e-02
1.425000000000000044e+00,-2.304342389106750488e-02,-3.047036472707986832e-03,4.997221753001213074e-02
1.429999999999999938e+00,-2.304350584745407104e-02,-3.046743338927626610e-03,4.997228458523750305e-02
1.435000000000000053e+00,-2.304359152913093567e-02,-3.046237863600254059e-03,4.997239634394645691e-02
1.439999999999999947e+00,-2.304364554584026337e-02,-3.045863006263971329e-03,4.997248947620391846e-02
1.445000000000000062e+00,-2.304372377693653107e-02,-3.045310033485293388e-03,4.997248202562332153e-02
1.449999999999999956e+00,-2.304376848042011261e-02,-3.044680459424853325e-03,4.997239634394645691e-02
1.455000000000000071e+00,-2.304374612867832184e-02,-3.044356591999530792e-03,4.997241869568824768e-02
1.459999999999999964e+00,-2.304375916719436646e-02,-3.044160082936286926e-03,4.997233301401138306e-02
1.465000000000000080e+00,-2.304378896951675415e-02,-3.043937729671597481e-03,4.997231811285018921e-02
1.469999999999999973e+00,-2.304373122751712799e-02,-3.043989650905132294e-03,4.997230693697929382e-02
1.475000000000000089e+00,-2.304366044700145721e-02,-3.044230164960026741e-03,4.997223243117332458e-02
1.479999999999999982e+00,-2.304357104003429413e-02,-3.044803161174058914e-03,4.997219517827033997e-02
1.485000000000000098e+00,-2.304350212216377258e-02,-3.045394318178296089e-03,4.997207969427108765e-02
1.489999999999999991e+00,-2.304346673190593719e-02,-3.045961726456880569e-03,4.997210577130317688e-02
1.495000000000000107e+00,-2.304341644048690796e-02,-3.046442754566669464e-03,4.997208341956138611e-02
1.500000000000000000e+00,-2.304342761635780334e-02,-3.046746132895350456e-03,4.997214674949645996e-02
1.505000000000000115e+00,-2.304342202842235565e-02,-3.046874189749360085e-03,4.997220635414123535e-02
1.510000000000000009e+00,-2.304336801171302795e-02,-3.046993864700198174e-03,4.997204989194869995e-02
1.515000000000000124e+00,-2.304333262145519257e-02,-3.047123551368713379e-03,4.997197911143302917e-02
1.520000000000000018e+00,-2.304336987435817719e-02,-3.047240432351827621e-03,4.997217282652854919e-02
1.525000000000000133e+00,-2.304336614906787872e-02,-3.047411562874913216e-03,4.997217655181884766e-02
1.530000000000000027e+00,-2.304340340197086334e-02,-3.047551028430461884e-03,4.997232556343078613e-02
1.535000000000000142e+00,-2.304337732493877411e-02,-3.047700040042400360e-03,4.997235909104347229e-02
1.540000000000000036e+00,-2.304335497319698334e-02,-3.047926118597388268e-03,4.997238144278526306e-02
1.544999999999999929e+00,-2.304331772029399872e-02,-3.048104932531714439e-03,4.997234418988227844e-02
1.550000000000000044e+00,-2.304339408874511719e-02,-3.048201091587543488e-03,4.997248202562332153e-02
1.554999999999999938e+00,-2.304341830313205719e-02,-3.048221813514828682e-03,4.997256025671958923e-02
1.560000000000000053e+00,-2.304348722100257874e-02,-3.047944745048880577e-03,4.997260123491287231e-02
1.564999999999999947e+00,-2.304359711706638336e-02,-3.047244856134057045e-03,4.997261986136436462e-02
1.570000000000000062e+00,-2.304371260106563568e-02,-3.046270227059721947e-03,4.997257515788078308e-02
1.574999999999999956e+00,-2.304374240338802338e-02,-3.045274643227458000e-03,4.997252300381660461e-02
1.580000000000000071e+00,-2.304379455745220184e-02,-3.044777316972613335e-03,4.997257515788078308e-02
1.584999999999999964e+00,-2.304367534816265106e-02,-3.044707002118229866e-03,4.997241869568824768e-02
1.590000000000000080e+00,-2.304363436996936798e-02,-3.044953802600502968e-03,4.997237399220466614e-02
1.594999999999999973e+00,-2.304363064467906952e-02,-3.045118181034922600e-03,4.997231066226959229e-02
1.600000000000000089e+00,-2.304360270500183105e-02,-3.045336809009313583e-03,4.997233673930168152e-02
1.604999999999999982e+00,-2.304360270500183105e-02,-3.045712132006883621e-03,4.997244849801063538e-02
1.610000000000000098e+00,-2.304349839687347412e-02,-3.046187572181224823e-03,4.997235164046287537e-02
1.614999999999999991e+00,-2.304343692958354950e-02,-3.046841360628604889e-03,4.997237399220466614e-02
1.620000000000000107e+00,-2.304335683584213257e-02,-3.047384321689605713e-03,4.997229203581809998e-02
1.625000000000000000e+00,-2.304335869848728180e-02,-3.047778736799955368e-03,4.997230693697929382e-02
1.630000000000000115e+00,-2.304337732493877411e-02,-3.047846257686614990e-03,4.997230693697929382e-02
1.635000000000000009e+00,-2.304342016577720642e-02,-3.047721693292260170e-03,4.997230321168899536e-02
1.640000000000000124e+00,-2.304343134164810181e-02,-3.047426231205463409e-03,4.997225850820541382e-02
1.645000000000000018e+00,-2.304354496300220490e-02,-3.046998986974358559e-03,4.997239634394645691e-02
1.650000000000000133e+00,-2.304355613887310028e-02,-3.046546597033739090e-03,4.997240751981735229e-02
1.655000000000000027e+00,-2.304355055093765259e-02,-3.046305850148200989e-03,4.997234046459197998e-02
1.660000000000000142e+00,-2.304358780384063721e-02,-3.046092344447970390e-03,4.997238144278526306e-02
1.665000000000000036e+00,-2.304364182054996490e-02,-3.045836929231882095e-03,4.997241869568824768e-02
1.669999999999999929e+00,-2.304362133145332336e-02,-3.045708639547228813e-03,4.997242987155914307e-02
1.675000000000000044e+00,-2.304364554584026337e-02,-3.045809222385287285e-03,4.997256398200988770e-02
1.679999999999999938e+00,-2.304364927113056183e-02,-3.045920515432953835e-03,4.997251182794570923e-02
1.685000000000000053e+00,-2.304365299642086029e-02,-3.045718185603618622e-03,4.997240751981735229e-02
1.689999999999999947e+00,-2.304366417229175568e-02,-3.045481164008378983e-03,4.997238889336585999e-02
1.695000000000000062e+00,-2.304370142519474030e-02,-3.045145189389586449e-03,4.997235536575317383e-02
1.699999999999999956e+00,-2.304379455745220184e-02,-3.044674638658761978e-03,4.997236654162406921e-02
1.705000000000000071e+00,-2.304383367300033569e-02,-3.044167533516883850e-03,4.997235536575317383e-02
1.709999999999999964e+00,-2.304377406835556030e-02,-3.044008743017911911e-03,4.997233673930168152e-02
1.715000000000000080e+00,-2.304374799132347107e-02,-3.044340293854475021e-03,4.997239261865615845e-02
1.719999999999999973e+00,-2.304362319409847260e-02,-3.044960787519812584e-03,4.997233301401138306e-02
1.725000000000000089e+00,-2.304357290267944336e-02,-3.045569406822323799e-03,4.997234418988227844e-02
1.729999999999999982e+00,-2.304359897971153259e-02,-3.045972669497132301e-03,4.997237399220466614e-02
1.735000000000000098e+00,-2.304363064467906952e-02,-3.046001540496945381e-03,4.997245967388153076e-02
1.739999999999999991e+00,-2.304360643029212952e-02,-3.045967314392328262e-03,4.997238516807556152e-02
1.745000000000000107e+00,-2.304361574351787567e-02,-3.045744961127638817e-03,4.997232556343078613e-02
1.750000000000000000e+00,-2.304363064467906952e-02,-3.045457648113369942e-03,4.997227713465690613e-02
1.755000000000000115e+00,-2.304363995790481567e-02,-3.045319346711039543e-03,4.997229203581809998e-02
1.760000000000000009e+00,-2.304361574351787567e-02,-3.045366844162344933e-03,4.997237771749496460e-02
1.765000000000000124e+00,-2.304360270500183105e-02,-3.045515622943639755e-03,4.997238516807556152e-02
1.770000000000000018e+00,-2.304353564977645874e-02,-3.045796416699886322e-03,4.997234791517257690e-02
1.775000000000000133e+00,-2.304352074861526489e-02,-3.046207595616579056e-03,4.997241497039794922e-02
1.780000000000000027e+00,-2.304352447390556335e-02,-3.046385245397686958e-03,4.997244849801063538e-02
1.785000000000000142e+00,-2.304349467158317566e-02,-3.046563826501369476e-03,4.997245222330093384e-02
1.790000000000000036e+00,-2.304346673190593719e-02,-3.046733094379305840e-03,4.997244849801063538e-02
1.794999999999999929e+00,-2.304344624280929565e-02,-3.046903526410460472e-03,4.997238144278526306e-02
1.800000000000000044e+00,-2.304343320429325104e-02,-3.047063713893294334e-03,4.997239634394645691e-02
1.804999999999999938e+00,-2.304340153932571411e-02,-3.047359408810734749e-03,4.997240751981735229e-02
1.810000000000000053e+00,-2.304338850080966949e-02,-3.047874663025140762e-03,4.997252300381660461e-02
1.814999999999999947e+00,-2.304342947900295258e-02,-3.048070240765810013e-03,4.997252300381660461e-02
1.820000000000000062e+00,-2.304344438016414642e-02,-3.048120066523551941e-03,4.997260123491287231e-02
1.824999999999999956e+00,-2.304333448410034180e-02,-3.048369660973548889e-03,4.997244477272033691e-02
1.830000000000000071e+00,-2.304338477551937103e-02,-3.048573387786746025e-03,4.997250810265541077e-02
1.834999999999999964e+00,-2.304339222609996796e-02,-3.048477694392204285e-03,4.997247830033302307e-02
1.840000000000000080e+00,-2.304342016577720642e-02,-3.048296319320797920e-03,4.997249692678451538e-02
1.844999999999999973e+00,-2.304341085255146027e-02,-3.048203187063336372e-03,4.997247457504272461e-02
1.850000000000000089e+00,-2.304344251751899719e-02,-3.048099577426910400e-03,4.997254908084869385e-02
1.854999999999999982e+00,-2.304340898990631104e-02,-3.048077691346406937e-03,4.997248575091362000e-02
1.860000000000000098e+00,-2.304343320429325104e-02,-3.047965234145522118e-03,4.997251555323600769e-02
1.864999999999999991e+00,-2.304348535835742950e-02,-3.047660691663622856e-03,4.997259005904197693e-02
1.870000000000000107e+00,-2.304346114397048950e-02,-3.047569422051310539e-03,4.997255280613899231e-02
1.875000000000000000e+00,-2.304346486926078796e-02,-3.047587582841515541e-03,4.997256770730018616e-02
1.880000000000000115e+00,-2.304349467158317566e-02,-3.047579433768987656e-03,4.997262358665466309e-02
1.885000000000000009e+00,-2.304353751242160797e-02,-3.047261387109756470e-03,4.997254535555839539e-02
1.890000000000000124e+00,-2.304360084235668182e-02,-3.046910976991057396e-03,4.997258633375167847e-02
1.895000000000000018e+00,-2.304357662796974182e-02,-3.046658588573336601e-03,4.997261986136436462e-02
1.900000000000000133e+00,-2.304349839687347412e-02,-3.046784084290266037e-03,4.997242987155914307e-02
1.905000000000000027e+00,-2.304348535835742950e-02,-3.046864410862326622e-03,4.997242614626884460e-02
1.910000000000000142e+00,-2.304346673190593719e-02,-3.047005040571093559e-03,4.997242987155914307e-02
1.915000000000000036e+00,-2.304347418248653412e-02,-3.046985017135739326e-03,4.997235164046287537e-02
1.919999999999999929e+00,-2.304350771009922028e-02,-3.046745201572775841e-03,4.997240379452705383e-02
1.925000000000000044e+00,-2.304358594119548798e-02,-3.046507714316248894e-03,4.997247084975242615e-02
1.929999999999999938e+00,-2.304366417229175568e-02,-3.045981517061591148e-03,4.997259005904197693e-02
1.935000000000000053e+00,-2.304363064467906952e-02,-3.045808058232069016e-03,4.997257143259048462e-02
1.939999999999999947e+00,-2.304355986416339874e-02,-3.045986406505107880e-03,4.997244477272033691e-02
1.945000000000000062e+00,-2.304344996809959412e-02,-3.046356141567230225e-03,4.997231438755989075e-02
1.949999999999999956e+00,-2.304343320429325104e-02,-3.046970814466476440e-03,4.997244477272033691e-02
1.955000000000000071e+00,-2.304341830313205719e-02,-3.047420643270015717e-03,4.997237399220466614e-02
1.959999999999999964e+00,-2.304343320429325104e-02,-3.047633450478315353e-03,4.997241869568824768e-02
1.965000000000000080e+00,-2.304349280893802643e-02,-3.047519829124212265e-03,4.997242614626884460e-02
1.969999999999999973e+00,-2.304350584745407104e-02,-3.047354519367218018e-03,4.997247830033302307e-02
1.975000000000000089e+00,-2.304350771009922028e-02,-3.047320758923888206e-03,4.997251182794570923e-02
1.979999999999999982e+00,-2.304341271519660950e-02,-3.047454170882701874e-03,4.997235164046287537e-02
1.985000000000000098e+00,-2.304342947900295258e-02,-3.047593170776963234e-03,4.997239634394645691e-02
1.989999999999999991e+00,-2.304343134164810181e-02,-3.047592006623744965e-03,4.997239634394645691e-02
1.995000000000000107e+00,-2.304342389106750488e-02,-3.047480713576078415e-03,4.997234791517257690e-02
