phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,right_Fn_N,right_Ft_N,right_points,right_rho
normal_gate,0.0025,5.319395640114577e-13,1.3483671000753556e-14,-1.6448617506025984e-15,1.3394667319754916e-14,8.900368099864012e-17,128,0,-1,12.008351677610932,1.0859832944955622e-06,4,9.043566707996505e-07,11.991607552812038,2.1248325048164778e-07,4,1.771932991851625e-07
normal_gate,0.005,5.319757221539101e-13,1.5164024278879057e-14,-1.6087324072704134e-15,1.514760539222948e-14,1.6418886649577358e-17,128,0,-1,12.001830011055658,3.1064684169299865e-09,4,2.5883289582242196e-09,11.998278230979253,3.106294586253233e-09,4,2.588950286410977e-09
normal_gate,0.0075,5.320161086848352e-13,1.6834093729991943e-14,-1.5683391000817504e-15,1.6821613546547098e-14,1.2480183444844861e-17,128,0,-1,12.000034106240264,2.996759444910096e-09,4,2.4972924396537503e-09,11.999925124182706,2.99659246864532e-09,4,2.4971759720454194e-09
normal_gate,0.01,5.320605609739071e-13,1.8414885908464226e-14,-1.5238800347462667e-15,1.8411487612279842e-14,3.398296184384253e-18,128,0,-1,11.999791456556439,2.880870244794613e-09,4,2.4007669260123392e-09,12.00016777386653,2.8807157672190125e-09,4,2.4005629100390716e-09
normal_gate,0.0125,5.321088621806913e-13,1.9913858092363533e-14,-1.4755856042256155e-15,1.9913758142475757e-14,9.994988777600744e-20,128,0,-1,11.999860213788795,2.7594200519241797e-09,4,2.2995434969762284e-09,12.000099016634175,2.759273956873195e-09,4,2.299375991021718e-09
normal_gate,0.015,5.321607954647534e-13,2.1327857625060183e-14,-1.4236658726907159e-15,2.1328425137134843e-14,-5.675120746603812e-19,128,0,-1,12.000010650633392,2.63274055062387e-09,4,2.193948511608118e-09,12.000097591401516,2.632602889788483e-09,4,2.1938179000101077e-09
normal_gate,0.0175,5.322161439856588e-13,2.2652945803349443e-14,-1.368344456839643e-15,2.2652886511043135e-14,5.929230630780102e-20,128,0,-1,12.000049480170068,2.500972033601784e-09,4,2.084134767722924e-09,12.000058761864842,2.5008441546998193e-09,4,2.0840265904757796e-09
normal_gate,0.02,5.322746366928643e-13,2.384065031979174e-14,-1.3098653021612061e-15,2.3841172092087248e-14,-5.21772295508649e-19,128,0,-1,12.000053573797704,2.3700488953834597e-09,4,1.9750319286561327e-09,12.000054668237205,2.3699303392901684e-09,4,1.9749329522332156e-09
normal_gate,0.0225,5.323363820065874e-13,2.5250246975228562e-14,-1.2481064359110006e-15,2.5250634916318404e-14,-3.8794108984246956e-19,128,0,-1,12.000054093154255,2.1974195193414513e-09,4,1.8311746782833477e-09,12.000054148880656,2.19731134501154e-09,4,1.831084524911499e-09
normal_gate,0.025,5.324014341369365e-13,2.6526632453116594e-14,-1.1830272005075582e-15,2.6526524032899346e-14,1.0842021724855044e-19,128,0,-1,12.000054119598722,2.022440862555667e-09,4,1.6853597845467855e-09,12.000054122436188,2.0223434919915617e-09,4,1.6852786423774864e-09
normal_gate,0.0275,5.3246946782326e-13,2.7670558918713e-14,-1.1149664091297806e-15,2.767057416530605e-14,-1.5246593050577406e-20,128,0,-1,12.000054120945215,1.845774781430497e-09,4,1.5381387140653242e-09,12.000054121089693,1.845688082305066e-09,4,1.5380664651014623e-09
normal_gate,0.03,5.325402120150147e-13,2.8681240325442725e-14,-1.0442764274837257e-15,2.868105059006254e-14,1.8973538018496328e-19,128,0,-1,12.000054121013777,1.6681519910388188e-09,4,1.3901203896386189e-09,12.000054121021133,1.6680757939110941e-09,4,1.390056892317708e-09
normal_gate,0.0325,5.326132872414402e-13,2.9556750520383715e-14,-9.712283061125149e-16,2.9556652264561833e-14,9.825582188149884e-20,128,0,-1,12.000054121017266,1.4902823745228842e-09,4,1.2418963777111282e-09,12.00005412101764,1.4902172094170319e-09,4,1.2418420737011283e-09
normal_gate,0.035,5.326882598216676e-13,3.0299327364582615e-14,-8.96201515776518e-16,3.02995475931489e-14,-2.202285662861181e-19,128,0,-1,12.000054121017445,1.3128588470582885e-09,4,1.0940441049835658e-09,12.000054121017463,1.3128042455488728e-09,4,1.0939986039309315e-09
normal_gate,0.0375,5.327649671253709e-13,3.0907903596525885e-14,-8.195484221817928e-16,3.090756817147877e-14,3.3542504711270293e-19,128,0,-1,12.000054121017456,1.1365380005151485e-09,4,9.471107288795996e-10,12.000054121017454,1.1364941395498228e-09,4,9.47074178240008e-10
normal_gate,0.04,5.328429754716812e-13,3.1382479216213524e-14,-7.415400758714608e-16,3.138244872302742e-14,3.049318610115481e-20,128,0,-1,12.000054121017454,9.619594738868447e-10,4,8.016292794896849e-10,12.000054121017456,9.619262369977765e-10,4,8.016015822070452e-10
normal_gate,0.0425,5.329219595999468e-13,3.172553772424688e-14,-6.625559476058918e-16,3.1725490290401837e-14,4.743384504624082e-20,128,0,-1,12.000054121017454,7.89729404330529e-10,4,6.581048688333496e-10,12.000054121017454,7.897066493392859e-10,4,6.580859064261691e-10
normal_gate,0.045,5.330016484596245e-13,3.193870881201648e-14,-5.829484030911436e-16,3.1938644437512487e-14,6.437450399132683e-20,128,0,-1,12.000054121017456,6.204239341971934e-10,4,5.170176133710546e-10,12.000054121017453,6.204114169254421e-10,4,5.170071823583067e-10
normal_gate,0.0475,5.330816083698453e-13,3.202440482935609e-14,-5.029071777074012e-16,3.202440482935609e-14,0.0,128,0,-1,12.000054121017454,4.5459095786716123e-10,4,3.788240896938701e-10,12.000054121017454,4.5458851218120456e-10,4,3.788220516314314e-10
normal_gate,0.05,5.331615682800661e-13,3.198476368742459e-14,-4.2292016243228314e-16,3.198472302984312e-14,4.0657581468206416e-20,128,0,-1,12.000054121017454,2.92742286323828e-10,4,2.4395080503104185e-10,12.000054121017454,2.9274982006697756e-10,4,2.4395708312201845e-10
normal_gate,0.0525,5.33241365559961e-13,3.182363091580251e-14,-3.431770926459743e-16,3.1823610587011775e-14,2.0328790734103208e-20,128,0,-1,12.000054121017456,1.3536071379203942e-10,4,1.1280008608874716e-10,12.000054121017454,1.353778339610854e-10,4,1.1281435283194126e-10
normal_gate,0.055,5.333205665286611e-13,3.1543988070464185e-14,-2.6403033405453247e-16,3.154397451793703e-14,1.3552527156068805e-20,128,0,-1,12.000054121017456,1.7107009713923907e-11,4,1.4255777133506332e-11,12.000054121017453,1.7080556681515724e-11,4,1.4233733039253583e-11
normal_gate,0.0575,5.333988459255146e-13,3.114988735702928e-14,-1.857238321467669e-16,3.114988735702928e-14,0.0,128,0,-1,12.000054121017453,1.6424999815439767e-10,4,1.368743811469338e-10,12.000054121017453,1.6421453669732316e-10,4,1.3684483006598293e-10
normal_gate,0.06,5.334760411201955e-13,3.0645513118257237e-14,-1.0860995262873541e-16,3.0645516506389026e-14,-3.3881317890172014e-21,128,0,-1,12.000054121017453,3.0568661448312976e-10,4,2.547376965139982e-10,12.000054121017456,3.0564246779432293e-10,4,2.5470090777257945e-10
normal_gate,0.0625,5.335517726419436e-13,3.003564261997056e-14,-3.2851325826310784e-17,3.003565278436593e-14,-1.0164395367051604e-20,128,0,-1,12.000054121017453,4.410749270460115e-10,4,3.675607814747205e-10,12.000054121017453,4.4102246075445313e-10,4,3.675170597622771e-10
normal_gate,0.065,5.336258236503244e-13,2.932471431481287e-14,4.119968255444917e-17,2.9324632999649936e-14,8.131516293641283e-20,128,0,-1,12.000054121017453,5.70106092601605e-10,4,4.75086267821988e-10,12.000054121017456,5.700457693894537e-10,4,4.750359987052466e-10
normal_gate,0.0675,5.336979773049033e-13,2.8518457533639394e-14,1.1329912702473521e-16,2.8518420264189714e-14,3.7269449679189215e-20,128,0,-1,12.000054121017454,6.92507146148468e-10,4,5.77086685747174e-10,12.000054121017454,6.924394053030612e-10,4,5.770302352972646e-10
