phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,-2.326779719417915e-13,-8.302869364804934e-15,9.822998737660758e-16,-8.343586238579448e-15,4.071687377451422e-17,128,0,-1,4.0190181506504485,9.83077147308038e-10,4,6.115157424388182e-10,-0.00010075420141220093,7.159262895573004e-07,0.00010003827512264363,4.060987495101505,1.297484478694066e-09,4,7.987493683858508e-10,-0.0001012459397315979,1.2858957052219733e-06,9.996004402637593e-05
normal_gate,0.005,-2.327002794014904e-13,-9.339582635102626e-15,9.598746764875182e-16,-9.382468760255058e-15,4.288612515243248e-17,128,0,-1,4.036570934686353,8.870043463049847e-10,4,5.493551089880116e-10,-0.00010073184967041016,7.606297731388434e-07,9.997121989727131e-05,4.04328569945366,8.868616672841594e-10,4,5.483545643361256e-10,-0.00010126456618309021,1.2411922216404303e-06,0.00010002337396144978
normal_gate,0.0075,-2.3272516184134895e-13,-1.0352335037388388e-14,9.34922779927301e-16,-1.0372345343734324e-14,2.001030634593559e-17,128,0,-1,4.041648516359007,8.546078105001274e-10,4,5.286257618896167e-10,-0.00010087341070175171,8.966028690327033e-07,9.9976807832719e-05,4.038357129392946,8.544716735463033e-10,4,5.289723309307399e-10,-0.00010112673044204712,1.1052191257465704e-06,0.00010002151131630055
normal_gate,0.01,-2.327525108411499e-13,-1.1306177992258509e-14,9.075720860604597e-16,-1.1311481265541268e-14,5.3032732827591744e-18,128,0,-1,4.041564757396555,8.204855340844739e-10,4,5.075296223961805e-10,-0.0001009628176689148,9.766966104496344e-07,9.998612105846516e-05,4.038291876743458,8.203579694703655e-10,4,5.078619837974137e-10,-0.00010103359818458557,1.0251253843296393e-06,0.00010000847280025593
normal_gate,0.0125,-2.3278213666551306e-13,-1.2197831788141218e-14,8.779530379608713e-16,-1.2197924961765416e-14,9.317362419797304e-20,128,0,-1,4.040773402932835,7.847912367429434e-10,4,4.855451905403392e-10,-0.00010100007057189941,1.0027736425388678e-06,9.999729692936055e-05,4.039232242819116,7.846721705834883e-10,4,4.856567556733499e-10,-0.00010100007057189941,9.990483522404059e-07,0.00010000102221965901
normal_gate,0.015,-2.3281384957905826e-13,-1.3030651522540591e-14,8.461994668342021e-16,-1.3029941708930792e-14,-7.098136097991037e-19,128,0,-1,4.0402281077434345,7.47677569175227e-10,4,4.6264564106061265e-10,-0.00010100752115249634,1.0064989328373297e-06,0.00010000102221965901,4.039777538008517,7.475663651748149e-10,4,4.626284233112385e-10,-0.00010099261999130249,9.95323061941944e-07,9.999729692936055e-05
normal_gate,0.0175,-2.3284759537167687e-13,-1.3807011428807782e-14,8.124435098202237e-16,-1.3806664145299408e-14,-3.4728350837426314e-19,128,0,-1,4.039968399902364,7.09294754924465e-10,4,4.3892345478593776e-10,-0.00010100379586219788,1.0027736425388678e-06,0.00010000102221965901,4.040037245849589,7.091911602057622e-10,4,4.388518700751636e-10,-0.00010099634528160095,9.990483522404059e-07,9.999729692936055e-05
normal_gate,0.02,-2.328831843079887e-13,-1.4525774788727575e-14,7.76837632849442e-16,-1.4525707026091794e-14,-6.776263578034403e-20,128,0,-1,4.039930193060075,6.697893524516187e-10,4,4.1448077098102144e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.0400754526918785,6.696940701184726e-10,4,4.1440690771768834e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0225,-2.329204808627222e-13,-1.518659940098928e-14,7.395139730616285e-16,-1.5186636670438958e-14,3.7269449679189215e-20,128,0,-1,4.0399897028510505,6.293028501163974e-10,4,3.8942107307370963e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040015942900901,6.292153565076151e-10,4,3.8936440189875344e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.025,-2.329593495106058e-13,-1.578742528146517e-14,7.006453251780231e-16,-1.5787501514430424e-14,7.623296525288703e-20,128,0,-1,4.040000449361752,5.880285906057013e-10,4,3.6387903787151757e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040005196390199,5.879493746825431e-10,4,3.638295906202571e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0275,-2.3299960051625934e-13,-1.6320696896265745e-14,6.603536619430306e-16,-1.6320712142858795e-14,1.5246593050577406e-20,128,0,-1,4.040002379891244,5.467609539035652e-10,4,3.3834197513411105e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040003265860708,5.466897603592559e-10,4,3.382978455605194e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.03,-2.3304120677462847e-13,-1.6859204868746244e-14,6.187745086282115e-16,-1.6859126941715097e-14,-7.792703114739563e-20,128,0,-1,4.040002761830425,4.9902514256398e-10,4,3.08802476126207e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002883921527,4.989629443040029e-10,4,3.087639777992388e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0325,-2.330841682857132e-13,-1.738140406886031e-14,5.758333263342075e-16,-1.7381387128201364e-14,-1.6940658945086007e-20,128,0,-1,4.040002816424002,4.4595947055823384e-10,4,2.759648265251543e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002829327951,4.4590582639151003e-10,4,2.759316300192331e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.035,-2.3312829531413337e-13,-1.782460897631344e-14,5.316927453868914e-16,-1.782460897631344e-14,0.0,128,0,-1,4.040002822194059,3.9301426141221803e-10,4,2.432017245465552e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002823557892,3.9296943216097046e-10,4,2.431739836105459e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0375,-2.331734252295631e-13,-1.818899238582687e-14,4.865696062207603e-16,-1.8189009326485817e-14,1.6940658945086007e-20,128,0,-1,4.0400028228039035,3.403887477515963e-10,4,2.1063645415682814e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822948049,3.403525211154421e-10,4,2.1061403669210924e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.04,-2.3321936829662215e-13,-1.8474866005525198e-14,4.4065364421599917e-16,-1.8474913439370244e-14,4.743384504624082e-20,128,0,-1,4.040002822868358,2.882721371701357e-10,4,1.7838609885268942e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822883594,2.88244513821136e-10,4,1.7836900520740136e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0425,-2.332659076748761e-13,-1.868296675407253e-14,3.9414137101637103e-16,-1.8682971836270212e-14,5.082197683525802e-21,128,0,-1,4.040002822875172,2.3684655955904366e-10,4,1.4656336266523056e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822876781,2.368274646718136e-10,4,1.465515465303406e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.045,-2.333128265238904e-13,-1.8814610920668898e-14,3.4722929826563886e-16,-1.8814593980009953e-14,-1.6940658945086007e-20,128,0,-1,4.040002822875891,1.8628475451466766e-10,4,1.1527513883149971e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822876062,1.8627398653922217e-10,4,1.1526847548500873e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0475,-2.333599622133392e-13,-1.8870970798913304e-14,3.001003850804096e-16,-1.88709724929792e-14,1.6940658945086007e-21,128,0,-1,4.040002822875967,1.3674905206045994e-10,4,8.462187902823794e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875985,1.367464510950585e-10,4,8.46202695210692e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.05,-2.3340712500784233e-13,-1.885353886085881e-14,2.5293759057729015e-16,-1.8853516838002182e-14,-2.202285662861181e-20,128,0,-1,4.040002822875976,8.839441676908161e-11,4,5.4699477107144606e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,8.839985223434711e-11,4,5.470284063528047e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0525,-2.334541522770739e-13,-1.876418366118706e-14,2.0592387387288746e-16,-1.8764178578989377e-14,-5.082197683525802e-21,128,0,-1,4.040002822875976,4.136412562937233e-11,4,2.5596594509262157e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.137736620472927e-11,4,2.5604787928881798e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.055,-2.335008542856537e-13,-1.860498551281651e-14,1.5923541782023043e-16,-1.8604975348421142e-14,-1.0164395367051604e-20,128,0,-1,4.040002822875976,4.207003019701988e-12,4,2.6033416337486174e-12,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.186200346297972e-12,4,2.590468701280462e-12,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0575,-2.335470412982016e-13,-1.8378190747123276e-14,1.1304840527234794e-16,-1.8378175500530225e-14,-1.5246593050577406e-20,128,0,-1,4.040002822875977,4.8195574508610744e-11,4,2.982397328766068e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.8167459115796e-11,4,2.9806575160699265e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.06,-2.33592577789446e-13,-1.80862862528405e-14,6.753224281869086e-17,-1.8086254065588503e-14,-3.218725199566341e-20,128,0,-1,4.040002822875976,9.04883522100162e-11,4,5.5995228331053383e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,9.04532036568726e-11,4,5.597347800395919e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0625,-2.336372469189524e-13,-1.7731982535399392e-14,2.2822455730819868e-17,-1.7731963900674552e-14,-1.8634724839594607e-20,128,0,-1,4.040002822875976,1.309813187769657e-10,4,8.10527396387581e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,1.3093944652586463e-10,4,8.102682861038953e-11,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.065,-2.3368096737155786e-13,-1.731799857056064e-14,-2.0904773138236132e-17,-1.7317961301110962e-14,-3.7269449679189215e-20,128,0,-1,4.040002822875976,1.6958258768249088e-10,4,1.0493964677589588e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,1.6953428885547164e-10,4,1.0490975890877251e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0675,-2.3372357651693654e-13,-1.684734471341879e-14,-6.350714225333842e-17,-1.6847309138035005e-14,-3.5575383784680614e-20,128,0,-1,4.040002822875976,2.0620936359114752e-10,4,1.2760471504098622e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,2.0615501832269378e-10,4,1.2757108556667864e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.07,-2.3376491172476255e-13,-1.6323271876425398e-14,-1.0485590260650435e-16,-1.6323260017964136e-14,-1.1858461261560205e-20,128,0,-1,4.040002822875977,2.4078892064286047e-10,4,1.4900294083919036e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,2.4072883820621154e-10,4,1.4896576113951991e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0725,-2.3380489167987295e-13,-1.57491936023579e-14,-1.4481552892617322e-16,-1.5749229177741686e-14,3.5575383784680614e-20,128,0,-1,4.040002822875977,2.7326075488681817e-10,4,1.6909688363304823e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,2.7319536238141106e-10,4,1.6905641800203628e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.075,-2.3384332664688756e-13,-1.5128413319710592e-14,-1.8327082473151846e-16,-1.5128306593559238e-14,-1.0672615135404184e-19,128,0,-1,4.040002822875977,3.0357278856286947e-10,4,1.878543171083502e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,3.0350242298743207e-10,4,1.878107740846678e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0775,-2.3388016241569776e-13,-1.4464092155442622e-14,-2.2009981727813543e-16,-1.446401592247737e-14,-7.623296525288703e-20,128,0,-1,4.040002822875976,3.316829127903907e-10,4,2.0524918380766997e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,3.316079316640355e-10,4,2.052027846282371e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.08,-2.33915263461032e-13,-1.3760061239574423e-14,-2.5520086261235364e-16,-1.3760043451882531e-14,-1.7787691892340307e-20,128,0,-1,4.040002822875976,3.575613153056577e-10,4,2.2126303556090018e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,3.574821198730308e-10,4,2.2121402852049761e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0825,-2.339485484677273e-13,-1.3020121208940326e-14,-2.8850619809839273e-16,-1.3020075469161174e-14,-4.573977915173222e-20,128,0,-1,4.040002822875976,3.811841574601229e-10,4,2.3588112073939565e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,3.8110118931809064e-10,4,2.3582977910322e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.085,-2.3397996322567505e-13,-1.2247753368953545e-14,-3.199006272554261e-16,-1.224779826169975e-14,4.489274620447792e-20,128,0,-1,4.040002822875976,4.0253986350152164e-10,4,2.4909627613512636e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.02453544966972e-10,4,2.4904286123770293e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.08750000000000001,-2.340093722096037e-13,-1.1447076840836578e-14,-3.493231637112515e-16,-1.1447006537101956e-14,-7.030373462210693e-20,128,0,-1,4.040002822875976,4.2162409005158185e-10,4,2.6090581401589113e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.215348105444296e-10,4,2.6085056683472167e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.09,-2.34036748314459e-13,-1.0621572082969693e-14,-3.766992685665105e-16,-1.0621495002971493e-14,-7.707999820014133e-20,128,0,-1,4.040002822875977,4.384421881965144e-10,4,2.713130456951008e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.3835042966722074e-10,4,2.712562644666484e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0925,-2.340620373301322e-13,-9.774783928237149e-15,-4.0198828423973487e-16,-9.774733106260314e-15,-5.082197683525802e-20,128,0,-1,4.040002822875977,4.530086702837891e-10,4,2.803269515795187e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.529147267683883e-10,4,2.802688182566477e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.095,-2.3408518504651477e-13,-8.91066293830494e-15,-4.251360006223004e-16,-8.910623974789367e-15,-3.8963515573697816e-20,128,0,-1,4.040002822875977,4.653426053398508e-10,4,2.879593318010265e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.6524698352385177e-10,4,2.8790015992653075e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0975,-2.3410613725349805e-13,-8.033057183852443e-15,-4.461017601327388e-16,-8.032962316162351e-15,-9.486769009248164e-20,128,0,-1,4.040002822875976,4.754778863591732e-10,4,2.942311597326388e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.75380921688015e-10,4,2.941711568839965e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.1,-2.3412489395108205e-13,-7.14522689469364e-15,-4.64848293321371e-16,-7.14521757733122e-15,-9.317362419797304e-21,128,0,-1,4.040002822875977,4.834475798255814e-10,4,2.9916289729311826e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.833496528759177e-10,4,2.9910229897551974e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.10250000000000001,-2.3414142803421245e-13,-6.25120860633867e-15,-4.813722120564079e-16,-6.251184465899673e-15,-2.414043899674756e-20,128,0,-1,4.040002822875976,4.892979253027668e-10,4,3.027831580538649e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.891995013176996e-10,4,3.0272225216506833e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.105,-2.3415571239783495e-13,-5.3545166584856915e-15,-4.956565756789044e-16,-5.354549269254161e-15,3.2610768469290563e-20,128,0,-1,4.040002822875976,4.930787594643098e-10,4,3.0512278151906064e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.929801409361062e-10,4,3.050617552447439e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.1075,-2.3416774704194954e-13,-4.458650567756286e-15,-5.076979960570716e-16,-4.45856459391214e-15,-8.597384414631148e-20,128,0,-1,4.040002822875976,4.948466460072894e-10,4,3.062167699520446e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.947483242603639e-10,4,3.0615592732938057e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.11,-2.3417845353840283e-13,-4.279810148855381e-15,-5.183875518514208e-16,-4.27977965566928e-15,-3.049318610115481e-20,128,0,-1,4.040002822875977,4.949642061363778e-10,4,3.062895175058474e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.948659590707341e-10,4,3.062287210968156e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.1125,-2.341882655680638e-13,-3.553903760091393e-15,-5.281826408534696e-16,-3.553906301190235e-15,2.541098841762901e-21,128,0,-1,4.040002822875977,4.926607080063496e-10,4,3.048640864906852e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.925612369256736e-10,4,3.048025326471379e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.115,-2.341958007731626e-13,-2.6536023930919276e-15,-5.357178459522438e-16,-2.6534763969410236e-15,-1.2599615090407718e-19,128,0,-1,4.040002822875977,4.887816560447029e-10,4,3.0246368472630887e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.886832323662786e-10,4,3.024027790272664e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.11750000000000001,-2.342011133638078e-13,-1.7643576647903276e-15,-5.410134959384777e-16,-1.7642137750684128e-15,-1.4388972191482427e-19,128,0,-1,4.040002822875976,4.831712718066134e-10,4,2.9899191472758427e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.830742862608448e-10,4,2.9893189896149403e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.12,-2.3420420333999936e-13,-8.897096435105242e-16,-5.441051661959559e-16,-8.895878825243564e-16,-1.2176098616780567e-19,128,0,-1,4.040002822875976,4.759093540018798e-10,4,2.9449815684973453e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875976,4.758140718985566e-10,4,2.944391951933319e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.1225,-2.342051520169003e-13,-3.242653218581785e-17,-5.450402905697246e-16,-3.241764495731658e-17,-8.88722850126973e-21,128,0,-1,4.040002822875977,4.670796775696021e-10,4,2.890342519841978e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.669863382001651e-10,4,2.889764925137659e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.125,-2.3420393228945624e-13,8.044043730573924e-16,-5.438603736741994e-16,8.043695917669957e-16,3.478129039662971e-20,128,0,-1,4.040002822875977,4.5676973470457847e-10,4,2.826543413027961e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.566788200086626e-10,4,2.8259808224809877e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.1275,-2.342006796829388e-13,1.6180471227122506e-15,-5.406238607827407e-16,1.6180633222173668e-15,-1.6199505116238494e-20,128,0,-1,4.040002822875977,4.4506947125595016e-10,4,2.7541408432675075e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.449812524215083e-10,4,2.7535949350199793e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.13,-2.3419542130240223e-13,2.4065012830376932e-15,-5.3539046771813e-16,2.4064951420488256e-15,6.1409888675936775e-21,128,0,-1,4.040002822875977,4.3207197496546257e-10,4,2.673710848163971e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822875977,4.3198663526407904e-10,4,2.6731827563214335e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
