time_s,force_command_N,ground_bottom_slip_m,ground_bottom_vt_m_s,ground_bottom_Fn_N,ground_bottom_Ft_N,ground_bottom_rho,ground_bottom_point_rho_max,ground_bottom_contacts,ground_bottom_gap_m,ground_bottom_dist_min_m,bottom_middle_slip_m,bottom_middle_vt_m_s,bottom_middle_Fn_N,bottom_middle_Ft_N,bottom_middle_rho,bottom_middle_point_rho_max,bottom_middle_contacts,bottom_middle_gap_m,bottom_middle_dist_min_m,middle_top_slip_m,middle_top_vt_m_s,middle_top_Fn_N,middle_top_Ft_N,middle_top_rho,middle_top_point_rho_max,middle_top_contacts,middle_top_gap_m,middle_top_dist_min_m,box_0_vz_m_s,box_1_vz_m_s,box_2_vz_m_s,solver_iterations
0.005,0.0,0.0,-5.680147814916172e-19,29.062047523035442,6.245878674812618e-14,4.298306008798554e-15,4.298306076592868e-15,4,-9.71426337422615e-07,-1.0206258983687377e-06,0.0,-3.5871154979433665e-18,19.31597469554943,6.11819623097243e-14,6.334856332548537e-15,6.335589695776366e-15,4,-1.0217551253688395e-06,-1.0051145947418119e-06,0.0,-7.954316340057533e-18,9.556361473767502,3.9808247821789174e-14,8.331256185958223e-15,8.329667770685066e-15,4,-1.0667222555965639e-06,-1.2292226749255505e-06,9.839912189117705e-05,6.51180606408029e-05,0.0003901188992969106,1
0.01,0.0,0.0,-1.3830587381643034e-19,29.40913120982365,1.506357989652086e-15,1.024415157934969e-16,1.0244151579366172e-16,4,-8.289507922101813e-07,-8.319174489117287e-07,0.0,-1.1219449629713142e-18,19.6029723057931,1.9281735728004606e-15,1.967225727529742e-16,1.9746941496316544e-16,4,-1.0856190274452504e-06,-1.0836477509074544e-06,0.0,-3.2149329798308167e-18,9.794792054301496,3.606137610995185e-15,7.363377580663405e-16,7.322045679325177e-16,4,-5.809491404884515e-07,-5.916796605998213e-07,5.933313402076692e-06,1.9907603289335893e-06,2.345180054804768e-05,1
0.015,0.0,0.0,-1.1461248137329022e-20,29.428818195861997,1.8327109765762505e-14,1.2455212875887413e-15,1.2455212875887927e-15,4,-8.203315900595642e-07,-8.205122287475997e-07,0.0,9.294475463807963e-20,19.619051104321883,1.9427030719498468e-14,1.9804251098789262e-15,1.9823521283825886e-15,4,-1.0923719592700887e-06,-1.0921886385504287e-06,0.0,-7.431874257947861e-19,9.809081993281222,1.5009203381354703e-14,3.060266677684075e-15,3.0677294693872006e-15,4,-5.488056906699512e-07,-5.495183434123391e-07,3.612773762855428e-07,-5.364063430484516e-09,1.4199414227788411e-06,1
0.02,0.0,0.0,1.3968042981089715e-20,29.429933167299254,1.4532691063260643e-14,9.876129164580287e-16,9.87612916458029e-16,4,-8.198048723935536e-07,-8.198159892544576e-07,0.0,1.1458242793066189e-19,19.6199474362543,1.640617857640364e-14,1.67239781143224e-15,1.6690139445730369e-15,4,-1.0929727994948846e-06,-1.092957428554281e-06,0.0,-1.0154586897357617e-19,9.8099441690023,1.4201308428307627e-14,2.8952883285883047e-15,2.889131792163605e-15,4,-5.466669881076802e-07,-5.467145609144934e-07,2.223372488007435e-08,-8.508172224246774e-09,8.663743399200285e-08,1
0.025,0.0,0.0,-5.9716745572058884e-21,29.429996226691586,4.597461325274004e-15,3.1243370130671836e-16,3.1243370130676545e-16,4,-8.197723312293459e-07,-8.197730232001321e-07,0.0,-1.3912575237541606e-19,19.619997110621764,5.680732757402611e-15,5.790757995909396e-16,5.832633251832073e-16,4,-1.0930220230645493e-06,-1.093020805607907e-06,0.0,-2.511861902878704e-19,9.809996577394116,8.428054266967414e-16,1.7182583501382228e-16,1.7433338886794971e-16,4,-5.465239866636606e-07,-5.465271767576994e-07,1.3839409949059002e-09,-1.0509807057350103e-09,5.329203001274136e-09,1
0.03,0.0,0.0,3.740978719857159e-20,29.429999787374545,9.286031209413856e-15,6.310588703026467e-16,6.310588703026528e-16,4,-8.197702974464816e-07,-8.197703410296742e-07,0.0,-1.7811043371759901e-19,19.619999842773648,1.0775420271282855e-14,1.0984118611246178e-15,1.0932180845593486e-15,4,-1.0930258673227944e-06,-1.0930257742583815e-06,0.0,-4.19056332035686e-19,9.809999788440617,4.710948887044363e-15,9.6043812204673e-16,9.521111678041881e-16,4,-5.465143836577702e-07,-5.465145984234919e-07,8.716909881933207e-11,-9.895813384769823e-11,3.30575325051525e-10,1
0.035,0.0,0.0,-1.7324465278254357e-20,29.429999988045928,1.2311226235385175e-14,8.366446646541508e-16,8.36644664654346e-16,4,-8.197701688097969e-07,-8.197701715888239e-07,0.0,-1.3533540250693171e-20,19.619999991559688,1.3737481550132058e-14,1.4003548986790799e-15,1.4066446895410966e-15,4,-1.093026158451027e-06,-1.093026151512181e-06,0.0,-8.831741424986282e-20,9.809999986808018,1.111871259871559e-14,2.266811949779299e-15,2.2778819323101956e-15,4,-5.465137363422357e-07,-5.46513750844531e-07,5.5568929371232045e-12,-8.333591310754819e-12,2.067881748500446e-11,1
0.04,0.0,0.0,3.859007737146748e-20,29.42999999933372,9.962842208680653e-15,6.770534970374588e-16,6.77053497037461e-16,4,-8.197701605767993e-07,-8.197701607572105e-07,0.0,-4.666691114100356e-19,19.61999999955944,1.096087915419829e-14,1.1173169372522337e-15,1.1246328997107302e-15,4,-1.0930261800448648e-06,-1.0930261795314322e-06,0.0,-6.641880608851436e-19,9.809999999170678,9.123917943644723e-15,1.860125982551691e-15,1.8718861732140856e-15,4,-5.46513692564754e-07,-5.465136935500843e-07,3.593820709836953e-13,-6.611588436230346e-13,1.3036573420618518e-12,1
0.045,0.0,0.0,2.765613612690954e-20,29.429999999965176,8.671911835718685e-15,5.893246235629593e-16,5.893246235629669e-16,4,-8.197701600425045e-07,-8.197701600563823e-07,0.0,1.569890524917227e-19,19.619999999978354,8.58449960076008e-15,8.750764119031143e-16,8.834197533836214e-16,4,-1.0930261816199938e-06,-1.0930261815853408e-06,0.0,1.0942252242700516e-19,9.809999999946575,1.9367514532614467e-15,3.9485248792497336e-16,4.072426112352446e-16,4,-5.465136895949074e-07,-5.465136896573657e-07,2.439669820959609e-14,-4.8535114099614026e-14,8.020933249332327e-14,1
0.05,0.0,0.0,1.09676145313322e-19,29.429999999999787,5.034063209858544e-15,3.4210419367030785e-16,3.421041936703174e-16,4,-8.197701600112794e-07,-8.197701600112794e-07,0.0,-2.431438601128361e-19,19.61999999999981,6.753203280846444e-15,6.883999266917951e-16,6.975282856034419e-16,4,-1.0930261817240772e-06,-1.0930261817241193e-06,0.0,-5.60468028950468e-19,9.809999999999892,6.885161675169644e-15,1.40370268606926e-15,1.4170499224267038e-15,4,-5.465136894144962e-07,-5.465136894145038e-07,2.9054449881121557e-15,-5.982486011781027e-15,8.445404359972851e-15,1
0.055,0.0,0.0,9.596729866356181e-17,29.429999999999996,1.6885048045918814e-12,1.1474718345850368e-13,1.147471834586261e-13,4,-8.197701600112794e-07,-8.197701600112794e-07,0.0,3.2667829441968155e-16,19.62,1.5922777175736757e-12,1.623116939422707e-13,1.6220412604699547e-13,4,-1.0930261817240772e-06,-1.0930261817245422e-06,0.0,2.2213205016722687e-16,9.809999999999999,1.0721529791405898e-12,2.185836858594475e-13,2.1846415658478026e-13,4,-5.465136894144962e-07,-5.465136894151832e-07,2.8965632039151542e-15,-5.986038725459827e-15,8.43652257577585e-15,1
0.06,0.0,0.0,-1.589090869784475e-18,29.430000000000003,5.45879509567723e-14,3.709680663049425e-15,3.709680663329403e-15,4,-8.197701600112794e-07,-8.197701600112794e-07,0.0,-1.6750461846852048e-17,19.620000000000005,4.8053576872923205e-14,4.898427815792374e-15,4.94221010624144e-15,4,-1.0930261817240772e-06,-1.0930261817241058e-06,0.0,-4.492442425826302e-17,9.81,3.53179505644284e-14,7.200397668588868e-15,7.253817346837532e-15,4,-5.465136894144962e-07,-5.465136894145474e-07,2.900115917593955e-15,-5.986038725459827e-15,8.43652257577585e-15,1
