time_s,box_vx,box_vy,box_vz,ball_vx,ball_vy,ball_vz
3.330999999999744166e+00,1.267226506097707928e+00,2.196221690928047199e+00,-8.317974061080180004e-02,3.408136137228489071e-01,6.012482047213787428e-01,-6.280507793161968499e-02
3.331999999999744055e+00,1.272871146830445221e+00,2.206064689007371182e+00,-9.756202427018334511e-02,3.440590146722923848e-01,6.058577073174480354e-01,-6.556783816752952132e-02
3.332999999999743945e+00,1.278583654117471990e+00,2.216016637755839014e+00,-1.117828269283469289e-01,3.470700594808319717e-01,6.101795087448416144e-01,-6.879347202617522306e-02
3.333999999999743835e+00,1.284373749191110914e+00,2.226096078507546316e+00,-1.258161905629045230e-01,3.498830276757289304e-01,6.142633709935741981e-01,-7.240480634917657865e-02
3.334999999999743725e+00,1.290223285644338080e+00,2.236271891262619160e+00,-1.397073251234394187e-01,3.525046670366845936e-01,6.181079223408812995e-01,-7.639827972684830326e-02
3.335999999999743615e+00,1.290040831108373975e+00,2.236028418633410730e+00,-1.234544199091804073e-01,3.525046670366845936e-01,6.181079223408812995e-01,-8.620827972684830254e-02
3.336999999999743505e+00,1.265534577154734164e+00,2.192778357538243572e+00,-3.406275544468667649e-02,3.460584829023556908e-01,6.083176479937947301e-01,-4.952116215527224002e-02
3.337999999999743395e+00,1.266891430865270340e+00,2.192967050283461283e+00,-2.667250132732865153e-02,3.460584829023556908e-01,6.083176479937947301e-01,-5.933116215527223930e-02
3.338999999999743284e+00,1.268684887933365868e+00,2.194111622637787029e+00,-2.093424774601926677e-02,3.460584829023556908e-01,6.083176479937947301e-01,-6.914116215527224552e-02
3.339999999999743174e+00,1.246943177385022583e+00,2.156241144238943974e+00,6.006215447649453087e-02,3.402079222010212511e-01,5.997831499140678924e-01,-4.218710799344857487e-02
3.340999999999743064e+00,1.224187283324296383e+00,2.117177272877883709e+00,1.299070874417739829e-01,3.354333047602628959e-01,5.908204660298429500e-01,3.482591928890540339e-02
3.341999999999742954e+00,1.220676170017847673e+00,2.115665934143533988e+00,1.299157364965368433e-01,3.394777134273866404e-01,5.898620650256927167e-01,8.488568415815053725e-02
3.342999999999742844e+00,1.220684300405783684e+00,2.117173376400991014e+00,1.179433666799003660e-01,3.418349593833195921e-01,5.918471088682547565e-01,1.309494975949188345e-01
3.343999999999742734e+00,1.220977495569339766e+00,2.119116119235554763e+00,1.045369057259110945e-01,3.440843582277696155e-01,5.937802172142160329e-01,1.715681696989986849e-01
3.344999999999742624e+00,1.226890371688507564e+00,2.129320660087997918e+00,8.688040928925365447e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.617581696989986717e-01
3.345999999999742514e+00,1.232720627843085781e+00,2.139357359586265606e+00,6.936932012542190717e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.519481696989986585e-01
3.346999999999742403e+00,1.238544560989545573e+00,2.149391949735285134e+00,5.234331448851038682e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.421381696989986454e-01
3.347999999999742293e+00,1.244147379771957551e+00,2.159102438758089271e+00,3.547404052265976798e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.323281696989986322e-01
3.348999999999742183e+00,1.249761910134179699e+00,2.168833726334914669e+00,1.908808594811488638e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.225181696989986330e-01
3.349999999999742073e+00,1.255385401548914981e+00,2.178581216283323130e+00,3.160773714203017875e-03,3.440843582277696155e-01,5.937802172142160329e-01,1.127081696989986337e-01
3.350999999999741963e+00,1.260779151942992060e+00,2.187926874041773662e+00,-1.279728257057155885e-02,3.440843582277696155e-01,5.937802172142160329e-01,1.028981696989986344e-01
3.351999999999741853e+00,1.266003145879272873e+00,2.197062224507948081e+00,-2.858480180258998402e-02,3.440843582277696155e-01,5.937802172142160329e-01,9.308816969899863514e-02
3.352999999999741743e+00,1.271300915829337574e+00,2.206315154140189527e+00,-4.403685757350632446e-02,3.440843582277696155e-01,5.937802172142160329e-01,8.327816969899863586e-02
