time_s,force_command_N,ground_bottom_slip_m,ground_bottom_vt_m_s,ground_bottom_Fn_N,ground_bottom_Ft_N,ground_bottom_rho,ground_bottom_point_rho_max,ground_bottom_contacts,ground_bottom_phi_min_m,bottom_middle_slip_m,bottom_middle_vt_m_s,bottom_middle_Fn_N,bottom_middle_Ft_N,bottom_middle_rho,bottom_middle_point_rho_max,bottom_middle_contacts,bottom_middle_phi_min_m,middle_top_slip_m,middle_top_vt_m_s,middle_top_Fn_N,middle_top_Ft_N,middle_top_rho,middle_top_point_rho_max,middle_top_contacts,middle_top_phi_min_m,solver_iterations,line_search_iterations,truncated_contacts
0.029,0.0,0.0,-1.344271140624187e-06,9.580324644155763,0.002989098195659361,0.0006240077046831155,0.0006240700804325174,4,-7.277354598045349e-06,0.0,0.00018538566087045183,0.0,0.0,nan,nan,0,nan,0.0,0.00040840229485183954,46.75877459625678,0.12215967834935272,0.005225101786954531,0.005264528063219618,4,-0.00010770559310913086,-1,-1,0
0.029500000000000002,0.0,0.0,-1.5476184671570081e-06,9.43297631878421,0.0005754038701938187,0.00012199837055627867,0.00012244379966268776,4,-6.580725312232971e-06,0.0,0.00018558900819698465,0.0,0.0,nan,nan,0,nan,0.0,0.00040840229485183954,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.03,0.0,0.0,4.748203718918376e-05,92.88417592308724,0.0991459714523294,0.0021348301896854257,0.0021674709569978385,4,-5.977228283882141e-06,0.0,5.2499341109069064e-05,95.33956359448418,0.23754422856985002,0.0049831196958319834,0.005066288728034474,4,-0.00010700896382331848,0.0,0.0004924623062834144,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.0305,0.0,0.0,2.7083465283794794e-06,21.426411811009864,0.12641444796155255,0.011799871026150544,0.011967772023170745,4,-8.488073945045471e-06,0.0,9.727303176987334e-05,0.0,0.0,nan,nan,0,nan,0.0,0.0004924623062834144,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.031,0.0,0.0,-6.3517281887470745e-06,11.04225975875946,0.02558244407169154,0.004633552303711716,0.004651502795557935,4,-8.052214980125427e-06,0.0,0.0001726792461340665,0.0,0.0,nan,nan,0,nan,0.0,0.0003597700269892812,45.74237126268443,0.18709825443299907,0.008180522752462966,0.008263971200767255,4,-0.00010098516941070557,-1,-1,0
0.0315,0.0,0.0,-7.237440968310693e-06,9.590572396604319,0.0024968410222930876,0.0005206865490483405,0.0005288826564515956,4,-7.29784369468689e-06,0.0,0.0001735649589136301,0.0,0.0,nan,nan,0,nan,0.0,0.0003597700269892812,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.032,0.0,0.0,5.2246647101128474e-05,85.802527044455,0.12572706620099386,0.0029306145292399984,0.002993564814254287,4,-6.59748911857605e-06,0.0,9.965067874873057e-06,87.27588742004063,0.2934708915580751,0.006725131081066205,0.006892144007342425,4,-0.00010706111788749695,0.0,0.00046388582995859906,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.0325,0.0,0.0,-1.097460540222528e-06,20.373567843125382,0.1504725436971575,0.014771349314541509,0.01503187373292387,4,-8.7786465883255e-06,0.0,6.330917551622406e-05,0.0,0.0,nan,nan,0,nan,0.0,0.00046388582995859906,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.033,0.0,0.0,-1.138034258474363e-05,10.874332640459457,0.029005874466048187,0.005334741068730567,0.005346366765495409,4,-8.266419172286987e-06,0.0,7.359205756074516e-05,0.0,0.0,nan,nan,0,nan,0.0,0.00046388582995859906,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.0335,0.0,0.0,-1.2072031495335978e-05,9.553749123077413,0.0019413141838291092,0.0004063984010507032,0.0004296303498089795,4,-7.4766576290130615e-06,0.0,0.00015241236087604193,0.0,0.0,nan,nan,0,nan,0.0,0.0003076285938732326,44.29823026608276,0.2203084528711018,0.009946602902544503,0.010078986145457769,4,-0.00010333210229873657,-1,-1,0
0.034,0.0,0.0,-1.0701827704906464e-05,9.42034113152447,0.0038783655126550403,0.0008234023499799554,0.0008409082852849967,4,-6.748363375663757e-06,0.0,0.00015104215708561242,0.0,0.0,nan,nan,0,nan,0.0,0.0003076285938732326,0.0,0.0,nan,nan,0,nan,-1,-1,0
0.0345,0.0,0.0,5.426995994639583e-05,88.86668955863482,0.12463360104549318,0.0028049565402851902,0.0028702193009721376,4,-6.120651960372925e-06,0.0,-2.2833912225905806e-05,90.75846459397643,0.30845670273838677,0.006797309851336088,0.007009208542433681,4,-0.00010495632886886597,0.0,0.00041653287553344853,0.0,0.0,nan,nan,0,nan,-1,-1,0
