phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,-2.408716130199162e-13,-8.163894975083026e-15,9.659504438181733e-16,-8.206976764846274e-15,4.3081789763248224e-17,128,0,-1,4.019115416337902,1.0095164436729837e-09,4,6.27946910636884e-10,-0.00010075047612190247,7.103383541096076e-07,0.00010004013776779286,4.060890229414049,1.3054832704236606e-09,4,8.036927845080107e-10,-0.00010124966502189636,1.2914836406696661e-06,9.99581813812267e-05
normal_gate,0.005,-2.4089354100885474e-13,-9.184829715639265e-15,9.438911647728296e-16,-9.228728892196614e-15,4.3899176557348624e-17,128,0,-1,4.037050474700913,9.172457548519395e-10,4,5.680172694149272e-10,-0.00010073557496070862,7.624924182880743e-07,9.997308254242054e-05,4.042955171051039,9.171122403888972e-10,4,5.671051258221578e-10,-0.00010126456618309021,1.2393295764911993e-06,0.00010002523660659901
normal_gate,0.0075,-2.409180168728986e-13,-1.0182313502017822e-14,9.19347538093189e-16,-1.0202342443088597e-14,2.0028941070775186e-17,128,0,-1,4.041563539730408,8.838340701132919e-10,4,5.467154366279293e-10,-0.00010087341070175171,9.003281593311652e-07,9.997308254242054e-05,4.038293094409605,8.837067636084593e-10,4,5.470793866050828e-10,-0.00010112300515174866,1.1014938354481085e-06,0.00010002151131630055
normal_gate,0.01,-2.4094487798172193e-13,-1.1120608320108142e-14,8.92447465754287e-16,-1.1126082694046247e-14,5.474373938104543e-18,128,0,-1,4.0415369512997525,8.486333679766448e-10,4,5.249447043306912e-10,-0.00010096654295921326,9.766966104496344e-07,9.998984634876362e-05,4.0384686944522,8.485144364744321e-10,4,5.252699108699722e-10,-0.00010103359818458557,1.0251253843296393e-06,0.00010000847280025593
normal_gate,0.0125,-2.4097398881005316e-13,-1.1998079396322026e-14,8.63316308632317e-16,-1.1997998081159089e-14,-8.131516293641283e-20,128,0,-1,4.04070213962313,8.118037155183823e-10,4,5.022664919778632e-10,-0.00010100007057189941,1.0027736425388678e-06,9.999729692936055e-05,4.039303506128823,8.116922774564598e-10,4,5.023714337291575e-10,-0.00010100007057189941,9.990483522404059e-07,0.00010000102221965901
normal_gate,0.015,-2.4100518672756643e-13,-1.2817050142033791e-14,8.320845098011564e-16,-1.2816353880951148e-14,-6.962610826430349e-19,128,0,-1,4.0402233932369445,7.735014350359897e-10,4,4.78625412353917e-10,-0.00010100752115249634,1.0064989328373297e-06,0.00010000102221965901,4.039782252515009,7.733974756521909e-10,4,4.786133430649042e-10,-0.00010099261999130249,9.95323061941944e-07,9.999729692936055e-05
normal_gate,0.0175,-2.410383904190988e-13,-1.3583784365888384e-14,7.988875945323659e-16,-1.3583318497767394e-14,-4.658681209898652e-19,128,0,-1,4.0400040855267,7.337006509853536e-10,4,4.5402222092660345e-10,-0.00010100379586219788,1.0027736425388678e-06,0.00010000102221965901,4.040001560225252,7.336039488449616e-10,4,4.539626643139583e-10,-0.00010099634528160095,9.990483522404059e-07,9.999729692936055e-05
normal_gate,0.02,-2.410734372543244e-13,-1.429056729180221e-14,7.638678643610841e-16,-1.429043515466244e-14,-1.3213713977167085e-19,128,0,-1,4.039938414996872,6.929183905021723e-10,4,4.2879266917160966e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040067230755081,6.928294203075067e-10,4,4.2872394240950425e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0225,-2.4111016460291734e-13,-1.494051938915296e-14,7.271472920317157e-16,-1.4940522777284748e-14,3.3881317890172014e-21,128,0,-1,4.039992038011226,6.511255230513935e-10,4,4.0292500388931714e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040013607740727,6.51043800368023e-10,4,4.028722818659653e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.025,-2.4114840983455177e-13,-1.5533691479917462e-14,6.888952841337115e-16,-1.5533798206068816e-14,1.0672615135404184e-19,128,0,-1,4.040001029335271,6.083518148295979e-10,4,3.7645523504340173e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040004616416681,6.082777457197882e-10,4,3.7640906599959883e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0275,-2.4118806452901043e-13,-1.604955317952017e-14,6.492676947293663e-16,-1.6049444759302922e-14,-1.0842021724855044e-19,128,0,-1,4.040002501574035,5.664084895891668e-10,4,3.505000859334165e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040003144177918,5.66342037648983e-10,4,3.504589089646769e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.03,-2.4122896605596744e-13,-1.6579312995721428e-14,6.083864965630847e-16,-1.6579402781213837e-14,8.978549240895584e-20,128,0,-1,4.040002782456928,5.170975885254818e-10,4,3.199859111303686e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002863295024,5.170394781814541e-10,4,3.1994994538181895e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0325,-2.4127122283564006e-13,-1.709329767031302e-14,5.661568219447743e-16,-1.7093314610971966e-14,1.6940658945086007e-20,128,0,-1,4.040002819032877,4.622705009355575e-10,4,2.860582786958419e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002826719075,4.6222045390429225e-10,4,2.860273084757133e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.035,-2.413146180275938e-13,-1.752919437749724e-14,5.22748077463886e-16,-1.752916388431114e-14,-3.049318610115481e-20,128,0,-1,4.040002822510569,4.0756251834348055e-10,4,2.5220435247753736e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002823241383,4.075206189431675e-10,4,2.5217842460330555e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0375,-2.4135898900150277e-13,-1.7887453738802024e-14,4.783771035549167e-16,-1.788738428210035e-14,-6.945670167485263e-20,128,0,-1,4.040002822841233,3.5317912672845825e-10,4,2.1855128710038634e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822910719,3.5314523474053933e-10,4,2.1853031434648053e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.04,-2.414041189169325e-13,-1.816836374542944e-14,4.332133068073174e-16,-1.8168301064991343e-14,-6.268043809681823e-20,128,0,-1,4.0400028228726725,2.9931642697695004e-10,4,1.8522043182888112e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040002822879279,2.9929063836219476e-10,4,1.8520447353851886e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0425,-2.4144987224861136e-13,-1.8372949307245666e-14,3.874599751284291e-16,-1.8372890014939358e-14,-5.929230630780102e-20,128,0,-1,4.040002822875662,2.4616251352794157e-10,4,1.5232818163770725e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.04000282287629,2.461445565601348e-10,4,1.5231706966041894e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
