phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,-4.202333468185382e-13,-4.2990009508248484e-15,5.181563118568204e-16,-4.333339242990064e-15,3.433829216521571e-17,128,0,-1,4.3743156366959655,2.9657812967308014e-07,4,1.6949973110370545e-07,-0.00010969117283821106,9.643584489821277e-06,0.00010004758834838978,4.425565106330766,1.4813974199288699e-06,4,8.368408239038966e-07,-0.00011030584573745728,1.0355114936827503e-05,9.995073080062977e-05
normal_gate,0.005,-4.202447580464036e-13,-4.804098979250323e-15,5.064918211401814e-16,-4.8841139466127e-15,8.001496736237748e-17,128,0,-1,4.400646396098587,1.906309615164933e-09,4,1.0829713657833202e-09,-0.0001097656786441803,9.801909327505909e-06,9.996376931667439e-05,4.399234346928145,1.9062852876371494e-09,4,1.0833051488654225e-09,-0.00011023133993148804,1.0196790099142872e-05,0.00010003454983234517
normal_gate,0.0075,-4.2025763294720186e-13,-5.376696216209545e-15,4.934881713339334e-16,-5.409735159833673e-15,3.303894362412761e-17,128,0,-1,4.400544998365744,1.8404590157928405e-09,4,1.045585840206351e-09,-0.00010989978909492493,9.917393326758228e-06,9.99823957681667e-05,4.399335744660988,1.8404373721824308e-09,4,1.0458609429934829e-09,-0.00011009722948074341,1.0081306099890552e-05,0.00010001592338085286
normal_gate,0.01,-4.2027186310071574e-13,-5.894939348943459e-15,4.792105839750149e-16,-5.908034478308011e-15,1.3095129364551483e-17,128,0,-1,4.400189829061894,1.7707796521442187e-09,4,1.0060813970165369e-09,-0.00010995939373970032,9.965822100638233e-06,9.999357163906208e-05,4.399690913964839,1.7707596859400802e-09,4,1.0061841391628218e-09,-0.00011003762483596802,1.0032877326010547e-05,0.00010000474750995747
normal_gate,0.0125,-4.2028734008672797e-13,-6.373267324587435e-15,4.637268216992063e-16,-6.379011902035714e-15,5.744577448278665e-18,128,0,-1,4.4000504759268395,1.697589878283475e-09,4,9.645286386890196e-10,-0.00010998174548149109,9.986311197279774e-06,9.999543428421132e-05,4.399830267099893,1.6975714477179216e-09,4,9.645664404441106e-10,-0.00011001527309417725,1.0012388229369007e-05,0.00010000288486480824
normal_gate,0.015,-4.203039554850213e-13,-6.818938368466495e-15,4.47111423405866e-16,-6.8213663884098e-15,2.428019943304452e-18,128,0,-1,4.39997400121478,1.6212195813704394e-09,4,9.21152932337123e-10,-0.00010999292135238647,9.993761777876697e-06,9.999915957450978e-05,4.399906741811952,1.6212023774758234e-09,4,9.21157238441937e-10,-0.00011000409722328186,1.0004937648772083e-05,9.999915957450978e-05
normal_gate,0.0175,-4.203216008753785e-13,-7.232718621881431e-15,4.294321517307742e-16,-7.233796894823286e-15,1.0782729418547243e-18,128,0,-1,4.399951560408493,1.5419337355952068e-09,4,8.76108358481595e-10,-0.00010999664664268494,9.995624423025928e-06,0.00010000102221965901,4.39992918261824,1.5419177500851577e-09,4,8.761037314966611e-10,-0.0001100003719329834,1.0003075003622852e-05,9.999729692936055e-05
normal_gate,0.02,-4.2034024915274526e-13,-7.612689978723185e-15,4.1074999304613335e-16,-7.613701336062206e-15,1.0113573390216346e-18,128,0,-1,4.3999405193174095,1.4607986347519204e-09,4,8.300104446517287e-10,-0.00010999664664268494,9.99748706817516e-06,9.999915957450978e-05,4.399940223709323,1.4607837477709196e-09,4,8.300020417887753e-10,-0.0001100003719329834,1.0001212358473621e-05,9.999915957450978e-05
normal_gate,0.0225,-4.2035992742217587e-13,-8.035536449289057e-15,3.9103106603405324e-16,-8.035672821593565e-15,1.3637230450794235e-19,128,0,-1,4.400002460018042,1.3603660525636828e-09,4,7.729348249944527e-10,-0.0001100003719329834,9.99934971332439e-06,0.00010000102221965901,4.3998782830086896,1.3603523105011725e-09,4,7.729488311952503e-10,-0.00010999664664268494,9.99934971332439e-06,9.999729692936055e-05
normal_gate,0.025,-4.203805001583988e-13,-8.354450283160932e-15,3.704583298111408e-16,-8.354428260304303e-15,-2.202285662861181e-20,128,0,-1,4.399983667007952,1.2749685257234238e-09,4,7.244166241362548e-10,-0.0001100003719329834,9.99748706817516e-06,0.00010000288486480824,4.399897076018782,1.274955985420131e-09,4,7.244237554834843e-10,-0.00010999664664268494,1.0001212358473621e-05,9.999543428421132e-05
normal_gate,0.0275,-4.204017776260338e-13,-8.639995254075723e-15,3.4911309954033243e-16,-8.640657633840476e-15,6.623797647528629e-19,128,0,-1,4.399896527177265,1.1880168970494427e-09,4,6.750254748670247e-10,-0.00010999664664268494,9.99934971332439e-06,9.999729692936055e-05,4.399984215849467,1.1880062412505808e-09,4,6.750059676186944e-10,-0.0001100003719329834,9.99934971332439e-06,0.00010000102221965901
