time_s,force_N,x_bottom_m,x_middle_m,x_top_m,slip_ground_bottom_m,slip_bottom_middle_m,slip_middle_top_m,contacts
1.602,0.16320000000000015,2.1698419e-07,5.871155e-05,4.5994664e-05,2.1698419e-07,5.8494566e-05,-1.2716886e-05,4
1.6025,0.16400000000000006,1.9050539e-07,5.885792e-05,4.6474248e-05,1.9050539e-07,5.8667414e-05,-1.2383673e-05,8
1.603,0.16479999999999997,1.6371212e-07,5.900429e-05,4.699483e-05,1.6371212e-07,5.884058e-05,-1.2009459e-05,4
1.6035,0.1655999999999999,2.5275426e-07,5.8962683e-05,4.7556616e-05,2.5275426e-07,5.8709928e-05,-1.1406068e-05,8
1.604,0.16640000000000016,2.4103377e-07,5.8921076e-05,4.81598e-05,2.4103377e-07,5.868004e-05,-1.0761276e-05,4
1.6045,0.16720000000000007,2.1128385e-07,5.887947e-05,4.880458e-05,2.1128385e-07,5.8668185e-05,-1.00748875e-05,4
1.605,0.16799999999999998,1.81498e-07,5.9023125e-05,4.9305898e-05,1.81498e-07,5.8841626e-05,-9.717227e-06,8
1.6055,0.1687999999999999,1.5503416e-07,5.916678e-05,4.9849215e-05,1.5503416e-07,5.901175e-05,-9.317566e-06,4
1.606,0.16960000000000014,2.448459e-07,5.9129263e-05,5.0434734e-05,2.448459e-07,5.8884416e-05,-8.694529e-06,8
1.6065,0.17040000000000005,2.3424039e-07,5.9091744e-05,5.1062652e-05,2.3424039e-07,5.8857502e-05,-8.029092e-06,4
1.607,0.17119999999999996,2.0545684e-07,5.9054226e-05,5.1733172e-05,2.0545684e-07,5.8848767e-05,-7.321054e-06,4
1.6075,0.17199999999999988,1.7650136e-07,5.9205777e-05,5.225742e-05,1.7650136e-07,5.9029277e-05,-6.9483576e-06,8
1.608,0.17280000000000015,1.5084173e-07,5.9357328e-05,5.2824667e-05,1.5084173e-07,5.9206486e-05,-6.5326603e-06,4
1.6085,0.17360000000000006,2.4369137e-07,5.9325765e-05,5.3435117e-05,2.4369137e-07,5.9082075e-05,-5.890648e-06,8
1.609,0.17439999999999997,2.3377886e-07,5.92942e-05,5.4088967e-05,2.3377886e-07,5.906042e-05,-5.2052346e-06,4
1.6095,0.17519999999999988,2.0523618e-07,5.944737e-05,5.460168e-05,2.0523618e-07,5.9242135e-05,-4.8456895e-06,8
1.61,0.17600000000000016,1.7632713e-07,5.960054e-05,5.5158198e-05,1.7632713e-07,5.9424216e-05,-4.442343e-06,4
1.6105,0.17680000000000007,2.718833e-07,5.955184e-05,5.5758715e-05,2.718833e-07,5.9279955e-05,-3.793124e-06,8
1.611,0.17759999999999998,2.5927093e-07,5.9503138e-05,5.640343e-05,2.5927093e-07,5.9243866e-05,-3.099707e-06,4
1.6115,0.1783999999999999,2.2730882e-07,5.9454436e-05,5.7092548e-05,2.2730882e-07,5.9227128e-05,-2.3618886e-06,4
1.612,0.17920000000000016,1.9537859e-07,5.960449e-05,5.7627512e-05,1.9537859e-07,5.940911e-05,-1.976976e-06,8
1.6125,0.18000000000000008,1.6699823e-07,5.975454e-05,5.8207275e-05,1.6699823e-07,5.9587543e-05,-1.5472651e-06,4
1.613,0.1808,2.633454e-07,5.9710328e-05,5.883204e-05,2.633454e-07,5.9446982e-05,-8.782881e-07,8
1.6135,0.1815999999999999,2.5195965e-07,5.9666116e-05,5.9502003e-05,2.5195965e-07,5.9414157e-05,-1.6411286e-07,4
1.614,0.18240000000000017,2.2109279e-07,5.9621903e-05,6.0217368e-05,2.2109279e-07,5.940081e-05,5.9546437e-07,4
1.6145,0.18320000000000008,1.9001777e-07,5.978012e-05,6.0775907e-05,1.9001777e-07,5.95901e-05,9.957876e-07,8
1.615,0.184,1.624464e-07,5.9938335e-05,6.138025e-05,1.624464e-07,5.9775888e-05,1.4419129e-06,4
1.6155,0.1847999999999999,2.6175826e-07,5.990065e-05,6.203059e-05,2.6175826e-07,5.963889e-05,2.1299384e-06,8
1.616,0.18560000000000015,2.5115872e-07,5.9862963e-05,6.272712e-05,2.5115872e-07,5.9611804e-05,2.864159e-06,4
1.6165,0.18640000000000007,2.2055066e-07,6.002281e-05,6.327253e-05,2.2055066e-07,5.9802256e-05,3.2497192e-06,8
1.617,0.18719999999999998,1.8952554e-07,6.0182654e-05,6.3864536e-05,1.8952554e-07,5.999313e-05,3.681882e-06,4
1.6175,0.1879999999999999,2.9164406e-07,6.0126637e-05,6.450334e-05,2.9164406e-07,5.983499e-05,4.376707e-06,8
1.618,0.18880000000000016,2.7814917e-07,6.007062e-05,6.518915e-05,2.7814917e-07,5.979247e-05,5.1185343e-06,4
1.6185,0.18960000000000007,2.4386927e-07,6.00146e-05,6.592216e-05,2.4386927e-07,5.9770733e-05,5.907561e-06,4
1.619,0.19039999999999999,2.0955957e-07,6.0170787e-05,6.6490364e-05,2.0955957e-07,5.996123e-05,6.3195766e-06,8
1.6195,0.1911999999999999,1.7921741e-07,6.0326973e-05,6.7106164e-05,1.7921741e-07,6.0147755e-05,6.7791916e-06,4
1.62,0.19200000000000017,2.8198866e-07,6.0275903e-05,6.776977e-05,2.8198866e-07,5.9993916e-05,7.4938653e-06,8
1.6205,0.19280000000000008,2.6969371e-07,6.0224833e-05,6.848137e-05,2.6969371e-07,5.995514e-05,8.256538e-06,4
1.621,0.1936,2.3661124e-07,6.0173763e-05,6.924118e-05,2.3661124e-07,5.9937152e-05,9.067415e-06,4
1.6215,0.1943999999999999,2.0339118e-07,6.0338458e-05,6.9833615e-05,2.0339118e-07,6.0135066e-05,9.495157e-06,8
1.622,0.19520000000000018,1.7390315e-07,6.0503153e-05,7.0474656e-05,1.7390315e-07,6.032925e-05,9.9715035e-06,4
1.6225,0.1960000000000001,2.796722e-07,6.045902e-05,7.11645e-05,2.796722e-07,6.0179347e-05,1.0705477e-05,8
1.623,0.1968,2.6816983e-07,6.0414888e-05,7.1903334e-05,2.6816983e-07,6.0146718e-05,1.1488446e-05,4
1.6235,0.19759999999999991,2.3545478e-07,6.058089e-05,7.248124e-05,2.3545478e-07,6.0345435e-05,1.1900353e-05,8
1.624,0.1984000000000002,2.0241289e-07,6.074689e-05,7.3108546e-05,2.0241289e-07,6.0544477e-05,1.23616555e-05,4
1.6245,0.1992000000000001,3.1114848e-07,6.06835e-05,7.378545e-05,3.1114848e-07,6.037235e-05,1.31019515e-05,8
1.625,0.2,2.9656684e-07,6.0620107e-05,7.451216e-05,2.9656684e-07,6.032354e-05,1.3892051e-05,4
1.6255,0.20079999999999992,2.599297e-07,6.0556715e-05,7.5288866e-05,2.599297e-07,6.0296785e-05,1.4732152e-05,4
1.6260000000000001,0.20160000000000017,2.2334031e-07,6.0718754e-05,7.589034e-05,2.2334031e-07,6.0495415e-05,1.5171587e-05,8
1.6265,0.20240000000000008,1.9105555e-07,6.0880793e-05,7.6542216e-05,1.9105555e-07,6.0689737e-05,1.5661422e-05,4
1.627,0.2032,3.001864e-07,6.0822957e-05,7.7244695e-05,3.001864e-07,6.052277e-05,1.6421738e-05,8
1.6275,0.2039999999999999,2.8696977e-07,6.076512e-05,7.7997975e-05,2.8696977e-07,6.047815e-05,1.7232855e-05,4
1.6280000000000001,0.20480000000000018,2.5177667e-07,6.0926177e-05,7.858336e-05,2.5177667e-07,6.06744e-05,1.7657185e-05,8
1.6285,0.2056000000000001,2.1643183e-07,6.108723e-05,7.921995e-05,2.1643183e-07,6.08708e-05,1.813272e-05,4
1.629,0.2064,3.2795145e-07,6.1010705e-05,7.9907935e-05,3.2795145e-07,6.0682753e-05,1.889723e-05,8
1.6295,0.2071999999999999,3.1208108e-07,6.093418e-05,8.064752e-05,3.1208108e-07,6.06221e-05,1.9713341e-05,4
1.6300000000000001,0.20800000000000018,2.7347733e-07,6.0857656e-05,8.1438906e-05,2.7347733e-07,6.0584178e-05,2.058125e-05,4
1.6305,0.2088000000000001,2.3500561e-07,6.1015173e-05,8.2048246e-05,2.3500561e-07,6.0780167e-05,2.1033073e-05,8
1.631,0.2096,2.0096215e-07,6.1172694e-05,8.270979e-05,2.0096215e-07,6.097173e-05,2.1537096e-05,4
1.6315,0.21039999999999992,3.1295602e-07,6.110416e-05,8.3423736e-05,3.1295602e-07,6.0791204e-05,2.2319575e-05,8
1.6320000000000001,0.2112000000000002,2.990028e-07,6.103563e-05,8.419028e-05,2.990028e-07,6.0736627e-05,2.3154651e-05,4
1.6325,0.2120000000000001,2.6237905e-07,6.09671e-05,8.5009626e-05,2.6237905e-07,6.0704722e-05,2.4042525e-05,4
1.633,0.21280000000000002,2.2557728e-07,6.113558e-05,8.564496e-05,2.2557728e-07,6.0910003e-05,2.4509383e-05,8
1.6335,0.21359999999999993,1.9303668e-07,6.1304054e-05,8.63335e-05,1.9303668e-07,6.1111015e-05,2.5029447e-05,4
1.6340000000000001,0.2144000000000002,3.0832334e-07,6.124574e-05,8.707544e-05,3.0832334e-07,6.0937415e-05,2.58297e-05,8
1.6345,0.2152000000000001,2.9543438e-07,6.118742e-05,8.7870976e-05,2.9543438e-07,6.0891987e-05,2.6683556e-05,4
1.635,0.21600000000000003,2.5933778e-07,6.135911e-05,8.849031e-05,2.5933778e-07,6.1099774e-05,2.7131202e-05,8
1.6355,0.21679999999999994,2.2295976e-07,6.15308e-05,8.916365e-05,2.2295976e-07,6.1307845e-05,2.763285e-05,4
1.6360000000000001,0.21760000000000018,3.4131153e-07,6.1453116e-05,8.989119e-05,3.4131153e-07,6.11118e-05,2.8438073e-05,8
1.6365,0.2184000000000001,3.2525497e-07,6.137543e-05,9.067312e-05,3.2525497e-07,6.1050174e-05,2.9297691e-05,4
1.637,0.2192,2.8511195e-07,6.1297746e-05,9.150966e-05,2.8511195e-07,6.1012634e-05,3.0211915e-05,4
1.6375,0.21999999999999992,2.4494773e-07,6.146593e-05,9.215513e-05,2.4494773e-07,6.1220984e-05,3.0689203e-05,8
1.6380000000000001,0.2208000000000002,2.0939694e-07,6.163411e-05,9.2855604e-05,2.0939694e-07,6.142472e-05,3.122149e-05,4
1.6385,0.2216000000000001,3.2804795e-07,6.15636e-05,9.361128e-05,3.2804795e-07,6.123555e-05,3.2047676e-05,8
1.639,0.22240000000000001,3.1366005e-07,6.149309e-05,9.442235e-05,3.1366005e-07,6.117943e-05,3.292926e-05,4
1.6395,0.22319999999999993,2.753418e-07,6.166055e-05,9.505105e-05,2.753418e-07,6.13852e-05,3.3390505e-05,8
1.6400000000000001,0.2240000000000002,2.3681761e-07,6.1828e-05,9.573556e-05,2.3681761e-07,6.1591185e-05,3.3907556e-05,4
1.6405,0.2248000000000001,3.5804797e-07,6.173815e-05,9.647606e-05,3.5804797e-07,6.13801e-05,3.473791e-05,8
1.641,0.22560000000000002,3.4072093e-07,6.16483e-05,9.7272765e-05,3.4072093e-07,6.130758e-05,3.5624464e-05,4
1.6415,0.22639999999999993,2.9861494e-07,6.155845e-05,9.812587e-05,2.9861494e-07,6.125984e-05,3.656742e-05,4
1.6420000000000001,0.2272000000000002,2.565691e-07,6.172275e-05,9.878142e-05,2.565691e-07,6.146618e-05,3.705867e-05,8
1.6425,0.22800000000000012,2.193672e-07,6.188705e-05,9.949377e-05,2.193672e-07,6.166768e-05,3.7606726e-05,4
1.643,0.22880000000000003,3.4088242e-07,6.1806706e-05,0.000100263125,3.4088242e-07,6.146582e-05,3.845642e-05,8
1.6435,0.22959999999999994,3.2554337e-07,6.1726365e-05,0.00010108968,3.2554337e-07,6.1400824e-05,3.9363316e-05,4
1.6440000000000001,0.23040000000000022,2.8564574e-07,6.1646024e-05,0.00010197364,2.8564574e-07,6.136038e-05,4.0327614e-05,4
1.6445,0.23120000000000013,2.455286e-07,6.182237e-05,0.0001026585,2.455286e-07,6.1576844e-05,4.083613e-05,8
1.645,0.23200000000000004,2.099868e-07,6.199872e-05,0.000103401166,2.099868e-07,6.1788734e-05,4.1402447e-05,4
1.6455,0.23279999999999995,3.347213e-07,6.1929924e-05,0.00010420183,3.347213e-07,6.15952e-05,4.2271902e-05,8
1.6460000000000001,0.2336000000000002,3.2075454e-07,6.186113e-05,0.00010506069,3.2075454e-07,6.154038e-05,4.3199558e-05,4
1.6465,0.2344000000000001,2.816582e-07,6.204105e-05,0.00010572923,2.816582e-07,6.175939e-05,4.3688182e-05,8
1.647,0.23520000000000002,2.4233975e-07,6.222097e-05,0.00010645638,2.4233975e-07,6.197863e-05,4.4235407e-05,4
1.6475,0.23599999999999993,3.706234e-07,6.2131265e-05,0.00010724232,3.706234e-07,6.176064e-05,4.5111054e-05,8
1.6480000000000001,0.2368000000000002,3.5326008e-07,6.204156e-05,0.00010808726,3.5326008e-07,6.16883e-05,4.60457e-05,4
1.6485,0.23760000000000012,3.0985842e-07,6.1951854e-05,0.0001089914,3.0985842e-07,6.164199e-05,4.7039546e-05,4
1.649,0.23840000000000003,2.6638176e-07,6.21282e-05,0.00010968889,2.6638176e-07,6.186182e-05,4.7560687e-05,8
1.6495,0.23919999999999994,2.2783038e-07,6.230455e-05,0.00011044597,2.2783038e-07,6.207672e-05,4.8141424e-05,4
1.6500000000000001,0.2400000000000002,3.5619763e-07,6.2223015e-05,0.00011126286,3.5619763e-07,6.186682e-05,4.9039845e-05,8
1.6505,0.24080000000000013,3.404614e-07,6.214148e-05,0.00011213975,3.404614e-07,6.1801016e-05,4.999827e-05,4
1.651,0.24160000000000004,2.9887644e-07,6.231721e-05,0.00011281958,2.9887644e-07,6.2018335e-05,5.050237e-05,8
1.6515,0.24239999999999995,2.5703827e-07,6.249294e-05,0.00011355981,2.5703827e-07,6.22359e-05,5.106687e-05,4
1.6520000000000001,0.24320000000000022,3.8828094e-07,6.239054e-05,0.000114360635,3.8828094e-07,6.200226e-05,5.197009e-05,8
1.6525,0.24400000000000013,3.6944783e-07,6.228815e-05,0.00011522226,3.6944783e-07,6.19187e-05,5.2934112e-05,4
1.653,0.24480000000000005,3.2382997e-07,6.2185754e-05,0.00011614489,3.2382997e-07,6.186192e-05,5.3959135e-05,4
1.6535,0.24559999999999996,2.7831553e-07,6.23581e-05,0.000116853975,2.7831553e-07,6.207979e-05,5.4495875e-05,8
1.6540000000000001,0.24640000000000023,2.3808288e-07,6.2530446e-05,0.00011762446,2.3808288e-07,6.229236e-05,5.5094017e-05,4
1.6545,0.24720000000000014,3.6942785e-07,6.2438696e-05,0.00011845655,3.6942785e-07,6.2069266e-05,5.6017852e-05,8
1.655,0.24800000000000005,3.5276236e-07,6.2346946e-05,0.000119350436,3.5276236e-07,6.1994186e-05,5.700349e-05,4
1.6555,0.24879999999999997,3.0949482e-07,6.2255196e-05,0.00012030632,3.0949482e-07,6.19457e-05,5.8051126e-05,4
1.6560000000000001,0.2496000000000002,2.6615118e-07,6.2440566e-05,0.00012104729,2.6615118e-07,6.217441e-05,5.8606725e-05,8
1.6565,0.2504000000000001,2.2784005e-07,6.2625935e-05,0.00012185066,2.2784005e-07,6.2398096e-05,5.9224723e-05,4
1.657,0.25120000000000003,3.6275352e-07,6.2546766e-05,0.00012271662,3.6275352e-07,6.2184015e-05,6.0169856e-05,8
1.6575,0.25199999999999995,3.4763502e-07,6.2467596e-05,0.0001236454,3.4763502e-07,6.211996e-05,6.11778e-05,4
1.6580000000000001,0.25280000000000025,3.0530987e-07,6.265685e-05,0.00012436874,3.0530987e-07,6.2351544e-05,6.171189e-05,8
1.6585,0.25360000000000016,2.6257734e-07,6.2846106e-05,0.00012515529,2.6257734e-07,6.258353e-05,6.2309184e-05,4
1.659,0.25440000000000007,4.0131923e-07,6.274444e-05,0.00012600524,4.0131923e-07,6.234312e-05,6.32608e-05,8
1.6595,0.2552,3.8253583e-07,6.264277e-05,0.00012691879,3.8253583e-07,6.226024e-05,6.427602e-05,4
1.6600000000000001,0.2560000000000002,3.355315e-07,6.2541105e-05,0.00012789614,3.355315e-07,6.2205574e-05,6.535504e-05,4
1.6605,0.25680000000000014,2.8846137e-07,6.272639e-05,0.00012865054,2.8846137e-07,6.2437924e-05,6.5924156e-05,8
1.661,0.25760000000000005,2.4685517e-07,6.291167e-05,0.00012946915,2.4685517e-07,6.266481e-05,6.655748e-05,4
1.6615,0.25839999999999996,3.8565324e-07,6.2818974e-05,0.00013035214,3.8565324e-07,6.243332e-05,6.753317e-05,8
1.6620000000000001,0.2592000000000002,3.6870648e-07,6.272628e-05,0.00013129975,3.6870648e-07,6.235757e-05,6.857347e-05,4
1.6625,0.2600000000000001,3.2366657e-07,6.2911095e-05,0.00013203463,3.2366657e-07,6.258743e-05,6.912354e-05,8
1.663,0.26080000000000003,2.7847813e-07,6.309591e-05,0.00013283451,2.7847813e-07,6.281743e-05,6.97386e-05,4
1.6635,0.26159999999999994,4.2055822e-07,6.298034e-05,0.00013369959,4.2055822e-07,6.255978e-05,7.071925e-05,8
1.6640000000000001,0.26240000000000024,4.001634e-07,6.286477e-05,0.00013463007,4.001634e-07,6.2464605e-05,7.17653e-05,4
1.6645,0.26320000000000016,3.5080816e-07,6.27492e-05,0.00013562615,3.5080816e-07,6.239839e-05,7.287695e-05,4
1.665,0.26400000000000007,3.0156693e-07,6.293006e-05,0.0001363916,3.0156693e-07,6.26285e-05,7.346153e-05,8
1.6655,0.2648,2.5803902e-07,6.311093e-05,0.00013722303,2.5803902e-07,6.285289e-05,7.4112104e-05,4
1.666,0.2655999999999999,4.0002539e-07,6.3006904e-05,0.00013812068,4.0002539e-07,6.260688e-05,7.511378e-05,8
1.6665,0.26640000000000014,3.8197518e-07,6.290288e-05,0.00013908473,3.8197518e-07,6.252091e-05,7.618185e-05,4
1.667,0.26720000000000005,3.3521914e-07,6.2798856e-05,0.00014011537,3.3521914e-07,6.246364e-05,7.7316516e-05,4
1.6675,0.26799999999999996,2.8841137e-07,6.299333e-05,0.00014091432,2.8841137e-07,6.2704916e-05,7.792099e-05,8
1.668,0.2687999999999999,2.468556e-07,6.31878e-05,0.00014178026,2.468556e-07,6.294094e-05,7.859246e-05,4
1.6685,0.2696000000000002,3.9233282e-07,6.309732e-05,0.0001427134,3.9233282e-07,6.270499e-05,7.9616075e-05,8
1.669,0.2704000000000001,3.75922e-07,6.3006846e-05,0.00014371394,3.75922e-07,6.263093e-05,8.07071e-05,4
1.6695,0.2712,3.3023355e-07,6.3205254e-05,0.0001444932,3.3023355e-07,6.287502e-05,8.1287944e-05,8
1.67,0.2719999999999999,2.8416844e-07,6.340366e-05,0.00014534027,2.8416844e-07,6.311949e-05,8.19366e-05,4
1.6705,0.27280000000000015,4.3390435e-07,6.32888e-05,0.00014625532,4.3390435e-07,6.2854895e-05,8.296652e-05,8
1.671,0.27360000000000007,4.1358942e-07,6.317393e-05,0.00014723858,4.1358942e-07,6.2760344e-05,8.4064646e-05,4
1.6715,0.2744,3.6274614e-07,6.3059066e-05,0.00014829024,3.6274614e-07,6.269632e-05,8.523118e-05,4
1.672,0.2751999999999999,3.119296e-07,6.325293e-05,0.00014910178,3.119296e-07,6.2941006e-05,8.584884e-05,8
1.6725,0.27600000000000013,2.6702443e-07,6.34468e-05,0.00014998211,2.6702443e-07,6.3179774e-05,8.653531e-05,4
1.673,0.27680000000000005,4.1672487e-07,6.334132e-05,0.00015093143,4.1672487e-07,6.29246e-05,8.759011e-05,8
1.6735,0.27759999999999996,3.983363e-07,6.323584e-05,0.00015194996,3.983363e-07,6.2837506e-05,8.871412e-05,4
1.674,0.27839999999999987,3.4979692e-07,6.34289e-05,0.00015273935,3.4979692e-07,6.3079104e-05,8.9310444e-05,8
1.6745,0.27920000000000017,3.009275e-07,6.362196e-05,0.00015359833,3.009275e-07,6.332104e-05,8.997637e-05,4
1.675,0.2800000000000001,4.5382276e-07,6.349225e-05,0.00015452711,4.5382276e-07,6.3038424e-05,9.103486e-05,8
1.6755,0.2808,4.31862e-07,6.336253e-05,0.0001555259,4.31862e-07,6.293067e-05,9.216336e-05,4
1.676,0.2815999999999999,3.787686e-07,6.3232816e-05,0.00015659488,3.787686e-07,6.2854044e-05,9.336206e-05,4
1.6765,0.28240000000000015,3.2580036e-07,6.342133e-05,0.00015741603,3.2580036e-07,6.3095526e-05,9.39947e-05,8
1.677,0.28320000000000006,2.789772e-07,6.360984e-05,0.00015830778,2.789772e-07,6.333087e-05,9.469794e-05,4
1.6775,0.284,4.3177167e-07,6.349248e-05,0.00015927033,4.3177167e-07,6.306071e-05,9.5777854e-05,8
1.678,0.2847999999999999,4.1236893e-07,6.337512e-05,0.00016030388,4.1236893e-07,6.296275e-05,9.6928765e-05,4
1.6785,0.2856000000000002,3.6191585e-07,6.356488e-05,0.0001611015,3.6191585e-07,6.320297e-05,9.753662e-05,8
1.679,0.2864000000000001,3.1138902e-07,6.375465e-05,0.00016197053,3.1138902e-07,6.344326e-05,9.821588e-05,4
1.6795,0.2872,4.676945e-07,6.361432e-05,0.00016291115,4.676945e-07,6.314663e-05,9.929683e-05,8
1.68,0.2879999999999999,4.448878e-07,6.3474e-05,0.00016392357,4.448878e-07,6.302911e-05,0.00010044957,4
1.6805,0.28880000000000017,3.9012792e-07,6.3333675e-05,0.000165008,3.9012792e-07,6.2943545e-05,0.00010167432,4
1.681,0.2896000000000001,3.355499e-07,6.351996e-05,0.000165838,3.355499e-07,6.318441e-05,0.000102318045,8
1.6815,0.2904,2.8734271e-07,6.370625e-05,0.00016674041,2.8734271e-07,6.3418905e-05,0.00010303417,4
1.682,0.2911999999999999,4.4321908e-07,6.35806e-05,0.00016771542,4.4321908e-07,6.313738e-05,0.00010413482,8
1.6825,0.29200000000000015,4.23122e-07,6.345495e-05,0.00016876323,4.23122e-07,6.303183e-05,0.00010530828,4
1.683,0.29280000000000006,3.7146123e-07,6.33293e-05,0.00016988405,3.7146123e-07,6.295784e-05,0.00010655475,4
1.6835,0.29359999999999997,3.1962784e-07,6.353111e-05,0.0001707506,3.1962784e-07,6.321148e-05,0.000107219494,8
1.684,0.2943999999999999,2.7366744e-07,6.3732914e-05,0.00017169055,2.7366744e-07,6.345924e-05,0.00010795764,4
1.6845,0.2952000000000002,4.3307614e-07,6.362355e-05,0.00017270411,4.3307614e-07,6.319047e-05,0.00010908056,8
1.685,0.2960000000000001,4.148412e-07,6.3514184e-05,0.00017379147,4.148412e-07,6.3099345e-05,0.00011027729,4
1.6855,0.2968,3.643983e-07,6.372082e-05,0.00017463682,3.643983e-07,6.335642e-05,0.000110916,8
1.686,0.2975999999999999,5.0859944e-07,6.360852e-05,0.00017555637,5.0859944e-07,6.309992e-05,0.000111947855,8
1.6865,0.29840000000000017,4.787357e-07,6.349621e-05,0.00017655033,4.787357e-07,6.3017476e-05,0.00011305411,4
1.687,0.2992000000000001,4.1875091e-07,6.367717e-05,0.00017732562,4.1875091e-07,6.325842e-05,0.00011364845,8
1.6875,0.3,3.599451e-07,6.385813e-05,0.00017817572,3.599451e-07,6.349819e-05,0.00011431758,4
1.688,0.3007999999999999,3.0813158e-07,6.403909e-05,0.00017910081,3.0813158e-07,6.3730964e-05,0.00011506172,4
1.6885000000000001,0.3016000000000002,4.785266e-07,6.387072e-05,0.00018010111,4.785266e-07,6.3392195e-05,0.00011623039,8
1.689,0.3024000000000001,4.5714722e-07,6.370235e-05,0.0001811768,4.5714722e-07,6.32452e-05,0.000117474454,4
1.6895,0.3032,4.01266e-07,6.3533975e-05,0.00018232809,4.01266e-07,6.3132706e-05,0.000118794116,4
1.69,0.30399999999999994,3.452906e-07,6.33656e-05,0.00018355518,3.452906e-07,6.3020314e-05,0.00012018958,4
1.6905000000000001,0.3048000000000002,2.9574028e-07,6.357543e-05,0.00018448007,2.9574028e-07,6.3279695e-05,0.00012090464,8
1.691,0.3056000000000001,2.531189e-07,6.3785265e-05,0.00018548116,2.531189e-07,6.353215e-05,0.00012169589,4
1.6915,0.3064,4.179679e-07,6.368584e-05,0.00018655864,4.179679e-07,6.326787e-05,0.00012287279,8
1.692,0.3071999999999999,5.031796e-07,6.3325e-05,0.00018771272,5.031796e-07,6.2821826e-05,0.00012438772,8
1.6925000000000001,0.30800000000000016,4.6268394e-07,6.335114e-05,0.00018855663,4.6268394e-07,6.288845e-05,0.0001252055,8
1.693,0.3088000000000001,4.026913e-07,6.337727e-05,0.00018947755,4.026913e-07,6.2974585e-05,0.00012610028,4
1.6935,0.3096,5.361305e-07,6.31433e-05,0.00019047566,5.361305e-07,6.260717e-05,0.00012733237,8
1.694,0.3103999999999999,5.0118996e-07,6.290933e-05,0.00019155118,5.0118996e-07,6.240814e-05,0.00012864186,4
1.6945000000000001,0.3112000000000002,4.3775754e-07,6.267535e-05,0.00019270429,4.3775754e-07,6.2237596e-05,0.00013002893,4
1.695,0.3120000000000001,3.7624727e-07,6.279282e-05,0.00019358376,3.7624727e-07,6.241657e-05,0.00013079096,8
1.6955,0.3128,3.220872e-07,6.291028e-05,0.00019454124,3.220872e-07,6.2588195e-05,0.00013163095,4
1.696,0.31359999999999993,4.7580767e-07,6.273898e-05,0.00019557691,4.7580767e-07,6.226317e-05,0.00013283793,8
1.6965000000000001,0.3144000000000002,4.516461e-07,6.2567684e-05,0.00019669099,4.516461e-07,6.2116036e-05,0.00013412331,4
1.697,0.3152000000000001,3.9608813e-07,6.2396386e-05,0.00019788367,3.9608813e-07,6.20003e-05,0.00013548728,4
1.6975,0.316,3.408193e-07,6.257965e-05,0.00019880058,3.408193e-07,6.223883e-05,0.00013622093,8
1.698,0.3167999999999999,2.9194197e-07,6.276292e-05,0.00019979649,2.9194197e-07,6.247098e-05,0.00013703357,4
1.6985000000000001,0.3176000000000002,4.5904503e-07,6.263072e-05,0.0002008716,4.5904503e-07,6.2171675e-05,0.00013824087,8
1.699,0.3184000000000001,4.3950192e-07,6.2498526e-05,0.0002020261,4.3950192e-07,6.205902e-05,0.00013952758,4
1.6995,0.31920000000000004,3.8622952e-07,6.270744e-05,0.00020291911,3.8622952e-07,6.232121e-05,0.00014021166,8
1.7,0.31999999999999995,3.325822e-07,6.2916355e-05,0.0002038919,3.325822e-07,6.258377e-05,0.00014097555,4
1.7005000000000001,0.3208000000000002,5.081751e-07,6.276356e-05,0.0002049447,5.081751e-07,6.2255385e-05,0.00014218115,8
1.701,0.3216000000000001,4.845765e-07,6.2610765e-05,0.0002060777,4.845765e-07,6.2126186e-05,0.00014346694,4
1.7015,0.3224,4.253684e-07,6.245797e-05,0.0002072911,4.253684e-07,6.20326e-05,0.00014483313,4
1.702,0.32319999999999993,3.6606758e-07,6.266771e-05,0.00020822257,3.6606758e-07,6.230164e-05,0.00014555486,8
1.7025000000000001,0.3240000000000002,3.1351416e-07,6.287744e-05,0.00020923483,3.1351416e-07,6.256393e-05,0.00014635739,4
1.703,0.3248000000000001,4.889772e-07,6.273893e-05,0.0002103281,4.889772e-07,6.224995e-05,0.00014758916,8
1.7035,0.3256,4.67609e-07,6.260042e-05,0.00021150257,4.67609e-07,6.213281e-05,0.00014890215,4
1.704,0.3263999999999999,4.1076336e-07,6.280978e-05,0.00021241057,4.1076336e-07,6.239901e-05,0.00014960079,8
1.7045000000000001,0.3272000000000002,3.5363567e-07,6.3019135e-05,0.00021340017,3.5363567e-07,6.26655e-05,0.00015038103,4
1.705,0.3280000000000001,5.328722e-07,6.2852225e-05,0.00021447157,5.328722e-07,6.2319355e-05,0.00015161934,8
1.7055,0.32880000000000004,5.0718427e-07,6.2685314e-05,0.00021562497,5.0718427e-07,6.217813e-05,0.00015293965,4
1.706,0.32959999999999995,4.449964e-07,6.2518404e-05,0.00021686057,4.449964e-07,6.2073406e-05,0.00015434217,4
1.7065000000000001,0.3304000000000002,3.8286643e-07,6.272158e-05,0.00021780848,3.8286643e-07,6.233871e-05,0.0001550869,8
1.707,0.3312000000000001,3.2794244e-07,6.292475e-05,0.00021883899,3.2794244e-07,6.259681e-05,0.00015591424,4
1.7075,0.332,5.0614324e-07,6.277325e-05,0.0002199523,5.0614324e-07,6.226711e-05,0.00015717905,8
