phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,1.917664150634501e-37,3.835328301269002e-34,-9.027796614315168e-35,4.738107962700519e-34,8,18.55987724602967,1.052821897997555e-15,1.4181423239514886e-16,4,18.559877246029775,1.052821897997555e-15,1.418142323951481e-16,4
normal_gate,0.001,-5.541388131833489e-36,-1.1466309093793878e-32,1.5407439555097887e-33,-1.3007053049303668e-32,8,16.528732815576717,3.733067860215605e-14,5.646331001093975e-15,4,16.528732815572994,3.733067860215606e-14,5.646331001095248e-15,4
normal_gate,0.0015,9.847793938023357e-33,1.970667065231038e-29,-4.6345578181734444e-30,2.4341228470483825e-29,8,14.844289721826428,3.0465479503475893e-12,5.130841568438387e-13,4,14.844289721973558,3.046547950347614e-12,5.130841568387574e-13,4
normal_gate,0.002,2.3154492855585068e-29,4.6289290123294087e-26,-1.0791617183423441e-26,5.708090730671753e-26,8,13.447166250977688,2.863506663563031e-10,5.323624714156481e-11,4,13.447166245360652,2.863506663562448e-10,5.323624716379136e-11,4
normal_gate,0.0025,7.850509026484878e-26,1.569638715439864e-22,-3.657123815636057e-23,1.9353510970034697e-22,8,12.288029740646715,2.6693346730520366e-08,5.430762151035351e-09,4,12.288029952398567,2.6693346730714926e-08,5.430762057490043e-09,4
normal_gate,0.003,2.5946122463654703e-22,5.187654390925644e-19,-1.2086670052805928e-19,6.396321396206237e-19,8,11.325890097010026,2.457013965779523e-06,5.423445629293544e-07,4,11.325882207716667,2.4570139651460167e-06,5.423449405716004e-07,4
normal_gate,0.0035,4.646826143637749e-22,4.104427794544558e-19,-7.689300368291606e-20,4.873357831373719e-19,8,10.526690943756979,3.894568384537057e-06,9.249270272456303e-07,4,10.526692762831294,3.894568384944142e-06,9.249268675094889e-07,4
normal_gate,0.004,6.2743588401783e-22,3.255065393081102e-19,-4.457991683656802e-20,3.7008645614467822e-19,8,9.862208199065888,7.1161469437575194e-06,1.803892901092763e-06,4,9.862209671923743,7.1161469446716e-06,1.8038926319246236e-06,4
normal_gate,0.0045000000000000005,7.58526682097456e-22,2.6218159615925205e-19,-2.1926386689672812e-20,2.8410798284892486e-19,8,9.309046756841546,9.383279193851853e-06,2.5199355634763973e-06,4,9.309047945853147,9.383279195098814e-06,2.519935241948865e-06,4
normal_gate,0.005,8.69152179790988e-22,2.2125099538706375e-19,-7.77911667317838e-21,2.2903011206024213e-19,8,8.847859944735799,1.093994725359389e-05,3.091128058628126e-06,4,8.847860901249042,1.093994725492139e-05,3.0911277248314926e-06,4
normal_gate,0.0055,9.6977254101137e-22,2.0124072244076422e-19,-5.893661864440322e-22,2.0183008862720825e-19,8,8.462666960410964,1.197028115839064e-05,3.536202362207026e-06,4,8.462667726667604,1.1970281159595111e-05,3.536202042375567e-06,4
normal_gate,0.006,1.0688834999713318e-21,1.982219179199235e-19,1.5657495019863123e-21,1.966561684179372e-19,8,8.140282778344062,1.261204559208282e-05,3.8733438184835476e-06,4,8.140283389070104,1.2612045593041055e-05,3.873343528179606e-06,4
normal_gate,0.006500000000000001,1.1724449746373395e-21,2.0712294933201558e-19,6.12527243595517e-22,2.0651042208842006e-19,8,7.8698394684969,1.2967985466131962e-05,4.119520327588329e-06,4,7.869839952220482,1.2967985466792884e-05,4.11952007458994e-06,4
normal_gate,0.007,1.2838582606855837e-21,2.2282657209648835e-19,-1.7857795449254176e-21,2.2461235164141377e-19,8,7.642385435288126,1.3114610149132541e-05,4.290090528729694e-06,4,7.642385815431906,1.3114610149496984e-05,4.290090315453348e-06,4
normal_gate,0.0075,1.4043278324916203e-21,2.409391436120731e-19,-4.3767160185946386e-21,2.453158596306677e-19,8,7.450550957361186,1.310885266402224e-05,4.398618551514845e-06,4,7.450551253145963,1.3108852664122567e-05,4.398618376924597e-06,4
normal_gate,0.008,1.5333937492338187e-21,2.581318334843967e-19,-6.342820937056616e-21,2.644746544214533e-19,8,7.288269939670212,1.2993065708844093e-05,4.456841546895289e-06,4,7.288270166861363,1.2993065708728027e-05,4.456841407926083e-06,4
normal_gate,0.0085,1.6694825216800083e-21,2.721775448923791e-19,-7.249100695685027e-21,2.794266455880641e-19,8,7.150549116824508,1.2798748359664292e-05,4.474743180754521e-06,4,7.150549288347452,1.2798748359383773e-05,4.4747430733190786e-06,4
normal_gate,0.009000000000000001,1.810397896550576e-21,2.818307497411357e-19,-6.959690878868037e-21,2.887904406200037e-19,8,7.0332771302332,1.2549318463281431e-05,4.46069386678118e-06,4,7.03327725668122,1.2549318462885728e-05,4.4606937864437864e-06,4
normal_gate,0.0095,1.9537073096204415e-21,2.8661882613973106e-19,-5.5453154289789284e-21,2.9216414156871e-19,8,6.933066964752021,1.2262172136432814e-05,4.42162617164026e-06,4,6.933067054803548,1.2262172135964893e-05,4.421626114040357e-06,4
normal_gate,0.01,2.097019733201721e-21,2.866248471625589e-19,-3.201188970580217e-21,2.8982603613313913e-19,8,6.847126181781593,1.1950214445357546e-05,4.363222660170165e-06,4,6.847126242543544,1.19502144448526e-05,4.36322262126621e-06,4
