solver,integrator,cone,iterations,dt_s,softness,steps_planned,steps_completed,stable,mse_velocity_error,final_box_speed_error,final_ball_speed_error,max_contacts,step_rate_hz,wall_s
pgs,rk4,elliptic,20,0.001,default,4000,4000,True,0.0030587754772865173,0.05027493259426095,0.07374704643218763,29,1429.425851029526,2.7983263329952024
pgs,rk4,elliptic,20,0.001,soft_40ms,4000,4000,True,0.003393700332488374,0.07446692050055954,0.07340698181144815,29,1261.1446597029264,3.1717217919649556
pgs,rk4,elliptic,20,0.001,stiff_4ms,4000,4000,True,0.002273376859453083,0.050239021237384184,0.03129545051077627,29,2158.005231727908,1.853563624958042
pgs,rk4,elliptic,20,0.002,default,2000,2000,True,0.005336938672376246,0.06441060268527021,0.1011674231135355,29,1398.6640773677707,1.4299359169672243
pgs,rk4,elliptic,20,0.002,soft_40ms,2000,2000,True,0.004299141433316687,0.08063682661044813,0.052001461639629175,29,1253.6926797216622,1.5952872919733636
pgs,rk4,elliptic,20,0.002,stiff_4ms,2000,2000,True,0.006115725738386458,0.06222500602517235,0.07645033041147825,29,2491.122650847444,0.8028508750139736
pgs,rk4,elliptic,100,0.0005,default,8000,8000,True,0.003029058582970331,0.061639204699021115,0.0943859680856037,29,939.4484978738723,8.515634457988199
pgs,rk4,elliptic,100,0.0005,soft_40ms,8000,8000,True,0.0029508814761156927,0.06873808699414359,0.031031034569543016,29,800.6912534177495,9.991366791946348
pgs,rk4,elliptic,100,0.0005,stiff_4ms,8000,8000,True,0.0011458890173218564,0.026451899019025633,0.018190858224802976,29,1533.1926261703297,5.2178701250231825
pgs,rk4,elliptic,100,0.001,default,4000,4000,True,0.0036476419597379615,0.05198915816903146,0.0614290105862813,29,873.0853329027808,4.58145366696408
pgs,rk4,elliptic,100,0.001,soft_40ms,4000,4000,True,0.003498098785941931,0.09553899189821312,0.05179201347218619,29,731.4407816609138,5.468658707977738
pgs,rk4,elliptic,100,0.001,stiff_4ms,4000,4000,True,0.002667379247226276,0.028853776814376866,0.06403688269692978,29,1864.6311210974486,2.1451964169973508
pgs,rk4,elliptic,100,0.002,default,2000,2000,True,0.004458523492006051,0.05218642084077801,0.05780676583390603,29,959.0569974700647,2.085381791985128
pgs,rk4,elliptic,100,0.002,soft_40ms,2000,2000,True,0.004492785723832895,0.07545178942665835,0.06424388174053634,29,781.4132268448343,2.5594652500003576
