solver,integrator,cone,iterations,dt_s,softness,steps_planned,steps_completed,stable,mse_velocity_error,final_box_speed_error,final_ball_speed_error,max_contacts,step_rate_hz,wall_s
pgs,rk4,elliptic,100,0.002,stiff_4ms,2000,2000,True,0.005571861206819004,0.06642999605687096,0.05238170497476793,29,1822.380196125928,1.097465833008755
pgs,rk4,elliptic,500,0.0005,default,8000,8000,True,0.003029058579398685,0.06163920470058366,0.09438596838893054,29,1004.9430058770955,7.9606504580006
pgs,rk4,elliptic,500,0.0005,soft_40ms,8000,8000,True,0.00295088147398258,0.06873808679386369,0.03103103492650466,29,812.4368132070317,9.846919624949805
pgs,rk4,elliptic,500,0.0005,stiff_4ms,8000,8000,True,0.0011458890177284782,0.026451899026534952,0.018190857666183485,29,1755.6608079839837,4.556688833981752
pgs,rk4,elliptic,500,0.001,default,4000,4000,True,0.003647641956094121,0.05198915805481237,0.06142901030364865,29,951.5475931101323,4.203678333025891
pgs,rk4,elliptic,500,0.001,soft_40ms,4000,4000,True,0.0034980987816288786,0.09553899181001568,0.05179201352566419,29,796.9445213965421,5.019169958017301
pgs,rk4,elliptic,500,0.001,stiff_4ms,4000,4000,True,0.002667379247592022,0.028853776843733768,0.06403688286805215,29,1776.3774665198175,2.2517736660083756
pgs,rk4,elliptic,500,0.002,default,2000,2000,True,0.004458523488894229,0.052186421706717945,0.05780676812735707,29,873.8605268376101,2.288694749993738
pgs,rk4,elliptic,500,0.002,soft_40ms,2000,2000,True,0.004492785718371194,0.07545178929583454,0.06424388170148315,29,738.8169094041995,2.707030624966137
pgs,rk4,elliptic,500,0.002,stiff_4ms,2000,2000,True,0.005571872070709413,0.06643010295399443,0.0523740522878295,29,1899.2168698638875,1.0530656249611638
pgs,implicit,pyramidal,20,0.0005,default,8000,8000,True,35.34438448935232,13.47007847185784,0.8721463883482042,29,6744.334234076191,1.1861808330286294
pgs,implicit,pyramidal,20,0.0005,soft_40ms,8000,8000,True,36.39131888119177,13.773803149510629,0.9038259070871804,29,5653.736885647618,1.4149933330481872
pgs,implicit,pyramidal,20,0.0005,stiff_4ms,8000,8000,True,34.346075262666794,13.2959442024075,0.8487847924379693,29,9417.598543019754,0.8494734579580836
pgs,implicit,pyramidal,20,0.001,default,4000,4000,True,35.21602337954702,13.426058380172389,0.8726991996244741,29,6765.1532032666255,0.5912652499973774
pgs,implicit,pyramidal,20,0.001,soft_40ms,4000,4000,True,36.24386385103179,13.696167665493801,0.8996870432711443,29,5039.192585101868,0.7937779579660855
pgs,implicit,pyramidal,20,0.001,stiff_4ms,4000,4000,True,33.90912088778411,13.200946242061862,0.8490042932293794,29,9730.778739852383,0.4110667919740081
pgs,implicit,pyramidal,20,0.002,default,2000,2000,True,35.52665204607213,13.624199523374802,0.8749483272923213,29,6737.983550909284,0.29682470799889416
pgs,implicit,pyramidal,20,0.002,soft_40ms,2000,2000,True,36.037408193107225,13.655431520256325,0.9059418391112738,29,4616.461493986015,0.4332322499831207
pgs,implicit,pyramidal,20,0.002,stiff_4ms,2000,2000,True,35.806286640560266,13.619188313501308,0.8518743349965782,29,12618.16047702292,0.1585017089964822
pgs,implicit,pyramidal,100,0.0005,default,8000,8000,True,35.420485473023156,13.528960101307353,0.8726008935783588,29,2715.930169919016,2.94558383297408
pgs,implicit,pyramidal,100,0.0005,soft_40ms,8000,8000,True,36.53861338588317,13.77212750575772,0.9031101894134288,29,2199.4125575218927,3.637334875005763
pgs,implicit,pyramidal,100,0.0005,stiff_4ms,8000,8000,True,34.307385275061,13.220548468679704,0.8507386172445965,29,3779.484483087471,2.1166907909791917
pgs,implicit,pyramidal,100,0.001,default,4000,4000,True,35.22567652086981,13.378437740232465,0.8695145990031659,29,2768.9016693595454,1.4446161249652505
pgs,implicit,pyramidal,100,0.001,soft_40ms,4000,4000,True,36.131166630480756,13.713084692918153,0.9008099039240058,29,2179.0830363855052,1.835634500021115
pgs,implicit,pyramidal,100,0.001,stiff_4ms,4000,4000,True,34.40820066766148,13.382090077905561,0.84808612092096,29,4267.318521838802,0.9373567919828929
pgs,implicit,pyramidal,100,0.002,default,2000,2000,True,34.766217517222316,13.423184631009702,0.9281551795666518,29,2436.3089218735377,0.820913958013989
pgs,implicit,pyramidal,100,0.002,soft_40ms,2000,2000,True,35.754492312950006,13.578351528359013,0.8946940357076983,29,1986.2917722244476,1.0069014169857837
pgs,implicit,pyramidal,100,0.002,stiff_4ms,2000,2000,True,36.63750966720143,13.799914768188874,0.8614681889372975,29,5843.413329059505,0.34226570796454325
pgs,implicit,pyramidal,500,0.0005,default,8000,8000,True,35.379892709556714,13.476538895252617,0.8718092967381363,29,1509.5569578278983,5.299568167014513
pgs,implicit,pyramidal,500,0.0005,soft_40ms,8000,8000,True,36.56126481827922,13.797832961267765,0.910638477176688,29,1132.6207992291345,7.0632642499986105
pgs,implicit,pyramidal,500,0.0005,stiff_4ms,8000,8000,True,34.53470896417772,13.264454549256433,0.8502579959307047,29,2891.8310156962475,2.7664133749785833
pgs,implicit,pyramidal,500,0.001,default,4000,4000,True,35.2724438524178,13.362628492445182,0.871324628257942,29,1500.2272848107714,2.666262665996328
pgs,implicit,pyramidal,500,0.001,soft_40ms,4000,4000,True,36.13493736870792,13.693051904168852,0.8998063306845121,29,1190.3589702402783,3.3603308749734424
pgs,implicit,pyramidal,500,0.001,stiff_4ms,4000,4000,True,34.462038793287064,13.118384173405062,0.8530315960410727,29,3179.618222379041,1.2580126670072787
pgs,implicit,pyramidal,500,0.002,default,2000,2000,True,35.55059767680014,13.720090744138231,0.8757282045029924,29,1350.3370392715863,1.4811117090284824
pgs,implicit,pyramidal,500,0.002,soft_40ms,2000,2000,True,35.92921957769602,13.57842189444422,0.9057545667100502,29,1060.3175558229846,1.8862273750128224
pgs,implicit,pyramidal,500,0.002,stiff_4ms,2000,2000,True,36.265513624695295,13.753167119028761,0.8496762610057257,29,4346.981109331155,0.4600894160103053
pgs,implicit,elliptic,20,0.0005,default,8000,8000,True,0.004329882843616824,0.05877999754673499,0.0926355079132385,29,4257.337421199552,1.8791087500285357
pgs,implicit,elliptic,20,0.0005,soft_40ms,8000,8000,True,0.0044703867839403465,0.14637004720753383,0.09609960550222447,29,3815.656796504822,2.0966246249736287
pgs,implicit,elliptic,20,0.0005,stiff_4ms,8000,8000,True,0.0029388852971612917,0.060240499125279574,0.03596472641481909,29,6172.775006459555,1.2960135419853032
pgs,implicit,elliptic,20,0.001,default,4000,4000,True,0.006435955153877249,0.05269413716652087,0.06315877665895119,29,4141.07057142026,0.9659337920020334
pgs,implicit,elliptic,20,0.001,soft_40ms,4000,4000,True,0.0069548398481711245,0.11770535575032484,0.1813628650010343,29,3685.6809797352425,1.085281124978792
pgs,implicit,elliptic,20,0.001,stiff_4ms,4000,4000,True,0.00760725385621556,0.047666134913721,0.3769715745697177,29,6104.719596513773,0.6552307500387542
pgs,implicit,elliptic,20,0.002,default,2000,2000,True,0.013408494320634437,0.08479848006190231,0.11278672103682805,29,4003.5501478608317,0.49955662502907217
pgs,implicit,elliptic,20,0.002,soft_40ms,2000,2000,True,0.010794001991178793,0.17415398835180937,0.09124587819800802,29,3838.3430617456165,0.5210581669816747
pgs,implicit,elliptic,20,0.002,stiff_4ms,2000,2000,True,0.04088731975188595,0.06741484202194586,0.38666273460741696,29,9083.759057434298,0.2201731670065783
pgs,implicit,elliptic,100,0.0005,default,8000,8000,True,0.0036909337181892897,0.06917191802171335,0.12378365222413039,29,3087.4545125223112,2.5911312919924967
pgs,implicit,elliptic,100,0.0005,soft_40ms,8000,8000,True,0.005692863338061043,0.11561427610047575,0.122203314420474,29,2556.2520910870694,3.1295817919890396
pgs,implicit,elliptic,100,0.0005,stiff_4ms,8000,8000,True,0.0027120608454006536,0.11351383387507055,0.1016022079216508,29,5193.530840493962,1.5403778750333004
pgs,implicit,elliptic,100,0.001,default,4000,4000,True,0.008015140337168944,0.09051684670545468,0.07225542515875176,29,3088.2817177157413,1.2952186249895021
pgs,implicit,elliptic,100,0.001,soft_40ms,4000,4000,True,0.005083996265796465,0.16577042901579123,0.041342234573651535,29,2426.749453463681,1.6482954160310328
pgs,implicit,elliptic,100,0.001,stiff_4ms,4000,4000,True,0.008156088324528491,0.05854814770977022,0.0748233185611507,29,6155.42880927132,0.6498328750021756
pgs,implicit,elliptic,100,0.002,default,2000,2000,True,0.013740002262304929,0.13895393507103823,0.07063264342112939,29,3325.298580879072,0.6014497499563731
pgs,implicit,elliptic,100,0.002,soft_40ms,2000,2000,True,0.009472718158191586,0.08288660708153489,0.22786881529221317,29,2567.2825944872666,0.7790338330087252
pgs,implicit,elliptic,100,0.002,stiff_4ms,2000,2000,True,0.040504345212783906,0.13361106490166288,0.2053745273038286,29,7679.608042694816,0.2604299579979852
pgs,implicit,elliptic,500,0.0005,default,8000,8000,True,0.0036909337132322224,0.0691719179587097,0.12378365263611389,29,3238.231860652047,2.4704839999903925
pgs,implicit,elliptic,500,0.0005,soft_40ms,8000,8000,True,0.005692863329976515,0.11561427560633747,0.12220331509873844,29,2613.3548087465892,3.061199333984405
pgs,implicit,elliptic,500,0.0005,stiff_4ms,8000,8000,True,0.0027120608458329203,0.11351383364952505,0.10160220745560063,29,5390.625955350874,1.4840577080030926
pgs,implicit,elliptic,500,0.001,default,4000,4000,True,0.008015140330083983,0.09051684747912583,0.07225542360104252,29,3148.3969354659807,1.2704878330114298
pgs,implicit,elliptic,500,0.001,soft_40ms,4000,4000,True,0.005083996244420979,0.16577042856551888,0.041342235134385306,29,2323.6858013271826,1.7214031250332482
pgs,implicit,elliptic,500,0.001,stiff_4ms,4000,4000,True,0.008156088064969156,0.058548309645296184,0.07482519022903834,29,5623.05894909863,0.7113565829931758
pgs,implicit,elliptic,500,0.002,default,2000,2000,True,0.013740002267166498,0.1389539361763511,0.07063264363419648,29,3282.826818472201,0.6092310409876518
pgs,implicit,elliptic,500,0.002,soft_40ms,2000,2000,True,0.009472718092318207,0.082886608325159,0.22786881798895423,29,2326.0490853519245,0.8598270830116235
pgs,implicit,elliptic,500,0.002,stiff_4ms,2000,2000,True,0.045597685036948235,0.049222704653662616,0.041871785175671423,29,9050.963158466193,0.22097095800563693
pgs,implicitfast,pyramidal,20,0.0005,default,8000,8000,True,35.344384489352365,13.470078471857853,0.8721463883482032,29,7475.883845308703,1.0701075840042904
pgs,implicitfast,pyramidal,20,0.0005,soft_40ms,8000,8000,True,36.39131888119182,13.773803149510638,0.9038259070871764,29,6423.201033930765,1.2454849159694277
pgs,implicitfast,pyramidal,20,0.0005,stiff_4ms,8000,8000,True,34.33481038851768,13.226585439133233,0.8487847985764927,29,11361.893346290264,0.7041079999762587
pgs,implicitfast,pyramidal,20,0.001,default,4000,4000,True,35.21602337954699,13.426058380172384,0.872699199624472,29,7320.307608749681,0.546425124979578
pgs,implicitfast,pyramidal,20,0.001,soft_40ms,4000,4000,True,36.2438638510318,13.696167665493801,0.8996870432711462,29,6455.107677766578,0.619664333993569
pgs,implicitfast,pyramidal,20,0.001,stiff_4ms,4000,4000,True,34.08462806447214,13.165132601849637,0.8486241649180438,29,11434.743446137456,0.3498110839864239
pgs,implicitfast,pyramidal,20,0.002,default,2000,2000,True,35.52665204607225,13.6241995233748,0.8749483272924587,29,7610.588992379157,0.26279175002127886
pgs,implicitfast,pyramidal,20,0.002,soft_40ms,2000,2000,True,36.03740819310716,13.655431520256313,0.9059418391112762,29,6200.624293785518,0.32254816696513444
pgs,implicitfast,pyramidal,20,0.002,stiff_4ms,2000,2000,True,36.02539132604729,13.848217759390856,0.8489875305479929,29,15913.98491241867,0.1256756249931641
pgs,implicitfast,pyramidal,100,0.0005,default,8000,8000,True,35.42048547302316,13.528960101307351,0.8726008935783605,29,3080.735536898196,2.5967824580147862
pgs,implicitfast,pyramidal,100,0.0005,soft_40ms,8000,8000,True,36.53861338588315,13.772127505757714,0.903110189413431,29,2390.9535582430476,3.345945374981966
pgs,implicitfast,pyramidal,100,0.0005,stiff_4ms,8000,8000,True,34.30822778854119,13.221429687408447,0.8507385063088746,29,4503.793072664864,1.7762805419624783
pgs,implicitfast,pyramidal,100,0.001,default,4000,4000,True,35.22567652086978,13.378437740232465,0.8695145990031691,29,3124.2481276643484,1.2803080410230905
pgs,implicitfast,pyramidal,100,0.001,soft_40ms,4000,4000,True,36.131166630480784,13.713084692918155,0.9008099039240075,29,2307.6958029677567,1.7333307079970837
pgs,implicitfast,pyramidal,100,0.001,stiff_4ms,4000,4000,True,34.78892933508439,13.24084825468386,0.8480817575324103,29,5185.27584953955,0.7714150830288418
pgs,implicitfast,pyramidal,100,0.002,default,2000,2000,True,34.7662175172223,13.423184631009702,0.9281551795666149,29,2917.1431065866896,0.6856022920110263
pgs,implicitfast,pyramidal,100,0.002,soft_40ms,2000,2000,True,35.754492312950035,13.578351528359017,0.8946940357076993,29,2143.947589012572,0.9328586250194348
pgs,implicitfast,pyramidal,100,0.002,stiff_4ms,2000,2000,True,36.21801932808056,13.513258085353913,0.8581527590358782,29,9769.329856115384,0.20472233300097287
pgs,implicitfast,pyramidal,500,0.0005,default,8000,8000,True,35.379892709556685,13.476538895252606,0.8718092967381383,29,1609.6793641877885,4.969933875021525
pgs,implicitfast,pyramidal,500,0.0005,soft_40ms,8000,8000,True,36.561264818279184,13.797832961267762,0.910638477176685,29,1201.2501108393174,6.659728833998088
pgs,implicitfast,pyramidal,500,0.0005,stiff_4ms,8000,8000,True,34.35027499850359,13.069420310913284,0.8502579823391081,29,3104.2985617956297,2.577071709034499
pgs,implicitfast,pyramidal,500,0.001,default,4000,4000,True,35.272443852417744,13.362628492445175,0.8713246282579477,29,1563.6030223470998,2.5581940830452368
pgs,implicitfast,pyramidal,500,0.001,soft_40ms,4000,4000,True,36.134937368707924,13.693051904168849,0.8998063306845091,29,1290.8339174367006,3.0987719999975525
pgs,implicitfast,pyramidal,500,0.001,stiff_4ms,4000,4000,True,34.62867674158134,13.261587307371467,0.8530510464555259,29,3577.3502295640656,1.1181460419902578
pgs,implicitfast,pyramidal,500,0.002,default,2000,2000,True,35.55059767680019,13.720090744138243,0.8757282045030175,29,1551.522222714035,1.2890566249843687
pgs,implicitfast,pyramidal,500,0.002,soft_40ms,2000,2000,True,35.929219577696045,13.578421894444228,0.9057545667100504,29,1157.601094580408,1.7277108749840409
pgs,implicitfast,pyramidal,500,0.002,stiff_4ms,2000,2000,True,36.39643289243149,13.973029448414605,0.8574281098261824,29,6066.316210368323,0.3296893750084564
pgs,implicitfast,elliptic,20,0.0005,default,8000,8000,True,0.004329882843784263,0.05877999755496097,0.0926355078739564,29,5155.636584947337,1.5516997500089929
pgs,implicitfast,elliptic,20,0.0005,soft_40ms,8000,8000,True,0.004470386784015348,0.1463700471850138,0.09609960551827823,29,4117.689925477897,1.9428369170054793
pgs,implicitfast,elliptic,20,0.0005,stiff_4ms,8000,8000,True,0.0029388852987639134,0.0602404988335488,0.035964737523322285,29,7169.143736437461,1.1158933750120923
pgs,implicitfast,elliptic,20,0.001,default,4000,4000,True,0.006435955153985842,0.05269413713648389,0.06315877667927848,29,4827.052251046849,0.828663082967978
pgs,implicitfast,elliptic,20,0.001,soft_40ms,4000,4000,True,0.00695483984825784,0.11770535574814822,0.18136286503960755,29,4291.642501543969,0.9320440830197185
pgs,implicitfast,elliptic,20,0.001,stiff_4ms,4000,4000,True,0.007607253677698895,0.04766611550289324,0.3769717413991474,29,7290.273636148867,0.5486762499785982
pgs,implicitfast,elliptic,20,0.002,default,2000,2000,True,0.013408494320476754,0.08479848002761987,0.11278672107233999,29,4532.744410738646,0.4412337910034694
pgs,implicitfast,elliptic,20,0.002,soft_40ms,2000,2000,True,0.010794001991321805,0.17415398835230547,0.09124587821308282,29,4030.3454786827906,0.4962353750015609
pgs,implicitfast,elliptic,20,0.002,stiff_4ms,2000,2000,True,0.03463252412760243,0.21132961084393348,0.0626208963657071,29,11641.028515983013,0.1718061249703169
pgs,implicitfast,elliptic,100,0.0005,default,8000,8000,True,0.003690933717970323,0.06917191806005422,0.1237836529195232,29,3686.7328565228845,2.169942957989406
pgs,implicitfast,elliptic,100,0.0005,soft_40ms,8000,8000,True,0.005692863339372894,0.11561427658472886,0.12220331580649124,29,2908.733707099414,2.750337708974257
pgs,implicitfast,elliptic,100,0.0005,stiff_4ms,8000,8000,True,0.002712060843255793,0.11351383329957013,0.10160221491862517,29,6524.871465894457,1.2260777920018882
pgs,implicitfast,elliptic,100,0.001,default,4000,4000,True,0.008015140336766665,0.09051684723500535,0.07225542572783782,29,3529.426816763633,1.1333284999709576
pgs,implicitfast,elliptic,100,0.001,soft_40ms,4000,4000,True,0.005083996265792807,0.1657704296848624,0.04134223400068507,29,2833.8242786398423,1.4115201249951497
pgs,implicitfast,elliptic,100,0.001,stiff_4ms,4000,4000,True,0.008156086788250621,0.058547913410427734,0.07481959722472264,29,7511.736496755219,0.5325000419979915
pgs,implicitfast,elliptic,100,0.002,default,2000,2000,True,0.013740002269527214,0.13895393413069312,0.07063264386746348,29,3608.9935216500626,0.5541711249970831
pgs,implicitfast,elliptic,100,0.002,soft_40ms,2000,2000,True,0.009472718155488688,0.08288660783458096,0.2278688166251408,29,2756.3006449969184,0.7256102499668486
pgs,implicitfast,elliptic,100,0.002,stiff_4ms,2000,2000,True,0.03313545314105684,0.04891743766685599,0.14020406890793033,29,11965.795796440414,0.16714308300288394
pgs,implicitfast,elliptic,500,0.0005,default,8000,8000,True,0.0036909337131019694,0.0691719181231402,0.1237836530600662,29,3604.8797228860876,2.2192141250125133
pgs,implicitfast,elliptic,500,0.0005,soft_40ms,8000,8000,True,0.005692863329853943,0.11561427576847552,0.12220331533464666,29,2878.9292395103853,2.77881091699237
pgs,implicitfast,elliptic,500,0.0005,stiff_4ms,8000,8000,True,0.0027120608422791935,0.11351383322772393,0.10160221566126584,29,6767.57449572642,1.1821074160397984
pgs,implicitfast,elliptic,500,0.001,default,4000,4000,True,0.008015140335249532,0.09051684644631054,0.0722554289024122,29,3790.5122856106195,1.055266333045438
pgs,implicitfast,elliptic,500,0.001,soft_40ms,4000,4000,True,0.005083996243781655,0.1657704293071087,0.04134223484247093,29,2711.4376999663737,1.4752321250271052
pgs,implicitfast,elliptic,500,0.001,stiff_4ms,4000,4000,True,0.008156087670085483,0.058548017733161914,0.07482134695097375,29,7521.839774284394,0.5317847920232452
pgs,implicitfast,elliptic,500,0.002,default,2000,2000,True,0.013740002265104679,0.1389539353676603,0.07063264194760605,29,3631.84611512715,0.5506841249880381
pgs,implicitfast,elliptic,500,0.002,soft_40ms,2000,2000,True,0.009472718095045272,0.08288660832960505,0.22786881912045018,29,2607.437846701996,0.7670365000376478
pgs,implicitfast,elliptic,500,0.002,stiff_4ms,2000,2000,True,0.04241058647602506,0.20896735411788991,0.5738076466990895,29,9743.06917463211,0.20527412503724918
cg,euler,pyramidal,20,0.0005,default,8000,8000,True,35.065198304724426,13.406216344946259,0.8791346669972842,29,4015.7286877035363,1.9921664589783177
cg,euler,pyramidal,20,0.0005,soft_40ms,8000,8000,True,36.3088015960136,13.812945390579337,0.9003933114928172,29,3618.708384183723,2.2107335409964435
cg,euler,pyramidal,20,0.0005,stiff_4ms,8000,8000,True,34.08770260572019,13.139284030304497,0.8489872455940257,29,6133.470646340301,1.3043186250142753
cg,euler,pyramidal,20,0.001,default,4000,4000,True,34.577556116222276,13.213596504024625,0.8726266480177683,29,4416.911342981147,0.9056102079921402
cg,euler,pyramidal,20,0.001,soft_40ms,4000,4000,True,35.47055982977984,13.570105087488573,0.9002992480304856,29,3628.037152517785,1.1025245420169085
cg,euler,pyramidal,20,0.001,stiff_4ms,4000,4000,True,34.52784778667088,12.965085029225817,0.8542123318018732,29,6343.827095784604,0.6305342090199701
cg,euler,pyramidal,20,0.002,default,2000,2000,True,34.67842311551154,13.288753820004889,0.866396625913772,29,3951.4212278271602,0.5061469999491237
cg,euler,pyramidal,20,0.002,soft_40ms,2000,2000,True,34.8802716327213,13.436270698454413,0.9501376829668817,29,3369.6719656538057,0.5935295840026811
cg,euler,pyramidal,20,0.002,stiff_4ms,2000,2000,True,37.65640051572327,14.011791537634057,0.8510200852433982,29,11351.918992126246,0.17618166597094387
cg,euler,pyramidal,100,0.0005,default,8000,8000,True,35.252667004762685,13.389914890779925,0.8732430080984609,29,1017.0464722084461,7.865913917019498
cg,euler,pyramidal,100,0.0005,soft_40ms,8000,8000,True,36.454113914751034,13.754655629721597,0.9007972675907493,29,887.7254260816201,9.011795500002336
cg,euler,pyramidal,100,0.0005,stiff_4ms,8000,8000,True,34.118661120608536,13.125694009924509,0.8492231344005499,29,1633.417739731682,4.897706083022058
cg,euler,pyramidal,100,0.001,default,4000,4000,True,35.456662645955554,13.483374634261827,0.8708045770870515,29,996.0910483575802,4.0156971660326235
cg,euler,pyramidal,100,0.001,soft_40ms,4000,4000,True,36.54126782859755,13.809880303687459,0.8995779539528914,29,880.8321053356117,4.541160541004501
cg,euler,pyramidal,100,0.001,stiff_4ms,4000,4000,True,34.7823357760561,13.199739114439824,0.8487524866657958,29,1839.6658752471872,2.174307875044178
cg,euler,pyramidal,100,0.002,default,2000,2000,True,35.42254744637351,13.3512299573491,0.873857652871374,29,1070.033562932969,1.869100250012707
cg,euler,pyramidal,100,0.002,soft_40ms,2000,2000,True,35.95821006054659,13.651706484318906,0.9057547011235649,29,871.862860333784,2.2939387499936856
cg,euler,pyramidal,100,0.002,stiff_4ms,2000,2000,True,35.76607570157226,13.63911131373159,0.8517390161089136,29,3936.974611442514,0.5080042919726111
cg,euler,pyramidal,500,0.0005,default,8000,8000,True,35.37989178972429,13.476538618648517,0.8718095479948716,29,258.0320717171736,31.00389787502354
cg,euler,pyramidal,500,0.0005,soft_40ms,8000,8000,True,36.56126410288188,13.797832752295303,0.9106384413247139,29,225.20459389141504,35.52325404097792
cg,euler,pyramidal,500,0.0005,stiff_4ms,8000,8000,True,34.290500474043,13.26622005173805,0.8511987103278129,29,530.3582782478866,15.084142791980412
cg,euler,pyramidal,500,0.001,default,4000,4000,True,35.27243734627587,13.362626473054053,0.8713246153569482,29,251.64101133457294,15.895660165988375
cg,euler,pyramidal,500,0.001,soft_40ms,4000,4000,True,36.12422854127342,13.741548259397609,0.899805803885389,29,203.6440468756582,19.642116042028647
cg,euler,pyramidal,500,0.001,stiff_4ms,4000,4000,True,34.4188514568533,13.21037296629524,0.8512869374082346,29,616.1409718438254,6.492020791978575
cg,euler,pyramidal,500,0.002,default,2000,2000,True,35.2939011703409,13.468195582226878,0.8757044387084745,29,238.78298283312856,8.375806249969173
cg,euler,pyramidal,500,0.002,soft_40ms,2000,2000,True,35.958252296315145,13.651713774978676,0.9057551105177905,29,197.55338040499225,10.123846000002231
cg,euler,pyramidal,500,0.002,stiff_4ms,2000,2000,True,35.825302308337456,13.54307926312075,0.8529160297005857,29,1370.4068352429495,1.459420625003986
cg,euler,elliptic,20,0.0005,default,8000,8000,True,0.0051941861414391876,0.04628743074256127,0.03835506962614872,29,6552.842873729618,1.2208441670518368
cg,euler,elliptic,20,0.0005,soft_40ms,8000,8000,True,0.003965442187205938,0.050701659623748556,0.0988941445287748,29,5960.990347947273,1.3420588749577291
cg,euler,elliptic,20,0.0005,stiff_4ms,8000,8000,True,0.0033154157103413673,0.051980807309853445,0.05567623790638958,29,7911.983472250488,1.0111244579893537
cg,euler,elliptic,20,0.001,default,4000,4000,True,0.007084886134531503,0.04655300156956572,0.06888467202514238,29,6219.6730201456385,0.6431206249981187
cg,euler,elliptic,20,0.001,soft_40ms,4000,4000,True,0.00494264336129751,0.13305603195238624,0.09569364710781625,29,5145.860211781021,0.7773238749941811
cg,euler,elliptic,20,0.001,stiff_4ms,4000,4000,True,0.0071180471899230284,0.051710320790186434,0.14422024473624837,29,7098.7214755808845,0.5634817500249483
cg,euler,elliptic,20,0.002,default,2000,2000,True,0.01240805181636943,0.05744732077109036,0.07569811118542395,29,6266.562328995501,0.31915424996986985
cg,euler,elliptic,20,0.002,soft_40ms,2000,2000,True,0.008398819327722424,0.09905320409490015,0.13382024430340397,29,5679.562636970159,0.352139791008085
cg,euler,elliptic,20,0.002,stiff_4ms,2000,2000,True,0.03420250904285615,0.2560282680036644,0.07569475270711881,29,10311.377831661146,0.19396050000796095
cg,euler,elliptic,100,0.0005,default,8000,8000,True,0.003951044081802266,0.07314733533563396,0.08903392186219859,29,1946.0169621182213,4.110961083963048
cg,euler,elliptic,100,0.0005,soft_40ms,8000,8000,True,0.0036846849107244105,0.043105000075791135,0.0710677517191126,29,1794.5787737992684,4.4578706250176765
cg,euler,elliptic,100,0.0005,stiff_4ms,8000,8000,True,0.004649986875625728,0.05400955611170634,0.11916529489346211,29,2745.480880648214,2.9138793339952826
cg,euler,elliptic,100,0.001,default,4000,4000,True,0.006926908408536121,0.06053164473868975,0.059188264767216524,29,1899.5996666823821,2.1057068340014666
cg,euler,elliptic,100,0.001,soft_40ms,4000,4000,True,0.005852108953473583,0.07980447210053059,0.017152881908424684,29,1855.5859677952574,2.155653291963972
cg,euler,elliptic,100,0.001,stiff_4ms,4000,4000,True,0.007516064765592325,0.09427495758223313,0.08462032303315502,29,3121.730818585826,1.2813404590124264
cg,euler,elliptic,100,0.002,default,2000,2000,True,0.01259393082074181,0.06021061025913242,0.2651607755013051,29,1985.6666302141884,1.007218417013064
cg,euler,elliptic,100,0.002,soft_40ms,2000,2000,True,0.010095141395533549,0.05071405743837642,0.10876234606467776,29,1848.6757960664283,1.0818554579745978
cg,euler,elliptic,100,0.002,stiff_4ms,2000,2000,True,0.05231588635774815,0.11803622070786607,0.4052706397214094,29,4801.793466186913,0.41651104198535904
cg,euler,elliptic,500,0.0005,default,8000,8000,True,0.003951044085506892,0.07314733531681543,0.08903392186654226,29,672.1363159646286,11.902347500028554
cg,euler,elliptic,500,0.0005,soft_40ms,8000,8000,True,0.003684684915186451,0.043105000225441725,0.07106775166589946,29,619.4534257366305,12.914610958017875
cg,euler,elliptic,500,0.0005,stiff_4ms,8000,8000,True,0.004649986876614666,0.05400955608985401,0.11916529493474982,29,1073.955903659775,7.449095416988712
cg,euler,elliptic,500,0.001,default,4000,4000,True,0.0069269084149934336,0.06053164492721716,0.0591882646959978,29,619.8927976787041,6.4527286249795
cg,euler,elliptic,500,0.001,soft_40ms,4000,4000,True,0.005852108959272023,0.07980447233070345,0.017152881843499185,29,550.4781274974393,7.266410417039879
cg,euler,elliptic,500,0.001,stiff_4ms,4000,4000,True,0.007516063938251752,0.09427495941747441,0.08462014478054124,29,1137.6335359706882,3.5160707499599084
cg,euler,elliptic,500,0.002,default,2000,2000,True,0.01259393082431214,0.060210610259686645,0.26516077550443684,29,598.6581003230228,3.3408050420111977
cg,euler,elliptic,500,0.002,soft_40ms,2000,2000,True,0.010095141401502378,0.0507140575541495,0.10876234594834673,29,514.5761299412791,3.886694083979819
cg,euler,elliptic,500,0.002,stiff_4ms,2000,2000,True,0.04848825961875023,0.11842518363620469,0.68430195685622,29,1857.6213726524056,1.0766456660348922
cg,rk4,pyramidal,20,0.0005,default,8000,8000,True,35.468346696266856,13.581358653060978,0.8738308867570914,29,1139.502603301557,7.020607041020412
cg,rk4,pyramidal,20,0.0005,soft_40ms,8000,8000,True,36.352492587332144,13.774923345029478,0.906118259158577,29,1003.6205874871741,7.971139791014139
cg,rk4,pyramidal,20,0.0005,stiff_4ms,8000,8000,True,33.84188394769103,13.060459095781203,0.8504461141632984,29,1561.7102355081884,5.12258920900058
cg,rk4,pyramidal,20,0.001,default,4000,4000,True,35.15294305244251,13.46084384875072,0.8755078844521021,29,1109.1704734746265,3.6062986670294777
cg,rk4,pyramidal,20,0.001,soft_40ms,4000,4000,True,36.18005767073434,13.69954989153149,0.9032253987457841,29,991.109980842785,4.0358790419995785
