time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,relative_slip_m,orientation_drift_rad,raw_orientation_drift_rad,arm_q_error_rad,torque_saturation_proxy,penetration_m,candidate_contacts,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
3.6,approach,3.6,0.34991214,-0.15008308,0.020011602,0.0,0.0,0.0,0.006508331271787779,0,0.00036275413003750145,256,0,-1,18.913559320770396,12.149229716240171,0.8029444319675324,1,19.582940133819136,13.727155787057935,0.8762190261813366,1
3.61,approach,3.61,0.34990308,-0.15008318,0.020012854,0.0,0.0,0.0,0.006531112120322492,0,0.0004107808927074075,256,0,-1,21.323261619229314,13.538470659860907,0.7936444539781332,1,21.963479400417523,15.265047350910843,0.8687744250701835,1
3.62,approach,3.62,0.3498972,-0.15008332,0.0200169,0.0,0.0,0.0,0.006545352956900884,0,0.00045825622510164976,256,0,-1,23.762858257752566,14.860742399753661,0.7817211127635174,1,24.32082832061788,16.747675391130986,0.8607681433763716,1
3.63,approach,3.63,0.34989214,-0.1500836,0.020022132,0.0,0.0,0.0,0.006556029385569324,0,0.0005050909821875393,256,0,-1,26.214974463384944,16.17755482472279,0.7713890226804507,1,26.66516540022452,18.229015679599904,0.8545332180578943,1
3.64,approach,3.64,0.34988663,-0.15008408,0.020027598,0.0,0.0,0.0,0.006565904743950663,0,0.000552119396161288,256,0,-1,28.656765622352896,17.50400737093681,0.7635198438655663,1,29.015524303495145,19.70629882371257,0.8489549687948768,1
3.65,approach,3.65,0.3498804,-0.15008469,0.020032957,0.0,0.0,0.0,0.0065756671605563905,0,0.000599177903495729,256,0,-1,31.09833115089085,18.846146776742,0.7575224328477401,1,31.36657765251271,21.195920510535633,0.844685733065529,1
3.66,approach,3.66,0.34987378,-0.15008533,0.020038297,0.0,0.0,0.0,0.006584769422885055,0,0.0006461617886088789,256,0,-1,33.533369690677134,20.20709833249015,0.7532458905445192,1,33.71574234477025,22.70280574790391,0.8416990168772529,1
3.67,approach,3.67,0.3498672,-0.15008594,0.020043792,0.0,0.0,0.0,0.006592597738205301,0,0.0006931309471838176,256,0,-1,35.9690786442734,21.570206915546656,0.7496093772956853,1,36.0643715785188,24.21185853118785,0.8391889790202692,1
3.68,approach,3.68,0.34986073,-0.15008646,0.020049477,0.0,0.0,0.0,0.006599124456571177,0,0.0007400852628052235,256,0,-1,38.40202080692605,22.933366548819794,0.7464895748625425,1,38.413291688602875,25.719649653976234,0.8369384828587596,1
3.69,approach,3.69,0.34985447,-0.1500869,0.02005535,0.0,0.0,0.0,0.0066044336089210965,0,0.0007875676383264363,256,0,-1,40.836907295300776,24.299039004638196,0.7437830327394295,1,40.762290916649675,27.229563484997737,0.835010829637755,1
3.7,approach,3.7,0.34984842,-0.15008722,0.020061383,0.0,0.0,0.0,0.0066086083284468316,0,0.0008361117797903717,256,0,-1,43.265501202529585,25.663231002429022,0.7414461374865738,1,43.11105061053664,28.733828915552383,0.8331340952210997,1
3.71,approach,3.71,0.34984255,-0.15008745,0.020067528,0.0,0.0,0.0,0.0066119566971317816,0,0.0008846598211675882,256,0,-1,45.69339046597336,27.028366205093413,0.7393948536501332,1,45.46506368712576,30.23575333214768,0.8312908550018556,1
3.72,approach,3.72,0.3498369,-0.15008748,0.02007373,0.0,0.0,0.0,0.006614536791096378,0,0.0009334351634606719,256,0,-1,48.124848374706794,28.395745387948722,0.737554152037412,1,47.8116756845442,31.74488946834233,0.8299460595616687,1
3.73,approach,3.73,0.34983134,-0.15008739,0.020079974,0.0,0.0,0.0,0.006616532951583398,0,0.0009818164398893714,256,0,-1,50.547248303247606,29.75952330112275,0.7359333173436745,1,50.167375065982085,33.24049211572491,0.8282397691728369,1
3.74,approach,3.74,0.34982595,-0.15008712,0.020086227,0.0,0.0,0.0,0.006618065848342941,0,0.0010303594172000885,256,0,-1,52.971891957289216,31.124861641009293,0.7344664427434695,1,52.519412395555264,34.74060771651797,0.8268515900098417,1
3.75,approach,3.75,0.3498207,-0.15008667,0.020092465,0.0,0.0,0.0,0.006619187528680916,0,0.0010790064698085189,256,0,-1,55.39853586889469,32.49093771238669,0.7331181502088618,1,54.87323527873431,36.2412365950849,0.8255672462857748,1
3.7600000000000002,approach,3.7600000000000002,0.3498156,-0.15008609,0.020098692,0.0,0.0,0.0,0.0066199666577498335,0,0.0011272457195445895,256,0,-1,57.8153878143942,33.8514019460983,0.731885645538954,1,57.22822147134928,37.730190156799594,0.8241167816059255,1
