phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,4.886668869032162e-13,5.051576171933138e-15,-6.048168879651183e-16,4.911652681793832e-15,1.39923490139306e-16,128,0,-1,6.396634134933681,3.9850140101036664e-10,4,1.5574651942106824e-10,-0.00015982240438461304,5.9834420680998646e-05,9.998798370361439e-05,6.403463330581454,3.160047002548798e-10,4,1.2337257353599366e-10,-0.00016018003225326538,6.0165971517561756e-05,0.00010001406073570362
normal_gate,0.005,4.886801683798292e-13,5.5632751281165654e-15,-5.915631516811935e-16,5.557837176595193e-15,5.437951521372608e-18,128,0,-1,6.400435928800818,3.264596039317374e-10,4,1.2751459727247933e-10,-0.00015990808606147766,5.992382764816173e-05,9.998425841331593e-05,6.399512525102377,3.2648481809962974e-10,4,1.2754284674769298e-10,-0.0001600906252861023,6.007656455039867e-05,0.00010001406073570362
normal_gate,0.0075,4.886950219495922e-13,6.17625974303382e-15,-5.767379575218751e-16,6.1740976914359535e-15,2.1620515978666016e-18,128,0,-1,6.400180440512498,3.1512634928035426e-10,4,1.230927597312867e-10,-0.00015996024012565613,5.9970393776892505e-05,9.998984634876362e-05,6.3997680133906965,3.1515043317013314e-10,4,1.2311010044064142e-10,-0.00016003847122192383,6.0029998421667896e-05,0.00010000847280025593
normal_gate,0.01,4.887112849821795e-13,6.760647255102349e-15,-5.604190207600737e-16,6.7598921252298716e-15,7.551298724772088e-19,128,0,-1,6.400031188792747,3.0313832884424733e-10,4,1.184128326495816e-10,-0.0001599825918674469,5.9989020228384815e-05,9.999357163906208e-05,6.3999172651104494,3.031611821671268e-10,4,1.18423867688036e-10,-0.00016001611948013306,6.0011371970175587e-05,0.00010000474750995747
normal_gate,0.0125,4.887289032674824e-13,7.313740711418094e-15,-5.426813038116214e-16,7.313594174718219e-15,1.4653669987499396e-19,128,0,-1,6.400016427912382,2.9055065492793796e-10,4,1.1349605825258502e-10,-0.00015999376773834229,5.999460816383251e-05,9.999915957450978e-05,6.3999320259908155,2.905722239311224e-10,4,1.1350598051318247e-10,-0.00016000494360923767,6.0005784034727894e-05,9.999915957450978e-05
normal_gate,0.015,4.887478768055009e-13,7.833531796863115e-15,-5.236103570041908e-16,7.83336069620777e-15,1.7110065534536867e-19,128,0,-1,6.400000595989348,2.774351442606609e-10,4,1.0837309313475675e-10,-0.00015999749302864075,5.999833345413097e-05,9.999915957450978e-05,6.399947857913848,2.7745542870612187e-10,4,1.0838190984752895e-10,-0.0001600012183189392,6.000205874442943e-05,9.999915957450978e-05
normal_gate,0.0175,4.88768205596235e-13,8.319188301566735e-15,-5.032883425336657e-16,8.319191689698524e-15,-3.3881317890172014e-21,128,0,-1,6.4000544802622965,2.638327903686355e-10,4,1.0305880644543461e-10,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400042985252838,2.638517061646422e-10,4,1.0306638048080959e-10,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.02,4.887896727992502e-13,8.782422997123587e-15,-4.818075869912966e-16,8.78247127800158e-15,-4.828087799349512e-20,128,0,-1,6.400048787328068,2.493846195008698e-10,4,9.741512439508466e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.4000486781870665,2.4940205199839026e-10,4,9.742193557387053e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0225,4.888124410448724e-13,9.300725845680282e-15,-4.590630582916241e-16,9.300774126558276e-15,-4.828087799349512e-20,128,0,-1,6.400048732837087,2.3143198200508123e-10,4,9.040242960091079e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732678049,2.3144789427220474e-10,4,9.040864528517317e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.025,4.888364019128844e-13,9.77096126854619e-15,-4.3509710808201096e-16,9.770992608765239e-15,-3.134021904840911e-20,128,0,-1,6.400048732757683,2.1321132208291563e-10,4,8.328503851526381e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757451,2.1322568469167053e-10,4,8.329064886659174e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0275,4.888615011931774e-13,1.019223225783017e-14,-4.100300150409672e-16,1.0192259362884482e-14,-2.710505431213761e-20,128,0,-1,6.400048732757567,1.948028422069706e-10,4,7.609428081770112e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757568,1.9481563120718245e-10,4,7.60992764828694e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.03,4.88887522045317e-13,1.056437194804161e-14,-3.8398375191289746e-16,1.0564411758590131e-14,-3.9810548520952116e-20,128,0,-1,6.4000487327575675,1.762846371454768e-10,4,6.886066204589727e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.762958436385716e-10,4,6.886503954892997e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0325,4.889144102591947e-13,1.0886871272379212e-14,-3.5707520924452285e-16,1.0886907694795944e-14,-3.6422416731934915e-20,128,0,-1,6.4000487327575675,1.5772864416761249e-10,4,6.161228248165716e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.4000487327575675,1.577382608024524e-10,4,6.161603895103788e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.035,4.889420032044844e-13,1.1159774276556234e-14,-3.2944160637329856e-16,1.1159801381610546e-14,-2.710505431213761e-20,128,0,-1,6.4000487327575675,1.39209946670783e-10,4,5.437847135376501e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.3921797677130987e-10,4,5.438160808789869e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0375,4.889702466710777e-13,1.1383285095512962e-14,-3.0119475164826215e-16,1.138328255441412e-14,2.541098841762901e-21,128,0,-1,6.4000487327575675,1.2079768698458094e-10,4,4.718623717906177e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.4000487327575675,1.2080414637480307e-10,4,4.7188760359154554e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.04,4.889989780286486e-13,1.1557645133639365e-14,-2.724633940773963e-16,1.1557649368804102e-14,-4.235164736271502e-21,128,0,-1,6.4000487327575675,1.0255727274637443e-10,4,4.006112962134661e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.0256216082872001e-10,4,4.0063039013973806e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0425,4.890280888569798e-13,1.1683360069604954e-14,-2.4336950640510557e-16,1.1683362610703796e-14,-2.541098841762901e-21,128,0,-1,6.400048732757568,8.455360917335287e-11,4,3.302850208803079e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.4000487327575675,8.455695307420218e-11,4,3.3029808289353995e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.045,4.890573623156369e-13,1.176111091789932e-14,-2.1403844950758366e-16,1.1761099906471006e-14,1.1011428314305904e-20,128,0,-1,6.400048732757568,6.68478413900424e-11,4,2.6112239211512956e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,6.684966026483536e-11,4,2.611294970406892e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0475,4.890869068248371e-13,1.1791748099601509e-14,-1.845786436020791e-16,1.1791742170370878e-14,5.929230630780102e-21,128,0,-1,6.400048732757568,4.9494304027906145e-11,4,1.9333565295596074e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757568,4.949462863191041e-11,4,1.9333692093069743e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.05,4.891164513340374e-13,1.1776276195786962e-14,-1.551120614329965e-16,1.1776278736885804e-14,-2.541098841762901e-21,128,0,-1,6.400048732757568,3.255082393108123e-11,4,1.2715068779271685e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,3.254969009301533e-11,4,1.2714625877149672e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0525,4.891457790028031e-13,1.1715883593680677e-14,-1.2576067574474048e-16,1.1715881899614783e-14,1.6940658945086007e-21,128,0,-1,6.4000487327575675,1.6067677204935447e-11,4,6.2763886166584e-12,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757568,1.6065122776470396e-11,4,6.275390800637103e-12,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.055,4.89174944041243e-13,1.161186455962606e-14,-9.662274235919255e-17,1.161185863039543e-14,5.929230630780102e-21,128,0,-1,6.4000487327575675,9.036402037467596e-14,4,3.529817668112548e-14,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,8.643290124316326e-14,4,3.376259496305515e-14,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0575,4.892037838190311e-13,1.1465648038205128e-14,-6.781006962539027e-17,1.1465637873809761e-14,1.0164395367051604e-20,128,0,-1,6.4000487327575675,1.533577054837932e-11,4,5.990489755916142e-12,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.534102999214774e-11,4,5.992544210494552e-12,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.06,4.892321357058416e-13,1.1278804428502091e-14,-3.9414137101637103e-17,1.127879257004083e-14,1.1858461261560205e-20,128,0,-1,6.400048732757568,3.017240716179183e-11,4,1.178600680310427e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,3.0178943968713526e-11,4,1.1788560223865055e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0625,4.892599997016744e-13,1.1053010008719565e-14,-1.1546753136970622e-17,1.1053007467620724e-14,2.541098841762901e-21,128,0,-1,6.4000487327575675,4.438151190322118e-11,4,1.7336396079322768e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,4.438927037346061e-11,4,1.733942670868334e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.065,4.892872673863125e-13,1.0790078276397622e-14,1.5693826446727677e-17,1.0790061335738677e-14,1.6940658945086007e-20,128,0,-1,6.4000487327575675,5.793128043972996e-11,4,2.2629234111616402e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.4000487327575675,5.794020088447562e-11,4,2.2632718633812306e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0675,4.893137761294297e-13,1.0491903197206321e-14,4.22296746183104e-17,1.0491905738305163e-14,-2.541098841762901e-21,128,0,-1,6.400048732757567,7.07919212501192e-11,4,2.7652883675628406e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757568,7.080194273239695e-11,4,2.7656798287335362e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.07,4.893395259310263e-13,1.0160485462967078e-14,6.796592368768506e-17,1.0160465134176344e-14,2.0328790734103208e-20,128,0,-1,6.400048732757567,8.293814845488535e-11,4,3.239746754988773e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,8.294920296738187e-11,4,3.240178568595127e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0725,4.893643541607762e-13,9.79787743451109e-15,9.28314228872823e-17,9.797853717588567e-15,2.371692252312041e-20,128,0,-1,6.400048732757568,9.434960064767775e-11,4,3.6855032120601386e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,9.436162363758822e-11,4,3.685972856527412e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.075,4.893883150287881e-13,9.40626869200701e-15,1.167414689223767e-16,9.406266997941115e-15,1.6940658945086007e-21,128,0,-1,6.400048732757568,1.0500568098548355e-10,4,4.101753180723051e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.0501860271250736e-10,4,4.102257931841495e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0775,4.894111916946275e-13,8.98777427672413e-15,1.396316872889769e-16,8.987737854307398e-15,3.6422416731934915e-20,128,0,-1,6.4000487327575675,1.1489183756772971e-10,4,4.487928231689676e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.1490559414375024e-10,4,4.488465593848738e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.08,4.894329841582945e-13,8.544701506410773e-15,1.6144786787845866e-16,8.544678636521197e-15,2.286988957586611e-20,128,0,-1,6.4000487327575675,1.2399903699237305e-10,4,4.843675500379588e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.2401354011951335e-10,4,4.844242024469713e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.0825,4.894536382096804e-13,8.079344993321049e-15,1.821154717914636e-16,8.079311959036106e-15,3.3034284942917713e-20,128,0,-1,6.400048732757567,1.3231728677982717e-10,4,5.168604658531095e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757568,1.3233246704869491e-10,4,5.169197633268538e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
normal_gate,0.085,4.894731538487851e-13,7.593875682898772e-15,2.0158875924883995e-16,7.593860436305722e-15,1.5246593050577406e-20,128,0,-1,6.4000487327575675,1.3984193571526002e-10,4,5.4625340194482694e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901,6.400048732757567,1.3985772506155428e-10,4,5.463150786091525e-11,-0.0001600012183189392,6.00001960992802e-05,0.00010000102221965901
