phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,4.549889111304939e-13,1.8861821149017063e-14,-2.292586574818541e-15,1.8755830222261238e-14,1.0599092675582511e-16,128,0,-1,6.004389767852332,1.0222322091316657e-06,4,4.256186925958426e-07,-0.00014993175864219666,4.995681345462688e-05,9.997494518756977e-05,5.995515341553184,2.0329456817621506e-07,4,8.476943039709995e-08,-0.00015006586909294128,5.0042495131491505e-05,0.00010002337396144978
normal_gate,0.005,4.550394891618403e-13,2.1192252732402453e-14,-2.2420182843509856e-15,2.11932251262259e-14,-9.723938234479368e-19,128,0,-1,6.002241580133247,2.778505130790523e-10,4,1.1572781158905143e-10,-0.00015001371502876282,5.002014338970073e-05,9.999357163906208e-05,5.997663529272268,2.782403494563306e-10,4,1.1597864239063572e-10,-0.00014998391270637512,4.997916519641765e-05,0.00010000474750995747
normal_gate,0.0075,4.550959760950268e-13,2.3516948208669036e-14,-2.18552542193386e-15,2.3518405105338314e-14,-1.4568966692773966e-18,128,0,-1,6.00058450941394,2.6776174049472004e-10,4,1.1155652423303323e-10,-0.0001500248908996582,5.0025731325148426e-05,9.999915957450978e-05,5.9993205999915755,2.681335562491439e-10,4,1.1173496722675583e-10,-0.00014997273683547974,4.997357726096996e-05,9.999915957450978e-05
normal_gate,0.01,4.551580466694016e-13,2.5725398577320334e-14,-2.123392167120968e-15,2.5726274409387795e-14,-8.758320674609466e-19,128,0,-1,5.999859762044029,2.5713559903920387e-10,4,1.0714233717006207e-10,-0.00015001371502876282,5.001269280910381e-05,0.00010000102221965901,5.999896335749549,2.5748903098826507e-10,4,1.0728894991653957e-10,-0.00014998018741607666,4.9986615777014576e-05,9.999357163906208e-05
normal_gate,0.0125,4.552255382546389e-13,2.781324670087567e-14,-2.0559217577074268e-15,2.7813634641965512e-14,-3.8794108984246956e-19,128,0,-1,5.999699987171578,2.460114402980973e-10,4,1.0250989250467246e-10,-0.00015000253915786743,5.0003379583357654e-05,9.999915957450978e-05,6.000056110621999,2.463438766581868e-10,4,1.0264232205348886e-10,-0.00014999136328697205,4.999592900276073e-05,9.999543428421132e-05
normal_gate,0.015,4.552980713799781e-13,2.9775454427364775e-14,-1.9834208196201422e-15,2.9775552683186657e-14,-9.825582188149884e-20,128,0,-1,5.999808591268724,2.3444327713506047e-10,4,9.76878151897363e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05,6.000096518136791,2.347551139009761e-10,4,9.781305733639871e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05
normal_gate,0.0175,4.553753207847677e-13,3.1608904675541755e-14,-1.9062036020825457e-15,3.1608938556859645e-14,-3.3881317890172014e-20,128,0,-1,5.999837058216313,2.2247315303574414e-10,4,9.26996645396746e-11,-0.0001499950885772705,4.999965429305919e-05,9.999543428421132e-05,6.000068051189203,2.2276363065033705e-10,4,9.281712671833183e-11,-0.00015000253915786743,4.999965429305919e-05,0.00010000288486480824
normal_gate,0.02,4.554569069982473e-13,3.3306836428421624e-14,-1.824608918273539e-15,3.330696178929782e-14,-1.2536087619363645e-19,128,0,-1,5.999960241647971,2.1017686100407933e-10,4,8.757427238649142e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05,5.999944867757545,2.1044562903866825e-10,4,8.768648449153227e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05
normal_gate,0.0225,4.555425589698736e-13,3.489152665251717e-14,-1.738943394120028e-15,3.489163168460263e-14,-1.0503208545953324e-19,128,0,-1,5.999954276765708,1.9740645334651432e-10,4,8.225331570898521e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05,5.999950832639808,1.9765298304957666e-10,4,8.235608447586852e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05
normal_gate,0.025,4.556318972288864e-13,3.625489733189054e-14,-1.6496186876343785e-15,3.625501591650315e-14,-1.1858461261560205e-19,128,0,-1,5.9999529809434895,1.8512368435907464e-10,4,7.713547295580808e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05,5.999952128462026,1.8534822539294829e-10,4,7.72290434259093e-11,-0.00014999881386756897,4.999965429305919e-05,9.999915957450978e-05
