phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,2.1766348368146282e-07,-1.1858044672408141e-05,-2.668527621096928e-10,1.7141815078502987e-08,-1.1875186487486644e-05,128,0,-1,0.0,0.0,0,nan,nan,3.6253780126560553e-06,nan,2.067636562586939,0.0025258683636425246,4,0.0030540526431809966,-0.00010035187005996704,-3.6240369081508295e-06,0.00010397590696811787
normal_gate,0.005,2.2160760693168413e-07,5.905209491174901e-06,-2.6541568942661797e-10,-4.735454695037333e-09,5.909944945869938e-06,128,0,-1,3.550030022087976,0.0053326926262048545,4,0.00375538558337909,-0.00010117143392562866,2.4127960205067023e-06,9.875863790512196e-05,0.0,0.0,0,nan,nan,-2.4114549160014764e-06,nan
normal_gate,0.0075,2.2697338408761425e-07,1.038659866026137e-05,-2.650311081708878e-10,-1.0009728157456266e-08,1.0396608388418827e-05,128,0,-1,2.110580755151771,0.0013381357026853327,4,0.001585032578614965,-0.00010314583778381348,-4.1697919368755e-06,0.00010731562972068898,0.0,0.0,0,nan,nan,4.171133041380726e-06,nan
normal_gate,0.01,2.2441054170485586e-07,-4.136285951972241e-06,-2.540820887020345e-10,8.381789484701585e-09,-4.144667741456942e-06,128,0,-1,0.0,0.0,0,nan,nan,-2.4170428514491693e-06,nan,3.64230657254522,0.0033063201729356044,4,0.0022693862440477993,-0.00010441988706588745,2.418383955954395e-06,0.00010200150310993306
normal_gate,0.0125,2.2071449734539783e-07,-7.026136700005736e-06,-2.411031374549566e-10,1.2205475741211558e-08,-7.038342175746948e-06,128,0,-1,0.0,0.0,0,nan,nan,4.625618457793079e-06,nan,2.097978092307973,0.0008545465197001142,4,0.0010182977158260417,-0.00010261684656143188,-4.624277353287853e-06,0.00010724112391471974
normal_gate,0.015,2.2248025288718054e-07,2.831206529663177e-06,-2.3434498785945834e-10,1.3159251466277055e-10,2.8310749371485144e-06,128,0,-1,3.6406663281562146,0.0021736514289752026,4,0.0014926192302797702,-0.00010464712977409363,2.643764019011341e-06,0.00010200336575508229,0.0,0.0,0,nan,nan,-2.642422914506115e-06,nan
normal_gate,0.0175,2.2504454477711988e-07,4.931865987600759e-06,-2.2801938115435405e-10,-2.2540120880876202e-09,4.934119999688846e-06,128,0,-1,2.0963107557577185,0.0005866790916918375,4,0.0006996566349722566,-0.0001026839017868042,-4.544183611870922e-06,0.00010722808539867512,0.0,0.0,0,nan,nan,4.545524716376148e-06,nan
normal_gate,0.02,2.2386919340533495e-07,-2.0000329641334247e-06,-2.1650947701346013e-10,6.5995209297398105e-09,-2.0066324850631645e-06,128,0,-1,0.0,0.0,0,nan,nan,-2.6182085275661127e-06,nan,3.641416952028204,0.0014724276626109734,4,0.00101088922389872,-0.00010459497570991516,2.6195496320713385e-06,0.00010197542607784382
normal_gate,0.0225,2.2199137106326816e-07,-3.5136783935740823e-06,-2.0365753528039932e-10,8.656627414893592e-09,-3.522335020988976e-06,128,0,-1,0.0,0.0,0,nan,nan,4.552975296973072e-06,nan,2.096543281876943,0.00039367045760165415,4,0.0004694280115805888,-0.00010265782475471497,-4.551634192467846e-06,0.00010720945894718281
normal_gate,0.025,2.2284531553395936e-07,1.4365365359481075e-06,-1.9378099125333392e-10,2.6429916033521295e-09,1.4338935443447554e-06,128,0,-1,3.6413288819771292,0.0010110624448740257,4,0.0006941575985338147,-0.00010458007454872131,2.6214122772205695e-06,0.00010195866227150074,0.0,0.0,0,nan,nan,-2.6200711727153436e-06,nan
normal_gate,0.0275,2.2418794287659694e-07,2.6033451376861194e-06,-1.8412116276067536e-10,1.3467342796502635e-09,2.601998403406469e-06,128,0,-1,2.0965498557888465,0.00028712234490044285,4,0.0003423748117742833,-0.00010264664888381958,-4.549771547318615e-06,0.0001071964204311382,0.0,0.0,0,nan,nan,4.551112651823841e-06,nan
normal_gate,0.03,2.2355162343501433e-07,-1.088135149984737e-06,-1.716422559638886e-10,6.087532256060513e-09,-1.0942226822407974e-06,128,0,-1,0.0,0.0,0,nan,nan,-2.6200711727153436e-06,nan,3.641355780739182,0.0007380130534344735,4,0.0005066883723214898,-0.00010457262396812439,2.6214122772205695e-06,0.00010195121169090382
normal_gate,0.0325,2.2246813102810847e-07,-2.0435641090443823e-06,-1.5830536881367152e-10,7.386631750705419e-09,-2.0509507407950878e-06,128,0,-1,0.0,0.0,0,nan,nan,4.552975296973072e-06,nan,2.096555703882178,0.00021585661915007415,4,0.00025739432864861866,-0.00010263919830322266,-4.551634192467846e-06,0.0001071908324956905
normal_gate,0.035,2.2298814883470186e-07,8.163613074430032e-07,-1.4670753500922729e-10,3.914550461558974e-09,8.124467569814442e-07,128,0,-1,3.6414017552507536,0.0005400203763005275,4,0.0003707503405260351,-0.00010456889867782593,2.6214122772205695e-06,0.00010194748640060536,0.0,0.0,0,nan,nan,-2.6200711727153436e-06,nan
normal_gate,0.0375,2.2386795706097473e-07,1.4956851828173967e-06,-1.3533529852338688e-10,3.154809746774845e-09,1.4925303730706219e-06,128,0,-1,2.0965105347095134,0.00015526442434657286,4,0.0001851462487023537,-0.00010263174772262573,-4.549771547318615e-06,0.00010718151926994435,0.0,0.0,0,nan,nan,4.551112651823841e-06,nan
