phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,0.0,0.0,0.0,0.0,8,11.453967359568926,1.3129115829599943e-16,1.1462505014589164e-16,4,11.453967359568926,1.3129115829599943e-16,1.1462505014589164e-16,4
normal_gate,0.001,0.0,0.0,0.0,0.0,8,10.235231721626903,4.588014910687613e-15,4.4825706300260905e-15,4,10.235231721626873,4.588014910687613e-15,4.482570630026103e-15,4
normal_gate,0.0015,6.310887241768094e-36,1.262177448353619e-32,0.0,1.262177448353619e-32,8,9.223233396016495,2.280034168937138e-13,2.4720551579252917e-13,4,9.223233396017497,2.280034168937138e-13,2.472055157925023e-13,4
normal_gate,0.002,-7.951717924627799e-34,-1.602965359409096e-30,0.0,-1.602965359409096e-30,8,8.382322586424426,2.326786178491299e-11,2.775825142138577e-11,4,8.382322586389122,2.3267861784912986e-11,2.7758251421502678e-11,4
normal_gate,0.0025,-9.13016567650126e-29,-1.8260172318644027e-25,2.271919407036514e-26,-2.0532091725680541e-25,8,7.6829912722772935,2.3269616303822447e-09,3.0287183050417764e-09,4,7.682991273595677,2.3269616303823572e-09,3.028718304522202e-09,4
normal_gate,0.003,-3.0201749931650784e-25,-6.0385239531948565e-22,7.546730619839263e-23,-6.793197015178783e-22,8,7.10081793559174,2.3162191248147442e-07,3.261904678903338e-07,4,7.100817886631617,2.3162191248110434e-07,3.261904701388952e-07,4
normal_gate,0.0035,-5.360354774080973e-25,-4.680359561831789e-22,4.678740339753063e-23,-5.1482335958070955e-22,8,6.615598576297974,3.616068287438862e-07,5.465972951252401e-07,4,6.615598588147057,3.616068287441023e-07,5.465972941465659e-07,4
normal_gate,0.004,2.7122736662178835e-22,5.435268041983928e-19,-6.796022854916763e-20,6.114870327475605e-19,8,6.210627239465475,3.841023803149038e-06,6.18459884170994e-06,4,6.2106270428165296,3.841023803486888e-06,6.1845990380787336e-06,4
normal_gate,0.0045000000000000005,4.790523808183755e-22,4.156500283931743e-19,-4.14423690743661e-20,4.570923974675404e-19,8,5.872096849068574,5.53001390196793e-06,9.417443281517222e-06,4,5.872096907958745,5.530013901925238e-06,9.417443186998728e-06,4
normal_gate,0.005,6.384636916674262e-22,3.188226216981014e-19,-2.2576033663256646e-20,3.4139865536135806e-19,8,5.588602573523622,9.551720024342506e-06,1.7091428310888336e-05,4,5.58860262070603,9.551720024330786e-06,1.7091428166571055e-05,4
normal_gate,0.0055,7.606160348700099e-22,2.443046864051675e-19,-9.215619204453281e-21,2.535203056096208e-19,8,5.350726279755123,1.2444700836451156e-05,2.3257965714928494e-05,4,5.350726317407903,1.2444700836460573e-05,2.3257965551281013e-05,4
normal_gate,0.006,8.53456591174622e-22,1.8568111260922376e-19,2.001777082378327e-22,1.8548093490098593e-19,8,5.150692728556267,1.4481105753702777e-05,2.811487020652038e-05,4,5.1506927584609805,1.44811057537221e-05,2.81148700433241e-05,4
normal_gate,0.006500000000000001,9.227965359950184e-22,1.3867988964079308e-19,6.749793798432706e-21,1.3193009584236038e-19,8,4.982083454709771,1.586969596092511e-05,3.1853532975090624e-05,4,4.982083478322879,1.586969596094573e-05,3.185353282415884e-05,4
