time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,cube_qw,relative_slip_m,orientation_drift_rad,arm_q_error_rad,torque_norm_Nm,torque_saturated,penetration_m,contacts_total,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
0.001,approach,0.0,0.35,-0.15,0.019999734864864865,0.0,0.0,0.0,0.0,34.76283739804346,0,3.469446951953614e-18,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.011000000000000003,approach,0.010000000000000002,0.35,-0.15,0.019997285346722696,0.0,0.0,0.0,0.0,34.76283739804346,0,2.5982358574894206e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.02100000000000001,approach,0.02000000000000001,0.35,-0.15,0.019996769177048422,0.0,0.0,0.0,0.0,34.76283739804346,0,3.209335888225824e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.03100000000000002,approach,0.03000000000000002,0.35,-0.15,0.01999667410036882,-6.968166783834418e-35,0.0,0.0,0.0,34.76283739804346,0,3.321943978453397e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.04100000000000003,approach,0.04000000000000003,0.35,-0.15,0.01999665659743561,4.108964775235809e-35,0.0,0.0,0.0,34.76283739804346,0,3.342674359434698e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.05100000000000004,approach,0.05000000000000004,0.35,-0.15,0.019996653375282156,-6.595334190327281e-34,0.0,0.0,0.0,34.76283739804346,0,3.3464906610149886e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.06100000000000005,approach,0.060000000000000046,0.35,-0.15,0.019996652782108944,-1.0109660584362754e-33,0.0,0.0,0.0,34.76283739804346,0,3.3471932122474427e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.07100000000000005,approach,0.07000000000000005,0.35,-0.15,0.019996652672910408,-8.670283596548871e-34,0.0,0.0,0.0,34.76283739804346,0,3.347322546415842e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.08100000000000006,approach,0.08000000000000006,0.35,-0.15,0.01999665265280781,-6.6177030881231355e-34,0.0,0.0,0.0,34.76283739804346,0,3.3473463558286056e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.09100000000000007,approach,0.09000000000000007,0.35,-0.15,0.019996652649107084,-2.436042087680439e-34,0.0,0.0,0.0,34.76283739804346,0,3.3473507389474976e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
