time_s,mechanical_energy_J,energy_error_J,ball_0_height_m
0.000000000000000000e+00,2.403450000000000364e+04,0.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000104e-04,2.403450589446110826e+04,5.894461104617221281e-03,5.000000000000000000e+00
1.000000000000000021e-03,2.403451178892226744e+04,1.178892226380412467e-02,4.999997547499999584e+00
1.500000000000000031e-03,2.403451768338339753e+04,1.768338339388719760e-02,4.999992642499999640e+00
2.000000000000000042e-03,2.403452357784453488e+04,2.357784453124622814e-02,4.999985284999999280e+00
2.500000000000000052e-03,2.403452947230558493e+04,2.947230558129376732e-02,4.999975474999999392e+00
3.000000000000000062e-03,2.403453536676674412e+04,3.536676674048067071e-02,4.999963212499999088e+00
3.500000000000000073e-03,2.403454126122789967e+04,4.126122789602959529e-02,4.999948497499999256e+00
4.000000000000000083e-03,2.403454715568895699e+04,4.715568895335309207e-02,4.999931329999999008e+00
4.500000000000000527e-03,2.403455305015008707e+04,5.305015008343616500e-02,4.999911709999999232e+00
5.000000000000000971e-03,2.403455894461124626e+04,5.894461124262306839e-02,4.999889637499999040e+00
5.500000000000001416e-03,2.403456483907235452e+04,6.483907235087826848e-02,4.999865112499999320e+00
6.000000000000001860e-03,2.403457073353351370e+04,7.073353351006517187e-02,4.999838134999999184e+00
6.500000000000002304e-03,2.403457662799464742e+04,7.662799464378622361e-02,4.999808704999999520e+00
7.000000000000002748e-03,2.403458252245573021e+04,8.252245572657557204e-02,4.999776822499999440e+00
7.500000000000003192e-03,2.403458841691688940e+04,8.841691688576247543e-02,4.999742487499999832e+00
8.000000000000003636e-03,2.403459431137802676e+04,9.431137802312150598e-02,4.999705699999999808e+00
8.500000000000004080e-03,2.403460020583909500e+04,1.002058390913589392e-01,4.999666459999999368e+00
9.000000000000004524e-03,2.403460610030026510e+04,1.061003002614597790e-01,4.999624767499999400e+00
9.500000000000004968e-03,2.403461199476136971e+04,1.119947613660770003e-01,4.999580622499999016e+00
1.000000000000000541e-02,2.403461788922247069e+04,1.178892224670562427e-01,4.999534024999999104e+00
1.050000000000000586e-02,2.403462378368357531e+04,1.237836835716734640e-01,4.999484974999998776e+00
1.100000000000000630e-02,2.403462967814476724e+04,1.296781447636021767e-01,4.999433472499998921e+00
1.150000000000000674e-02,2.403463557260586822e+04,1.355726058645814192e-01,4.999379517499998649e+00
1.200000000000000719e-02,2.403464146706697647e+04,1.414670669728366192e-01,4.999323109999998849e+00
1.250000000000000763e-02,2.403464736152813930e+04,1.473615281356615014e-01,4.999264249999998633e+00
1.300000000000000808e-02,2.403465325598926574e+04,1.532559892621065956e-01,4.999202937499998889e+00
