tag,success,failure_mode,solref_timeconst_ms,solref_dampratio,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_ratio,wall_s
tc_3.5ms_dr_0.75,False,rotation_or_torque_failure,3.5,0.75,0.17033316494388745,0.30078796311424816,47.68390080156548,0.8763917126665636,0.8605603327478493,0.5642682926829268,0.7645999999949709
