time_s,z_m,vz_m_s,contact_count,normal_force_N,contact_dist_m,geometric_penetration_m
0.0,0.021,-1.0,0,0.0,nan,0.0
5e-05,0.02095,-1.0,0,0.0,nan,0.0
0.0001,0.020900000000000002,-1.0,0,0.0,nan,0.0
0.00015000000000000001,0.02085,-1.0,0,0.0,nan,0.0
0.0002,0.020800000000000003,-1.0,0,0.0,nan,0.0
0.00025,0.02075,-1.0,0,0.0,nan,0.0
0.00030000000000000003,0.0207,-1.0,0,0.0,nan,0.0
0.00035,0.02065,-1.0,0,0.0,nan,0.0
0.0004,0.0206,-1.0,0,0.0,nan,0.0
0.00045000000000000004,0.020550000000000002,-1.0,0,0.0,nan,0.0
0.0005,0.0205,-1.0,0,0.0,nan,0.0
0.00055,0.020450000000000003,-1.0,0,0.0,nan,0.0
0.0006000000000000001,0.0204,-1.0,0,0.0,nan,0.0
0.0006500000000000001,0.02035,-1.0,0,0.0,nan,0.0
0.0007,0.020300000000000002,-1.0,0,0.0,nan,0.0
0.00075,0.02025,-1.0,0,0.0,nan,0.0
0.0008,0.020200000000000003,-1.0,0,0.0,nan,0.0
0.0008500000000000001,0.02015,-1.0,0,0.0,nan,0.0
0.0009000000000000001,0.0201,-1.0,0,0.0,nan,0.0
0.00095,0.020050000000000002,-1.0,0,0.0,nan,0.0
0.001,0.02,-1.0,0,0.0,nan,0.0
0.0010500000000000002,0.019950000000000002,-1.0,1,0.0,0.0,0.0
0.0011,0.019900040452015676,-0.999190959686485,1,16.180806270300423,-4.999999999999796e-05,4.999999999999796e-05
0.00115,0.019850122701768017,-0.998355004953222,1,16.719094665257696,-9.995954798432474e-05,9.995954798432474e-05
0.0012000000000000001,0.01980024809277404,-0.9974921798794668,1,17.256501475105576,-0.0001498772982319839,0.0001498772982319839
0.00125,0.019750417966311502,-0.9966025292508154,1,17.793012573027593,-0.00019975190722595904,0.00019975190722595904
0.0013000000000000002,0.01970063366138363,-0.9956860985574183,1,18.328613867940653,-0.0002495820336884981,0.0002495820336884981
0.00135,0.019650896514684022,-0.9947429339921755,1,18.863291304855935,-0.0002993663386163699,0.0002993663386163699
0.0014,0.019601207860561576,-0.9937730824489136,1,19.397030865237888,-0.0003491034853159783,0.0003491034853159783
0.0014500000000000001,0.01955156903098555,-0.9927765915205455,1,19.929818567362396,-0.0003987921394384246,0.0003987921394384246
0.0015,0.01950198135551069,-0.9917535094972119,1,20.46164046667335,-0.0004484309690144517,0.0004484309690144517
0.0015500000000000002,0.01945244616124247,-0.9907038853644049,1,20.99248265613815,-0.000498018644489312,0.000498018644489312
0.0016,0.019402964772802414,-0.9896277688010748,1,21.522331266601704,-0.0005475538387575314,0.0005475538387575314
0.00165,0.019353538512293527,-0.9885252101777179,1,22.051172467139228,-0.0005970352271975864,0.0005970352271975864
0.0017000000000000001,0.019304168699265805,-0.9873962605544475,1,22.578992465407644,-0.0006464614877064734,0.0006464614877064734
0.00175,0.019254856650681853,-0.9862409716790478,1,23.105777507995676,-0.0006958313007341954,0.0006958313007341954
0.0018000000000000002,0.019205603680882602,-0.9850593959850091,1,23.63151388077262,-0.0007451433493181475,0.0007451433493181475
0.00185,0.019156411101553125,-0.9838515865895473,1,24.15618790923574,-0.0007943963191173985,0.0007943963191173985
0.0019,0.019107280221688547,-0.9826175972916045,1,24.679785958856197,-0.0008435888984468752,0.0008435888984468752
0.0019500000000000001,0.019058212347560055,-0.9813574825698332,1,25.202294435423834,-0.0008927197783114536,0.0008927197783114536
0.002,0.019009208782681027,-0.9800712975805638,1,25.723699785390373,-0.0009417876524399453,0.0009417876524399453
0.00205,0.01896027082777324,-0.9787590981557532,1,26.24398849621128,-0.0009907912173189731,0.0009907912173189731
0.0021000000000000003,0.018911399780733192,-0.9774209408009189,1,26.76314709668629,-0.0010397291722267603,0.0010397291722267603
0.00215,0.01886259693659854,-0.976056882693054,1,27.28116215729848,-0.0010886002192668082,0.0010886002192668082
0.0022,0.018813863587514613,-0.9746669816785264,1,27.798020290551857,-0.0011374030634014598,0.0011374030634014598
0.0022500000000000003,0.018765201022701065,-0.973251296270961,1,28.31370815130776,-0.001186136412485387,0.001186136412485387
0.0023,0.01871661052841861,-0.971809885649105,1,28.828212437119507,-0.001234798977298935,0.001234798977298935
0.00235,0.018668093387935875,-0.9703428096546767,1,29.34151988856587,-0.0012833894715813914,0.0012833894715813914
0.0024000000000000002,0.018619650881496367,-0.9688501287901975,1,29.853617289582928,-0.0013319066120641258,0.0013319066120641258
0.00245,0.018571284286285527,-0.9673319042168078,1,30.364491467794565,-0.0013803491185036335,0.0013803491185036335
0.0025,0.018522994876397924,-0.9657881977520657,1,30.87412929484158,-0.0014287157137144735,0.0014287157137144735
0.00255,0.018474783922804536,-0.9642190718677303,1,31.38251768670905,-0.0014770051236020765,0.0014770051236020765
0.0026000000000000003,0.01842665269332016,-0.9626245896875276,1,31.889643604052495,-0.0015252160771954647,0.0015252160771954647
0.00265,0.018378602452570916,-0.9610048149849015,1,32.395494052522395,-0.0015733473066798405,0.0015733473066798405
0.0027,0.018330634461961877,-0.9593598121807472,1,32.900056083087335,-0.0016213975474290848,0.0016213975474290848
0.0027500000000000003,0.01828274997964482,-0.9576896463411294,1,33.40331679235558,-0.0016693655380381235,0.0016693655380381235
0.0028,0.01823495026048607,-0.9559943831749846,1,33.905263322895,-0.0017172500203551794,0.0017172500203551794
0.00285,0.01818723655603448,-0.954274089031807,1,34.40588286355185,-0.0017650497395139304,0.0017650497395139304
0.0029000000000000002,0.018139610114489516,-0.9525288308993186,1,34.90516264976757,-0.001812763443965519,0.001812763443965519
0.00295,0.01809207218066946,-0.9507586764011239,1,35.40308996389446,-0.0018603898855104849,0.0018603898855104849
0.003,0.018044623995979742,-0.9489636937943484,1,35.89965213550951,-0.0019079278193305411,0.0019079278193305411
0.00305,0.01799726679838138,-0.9471439519672621,1,36.394836541726875,-0.001955376004020258,0.001955376004020258
0.0031000000000000003,0.017950001822359535,-0.9452995204368867,1,36.888630607508674,-0.0020027332016186207,0.0020027332016186207
0.00315,0.017902830298892204,-0.943430469346588,1,37.38102180597435,-0.0020499981776404656,0.0020499981776404656
0.0032,0.017855753455419024,-0.9415368694636526,1,37.87199765870832,-0.0020971697011077962,0.0020971697011077962
