phase,time_from_release_s,x_m,z_m,vx_m_s,vz_m_s,normal_force_N,friction_force_x_N,active_contact_points,phi_min_m,geometric_penetration_m,analytic_vx_m_s,analytic_x_m
normal_settle,-0.9999,0.0,0.019999902695417404,0.0,-0.0009689846192486584,0.12015409593249363,0.0,4,0.0,9.730458259624153e-08,,
normal_settle,-0.9998,0.0,0.019999710842967033,0.0,-0.0019257182721048594,0.2426633760461891,0.0,4,-9.685754776000977e-08,2.891570329670301e-07,,
normal_settle,-0.9997,0.0,0.019999423995614052,0.0,-0.0028699757531285286,0.36742539891653453,0.0,4,-2.8870999813079834e-07,5.760043859485975e-07,,
normal_settle,-0.9996,0.0,0.01999904215335846,0.0,-0.003801534650847316,0.49441258060152987,0.0,4,-5.755573511123657e-07,9.578466415409437e-07,,
normal_settle,-0.9995,0.0,0.019998570904135704,0.0,-0.004720174707472324,0.6235976798696451,0.0,4,-9.57399606704712e-07,1.4290958642963758e-06,,
normal_settle,-0.9994,0.0,0.019998008385300636,0.0,-0.005625701509416103,0.7547329395261604,0.0,4,-1.428648829460144e-06,1.991614699364125e-06,,
normal_settle,-0.9993,0.0,0.019997356459498405,0.0,-0.006517914589494467,0.8878681408046961,0.0,4,-1.991167664527893e-06,2.64354050159496e-06,,
normal_settle,-0.9992,0.0,0.01999661698937416,0.0,-0.007396623957902193,1.0229051369875446,0.0,4,-2.643093466758728e-06,3.3830106258396497e-06,,
normal_settle,-0.9991,0.0,0.019995789974927902,0.0,-0.008261648938059807,1.1597470646393,0.0,4,-3.382563591003418e-06,4.210025072098195e-06,,
normal_settle,-0.999,0.0,0.01999487914144993,0.0,-0.009112811647355556,1.2983717942696018,0.0,4,-4.209578037261963e-06,5.120858550072133e-06,,
normal_settle,-0.9989,0.0,0.01999388448894024,0.0,-0.009949950501322746,1.438610352097372,0.0,4,-5.120411515235901e-06,6.115511059761464e-06,,
normal_settle,-0.9988,0.0,0.019992807880043983,0.0,-0.010772906243801117,1.5804429470577774,0.0,4,-6.115064024925232e-06,7.192119956016957e-06,,
normal_settle,-0.9987,0.0,0.019991649314761162,0.0,-0.011581528931856155,1.723776480010164,0.0,4,-7.191672921180725e-06,8.350685238838612e-06,,
normal_settle,-0.9986,0.0,0.019990410655736923,0.0,-0.012375669553875923,1.8685925857589243,0.0,4,-8.35023820400238e-06,9.589344263077199e-06,,
normal_settle,-0.9985,0.0,0.019989095628261566,0.0,-0.013155189342796803,2.014799419928321,0.0,4,-9.588897228240967e-06,1.0904371738434254e-05,,
normal_settle,-0.9984,0.0,0.01998770423233509,0.0,-0.013919966295361519,2.1622327996578696,0.0,4,-1.0903924703598022e-05,1.2295767664909779e-05,,
normal_settle,-0.9983,0.0,0.019986236467957497,0.0,-0.014669878408312798,2.3108777818381,0.0,4,-1.2295320630073547e-05,1.3763532042503773e-05,,
normal_settle,-0.9982,0.0,0.019984696060419083,0.0,-0.015404806472361088,2.4607194233595426,0.0,4,-1.3763085007667542e-05,1.5303939580917775e-05,,
normal_settle,-0.9981,0.0,0.019983084872364998,0.0,-0.016124647110700607,2.611595936822008,0.0,4,-1.5303492546081543e-05,1.6915127635002553e-05,,
normal_settle,-0.998,0.0,0.019981401041150093,0.0,-0.01682930439710617,2.7634210672571196,0.0,4,-1.691468060016632e-05,1.8598958849907338e-05,,
normal_settle,-0.9979,0.0,0.019979648292064667,0.0,-0.017518678680062294,2.9162566587521357,0.0,4,-1.8598511815071106e-05,2.0351707935333668e-05,,
normal_settle,-0.9978,0.0,0.019977830350399017,0.0,-0.018192684277892113,3.069943319367165,0.0,4,-2.0351260900497437e-05,2.2169649600983082e-05,,
normal_settle,-0.9977,0.0,0.019975945353507996,0.0,-0.018851252272725105,3.2243233682053845,0.0,4,-2.216920256614685e-05,2.405464649200481e-05,,
normal_settle,-0.9976,0.0,0.01997399516403675,0.0,-0.019494306296110153,3.3794619573706526,0.0,4,-2.405419945716858e-05,2.6004835963249623e-05,,
normal_settle,-0.9975,0.0,0.01997198350727558,0.0,-0.020121779292821884,3.5352761399111934,0.0,4,-2.600438892841339e-05,2.8016492724419056e-05,,
normal_settle,-0.9974,0.0,0.019969910383224487,0.0,-0.02073361910879612,3.6916105163209427,0.0,4,-2.8016045689582825e-05,3.008961677551311e-05,,
normal_settle,-0.9973,0.0,0.019967777654528618,0.0,-0.02132977358996868,3.8484586987057767,0.0,4,-3.008916974067688e-05,3.222234547138256e-05,,
normal_settle,-0.9972,0.0,0.019965585321187973,0.0,-0.021910199895501137,4.0057407059219035,0.0,4,-3.2221898436546326e-05,3.4414678812027394e-05,,
normal_settle,-0.9971,0.0,0.019963338971138,0.0,-0.022474855184555054,4.163451290770579,0.0,4,-3.441423177719116e-05,3.666102886199993e-05,,
normal_settle,-0.997,0.0,0.01996103674173355,0.0,-0.02302371896803379,4.321364426304061,0.0,4,-3.6660581827163696e-05,3.896325826644939e-05,,
normal_settle,-0.9969,0.0,0.019958680495619774,0.0,-0.02355676330626011,4.47955119624218,0.0,4,-3.896281123161316e-05,4.131950438022655e-05,,
normal_settle,-0.9968,0.0,0.019956272095441818,0.0,-0.024073969572782516,4.637934585249131,0.0,4,-4.131905734539032e-05,4.372790455818218e-05,,
normal_settle,-0.9967,0.0,0.019953815266489983,0.0,-0.024575326591730118,4.796438718684491,0.0,4,-4.372745752334595e-05,4.618473351001781e-05,,
normal_settle,-0.9966,0.0,0.019951310008764267,0.0,-0.025060834363102913,4.9549150412144725,0.0,4,-4.618428647518158e-05,4.868999123573345e-05,,
normal_settle,-0.9965,0.0,0.01994875632226467,0.0,-0.02553049847483635,5.113363552839076,0.0,4,-4.868954420089722e-05,5.124367773532909e-05,,
normal_settle,-0.9964,0.0,0.019946157932281494,0.0,-0.025984320789575577,5.2717849379755295,0.0,4,-5.124323070049286e-05,5.3842067718506276e-05,,
normal_settle,-0.9963,0.0,0.019943514838814735,0.0,-0.026422318071126938,5.4300322382635775,0.0,4,-5.3841620683670044e-05,5.6485161185265004e-05,,
normal_settle,-0.9962,0.0,0.019940830767154694,0.0,-0.026844507083296776,5.588107506954901,0.0,4,-5.648471415042877e-05,5.916923284530681e-05,,
normal_settle,-0.9961,0.0,0.01993810571730137,0.0,-0.027250921353697777,5.745865610801853,0.0,4,-5.916878581047058e-05,6.18942826986317e-05,,
normal_settle,-0.996,0.0,0.01993534155189991,0.0,-0.02764159068465233,5.903310656307798,0.0,4,-6.189383566379547e-05,6.465844810009044e-05,,
normal_settle,-0.9959,0.0,0.019932540133595467,0.0,-0.028016554191708565,6.060372700448287,0.0,4,-6.465800106525421e-05,6.74598664045338e-05,,
normal_settle,-0.9958,0.0,0.019929703325033188,0.0,-0.028375856578350067,6.216982940894248,0.0,4,-6.745941936969757e-05,7.029667496681255e-05,,
normal_settle,-0.9957,0.0,0.019926831126213074,0.0,-0.028719549998641014,6.373073259733832,0.0,4,-7.029622793197632e-05,7.316887378692669e-05,,
normal_settle,-0.9956,0.0,0.019923925399780273,0.0,-0.029047684744000435,6.52865004486117,0.0,4,-7.316842675209045e-05,7.607460021972698e-05,,
normal_settle,-0.9955,0.0,0.019920989871025085,0.0,-0.029360320419073105,6.683645862781638,0.0,4,-7.607415318489075e-05,7.901012897491497e-05,,
normal_settle,-0.9954,0.0,0.01991802453994751,0.0,-0.029657527804374695,6.8379208274463394,0.0,4,-7.900968194007874e-05,8.197546005249065e-05,,
normal_settle,-0.9953,0.0,0.019915029406547546,0.0,-0.029939379543066025,6.991483608140154,0.0,4,-8.197501301765442e-05,8.497059345245403e-05,,
normal_settle,-0.9952,0.0,0.019912010058760643,0.0,-0.030205944553017616,7.144343102287042,0.0,4,-8.49701464176178e-05,8.798994123935741e-05,,
normal_settle,-0.9951,0.0,0.01990896463394165,0.0,-0.03045731596648693,7.2962869712838145,0.0,4,-8.798949420452118e-05,9.103536605835003e-05,,
normal_settle,-0.995,0.0,0.019905894994735718,0.0,-0.030693575739860535,7.447400215333932,0.0,4,-9.10349190235138e-05,9.410500526428264e-05,,
normal_settle,-0.9949,0.0,0.019902803003787994,0.0,-0.03091481328010559,7.597619279307066,0.0,4,-9.410455822944641e-05,9.719699621200603e-05,,
normal_settle,-0.9948,0.0,0.01989969052374363,0.0,-0.03112112544476986,7.746881520629193,0.0,4,-9.71965491771698e-05,0.00010030947625637096,,
normal_settle,-0.9947,0.0,0.019896559417247772,0.0,-0.03131261467933655,7.895125209282596,0.0,4,-0.00010030902922153473,0.0001034405827522282,,
normal_settle,-0.9946,0.0,0.019893411546945572,0.0,-0.03148938715457916,8.042289299666777,0.0,4,-0.00010344013571739197,0.00010658845305442852,,
normal_settle,-0.9945,0.0,0.01989024505019188,0.0,-0.03165155649185181,8.188313202459401,0.0,4,-0.00010658800601959229,0.00010975494980812114,,
