0.000000000000000000e+00,1.999999955296516418e-02,0.000000000000000000e+00,3.476283345580050366e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.999697089195251465e-02,-1.211756956763565540e-03,3.476283490828392075e+01,0.000000000000000000e+00,3.028661012649536133e-06
1.000000000000000021e-02,1.999095082283020020e-02,-1.196249155327677727e-03,3.476283620939985042e+01,0.000000000000000000e+00,9.048730134963989258e-06
1.499999999999999944e-02,1.998519711196422577e-02,-1.105537638068199158e-03,3.476283740615537710e+01,0.000000000000000000e+00,1.480244100093841553e-05
2.000000000000000042e-02,1.997989043593406677e-02,-1.016964786686003208e-03,3.476283845153788832e+01,0.000000000000000000e+00,2.010911703109741211e-05
2.500000000000000139e-02,1.997501030564308167e-02,-9.351524058729410172e-04,3.476283949691152486e+01,0.000000000000000000e+00,2.498924732208251953e-05
2.999999999999999889e-02,1.997052319347858429e-02,-8.599071297794580460e-04,3.476284028839783247e+01,0.000000000000000000e+00,2.947635948657989502e-05
3.500000000000000333e-02,1.996639743447303772e-02,-7.907211547717452049e-04,3.476284107827774505e+01,0.000000000000000000e+00,3.360211849212646484e-05
4.000000000000000083e-02,1.996260322630405426e-02,-7.271068170666694641e-04,3.476284186810600119e+01,0.000000000000000000e+00,3.739632666110992432e-05
4.499999999999999833e-02,1.995911449193954468e-02,-6.686048582196235657e-04,3.476284250839414369e+01,0.000000000000000000e+00,4.088506102561950684e-05
5.000000000000000278e-02,1.995590515434741974e-02,-6.148127140477299690e-04,3.476284304246966883e+01,0.000000000000000000e+00,4.409439861774444580e-05
5.500000000000000028e-02,1.995295472443103790e-02,-5.653291591443121433e-04,3.476284357656446389e+01,0.000000000000000000e+00,4.704482853412628174e-05
5.999999999999999778e-02,1.995024271309375763e-02,-5.198368453420698643e-04,3.476284411064872160e+01,0.000000000000000000e+00,4.975683987140655518e-05
6.500000000000000222e-02,1.994774863123893738e-02,-4.780204617418348789e-04,3.476284487809449786e+01,0.000000000000000000e+00,5.225092172622680664e-05
7.000000000000000666e-02,1.994545385241508484e-02,-4.395648429635912180e-04,3.476284564733257554e+01,0.000000000000000000e+00,5.454570055007934570e-05
7.499999999999999722e-02,1.994334533810615540e-02,-4.041827050969004631e-04,3.476284641665978370e+01,0.000000000000000000e+00,5.665421485900878906e-05
8.000000000000000167e-02,1.994140632450580597e-02,-3.716713108588010073e-04,3.476284693403966486e+01,0.000000000000000000e+00,5.859322845935821533e-05
8.500000000000000611e-02,1.993962191045284271e-02,-3.417741099838167429e-04,3.476284745130339360e+01,0.000000000000000000e+00,6.037764251232147217e-05
8.999999999999999667e-02,1.993798092007637024e-02,-3.142611822113394737e-04,3.476284797051513209e+01,0.000000000000000000e+00,6.201863288879394531e-05
9.500000000000000111e-02,1.993647217750549316e-02,-2.889591851271688938e-04,3.476284849173384828e+01,0.000000000000000000e+00,6.352737545967102051e-05
1.000000000000000056e-01,1.993508636951446533e-02,-2.656961150933057070e-04,3.476284886179769273e+01,0.000000000000000000e+00,6.491318345069885254e-05
1.049999999999999961e-01,1.993381045758724213e-02,-2.443279954604804516e-04,3.476284923199769139e+01,0.000000000000000000e+00,6.618909537792205811e-05
1.100000000000000006e-01,1.993263885378837585e-02,-2.246556250611320138e-04,3.476284960491862819e+01,0.000000000000000000e+00,6.736069917678833008e-05
1.150000000000000050e-01,1.993156038224697113e-02,-2.065902372123673558e-04,3.476284997970856239e+01,0.000000000000000000e+00,6.843917071819305420e-05
1.199999999999999956e-01,1.993056945502758026e-02,-1.899619674077257514e-04,3.476285035449967609e+01,0.000000000000000000e+00,6.943009793758392334e-05
1.250000000000000000e-01,1.992965862154960632e-02,-1.746827620081603527e-04,3.476285057448938431e+01,0.000000000000000000e+00,7.034093141555786133e-05
1.300000000000000044e-01,1.992882043123245239e-02,-1.606386504136025906e-04,3.476285069289406948e+01,0.000000000000000000e+00,7.117912173271179199e-05
1.350000000000000089e-01,1.992804929614067078e-02,-1.477150362916290760e-04,3.476285042680586201e+01,0.000000000000000000e+00,7.195025682449340820e-05
1.400000000000000133e-01,1.992733962833881378e-02,-1.358252338832244277e-04,3.476285026501457764e+01,0.000000000000000000e+00,7.265992462635040283e-05
1.449999999999999900e-01,1.992668770253658295e-02,-1.248832559213042259e-04,3.476285025274001583e+01,0.000000000000000000e+00,7.331185042858123779e-05
1.499999999999999944e-01,1.992608793079853058e-02,-1.148310911958105862e-04,3.476285024040119964e+01,0.000000000000000000e+00,7.391162216663360596e-05
1.549999999999999989e-01,1.992553658783435822e-02,-1.055834509315900505e-04,3.476285022795578783e+01,0.000000000000000000e+00,7.446296513080596924e-05
1.600000000000000033e-01,1.992502994835376740e-02,-9.708234574645757675e-05,3.476285021641296424e+01,0.000000000000000000e+00,7.496960461139678955e-05
1.650000000000000078e-01,1.992456428706645966e-02,-8.927043381845578551e-05,3.476285020469431686e+01,0.000000000000000000e+00,7.543526589870452881e-05
1.700000000000000122e-01,1.992413587868213654e-02,-8.209040242945775390e-05,3.476285008866896220e+01,0.000000000000000000e+00,7.586367428302764893e-05
1.750000000000000167e-01,1.992374286055564880e-02,-7.548495341325178742e-05,3.476285007681725148e+01,0.000000000000000000e+00,7.625669240951538086e-05
1.799999999999999933e-01,1.992338150739669800e-02,-6.942471372894942760e-05,3.476285006494941143e+01,0.000000000000000000e+00,7.661804556846618652e-05
1.849999999999999978e-01,1.992304809391498566e-02,-6.385305459843948483e-05,3.476285005302409559e+01,0.000000000000000000e+00,7.695145905017852783e-05
1.900000000000000022e-01,1.992274075746536255e-02,-5.871269240742549300e-05,3.476285004023370107e+01,0.000000000000000000e+00,7.725879549980163574e-05
1.950000000000000067e-01,1.992245949804782867e-02,-5.397425775299780071e-05,3.476285002730725182e+01,0.000000000000000000e+00,7.754005491733551025e-05
2.000000000000000111e-01,1.992220059037208557e-02,-4.963702667737379670e-05,3.476285001381300788e+01,0.000000000000000000e+00,7.779896259307861328e-05
2.050000000000000155e-01,1.992196217179298401e-02,-4.564508344628848135e-05,3.476285000103405309e+01,0.000000000000000000e+00,7.803738117218017578e-05
2.099999999999999922e-01,1.992174237966537476e-02,-4.196910231257788837e-05,3.476284998819033234e+01,0.000000000000000000e+00,7.825717329978942871e-05
2.149999999999999967e-01,1.992154121398925781e-02,-3.858040872728452086e-05,3.476284997541815613e+01,0.000000000000000000e+00,7.845833897590637207e-05
2.200000000000000011e-01,1.992135681211948395e-02,-3.547829328454099596e-05,3.476284996258504378e+01,0.000000000000000000e+00,7.864274084568023682e-05
2.250000000000000056e-01,1.992118731141090393e-02,-3.263479084125719965e-05,3.476284994967041797e+01,0.000000000000000000e+00,7.881224155426025391e-05
2.300000000000000100e-01,1.992103084921836853e-02,-3.002126140927430242e-05,3.476284983240488913e+01,0.000000000000000000e+00,7.896870374679565430e-05
2.350000000000000144e-01,1.992088742554187775e-02,-2.760905226750764996e-05,3.476284981944264274e+01,0.000000000000000000e+00,7.911212742328643799e-05
2.399999999999999911e-01,1.992075517773628235e-02,-2.539745219110045582e-05,3.476284980646858713e+01,0.000000000000000000e+00,7.924437522888183594e-05
2.449999999999999956e-01,1.992063410580158234e-02,-2.335849785595200956e-05,3.476284979422297994e+01,0.000000000000000000e+00,7.936544716358184814e-05
2.500000000000000000e-01,1.992052234709262848e-02,-2.149149622709956020e-05,3.476284978102175671e+01,0.000000000000000000e+00,7.947720587253570557e-05
2.550000000000000044e-01,1.992041990160942078e-02,-1.976848398044239730e-05,3.476284976782170588e+01,0.000000000000000000e+00,7.957965135574340820e-05
2.600000000000000089e-01,1.992032490670681000e-02,-1.818876990000717342e-05,3.476284975461714311e+01,0.000000000000000000e+00,7.967464625835418701e-05
2.650000000000000133e-01,1.992023736238479614e-02,-1.672438884270377457e-05,3.476284974138586392e+01,0.000000000000000000e+00,7.976219058036804199e-05
2.700000000000000178e-01,1.992015726864337921e-02,-1.537464959255885333e-05,3.476284972826267250e+01,0.000000000000000000e+00,7.984228432178497314e-05
2.750000000000000222e-01,1.992008276283740997e-02,-1.413953395967837423e-05,3.476284971514159849e+01,0.000000000000000000e+00,7.991679012775421143e-05
2.800000000000000266e-01,1.992001570761203766e-02,-1.299109499086625874e-05,3.476284970202587488e+01,0.000000000000000000e+00,7.998384535312652588e-05
