time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,cube_qx,cube_qy,cube_qz,cube_qw,relative_slip_m,orientation_drift_rad,raw_orientation_drift_rad,arm_q_error_rad,torque_saturation_proxy,penetration_m,candidate_contacts,truncated_contacts,solver_iterations,joint_q_0,joint_q_1,joint_q_2,joint_q_3,joint_q_4,joint_q_5,joint_q_6,joint_q_7,joint_q_8,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
5.28,lift,5.28,0.3540349,-0.14718723,0.15632571,0.045079716,0.016573887,-0.07226572,0.99622834,0.0004288467201691235,0.03027019826646578,0.030297344494927023,0.025666317823432826,1,0.0002870190073736012,256,0,-1,0.0010263663,-0.05668769,-0.3535462,-2.51314,-0.16522376,2.0990045,0.78554523,0.018972721,0.023639362,14.351929352365831,6.752765577565565,0.5881409227091489,1,13.855622779739667,8.147551035902524,0.7350401318495992,1
5.29,lift,5.29,0.353987,-0.14717077,0.15776193,0.045501895,0.016697677,-0.072729565,0.9961733,0.00043675119030715765,0.030828824352598733,0.03085875396928386,0.02566009977975271,1,0.00028700302937068045,256,0,-1,0.0010112165,-0.06005912,-0.35369557,-2.5122302,-0.1651909,2.094782,0.78554475,0.018972913,0.023632394,14.356131520827695,6.746758226009841,0.5874457036198896,1,13.858748158891851,8.144090815494007,0.7345622708957222,1
5.3,lift,5.3,0.35393327,-0.14715338,0.15919888,0.045925524,0.01681992,-0.0731918,0.99611795,0.00044472376079792006,0.03137442365740624,0.03141013146656173,0.025653833784635673,1,0.0002871633623726666,256,0,-1,0.0009960647,-0.06343063,-0.35384494,-2.5113204,-0.16515806,2.0905597,0.7855443,0.018973118,0.023625428,14.359370792921336,6.740223007172973,0.58674428569806,1,13.860526769119655,8.140388420208746,0.7341341129928226,1
5.3100000000000005,lift,5.3100000000000005,0.3538737,-0.14713538,0.16063653,0.046349507,0.016941508,-0.07365261,0.9960623,0.00045251447921134085,0.03192000432545199,0.0319519963394175,0.02564783614813053,1,0.000287185946945101,256,0,-1,0.000980914,-0.06680221,-0.3539943,-2.5104105,-0.16512522,2.0863378,0.7855438,0.018973323,0.023618482,14.363803912911694,6.734303021515157,0.5860480154095583,1,13.863599287440714,8.137106002161719,0.7336754541020662,1
5.32,lift,5.32,0.35380822,-0.14711669,0.16207486,0.04677406,0.01706215,-0.07411193,0.9960063,0.0004602915120964965,0.032465044967961355,0.03249216349597438,0.025641492759331315,1,0.0002871933684218675,256,0,-1,0.00096576515,-0.07017386,-0.35414368,-2.5095007,-0.16509238,2.0821154,0.78554326,0.01897353,0.023611575,14.36685459095668,6.7277553928055385,0.5853538913312637,1,13.865441584578395,8.133126939356325,0.7332192496128521,1
5.33,lift,5.33,0.3537369,-0.1470972,0.16351385,0.047199655,0.017181626,-0.07456972,0.99595,0.00046803713841317977,0.033011335572498975,0.03305236441007625,0.025635112027325692,1,0.0002872949407901615,256,0,-1,0.0009506147,-0.073545575,-0.35429305,-2.508591,-0.16505954,2.077893,0.7855428,0.01897374,0.023604687,14.370669718357359,6.721573247296661,0.5846607516411012,1,13.867920851572105,8.129696698942855,0.7327789783662172,1
5.34,lift,5.34,0.35365972,-0.14707696,0.1649535,0.047626164,0.017300056,-0.07502588,0.99589336,0.00047557473057686033,0.03355025118371673,0.033589034439119175,0.025628843140679074,1,0.0002873368503060192,256,0,-1,0.00093546475,-0.076917365,-0.35444242,-2.5076811,-0.1650267,2.0736709,0.7855423,0.018973928,0.023597745,14.373465796183973,6.714905197843854,0.5839671250014906,1,13.869268021640934,8.125765351106612,0.7323534791478866,1
5.3500000000000005,lift,5.3500000000000005,0.35357663,-0.14705606,0.16639374,0.048053153,0.01741765,-0.07548068,0.99583644,0.00048322348249132035,0.0340847966040188,0.03412425222030506,0.02562230721609067,1,0.0002874349011108279,256,0,-1,0.0009203151,-0.08028923,-0.35459185,-2.506771,-0.16499385,2.0694485,0.78554183,0.018974155,0.0235909,14.37830086808515,6.709196747864864,0.5832744781023603,1,13.872575183650609,8.122804790262085,0.7319121254281558,1
5.36,lift,5.36,0.35348767,-0.14703439,0.16783457,0.04848102,0.017534083,-0.075933896,0.9957793,0.0004910493491773427,0.03461904677343523,0.03462367044929523,0.025615813861762524,1,0.0002876084763556719,256,0,-1,0.0009051612,-0.08366117,-0.35474128,-2.5058608,-0.16496101,2.0652263,0.78554136,0.018974362,0.023584077,14.381010912735475,6.702265033182375,0.5825620564725922,1,13.87282248497575,8.11888127349923,0.7315455526706955,1
5.37,lift,5.37,0.35339278,-0.14701208,0.16927597,0.04890941,0.017649801,-0.076385505,0.99572164,0.0004986323885186527,0.03515590913449373,0.035190596032337214,0.02560911822648593,1,0.0002875636564567685,256,0,-1,0.00089000905,-0.08703319,-0.3548907,-2.5049505,-0.16492817,2.061004,0.7855409,0.01897455,0.023577185,14.384922214393866,6.696204533393004,0.5818770197009334,1,13.875837752777167,8.115378312899377,0.7310710222951341,1
