tag,success,failure_mode,solref_timeconst_ms,solref_dampratio,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_ratio,wall_s
tc_3ms_dr_0.75,False,rotation_or_torque_failure,3.0,0.75,0.12818469617511494,1.0159343289607927,47.61712304879208,0.7275539157777916,0.9500709723486739,0.563780487804878,0.7659030409995466
tc_3ms_dr_1,False,controller_tracking_failure,3.0,1.0,0.19191162951308532,1.113384396970843,52.99709231080703,1.030294632331727,1.4118553879334217,0.5630487804878048,0.7619693750166334
tc_3ms_dr_1.25,False,controller_tracking_failure,3.0,1.25,0.08100131466632303,1.4778017680151063,53.6758660856617,1.573119319543459,2.020985848036465,0.5636585365853658,0.769214625004679
tc_3.5ms_dr_0.75,False,rotation_or_torque_failure,3.5,0.75,0.19307239709974816,0.9735126578729667,49.907898128486075,0.8693105571152141,0.9983581086893842,0.5635365853658536,0.7650697500212118
tc_3.5ms_dr_1,False,controller_tracking_failure,3.5,1.0,0.18482957963622093,2.313323152116036,61.17871344509783,2.4110348319591166,1.1816805911842194,0.5610975609756098,0.7877019590232521
tc_4ms_dr_0.75,False,controller_tracking_failure,4.0,0.75,0.1809845940614968,1.026002722260514,49.52651989323922,1.046571599680785,1.8252758748760751,0.563170731707317,0.7680445000296459
tc_4ms_dr_1,False,controller_tracking_failure,4.0,1.0,0.1890122183642697,1.23044213867361,48.5645691994058,2.6942393014467285,1.8593254300929314,0.5603658536585366,0.8573318329872563
tc_4ms_dr_1.25,False,normal_contact_instability,4.0,1.25,0.019993168965998818,6.41495406543182e-06,0.00011640163406397632,3.9537692846128083,0.07790146957178505,0.1002439024390244,0.6801244580419734
tc_5ms_dr_0.75,False,controller_tracking_failure,5.0,0.75,0.1958008190487724,1.2099888213846368,49.90657944799512,1.6200413278676637,1.2834795166227224,0.5630487804878048,0.7735100419959053
tc_5ms_dr_1.25,False,normal_contact_instability,5.0,1.25,0.019989327386585973,0.34131393902488605,44.95579063321535,8.786804476231595,0.07678937632619497,0.095,0.6760109160095453
tc_5ms_dr_1.5,False,normal_contact_instability,5.0,1.5,0.019984633732541987,7.601560480673757e-08,0.0,10.499431590721226,0.07637812001178856,0.061097560975609755,0.6865000419784337
tc_6ms_dr_0.75,False,controller_tracking_failure,6.0,0.75,0.16938473256343017,1.2232760718772642,58.52964023558221,4.212569249915952,1.850914933110638,0.5592682926829269,0.835076833027415
tc_6ms_dr_1,False,normal_contact_instability,6.0,1.0,0.019990163913214128,2.5589376332604514e-13,0.0,5.8524603108974596,0.07640845649089606,0.06902439024390244,0.6752797919907607
tc_8ms_dr_1,False,normal_contact_instability,8.0,1.0,0.019982518087629356,5.747020836902163e-06,0.0001112660666715282,11.612191071393433,0.07646161615915749,0.05304878048780488,0.6788966250023805
