time_s,z_m,vz_m_s,contact_count,normal_force_N,phi0_m_pre_step,geometric_penetration_m
0.0,0.020999999716877937,-0.5,16,0.0,0.0,0.0
0.0001,0.02094999887049198,-0.5,16,0.0,0.0,0.0
0.0002,0.020899998024106026,-0.5,16,0.0,0.0,0.0
0.00030000000000000003,0.02084999717772007,-0.5,16,0.0,0.0,0.0
0.0004,0.020799996331334114,-0.5,16,0.0,0.0,0.0
0.0005,0.020749995484948158,-0.5,16,0.0,0.0,0.0
0.0006000000000000001,0.020699994638562202,-0.5,16,0.0,0.0,0.0
0.0007,0.020649993792176247,-0.5,16,0.0,0.0,0.0
0.0008,0.02059999294579029,-0.5,16,0.0,0.0,0.0
0.0009000000000000001,0.020549992099404335,-0.5,16,0.0,0.0,0.0
0.001,0.02049999125301838,-0.5,16,0.0,0.0,0.0
0.0011,0.020449990406632423,-0.5,16,0.0,0.0,0.0
0.0012000000000000001,0.020399989560246468,-0.5,16,0.0,0.0,0.0
0.0013000000000000002,0.020349988713860512,-0.5,16,0.0,0.0,0.0
0.0014,0.020299987867474556,-0.5,16,0.0,0.0,0.0
0.0015,0.0202499870210886,-0.5,16,0.0,0.0,0.0
0.0016,0.020199986174702644,-0.5,16,0.0,0.0,0.0
0.0017000000000000001,0.02014998532831669,-0.5,16,0.0,0.0,0.0
0.0018000000000000002,0.020099984481930733,-0.5,16,0.0,0.0,0.0
0.0019,0.020049983635544777,-0.5,16,0.0,0.0,0.0
0.002,0.01999998278915882,-0.5,16,7.792672887342043,-1.4901161193847656e-08,1.7210841179310377e-08
0.0021000000000000003,0.019950060173869133,-0.49922072887420654,16,8.279013210647951,-4.994124174118042e-05,4.993982613086742e-05
0.0022,0.01990022137761116,-0.49839282035827637,16,8.763702841623745,-9.97781753540039e-05,9.977862238884014e-05
0.0023,0.0198504701256752,-0.4975164532661438,16,9.246781761937369,-0.00014952942728996277,0.000149529874324799
0.0024000000000000002,0.019800810143351555,-0.4965917766094208,16,9.72821509909782,-0.00019919127225875854,0.00019918985664844555
0.0025,0.019751248881220818,-0.4956189692020416,16,10.207894055396425,-0.00024875253438949585,0.00024875111877918285
0.0026000000000000003,0.01970178820192814,-0.4945981800556183,16,10.685783758342183,-0.0002982094883918762,0.0002982117980718617
0.0027,0.019652435556054115,-0.4935295879840851,16,11.161886994758879,-0.00034756213426589966,0.0003475644439458851
0.0028,0.019603194668889046,-0.49241340160369873,16,11.636132626252627,-0.00039680302143096924,0.0003968053311109547
0.0029000000000000002,0.01955406926572323,-0.49124979972839355,16,12.10852343964721,-0.00044593214988708496,0.00044593073427677196
0.003,0.01950506493449211,-0.4900389611721039,16,12.578913442389792,-0.000494934618473053,0.0004949350655078892
0.0031000000000000003,0.01945618726313114,-0.48878106474876404,16,13.04730542130417,-0.0005438104271888733,0.0005438127368688588
0.0032,0.01940743997693062,-0.4874763488769531,16,13.513703092155387,-0.0005925595760345459,0.0005925600230693821
0.0033,0.01935882680118084,-0.48612499237060547,16,13.978034852078922,-0.0006411746144294739,0.0006411731988191609
0.0034000000000000002,0.019310353323817253,-0.4847271740436554,16,14.440229098210251,-0.0006896480917930603,0.0006896466761827473
0.0035,0.019262025132775307,-0.4832831621170044,16,14.900215621096748,-0.0007379725575447083,0.0007379748672246937
0.0036000000000000003,0.0192138459533453,-0.4817931354045868,16,15.358071597250511,-0.0007861554622650146,0.0007861540466547016
0.0037,0.019165819510817528,-0.4802573323249817,16,15.813651963059964,-0.0008341819047927856,0.0008341804891824726
0.0038,0.01911795139312744,-0.4786759614944458,16,16.266922774975377,-0.0008820481598377228,0.000882048606872559
0.0039000000000000003,0.019070247188210487,-0.4770492613315582,16,16.717850553917636,-0.0009297505021095276,0.000929752811789513
0.004,0.019022708758711815,-0.47537747025489807,16,17.16647621049596,-0.0009772926568984985,0.0009772912412881855
0.0041,0.01897534355521202,-0.47366082668304443,16,17.612617486254617,-0.0010246559977531433,0.0010246564447879795
0.004200000000000001,0.018928153440356255,-0.4718995690345764,16,18.056352486646965,-0.0010718479752540588,0.0010718465596437458
0.0043,0.018881144002079964,-0.4700939357280731,16,18.49753614806143,-0.0011188536882400513,0.0011188559979200367
0.0044,0.018834318965673447,-0.46824419498443604,16,18.936247040422018,-0.0011656805872917175,0.0011656810343265538
0.0045000000000000005,0.01878768391907215,-0.4663505554199219,16,19.372339635646515,-0.0012123137712478638,0.0012123160809278492
0.0046,0.018741242587566376,-0.4644133150577545,16,19.80585577328539,-0.0012587569653987885,0.0012587574124336247
0.0047,0.01869499869644642,-0.46243274211883545,16,20.236688049041863,-0.0013049989938735962,0.0013050013035535817
0.0048000000000000004,0.018648957833647728,-0.4604090750217438,16,20.664877373525137,-0.0013510435819625854,0.0013510421663522725
0.0049,0.018603123724460602,-0.458342581987381,16,21.09027914759428,-0.0013968758285045624,0.0013968762755393986
0.005,0.01855750009417534,-0.45623356103897095,16,21.51293521079975,-0.0014424994587898254,0.0014424999058246617
0.0051,0.018512092530727386,-0.45408228039741516,16,21.932775353688918,-0.0014879070222377777,0.001487907469272614
0.005200000000000001,0.018466902896761894,-0.4518890082836151,16,22.34980375649748,-0.0015330985188484192,0.0015330971032381062
0.0053,0.01842193678021431,-0.4496540427207947,16,22.763913479399267,-0.0015780627727508545,0.0015780632197856907
0.0054,0.01837719976902008,-0.44737765192985535,16,23.175108702629966,-0.0016227997839450836,0.0016228002309799198
0.0055000000000000005,0.018332693725824356,-0.445060133934021,16,23.58335687605174,-0.001667305827140808,0.0016673062741756443
0.0056,0.018288424238562584,-0.4427017867565155,16,23.988625449526744,-0.0017115771770477295,0.0017115757614374165
0.0057,0.018244393169879913,-0.44030293822288513,16,24.390845142543615,-0.0017556063830852509,0.001755606830120087
0.0058000000000000005,0.018200606107711792,-0.43786385655403137,16,24.790020135338025,-0.0017993934452533722,0.0017993938922882084
0.0059,0.01815706677734852,-0.4353848397731781,16,25.18608068292798,-0.0018429309129714966,0.001842933222651482
0.006,0.01811378076672554,-0.43286624550819397,16,25.579032358961058,-0.001886218786239624,0.0018862192332744603
0.0061,0.018070749938488007,-0.43030834197998047,16,25.968804953984638,-0.0019292496144771576,0.0019292500615119938
