tag,success,failure_mode,solref_timeconst_ms,solref_dampratio,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_ratio,wall_s
tc_3ms_dr_0.75,False,normal_contact_instability,3.0,0.75,0.019998616639954347,3.314002943249765e-13,0.0,0.7273974174126039,0.07582311299813872,0.02829268292682927,0.7208022910053842
