time_s,z_m,vz_m_s,contact_count,normal_force_N,phi0_m_pre_step,geometric_penetration_m
0.0,0.020999999716877937,-0.10000000149011612,16,0.0,0.0,0.0
0.0005,0.02094999887049198,-0.10000000149011612,16,0.0,0.0,0.0
0.001,0.020899998024106026,-0.10000000149011612,16,0.0,0.0,0.0
0.0015,0.02084999717772007,-0.10000000149011612,16,0.0,0.0,0.0
0.002,0.020799996331334114,-0.10000000149011612,16,0.0,0.0,0.0
0.0025,0.020749995484948158,-0.10000000149011612,16,0.0,0.0,0.0
0.003,0.020699994638562202,-0.10000000149011612,16,0.0,0.0,0.0
0.0035,0.020649993792176247,-0.10000000149011612,16,0.0,0.0,0.0
0.004,0.02059999294579029,-0.10000000149011612,16,0.0,0.0,0.0
0.0045000000000000005,0.020549992099404335,-0.10000000149011612,16,0.0,0.0,0.0
0.005,0.02049999125301838,-0.10000000149011612,16,0.0,0.0,0.0
0.0055,0.020449990406632423,-0.10000000149011612,16,0.0,0.0,0.0
0.006,0.020399989560246468,-0.10000000149011612,16,0.0,0.0,0.0
0.006500000000000001,0.020349988713860512,-0.10000000149011612,16,0.0,0.0,0.0
0.007,0.020299987867474556,-0.10000000149011612,16,0.0,0.0,0.0
0.0075,0.0202499870210886,-0.10000000149011612,16,0.0,0.0,0.0
0.008,0.020199986174702644,-0.10000000149011612,16,0.0,0.0,0.0
0.0085,0.02014998532831669,-0.10000000149011612,16,0.0,0.0,0.0
0.009000000000000001,0.020099984481930733,-0.10000000149011612,16,0.0,0.0,0.0
0.0095,0.020049983635544777,-0.10000000149011612,16,0.0,0.0,0.0
0.01,0.01999998278915882,-0.10000000149011612,16,9.016997731585855,-1.4901161193847656e-08,1.7210841179310377e-08
0.0105,0.019952237606048584,-0.09549150615930557,16,13.170002017156397,-4.77619469165802e-05,4.776239395141643e-05
0.011,0.019907783716917038,-0.08890650421380997,16,16.82132648602629,-9.221583604812622e-05,9.221628308296245e-05
0.0115,0.019867535680532455,-0.08049584180116653,16,19.906430987593566,-0.00013246387243270874,0.00013246431946754497
0.012,0.019832264631986618,-0.07054262608289719,16,22.377201863166835,-0.00016773492097854614,0.00016773536801338237
0.0125,0.01980258710682392,-0.0593540258705616,16,24.202279934828038,-0.00019741058349609375,0.0001974128931760792
0.013000000000000001,0.019778961315751076,-0.04725288599729538,16,25.367371701478692,-0.0002210363745689392,0.00022103868424892467
0.0135,0.019761675968766212,-0.03456920012831688,16,25.87448056370544,-0.0002383217215538025,0.00023832403123378795
0.014,0.01975085958838463,-0.021631959825754166,16,25.741171970134616,-0.0002491399645805359,0.0002491404116153721
0.0145,0.019746478646993637,-0.008761374279856682,16,24.99916050906458,-0.0002535209059715271,0.00025352135300636333
0.015,0.019748346880078316,0.0037382058799266815,16,23.693671949370938,-0.0002516508102416992,0.0002516531199216847
0.0155,0.019756140187382698,0.015585041604936123,16,21.88141147209437,-0.0002438575029373169,0.00024385981261730236
0.016,0.019769402220845222,0.026525747030973434,16,19.62862308702144,-0.00023059546947479248,0.00023059777915477794
0.0165,0.01978757232427597,0.03634005784988403,16,17.00888105551772,-0.00021242722868919373,0.00021242767572402996
0.017,0.019809994846582413,0.04484449699521065,16,14.100980726833837,-0.00019000470638275146,0.0001900051534175877
0.0175,0.0198359414935112,0.05189498886466026,16,10.987635642287065,-0.00016405805945396423,0.00016405850648880047
0.018000000000000002,0.019864635542035103,0.057388804852962494,16,7.75210050837302,-0.0001353621482849121,0.00013536445796489757
0.0185,0.019895268604159355,0.06126485392451286,16,4.4777892637586065,-0.00010473281145095825,0.00010473139584064525
0.019,0.019927021116018295,0.06350374966859818,16,1.243644463093263,-7.29784369468689e-05,7.297888398170513e-05
0.0195,0.019959084689617157,0.06412557512521744,16,0.0,-4.09148633480072e-05,4.0915310382843434e-05
