time_s,z_m,vz_m_s,contact_count,normal_force_N,contact_dist_m,geometric_penetration_m
0.0,0.021,-0.1,0,0.0,nan,0.0
0.00025,0.020975,-0.1,0,0.0,nan,0.0
0.0005,0.02095,-0.1,0,0.0,nan,0.0
0.00075,0.020925000000000003,-0.1,0,0.0,nan,0.0
0.001,0.020900000000000002,-0.1,0,0.0,nan,0.0
0.00125,0.020875,-0.1,0,0.0,nan,0.0
0.0015,0.02085,-0.1,0,0.0,nan,0.0
0.00175,0.020825,-0.1,0,0.0,nan,0.0
0.002,0.020800000000000003,-0.1,0,0.0,nan,0.0
0.0022500000000000003,0.020775000000000002,-0.1,0,0.0,nan,0.0
0.0025,0.02075,-0.1,0,0.0,nan,0.0
0.00275,0.020725,-0.1,0,0.0,nan,0.0
0.003,0.0207,-0.1,0,0.0,nan,0.0
0.0032500000000000003,0.020675000000000002,-0.1,0,0.0,nan,0.0
0.0035,0.02065,-0.1,0,0.0,nan,0.0
0.00375,0.020625,-0.1,0,0.0,nan,0.0
0.004,0.0206,-0.1,0,0.0,nan,0.0
0.00425,0.020575,-0.1,0,0.0,nan,0.0
0.0045000000000000005,0.020550000000000002,-0.1,0,0.0,nan,0.0
0.00475,0.020525,-0.1,0,0.0,nan,0.0
0.005,0.0205,-0.1,0,0.0,nan,0.0
0.00525,0.020475,-0.1,0,0.0,nan,0.0
0.0055,0.020450000000000003,-0.1,0,0.0,nan,0.0
0.00575,0.020425000000000002,-0.1,0,0.0,nan,0.0
0.006,0.0204,-0.1,0,0.0,nan,0.0
0.00625,0.020375,-0.1,0,0.0,nan,0.0
0.006500000000000001,0.02035,-0.1,0,0.0,nan,0.0
0.00675,0.020325000000000003,-0.1,0,0.0,nan,0.0
0.007,0.020300000000000002,-0.1,0,0.0,nan,0.0
0.00725,0.020275,-0.1,0,0.0,nan,0.0
0.0075,0.02025,-0.1,0,0.0,nan,0.0
0.00775,0.020225,-0.1,0,0.0,nan,0.0
0.008,0.020200000000000003,-0.1,0,0.0,nan,0.0
0.00825,0.020175000000000002,-0.1,0,0.0,nan,0.0
0.0085,0.02015,-0.1,0,0.0,nan,0.0
0.00875,0.020125,-0.1,0,0.0,nan,0.0
0.009000000000000001,0.020100000000000003,-0.1,0,0.0,nan,0.0
0.00925,0.020075000000000003,-0.1,0,0.0,nan,0.0
0.0095,0.020050000000000002,-0.1,0,0.0,nan,0.0
0.00975,0.020025,-0.1,0,0.0,nan,0.0
0.01,0.02,-0.1,0,0.0,nan,0.0
0.01025,0.019975000000000003,-0.1,1,0.0,0.0,0.0
0.0105,0.01995003096155886,-0.09987615376456305,1,0.4953849417478216,-2.4999999999997247e-05,2.4999999999997247e-05
0.010750000000000001,0.019925094408831855,-0.0997462109080264,1,0.5197714261465473,-4.996903844113956e-05,4.996903844113956e-05
0.011,0.01990019186215155,-0.09961018672121552,1,0.5440967472435281,-7.49055911681458e-05,7.49055911681458e-05
0.01125,0.019875324837937285,-0.09946809685705754,1,0.5683594566319402,-9.980813784845124e-05,9.980813784845124e-05
0.0115,0.01985049484860499,-0.09931995732917717,1,0.5925581115214549,-0.00012467516206271512,0.00012467516206271512
0.01175,0.019825703402477374,-0.09916578451047171,1,0.6166912748218232,-0.0001495051513950088,0.0001495051513950088
0.012,0.019800952003694458,-0.09900559513166522,1,0.6407575152259816,-0.000174296597522626,0.000174296597522626
0.01225,0.019776242152124496,-0.09883940627984204,1,0.6647554072927129,-0.00019904799630554235,0.00019904799630554235
0.0125,0.019751575343275256,-0.09866723539695983,1,0.6886835315288345,-0.00022375784787550396,0.00022375784787550396
0.012750000000000001,0.019726953068205672,-0.0984891002783421,1,0.712540474470923,-0.0002484246567247446,0.0002484246567247446
0.013000000000000001,0.019702376813437884,-0.09830501907115045,1,0.7363248287665642,-0.0002730469317943282,0.0002730469317943282
0.01325,0.019677848060869675,-0.09811501027283667,1,0.7600351932551357,-0.0002976231865621168,0.0002976231865621168
0.0135,0.01965336828768728,-0.09791909272957465,1,0.7836701730480801,-0.0003221519391303253,0.0003221519391303253
0.01375,0.01962893896627861,-0.09771728563467247,1,0.8072283796087275,-0.00034663171231271925,0.00034663171231271925
0.014,0.01960456156414687,-0.09750960852696457,1,0.8307084308315985,-0.0003710610337213892,0.0003710610337213892
0.01425,0.019580237543824576,-0.09729608128918427,1,0.8541089511212234,-0.0003954384358531293,0.0003954384358531293
0.0145,0.019555968362787998,-0.09707672414631664,1,0.8774285714704698,-0.00041976245617542443,0.00041976245617542443
0.014750000000000001,0.019531755473372013,-0.09685155766393205,1,0.9006659295383508,-0.0004440316372120029,0.0004440316372120029
0.015,0.01950760032268539,-0.09662060274650022,1,0.9238196697273348,-0.00046824452662798735,0.00046824452662798735
0.01525,0.01948350435252647,-0.09638388063568519,1,0.9468884432601334,-0.0004923996773146117,0.0004923996773146117
0.0155,0.01945946899929931,-0.09614141290862119,1,0.9698709082559924,-0.0005164956474735319,0.0005164956474735319
0.01575,0.019435495693930268,-0.09589322147616958,1,0.9927657298064428,-0.0005405310007006899,0.0005405310007006899
0.016,0.01941158586178498,-0.09563932858115695,1,1.015571580050525,-0.0005645043060697325,0.0005645043060697325
0.01625,0.01938774092258583,-0.09537975679659458,1,1.0382871382495071,-0.0005884141382150217,0.0005884141382150217
0.0165,0.019363962290329863,-0.09511452902387932,1,1.0609110908610475,-0.0006122590774141692,0.0006122590774141692
0.01675,0.019340251373207117,-0.09484366849097611,1,1.0834421316128302,-0.0006360377096701376,0.0006360377096701376
0.017,0.019316609573519473,-0.0945671987505822,1,1.105878961575661,-0.0006597486267928832,0.0006597486267928832
0.01725,0.019293038287599904,-0.0942851436782732,1,1.1282202892360025,-0.000683390426480527,0.000683390426480527
0.0175,0.019269538905732245,-0.0939975274706312,1,1.1504648305679943,-0.0007069617124000963,0.0007069617124000963
0.017750000000000002,0.019246112812071406,-0.09370437464335497,1,1.1726113091048789,-0.000730461094267755,0.000730461094267755
0.018000000000000002,0.01922276138456407,-0.0934057100293525,1,1.1946584560099032,-0.0007538871879285945,0.0007538871879285945
0.01825,0.019199485994869866,-0.09310155877681583,1,1.2166050101466421,-0.0007772386154359309,0.0007772386154359309
0.0185,0.019176288008283048,-0.09279194634727864,1,1.238449718148776,-0.0008005140051301346,0.0008005140051301346
0.01875,0.019153168783654632,-0.09247689851365631,1,1.260191334489272,-0.0008237119917169529,0.0008237119917169529
0.019,0.019130129673315066,-0.09215644135826906,1,1.2818286215490249,-0.000846831216345368,0.000846831216345368
0.01925,0.019107172022997353,-0.09183060127084783,1,1.303360349684896,-0.0008698703266849343,0.0008698703266849343
0.0195,0.01908429717176072,-0.09149940494652353,1,1.3247852972972018,-0.0008928279770026477,0.0008928279770026477
0.01975,0.019061506451914772,-0.09116287938379938,1,1.3461022508965905,-0.0009157028282392801,0.0009157028282392801
0.02,0.019038801188944146,-0.09082105188250679,1,1.3673100051703526,-0.0009384935480852286,0.0009384935480852286
0.02025,0.01901618270143371,-0.09047395004174476,1,1.388407363048145,-0.0009611988110558543,0.0009611988110558543
0.0205,0.018993652300994257,-0.09012160175780298,1,1.409393135767108,-0.0009838172985662912,0.0009838172985662912
0.02075,0.01897121129218874,-0.08976403522206888,1,1.4302661429363912,-0.0010063476990057434,0.0010063476990057434
0.021,0.01894886097245901,-0.08940127891891861,1,1.4510252126010854,-0.0010287887078112602,0.0010287887078112602
0.02125,0.018926602632053112,-0.08903336162359222,1,1.471669181305555,-0.0010511390275409899,0.0010511390275409899
0.021500000000000002,0.0189044375539531,-0.08866031240005319,1,1.4921968941561525,-0.0010733973679468885,0.0010733973679468885
0.021750000000000002,0.018882367013803393,-0.08828216059883236,1,1.5126072048833312,-0.0010955624460469021,0.0010955624460469021
0.022,0.018860392279839676,-0.08789893585485657,1,1.5328989759031457,-0.0011176329861966074,0.0011176329861966074
0.02225,0.018838514612818363,-0.08751066808526203,1,1.553071078378149,-0.0011396077201603245,0.0011396077201603245
0.0225,0.018816735265946564,-0.08711738748719262,1,1.5731223922776292,-0.0011614853871816377,0.0011614853871816377
0.02275,0.018795055484812667,-0.0867191245355833,1,1.5930518064372934,-0.001183264734053436,0.001183264734053436
0.023,0.018773476507317435,-0.08631590998092872,1,1.6128582186182596,-0.0012049445151873332,0.0012049445151873332
0.02325,0.018751999563605674,-0.08590777484703736,1,1.6325405355654607,-0.001226523492682565,0.001226523492682565
0.0235,0.018730625875998483,-0.08549475042877101,1,1.6520976730654144,-0.001248000436394326,0.001248000436394326
0.02375,0.018709356658926042,-0.08507686828977018,1,1.6715285560033397,-0.0012693741240015176,0.0012693741240015176
0.024,0.018688193118861,-0.08465416026016526,1,1.6908321184196666,-0.0012906433410739583,0.0012906433410739583
0.02425,0.01866713645425243,-0.08422665843427378,1,1.7100073035658887,-0.0013118068811390007,0.0013118068811390007
0.0245,0.01864618785546036,-0.08379439516828384,1,1.729053063959766,-0.0013328635457475688,0.0013328635457475688
0.02475,0.01862534850469088,-0.08335740307792386,1,1.7479683614399135,-0.00135381214453964,0.00135381214453964
0.025,0.01860461957593185,-0.08291571503611893,1,1.7667521672197122,-0.0013746514953091211,0.0013746514953091211
0.02525,0.01858400223488919,-0.08246936417063377,1,1.78540346194059,-0.0013953804240681503,0.0013953804240681503
