phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,1.8598035943653568e-38,3.7196071887307133e-35,-1.2413220344683356e-35,4.960929223199049e-35,8,11.790374912462294,1.753901105306315e-16,3.718925645554454e-17,4,11.790374912462351,1.753901105306315e-16,3.7189256455544363e-17,4
normal_gate,0.001,-6.4296067119488045e-37,-1.323117414277068e-33,4.333342374871281e-34,-1.756451651764196e-33,8,10.499613731311477,1.8274618596612734e-15,4.3512597378023025e-16,4,10.499613731309648,1.8274618596612745e-15,4.351259737803064e-16,4
normal_gate,0.0015,2.7715501659839924e-35,5.67169246620696e-32,-1.5407439555097887e-32,7.212436421716749e-32,8,9.432156149487797,9.564582344625475e-14,2.5350996614768907e-14,4,9.432156149544367,9.564582344625479e-14,2.5350996614616874e-14,4
normal_gate,0.002,8.394328144500393e-32,1.6783113188668817e-28,-5.482583291286032e-29,2.226569647995485e-28,8,8.548628588321495,7.006450486491607e-12,2.0489983902398396e-12,4,8.548628586468617,7.00645048649138e-12,2.048998390683885e-12,4
normal_gate,0.0025,1.9849579014596764e-28,3.968236937290453e-25,-1.2942367555418008e-25,5.262473692832254e-25,8,7.81663982881196,5.420527667084005e-10,1.7336501955431225e-10,4,7.816639889407053,5.420527667089754e-10,1.7336501821055937e-10,4
normal_gate,0.003,4.779117671529362e-25,9.554265427255804e-22,-3.116402957793532e-22,1.2670668385049336e-21,8,7.2095314716126495,4.181446559064625e-08,1.4499716713662206e-08,4,7.209529494264327,4.181446558927432e-08,1.4499720690005007e-08,4
normal_gate,0.0035,8.711757434080258e-25,7.865279525101792e-22,-2.0824110362309082e-22,9.9476905613327e-22,8,6.70535559396759,3.407160449036685e-08,1.2703131106506508e-08,4,6.705356030628691,3.407160449087174e-08,1.27031302794511e-08,4
normal_gate,0.004,-2.967776711710488e-22,-5.952976938289137e-19,1.9426825239357144e-19,-7.895659462224851e-19,8,6.286057502170595,5.250856533331554e-07,2.0882948221195943e-07,4,6.286050149118512,5.25085654186979e-07,2.088297268279873e-07,4
normal_gate,0.0045000000000000005,-5.29618864909597e-22,-4.656823874770965e-19,1.218787560075179e-19,-5.875611434846144e-19,8,5.93676002917226,4.1566990515103115e-07,1.7504072217358364e-07,4,5.936762074631347,4.1566990508333824e-07,1.7504066183633857e-07,4
normal_gate,0.005,-7.115649985546282e-22,-3.6389226729006244e-19,6.881487414299683e-20,-4.3270714143305927e-19,8,5.645247959803422,7.179012735581199e-07,3.179228258306295e-07,4,5.6452496245574855,7.179012735356962e-07,3.1792273206695016e-07,4
