time_s,delta_m,normal_force_N,contact_points,vz_m_s
1.5,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5001,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5002,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5003,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5004,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5005000000000002,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5006000000000002,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5007000000000001,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5008000000000001,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5009000000000001,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5010000000000001,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5011,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5012,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5013,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5014,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5015,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5016,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5017,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5018,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5019,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.502,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5021,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5022,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5023,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5024,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5025000000000002,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5026000000000002,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5027000000000001,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5028000000000001,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5029000000000001,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5030000000000001,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5031,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5032,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5033,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5034,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5035,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5036,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5037,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5038,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5039,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.504,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5041,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5042,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5043,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5044,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5045000000000002,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5046000000000002,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5047000000000001,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5048000000000001,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5049000000000001,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5050000000000001,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5051,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5052,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5053,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5054,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5055,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5056,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5057,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5058,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5059,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.506,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5061,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5062,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5063,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5064,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5065,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5066000000000002,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5067000000000002,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5068000000000001,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5069000000000001,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5070000000000001,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5071,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5072,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5073,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5074,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5075,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5076,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5077,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5078,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5079,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.508,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5081,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5082,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5083,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5084,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5085,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5086000000000002,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5087000000000002,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5088000000000001,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5089000000000001,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5090000000000001,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5091,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5092,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5093,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5094,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5095,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5096,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5097,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5098,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5099,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.51,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5101,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5102,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5103,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5104,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5105,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5106000000000002,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5107000000000002,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5108000000000001,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5109000000000001,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5110000000000001,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5111,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5112,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5113,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5114,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5115,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5116,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5117,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5118,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5119,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.512,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5121,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5122,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5123,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5124,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5125,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5126000000000002,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5127000000000002,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5128000000000001,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5129000000000001,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5130000000000001,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5131000000000001,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5132,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5133,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5134,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5135,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5136,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5137,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5138,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5139,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.514,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5141,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5142,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5143,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5144,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5145,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5146000000000002,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5147000000000002,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5148000000000001,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5149000000000001,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5150000000000001,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5151000000000001,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5152,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5153,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5154,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5155,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5156,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5157,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5158,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5159,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.516,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5161,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5162,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5163,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5164,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5165,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5166000000000002,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5167000000000002,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5168000000000001,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5169000000000001,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5170000000000001,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5171000000000001,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5172,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5173,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5174,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5175,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5176,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5177,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5178,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5179,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.518,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5181,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5182,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5183,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5184,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5185,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5186000000000002,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5187000000000002,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5188000000000001,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5189000000000001,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5190000000000001,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5191000000000001,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5192,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5193,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5194,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5195,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5196,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5197,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5198,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5199,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.52,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5201,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5202,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5203,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5204,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5205,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5206,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.5207000000000002,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
1.5208000000000002,4.999991142540239e-05,20.000285168122886,4,4.305343637156511e-08
1.5209000000000001,4.999991142540239e-05,19.999591637987756,4,1.49865719833997e-09
1.5210000000000001,4.9999915063381195e-05,19.99963739251732,4,-3.540015569569732e-08
1.5211000000000001,4.9999915063381195e-05,20.000339599268127,4,-8.426498387947845e-10
1.5212,4.999991142540239e-05,20.000301549194152,4,2.9842894377907214e-08
1.5213,4.999991142540239e-05,19.999606183658464,4,-1.0231722136211374e-08
1.5214,4.9999915063381195e-05,19.99965030843213,4,-4.581621837473904e-08
1.5215,4.9999915063381195e-05,20.000351068034394,4,-1.0091654623067825e-08
1.5216,4.999991142540239e-05,20.000311732953296,4,2.1630183866250263e-08
1.5217,4.999991142540239e-05,19.999615226389878,4,-1.7524246942457467e-08
1.5218,4.9999915063381195e-05,19.999658337978858,4,-5.229165722653306e-08
1.5219,4.9999915063381195e-05,20.000358197916025,4,-1.584155917555563e-08
1.522,4.9999915063381195e-05,20.000318063974255,4,1.6524522195027203e-08
