phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,left_phi0_min_m,left_geometric_signed_overlap_m,left_minus_phi0_minus_geometric_m,right_Fn_N,right_Ft_N,right_points,right_rho,right_phi0_min_m,right_geometric_signed_overlap_m,right_minus_phi0_minus_geometric_m
normal_gate,0.0025,-2.7087357422177216e-13,-7.644021727442121e-15,9.05085197327321e-16,-7.696100701171105e-15,5.20789737289834e-17,128,0,-1,4.019522024983831,1.1104904971574262e-09,4,6.906856650212616e-10,-0.0001007281243801117,6.935745477665289e-07,0.00010003454983234517,4.060483620768121,1.3445328775337233e-09,4,8.278157253589526e-10,-0.00010127201676368713,1.3082474470127448e-06,9.996376931667439e-05
normal_gate,0.005,-2.7089411985294076e-13,-8.605615033779618e-15,8.843989586894765e-16,-8.652800698172314e-15,4.718566439269531e-17,128,0,-1,4.038358432885369,1.0295718114903472e-09,4,6.373702511807054e-10,-0.00010074302554130554,7.77393579481922e-07,9.996563196182362e-05,4.041498201254645,1.0294667471908307e-09,4,6.368100985862387e-10,-0.00010125339031219482,1.2244284152973517e-06,0.00010002896189689747
normal_gate,0.0075,-2.7091705072888883e-13,-9.545500579744882e-15,8.613935438420497e-16,-9.565265246536114e-15,1.9764666791231844e-17,128,0,-1,4.041634658734649,9.923802860324297e-10,4,6.138483372610941e-10,-0.00010088831186294556,9.115040302265509e-07,9.9976807832719e-05,4.038221975405364,9.92280470643159e-10,4,6.143053036005729e-10,-0.00010110810399055481,1.0903179645527228e-06,0.00010001778602600209
normal_gate,0.01,-2.709422313243448e-13,-1.0425917636549317e-14,8.361705967387112e-16,-1.0431109101483038e-14,5.191464933721607e-18,128,0,-1,4.041175683783887,9.53171810407477e-10,4,5.896624429323191e-10,-0.00010097026824951172,9.785592555988654e-07,9.999170899391285e-05,4.038829961968064,9.53078662704654e-10,4,5.89947256804191e-10,-0.00010102987289428711,1.0232627391804083e-06,0.0001000066101551067
normal_gate,0.0125,-2.7096955321909144e-13,-1.1247827586588054e-14,8.088622545192325e-16,-1.1248597539537109e-14,7.69952949054159e-19,128,0,-1,4.040405267917961,9.121246813127735e-10,4,5.643769750990817e-10,-0.00010099634528160095,9.990483522404059e-07,9.999729692936055e-05,4.039600377833991,9.120377780307157e-10,4,5.64435645067288e-10,-0.00010100379586219788,1.0027736425388678e-06,0.00010000102221965901
normal_gate,0.015,-2.7099882667774855e-13,-1.201591198096057e-14,7.795786314667569e-16,-1.2015778996787851e-14,-1.3298417271892515e-19,128,0,-1,4.040034671113037,8.694162428682645e-10,4,5.380004836869003e-10,-0.00010100007057189941,1.0027736425388678e-06,9.999729692936055e-05,4.039821963026977,8.693350832592453e-10,4,5.379785861948392e-10,-0.00010099634528160095,9.990483522404059e-07,9.999729692936055e-05
normal_gate,0.0175,-2.710299432800989e-13,-1.2731842015671797e-14,7.484586409846339e-16,-1.2731569271062781e-14,-2.727446090158847e-19,128,0,-1,4.039941622328206,8.251974027738296e-10,4,5.106493360034438e-10,-0.00010100007057189941,1.0027736425388678e-06,9.999729692936055e-05,4.039915011811808,8.251218883715547e-10,4,5.106059694072046e-10,-0.00010099634528160095,9.990483522404059e-07,9.999729692936055e-05
normal_gate,0.02,-2.710627675008709e-13,-1.3393974446804062e-14,7.156276439490572e-16,-1.3394016798451425e-14,4.2351647362715017e-20,128,0,-1,4.039990370322649,7.797001754945199e-10,4,4.824888824130105e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040015275429303,7.796304531179155e-10,4,4.824427631867493e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.0225,-2.71097163814793e-13,-1.4004999450997844e-14,6.812177774997985e-16,-1.4004856302429758e-14,-1.4314856808597676e-19,128,0,-1,4.040001278781228,7.328744043282115e-10,4,4.53511245267045e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040004366970724,7.328106184711952e-10,4,4.534714271984013e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
normal_gate,0.025,-2.7113302380164794e-13,-1.454218181691589e-14,6.453645669084185e-16,-1.454240373954807e-14,2.219226321806267e-19,128,0,-1,4.040002613583753,6.867612202720526e-10,4,4.249757277154639e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05,4.040003032168199,6.867033490671966e-10,4,4.249398723214911e-10,-0.00010100007057189941,1.0009109973896368e-06,9.999915957450978e-05
