time_s,delta_m,normal_force_N,contact_points,vz_m_s
1.5,2.500510390746058e-06,9.999895354804412,4,-8.687098329573928e-08
1.5005,2.500557002349524e-06,9.999981196571486,4,-9.300253367428013e-08
1.501,2.500604296074016e-06,10.00000176281854,4,-9.447155235875471e-08
1.5015,2.5004187591548543e-06,10.000931542920373,4,3.7129990460016415e-07
1.502,2.5004367216752144e-06,9.999185120301394,4,-3.613994437046131e-08
1.5025,2.500480150047224e-06,9.99989535480441,4,-8.687098329573928e-08
1.503,2.50052676165069e-06,9.999981196571486,4,-9.300253367428013e-08
1.5035,2.500574055375182e-06,10.00000176281854,4,-9.447155235875471e-08
1.504,2.5006213490996743e-06,10.00000176281854,4,-9.447155235875471e-08
1.5045,2.5004358121805126e-06,10.000931542920375,4,3.7129990460016415e-07
1.505,2.5004537747008726e-06,9.999185120301393,4,-3.613994437046131e-08
1.5055,2.5004972030728823e-06,9.999895354804412,4,-8.687098329573928e-08
1.506,2.500543814676348e-06,9.999981196571486,4,-9.300253367428013e-08
1.5065,2.5005911084008403e-06,10.00000176281854,4,-9.447155235875471e-08
1.507,2.5006384021253325e-06,10.00000176281854,4,-9.447155235875471e-08
1.5075,2.500452865206171e-06,10.000931542920375,4,3.7129990460016415e-07
1.508,2.500470827726531e-06,9.999185120301394,4,-3.613994437046131e-08
1.5085,2.5005142560985405e-06,9.999895354804412,4,-8.687098329573928e-08
1.509,2.5005608677020064e-06,9.999981196571486,4,-9.300253367428013e-08
1.5095,2.5006081614264986e-06,10.00000176281854,4,-9.447155235875471e-08
1.51,2.500422624507337e-06,10.000931542920373,4,3.7129990460016415e-07
1.5105,2.500440587027697e-06,9.999185120301394,4,-3.613994437046131e-08
1.511,2.5004840153997065e-06,9.99989535480441,4,-8.687098329573928e-08
1.5115,2.5005306270031724e-06,9.999981196571486,4,-9.300253367428013e-08
1.512,2.5005779207276646e-06,10.00000176281854,4,-9.447155235875471e-08
1.5125,2.500625214452157e-06,10.00000176281854,4,-9.447155235875471e-08
1.513,2.500439677532995e-06,10.000931542920375,4,3.7129990460016415e-07
1.5135,2.500457640053355e-06,9.999185120301393,4,-3.613994437046131e-08
1.514,2.500501068425365e-06,9.999895354804412,4,-8.687098329573928e-08
1.5145,2.5005476800288307e-06,9.999981196571486,4,-9.300253367428013e-08
1.515,2.500594973753323e-06,10.00000176281854,4,-9.447155235875471e-08
1.5155,2.500642267477815e-06,10.00000176281854,4,-9.447155235875471e-08
1.516,2.5004567305586534e-06,10.000931542920375,4,3.7129990460016415e-07
1.5165,2.5004746930790134e-06,9.999185120301394,4,-3.613994437046131e-08
1.517,2.500518121451023e-06,9.999895354804412,4,-8.687098329573928e-08
1.5175,2.500564733054489e-06,9.999981196571486,4,-9.300253367428013e-08
1.518,2.500612026778981e-06,10.00000176281854,4,-9.447155235875471e-08
1.5185,2.5004264898598194e-06,10.000931542920373,4,3.7129990460016415e-07
1.519,2.5004444523801794e-06,9.999185120301394,4,-3.613994437046131e-08
1.5195,2.500487880752189e-06,9.99989535480441,4,-8.687098329573928e-08
1.52,2.500534492355655e-06,9.999981196571486,4,-9.300253367428013e-08
1.5205,2.500581786080147e-06,10.00000176281854,4,-9.447155235875471e-08
1.521,2.5006290798046393e-06,10.00000176281854,4,-9.447155235875471e-08
1.5215,2.5004435428854777e-06,10.000931542920375,4,3.7129990460016415e-07
1.522,2.5004615054058377e-06,9.999185120301393,4,-3.613994437046131e-08
1.5225,2.5005049337778473e-06,9.999895354804412,4,-8.687098329573928e-08
1.523,2.500551545381313e-06,9.999981196571486,4,-9.300253367428013e-08
1.5235,2.5005988391058054e-06,10.00000176281854,4,-9.447155235875471e-08
1.524,2.5006461328302976e-06,10.00000176281854,4,-9.447155235875471e-08
1.5245,2.500460595911136e-06,10.000931542920375,4,3.7129990460016415e-07
1.525,2.500478558431496e-06,9.999185120301394,4,-3.613994437046131e-08
1.5255,2.5005219868035056e-06,9.999895354804412,4,-8.687098329573928e-08
1.526,2.5005685984069714e-06,9.999981196571486,4,-9.300253367428013e-08
1.5265,2.5006158921314636e-06,10.00000176281854,4,-9.447155235875471e-08
1.527,2.500430355212302e-06,10.000931542920373,4,3.7129990460016415e-07
1.5275,2.500448317732662e-06,9.999185120301394,4,-3.613994437046131e-08
1.528,2.5004917461046716e-06,9.99989535480441,4,-8.687098329573928e-08
1.5285,2.5005383577081375e-06,9.999981196571486,4,-9.300253367428013e-08
1.529,2.5005856514326297e-06,10.00000176281854,4,-9.447155235875471e-08
1.5295,2.500632945157122e-06,10.00000176281854,4,-9.447155235875471e-08
1.53,2.50044740823796e-06,10.000931542920375,4,3.7129990460016415e-07
1.5305,2.50046537075832e-06,9.999185120301393,4,-3.613994437046131e-08
1.531,2.50050879913033e-06,9.999895354804412,4,-8.687098329573928e-08
1.5315,2.5005554107337957e-06,9.999981196571486,4,-9.300253367428013e-08
1.532,2.500602704458288e-06,10.00000176281854,4,-9.447155235875471e-08
1.5325,2.5004171675391262e-06,10.000931542920375,4,3.7129990460016415e-07
1.533,2.5004351300594863e-06,9.999185120301394,4,-3.613994437046131e-08
1.5335,2.500478558431496e-06,9.999895354804412,4,-8.687098329573928e-08
1.534,2.5005251700349618e-06,9.999981196571486,4,-9.300253367428013e-08
1.5345,2.500572463759454e-06,10.00000176281854,4,-9.447155235875471e-08
1.535,2.500619757483946e-06,10.00000176281854,4,-9.447155235875471e-08
1.5355,2.5004342205647845e-06,10.000931542920373,4,3.7129990460016415e-07
1.536,2.5004521830851445e-06,9.999185120301394,4,-3.613994437046131e-08
1.5365,2.500495611457154e-06,9.99989535480441,4,-8.687098329573928e-08
1.537,2.50054222306062e-06,9.999981196571486,4,-9.300253367428013e-08
1.5374999999999999,2.500589516785112e-06,10.00000176281854,4,-9.447155235875471e-08
1.538,2.5006368105096044e-06,10.00000176281854,4,-9.447155235875471e-08
1.5385,2.5004512735904427e-06,10.000931542920375,4,3.7129990460016415e-07
1.539,2.5004692361108027e-06,9.999185120301393,4,-3.613994437046131e-08
1.5394999999999999,2.5005126644828124e-06,9.999895354804412,4,-8.687098329573928e-08
1.54,2.5005592760862783e-06,9.999981196571486,4,-9.300253367428013e-08
1.5405,2.5006065698107705e-06,10.00000176281854,4,-9.447155235875471e-08
1.541,2.5004210328916088e-06,10.000931542920375,4,3.7129990460016415e-07
1.5414999999999999,2.500438995411969e-06,9.999185120301394,4,-3.613994437046131e-08
1.542,2.5004824237839784e-06,9.999895354804412,4,-8.687098329573928e-08
1.5425,2.5005290353874443e-06,9.999981196571486,4,-9.300253367428013e-08
1.543,2.5005763291119365e-06,10.00000176281854,4,-9.447155235875471e-08
1.5434999999999999,2.5006236228364287e-06,10.00000176281854,4,-9.447155235875471e-08
1.544,2.500438085917267e-06,10.000931542920373,4,3.7129990460016415e-07
1.5445,2.500456048437627e-06,9.999185120301394,4,-3.613994437046131e-08
1.545,2.5004994768096367e-06,9.99989535480441,4,-8.687098329573928e-08
1.5454999999999999,2.5005460884131026e-06,9.999981196571486,4,-9.300253367428013e-08
1.546,2.5005933821375947e-06,10.00000176281854,4,-9.447155235875471e-08
1.5465,2.500640675862087e-06,10.00000176281854,4,-9.447155235875471e-08
1.547,2.5004551389429253e-06,10.000931542920375,4,3.7129990460016415e-07
1.5474999999999999,2.5004731014632853e-06,9.999185120301393,4,-3.613994437046131e-08
1.548,2.500516529835295e-06,9.999895354804412,4,-8.687098329573928e-08
1.5485,2.500563141438761e-06,9.999981196571486,4,-9.300253367428013e-08
1.549,2.500610435163253e-06,10.00000176281854,4,-9.447155235875471e-08
1.5494999999999999,2.5004248982440913e-06,10.000931542920375,4,3.7129990460016415e-07
1.55,2.5004428607644513e-06,9.999185120301394,4,-3.613994437046131e-08
1.5505,2.500486289136461e-06,9.999895354804412,4,-8.687098329573928e-08
1.551,2.500532900739927e-06,9.999981196571486,4,-9.300253367428013e-08
1.5514999999999999,2.500580194464419e-06,10.00000176281854,4,-9.447155235875471e-08
1.552,2.5006274881889112e-06,10.00000176281854,4,-9.447155235875471e-08
1.5525,2.5004419512697496e-06,10.000931542920373,4,3.7129990460016415e-07
1.553,2.5004599137901096e-06,9.999185120301394,4,-3.613994437046131e-08
1.5534999999999999,2.5005033421621192e-06,9.99989535480441,4,-8.687098329573928e-08
1.554,2.500549953765585e-06,9.999981196571486,4,-9.300253367428013e-08
1.5545,2.5005972474900773e-06,10.00000176281854,4,-9.447155235875471e-08
1.555,2.5006445412145695e-06,10.00000176281854,4,-9.447155235875471e-08
1.5554999999999999,2.500459004295408e-06,10.000931542920375,4,3.7129990460016415e-07
1.556,2.500476966815768e-06,9.999185120301393,4,-3.613994437046131e-08
1.5565,2.5005203951877775e-06,9.999895354804412,4,-8.687098329573928e-08
1.557,2.5005670067912433e-06,9.999981196571486,4,-9.300253367428013e-08
1.5574999999999999,2.5006143005157355e-06,10.00000176281854,4,-9.447155235875471e-08
1.558,2.500428763596574e-06,10.000931542920375,4,3.7129990460016415e-07
1.5585,2.500446726116934e-06,9.999185120301394,4,-3.613994437046131e-08
1.559,2.5004901544889435e-06,9.999895354804412,4,-8.687098329573928e-08
1.5594999999999999,2.5005367660924094e-06,9.999981196571486,4,-9.300253367428013e-08
1.56,2.5005840598169016e-06,10.00000176281854,4,-9.447155235875471e-08
1.5605,2.5006313535413938e-06,10.00000176281854,4,-9.447155235875471e-08
1.561,2.500445816622232e-06,10.000931542920373,4,3.7129990460016415e-07
1.5614999999999999,2.500463779142592e-06,9.999185120301394,4,-3.613994437046131e-08
1.562,2.5005072075146018e-06,9.99989535480441,4,-8.687098329573928e-08
1.5625,2.5005538191180676e-06,9.999981196571486,4,-9.300253367428013e-08
1.563,2.50060111284256e-06,10.00000176281854,4,-9.447155235875471e-08
1.5635,2.500648406567052e-06,10.00000176281854,4,-9.447155235875471e-08
1.564,2.5004628696478903e-06,10.000931542920375,4,3.7129990460016415e-07
1.5645,2.5004808321682503e-06,9.999185120301393,4,-3.613994437046131e-08
1.565,2.50052426054026e-06,9.999895354804412,4,-8.687098329573928e-08
1.5655,2.500570872143726e-06,9.999981196571486,4,-9.300253367428013e-08
1.566,2.500618165868218e-06,10.00000176281854,4,-9.447155235875471e-08
1.5665,2.5004326289490564e-06,10.000931542920375,4,3.7129990460016415e-07
1.567,2.5004505914694164e-06,9.999185120301394,4,-3.613994437046131e-08
1.5675,2.500494019841426e-06,9.999895354804412,4,-8.687098329573928e-08
1.568,2.500540631444892e-06,9.999981196571486,4,-9.300253367428013e-08
1.5685,2.500587925169384e-06,10.00000176281854,4,-9.447155235875471e-08
1.569,2.5006352188938763e-06,10.00000176281854,4,-9.447155235875471e-08
