engine,device,mu,mass_kg,compression_per_side_mm,dt_ms,N_measured_per_side_N,capacity_ratio_2muN_over_mg,normal_gate_pass,lift_follow_mm,slip_distance_mm,mean_abs_vt_mm_s,left_duty_lift,right_duty_lift,left_rho_mean_lift,right_rho_mean_lift,max_contacts,grasp_success,wall_s
mujoco,cpu,0.4,0.6524,0.20956,0.5,4.145589305535022,0.5181951006005612,True,-6657.1176264070355,6714.265750579962,5371.545207992611,0.013194722111155539,0.013194722111155539,1.0,1.0,8,False,0.04618145804852247
mujoco,cpu,0.4,0.4077,0.20956,0.5,4.1292675546262725,0.8259491145352619,True,-5295.650735142337,5353.109877364715,4282.806394053501,0.03358656537385046,0.03358656537385046,1.0,1.0,8,False,0.04698020900832489
mujoco,cpu,0.4,0.3434,0.20956,0.5,4.121167588410181,0.9786805657902432,True,-720.7316109247779,779.7944609003271,624.3341697429685,0.26509396241503397,0.26509396241503397,1.0,1.0,8,False,0.06543979101115838
mujoco,cpu,0.4,0.3262,0.20956,0.5,4.118466643095907,1.029609582208099,True,56.24614294628625,3.670989635734286,2.9364299243256076,0.9652139144342263,0.9652139144342263,0.9696349202196441,0.9696349202102148,8,False,0.09752912499243394
mujoco,cpu,0.4,0.3107,0.20956,0.5,4.1157800138349225,1.0802689173038744,True,58.1239502122247,1.7969196389901607,1.437733905998657,0.9840063974410236,0.9840063974410236,0.9248685730897181,0.9248685730772219,8,True,0.09836391702992842
mujoco,cpu,0.4,0.2718,0.20956,0.5,4.107709158128501,1.232455404151581,True,59.21258004835062,0.7176528978690326,0.5745567411910989,0.9948020791683326,0.9948020791683326,0.8110777481539165,0.8110777480548486,8,True,0.10069141699932516
mujoco,cpu,0.4,0.1631,0.20956,0.5,4.065276747039247,2.032624399226879,True,59.76410885527777,0.1921160630898871,0.15388533351433456,1.0,1.0,0.49263749719718664,0.4926375084808766,8,True,0.10039650002727285
