time_s,box_vx,box_vy,box_vz,ball_vx,ball_vy,ball_vz
1.700000000000000122e-01,4.633595794439315796e-02,8.378863334655761719e-02,-2.032511681318283081e-02,3.253559023141860962e-02,4.953929036855697632e-02,-4.840330220758914948e-03
1.720000000000000140e-01,4.177526012063026428e-02,7.280996441841125488e-02,6.121149286627769470e-03,2.583765052258968353e-02,4.484523460268974304e-02,5.381921771913766861e-03
1.740000000000000158e-01,4.025058820843696594e-02,6.981921941041946411e-02,1.269595231860876083e-02,2.466037496924400330e-02,4.314211755990982056e-02,1.148921623826026917e-02
1.759999999999999898e-01,4.762357845902442932e-02,8.169708400964736938e-02,-7.379385177046060562e-03,2.466037496924400330e-02,4.314211755990982056e-02,-8.130784146487712860e-03
1.779999999999999916e-01,4.184497892856597900e-02,7.271222770214080811e-02,1.065006759017705917e-02,2.556853368878364563e-02,4.483960941433906555e-02,7.165662944316864014e-03
1.799999999999999933e-01,4.652894288301467896e-02,8.412536233663558960e-02,-9.373619221150875092e-03,3.252425044775009155e-02,4.968387633562088013e-02,5.068087950348854065e-03
1.819999999999999951e-01,4.275476559996604919e-02,7.457657903432846069e-02,1.040824130177497864e-02,2.648093923926353455e-02,4.589672386646270752e-02,1.004363875836133957e-02
1.839999999999999969e-01,5.000438168644905090e-02,8.607304841279983521e-02,-9.237313643097877502e-03,2.648093923926353455e-02,4.589672386646270752e-02,-9.576361626386642456e-03
1.859999999999999987e-01,5.013002455234527588e-02,9.079641848802566528e-02,-1.869441196322441101e-02,3.480590507388114929e-02,5.396559834480285645e-02,-3.039443399757146835e-03
1.880000000000000004e-01,4.578021168708801270e-02,7.975974678993225098e-02,9.943436831235885620e-03,2.859539911150932312e-02,4.879948124289512634e-02,8.543017320334911346e-03
1.900000000000000022e-01,4.364908114075660706e-02,7.617020606994628906e-02,1.446233317255973816e-02,2.675704285502433777e-02,4.705272987484931946e-02,1.315027382224798203e-02
1.920000000000000040e-01,5.099426209926605225e-02,8.796834200620651245e-02,-5.618544761091470718e-03,2.675704285502433777e-02,4.705272987484931946e-02,-6.469727028161287308e-03
1.940000000000000058e-01,4.585624113678932190e-02,8.016418665647506714e-02,1.523238420486450195e-02,2.675704285502433777e-02,4.705272987484931946e-02,-2.608972787857055664e-02
1.960000000000000075e-01,5.046365037560462952e-02,9.134861081838607788e-02,-9.226999245584011078e-03,3.510494157671928406e-02,5.399191379547119141e-02,3.146984148770570755e-03
1.980000000000000093e-01,5.478375777602195740e-02,9.589536488056182861e-02,-1.696976274251937866e-02,3.510494157671928406e-02,5.399191379547119141e-02,-1.647301577031612396e-02
2.000000000000000111e-01,4.756720736622810364e-02,8.333060890436172485e-02,9.446742013096809387e-03,2.921231277287006378e-02,5.125477910041809082e-02,5.480052437633275986e-03
2.020000000000000129e-01,5.177863314747810364e-02,9.432497620582580566e-02,-1.037194300442934036e-02,3.630799800157546997e-02,5.562304705381393433e-02,5.830241367220878601e-03
2.040000000000000147e-01,4.751272127032279968e-02,8.344425261020660400e-02,1.247670594602823257e-02,2.952657453715801239e-02,5.125590413808822632e-02,1.225708052515983582e-02
2.060000000000000164e-01,5.473387986421585083e-02,9.477626532316207886e-02,-7.102306932210922241e-03,2.952657453715801239e-02,5.125590413808822632e-02,-7.362920325249433517e-03
2.080000000000000182e-01,4.840875416994094849e-02,8.482203632593154907e-02,1.458928827196359634e-02,2.956069819629192352e-02,5.232694000005722046e-02,1.069565489888191223e-02
2.099999999999999922e-01,5.292426049709320068e-02,9.606418013572692871e-02,-6.472704000771045685e-03,3.676585108041763306e-02,5.681753158569335938e-02,8.696753531694412231e-03
2.119999999999999940e-01,5.189885571599006653e-02,9.065307676792144775e-02,9.468425996601581573e-03,3.185501694679260254e-02,5.485700443387031555e-02,-1.070554571924731135e-04
2.139999999999999958e-01,5.103770643472671509e-02,8.819146454334259033e-02,1.022541429847478867e-02,3.033880330622196198e-02,5.531634017825126648e-02,7.886650972068309784e-03
2.159999999999999976e-01,5.785521119832992554e-02,1.019536778330802917e-01,-1.199094671756029129e-02,3.430990129709243774e-02,5.713065713644027710e-02,-6.275927647948265076e-03
2.179999999999999993e-01,5.393491685390472412e-02,9.305934607982635498e-02,6.315777543932199478e-03,3.240004181861877441e-02,5.808719620108604431e-02,4.172033630311489105e-03
2.200000000000000011e-01,5.295612290501594543e-02,9.145385771989822388e-02,8.628894574940204620e-03,3.145609050989151001e-02,5.745360255241394043e-02,7.235131692141294479e-03
2.220000000000000029e-01,5.957149714231491089e-02,1.050565093755722046e-01,-1.319748628884553909e-02,3.562587499618530273e-02,5.899575352668762207e-02,-6.827574688941240311e-03
2.240000000000000047e-01,5.587938427925109863e-02,9.655842185020446777e-02,8.001966401934623718e-03,3.386317938566207886e-02,5.998142436146736145e-02,5.713982041925191879e-03
2.260000000000000064e-01,5.818865820765495300e-02,1.058767288923263550e-01,-1.467659976333379745e-02,4.083615541458129883e-02,6.248758360743522644e-02,4.395947791635990143e-03
2.280000000000000082e-01,6.362280994653701782e-02,1.120378673076629639e-01,-2.028141357004642487e-02,4.083615541458129883e-02,6.248758360743522644e-02,-1.522405259311199188e-02
2.300000000000000100e-01,5.440782010555267334e-02,9.634288400411605835e-02,1.212561409920454025e-02,4.083615541458129883e-02,6.248758360743522644e-02,-3.484405204653739929e-02
2.320000000000000118e-01,5.226165428757667542e-02,9.194358438253402710e-02,2.031897753477096558e-02,3.246280550956726074e-02,5.626717582345008850e-02,1.485528983175754547e-02
2.340000000000000135e-01,5.718133226037025452e-02,1.035692915320396423e-01,-1.283665624214336276e-04,3.937203809618949890e-02,6.132955476641654968e-02,1.424372568726539612e-02
2.360000000000000153e-01,6.186541169881820679e-02,1.087657287716865540e-01,-9.344889782369136810e-03,3.937203809618949890e-02,6.132955476641654968e-02,-5.376275163143873215e-03
2.380000000000000171e-01,6.272955983877182007e-02,1.138521507382392883e-01,-1.776122674345970154e-02,4.350861534476280212e-02,6.758563965559005737e-02,1.320105744525790215e-03
2.399999999999999911e-01,6.027543917298316956e-02,1.054622530937194824e-01,7.398906629532575607e-03,3.692943975329399109e-02,6.370885670185089111e-02,-5.296645686030387878e-03
2.419999999999999929e-01,5.809613689780235291e-02,1.008739918470382690e-01,9.648161008954048157e-03,3.452677279710769653e-02,6.327979266643524170e-02,7.024440914392471313e-03
2.439999999999999947e-01,5.475901812314987183e-02,9.643331170082092285e-02,2.176204696297645569e-02,3.387593105435371399e-02,5.919536575675010681e-02,1.958156004548072815e-02
2.459999999999999964e-01,6.549680233001708984e-02,1.150217279791831970e-01,-8.524267934262752533e-03,3.543716296553611755e-02,6.188898533582687378e-02,3.853256115689873695e-03
2.479999999999999982e-01,7.001794874668121338e-02,1.223926693201065063e-01,-1.911343075335025787e-02,3.543716296553611755e-02,6.188898533582687378e-02,-1.576674543321132660e-02
2.500000000000000000e-01,7.184796035289764404e-02,1.240670010447502136e-01,-1.417924836277961731e-02,3.543716296553611755e-02,6.188898533582687378e-02,-3.538674488663673401e-02
2.520000000000000018e-01,5.992164090275764465e-02,1.047617718577384949e-01,1.477220188826322556e-02,3.681749850511550903e-02,6.469427049160003662e-02,1.108274422585964203e-02
2.540000000000000036e-01,5.731941387057304382e-02,1.001201942563056946e-01,2.290065400302410126e-02,3.536365926265716553e-02,6.160235777497291565e-02,2.144169062376022339e-02
2.560000000000000053e-01,6.506744027137756348e-02,1.147085875272750854e-01,-1.424164162017405033e-03,3.843726217746734619e-02,6.381490081548690796e-02,6.555610336363315582e-03
2.580000000000000071e-01,7.185481488704681396e-02,1.233208552002906799e-01,-1.751221716403961182e-02,3.923571482300758362e-02,6.908863782882690430e-02,-6.397049874067306519e-03
2.600000000000000089e-01,6.406836211681365967e-02,1.129458993673324585e-01,1.300095301121473312e-02,4.037974402308464050e-02,6.859436631202697754e-02,1.041724719107151031e-02
2.620000000000000107e-01,6.934341043233871460e-02,1.176227182149887085e-01,-1.477052457630634308e-02,4.146946966648101807e-02,7.626903802156448364e-02,7.289752829819917679e-03
2.640000000000000124e-01,7.328778505325317383e-02,1.259985864162445068e-01,-1.837497763335704803e-02,4.146946966648101807e-02,7.626903802156448364e-02,-1.233024802058935165e-02
2.660000000000000142e-01,6.397574394941329956e-02,1.098995134234428406e-01,1.941579766571521759e-02,4.146946966648101807e-02,7.626903802156448364e-02,-3.195025026798248291e-02
2.680000000000000160e-01,6.096463277935981750e-02,1.053024157881736755e-01,2.440765127539634705e-02,3.742684051394462585e-02,6.485726684331893921e-02,1.869696937501430511e-02
2.700000000000000178e-01,6.993084400892257690e-02,1.185599118471145630e-01,-9.345714352093636990e-05,3.849039599299430847e-02,7.019644975662231445e-02,5.882095545530319214e-03
2.720000000000000195e-01,6.991174817085266113e-02,1.242624595761299133e-01,-1.056691631674766541e-02,4.778557270765304565e-02,7.424633204936981201e-02,9.942678734660148621e-03
2.740000000000000213e-01,7.482185959815979004e-02,1.296118497848510742e-01,-1.111325994133949280e-02,4.778557270765304565e-02,7.424633204936981201e-02,-9.677321650087833405e-03
2.760000000000000231e-01,7.328420132398605347e-02,1.314480453729629517e-01,-2.382025122642517090e-02,5.090779811143875122e-02,7.801267504692077637e-02,-6.792877684347331524e-04
2.780000000000000249e-01,6.962177157402038574e-02,1.205276548862457275e-01,6.990647874772548676e-03,4.194220528006553650e-02,7.357779890298843384e-02,-7.055171765387058258e-03
2.800000000000000266e-01,6.721010059118270874e-02,1.152307987213134766e-01,1.336186379194259644e-02,3.969081491231918335e-02,7.254920154809951782e-02,1.015740912407636642e-02
2.820000000000000284e-01,6.585822254419326782e-02,1.142810583114624023e-01,1.940458826720714569e-02,3.968795761466026306e-02,6.991632282733917236e-02,7.300755474716424942e-03
2.840000000000000302e-01,6.901048868894577026e-02,1.241577044129371643e-01,1.306175254285335541e-03,4.688150063157081604e-02,7.390015572309494019e-02,1.575306057929992676e-02
2.860000000000000320e-01,7.376597821712493896e-02,1.285877674818038940e-01,-6.403535138815641403e-03,4.688150063157081604e-02,7.390015572309494019e-02,-3.866940271109342575e-03
2.880000000000000338e-01,7.458379864692687988e-02,1.344745457172393799e-01,-1.275887619704008102e-02,4.688150063157081604e-02,7.390015572309494019e-02,-2.348694019019603729e-02
2.899999999999999800e-01,8.031265437602996826e-02,1.389496326446533203e-01,-1.812450215220451355e-02,4.562586918473243713e-02,8.040845394134521484e-02,-3.482151404023170471e-02
2.919999999999999818e-01,6.849947571754455566e-02,1.201716437935829163e-01,1.790466159582138062e-02,4.204852879047393799e-02,7.393956929445266724e-02,1.162654627114534378e-02
2.939999999999999836e-01,7.225629687309265137e-02,1.309203058481216431e-01,-3.037064801901578903e-03,4.967971518635749817e-02,7.772950828075408936e-02,1.593694277107715607e-02
2.959999999999999853e-01,7.630058377981185913e-02,1.344061493873596191e-01,-9.880861267447471619e-03,4.967971518635749817e-02,7.772950828075408936e-02,-3.683058079332113266e-03
2.979999999999999871e-01,7.679884880781173706e-02,1.394184380769729614e-01,-1.575663127005100250e-02,4.967971518635749817e-02,7.772950828075408936e-02,-2.330305799841880798e-02
2.999999999999999889e-01,7.061575353145599365e-02,1.238573864102363586e-01,2.532901428639888763e-02,4.431138560175895691e-02,7.544612884521484375e-02,2.111222594976425171e-02
3.019999999999999907e-01,7.755906134843826294e-02,1.365321725606918335e-01,-6.194420624524354935e-03,4.431138560175895691e-02,7.544612884521484375e-02,1.492225099354982376e-03
3.039999999999999925e-01,7.679889351129531860e-02,1.387571245431900024e-01,-8.224376477301120758e-03,5.176039785146713257e-02,8.333930373191833496e-02,1.072474941611289978e-02
3.059999999999999942e-01,6.983537226915359497e-02,1.231694445013999939e-01,2.324647083878517151e-02,4.321879148483276367e-02,7.579227536916732788e-02,2.268742769956588745e-02
3.079999999999999960e-01,7.693934440612792969e-02,1.339963823556900024e-01,3.893855027854442596e-03,4.321879148483276367e-02,7.579227536916732788e-02,3.067426849156618118e-03
3.099999999999999978e-01,7.777186483144760132e-02,1.395919770002365112e-01,-1.982601825147867203e-03,4.321879148483276367e-02,7.579227536916732788e-02,-1.655257306993007660e-02
3.119999999999999996e-01,8.207244426012039185e-02,1.428692936897277832e-01,-1.241749338805675507e-02,4.410104081034660339e-02,8.300837874412536621e-02,-2.708529494702816010e-02
3.140000000000000013e-01,8.083795756101608276e-02,1.474054157733917236e-01,-1.685540378093719482e-02,5.525851994752883911e-02,8.804026246070861816e-02,3.869447391480207443e-03
3.160000000000000031e-01,8.686853200197219849e-02,1.518575102090835571e-01,-1.808175444602966309e-02,5.525851994752883911e-02,8.804026246070861816e-02,-1.575055345892906189e-02
3.180000000000000049e-01,7.385139167308807373e-02,1.315957605838775635e-01,2.292240783572196960e-02,5.525851994752883911e-02,8.804026246070861816e-02,-3.537055477499961853e-02
3.200000000000000067e-01,7.944285124540328979e-02,1.440754234790802002e-01,-5.840373691171407700e-03,5.467418953776359558e-02,8.551345765590667725e-02,1.213104836642742157e-02
3.220000000000000084e-01,7.367937266826629639e-02,1.300680786371231079e-01,3.184743970632553101e-02,4.623913392424583435e-02,7.925400882959365845e-02,3.033696115016937256e-02
