engine,device,contact_preset,k_pair_target_N_m,ke_shape_N_m,tau_pair_ms,tau_shape_ms,dt_ms,impact_speed_m_s,margin_mm,rigid_gap_mm,initial_surface_separation_mm,v_pre_m_s,v_post_m_s,e_eff,max_geometric_penetration_mm,contact_duration_ms,peak_normal_force_N,normal_impulse_N_s,momentum_change_N_s,impulse_momentum_relative_error,energy_loss_J,energy_loss_fraction,contact_observed,separated,wall_s,trace_csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.01,0.1,0.0,0.0,1.0,-0.10000000149011612,0.08018273115158081,0.8018272995676503,0.8954652398824696,30.03,9.05171848157114,0.18018269641416892,0.18018273264169693,2.0105993218168586e-07,0.0017853649615482692,0.35707298166804957,True,True,24.388168927282095,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p01ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.01,0.5,0.0,0.0,1.0,-0.5,0.40095964074134827,0.8019192814826965,4.477821737527847,30.020000000000003,45.26366658639793,0.9009605524161115,0.9009596407413483,1.0118930105320236e-06,0.044615683248284466,0.3569254659862757,True,True,18.772388074547052,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p01ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.01,1.0,0.0,0.0,1.0,-1.0,0.8018061518669128,0.8018061518669128,8.954368978738785,30.03,90.51447935605279,1.8018054537215973,1.8018061518669128,3.8746971467224175e-07,0.17855344741418655,0.3571068948283731,True,True,18.54936984181404,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p01ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.01,2.0,0.0,0.0,1.0,-2.0,1.6038439273834229,0.8019219636917114,17.911328002810478,30.020000000000003,181.05513178798512,3.6038427944343083,3.603843927383423,3.143724138316321e-07,0.7138423282976589,0.35692116414882946,True,True,21.737277110107243,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p01ms_v2/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.025,0.1,0.0,0.0,1.0,-0.10000000149011612,0.08002769201993942,0.8002769082743391,0.8947294950485234,30.0,9.045160870593408,0.18002774268008803,0.18002769351005554,2.731248261385244e-07,0.001797784403992475,0.3595568700828651,True,True,10.858210323378444,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p025ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.025,0.5,0.0,0.0,1.0,-0.5,0.4000014364719391,0.8000028729438782,4.472138807177544,30.024999999999995,45.21117030505524,0.9000015443863372,0.9000014364719391,1.1990469538276523e-07,0.04499942541019264,0.3599954032815411,True,True,6.540731956250966,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p025ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.025,1.0,0.0,0.0,1.0,-1.0,0.8000001311302185,0.8000001311302185,8.944276720285416,30.025,90.42239196092677,1.8000003529133253,1.8000001311302185,1.2321282811758018e-07,0.1799998950958166,0.3599997901916332,True,True,7.300057708285749,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p025ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.025,2.0,0.0,0.0,1.0,-2.0,1.6000022888183594,0.8000011444091797,17.88855902850628,30.025000000000002,180.84482384399718,3.6000016690240013,3.6000022888183594,1.7216499000122825e-07,0.7199963378880057,0.3599981689440028,True,True,9.507508498616517,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p025ms_v2/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.05,0.1,0.0,0.0,1.0,-0.10000000149011612,0.07975932955741882,0.7975932836891222,0.8934065699577332,29.95,9.033495863243559,0.17975933796065285,0.17975933104753494,3.8457630383746676e-08,0.001819224823287141,0.3638449538140035,True,True,3.8121174219995737,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p05ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.05,0.5,0.0,0.0,1.0,-0.5,0.398502379655838,0.797004759311676,4.463762491941452,30.0,45.13471850466165,0.8985025979340232,0.898502379655838,2.4293556715674587e-07,0.04559792670431717,0.36478341363453737,True,True,3.2397941993549466,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p05ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.05,1.0,0.0,0.0,1.0,-1.0,0.7970046401023865,0.7970046401023865,8.927536644041538,30.000000000000004,90.26953373163533,1.7970046869492424,1.7970046401023865,2.606941290221332e-08,0.1823918018276327,0.3647836036552654,True,True,3.9891176084056497,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p05ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.05,2.0,0.0,0.0,1.0,-2.0,1.594008445739746,0.797004222869873,17.85506308078766,30.000000000000004,180.53897615833017,3.5940082729176983,3.594008445739746,4.8086155164310215e-08,0.7295685374551795,0.36478426872758973,True,True,4.457942543551326,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p05ms_v2/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.1,0.1,0.0,0.0,1.0,-0.10000000149011612,0.07910515367984772,0.7910515250108909,0.8894209563732152,30.000000000000007,8.9965660500453,0.17910518971554457,0.17910515516996384,1.9287876273895085e-07,0.0018711874796554506,0.37423748477794383,True,True,2.598889951594174,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p1ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.1,0.5,0.0,0.0,1.0,-0.5,0.3955279290676117,0.7910558581352234,4.447087645530701,30.000000000000007,44.98274565579446,0.895528013456425,0.8955279290676117,9.423359175243829e-08,0.046778828663743166,0.37423062930994533,True,True,2.2163437670096755,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p1ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.1,1.0,0.0,0.0,1.0,-1.0,0.7910534143447876,0.7910534143447876,8.894156664609909,30.0,89.96527433849019,1.7910537599006506,1.7910534143447876,1.9293442633668592e-07,0.1871172478267269,0.3742344956534538,True,True,1.6179129714146256,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p1ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.1,2.0,0.0,0.0,1.0,-2.0,1.5821077823638916,0.7910538911819458,17.78831796720624,30.0,179.9306426116289,3.5821084727813317,3.5821077823638916,1.9274055445988716e-07,0.7484674824918045,0.37423374124590225,True,True,1.5747153414413333,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p1ms_v2/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.25,0.1,0.0,0.0,1.0,-0.10000000149011612,0.07735025137662888,0.7735025022402033,0.8795005083084111,30.0,8.906170427963042,0.17735021994627007,0.177350252866745,1.856240653581492e-07,0.0020084694549977744,0.40169387902814424,True,True,0.8273172192275524,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p25ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.25,0.5,0.0,0.0,1.0,-0.5,0.38674938678741455,0.7734987735748291,4.397489577531815,30.0,44.53070427537489,0.8867494122997915,0.8867493867874146,2.87706733930847e-08,0.05021245590977941,0.40169964727823526,True,True,0.6520174294710159,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p25ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.25,1.0,0.0,0.0,1.0,-1.0,0.7734994888305664,0.7734994888305664,8.794982433319092,30.0,89.0614835008172,1.7734994976190657,1.7734994888305664,4.9554563263305116e-09,0.20084927038942624,0.4016985407788525,True,True,0.6314055202528834,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p25ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.25,2.0,0.0,0.0,1.0,-2.0,1.546998381614685,0.7734991908073425,17.589960461482406,30.0,178.12289406740757,3.5469987239329135,3.546998381614685,9.650927110778217e-08,0.8033980036407726,0.4016990018203863,True,True,0.6331219654530287,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p25ms_v2/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.5,0.1,0.0,0.0,1.0,-0.10000000149011612,0.07452224940061569,0.7452224829014765,0.8632954955101018,30.0,8.75825386482981,0.17452224137699324,0.1745222508907318,5.451304075074344e-08,0.00222321732114783,0.4446434509781585,True,True,0.35327216889709234,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p5ms_v0p1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.5,0.5,0.0,0.0,1.0,-0.5,0.3726111650466919,0.7452223300933838,4.316468238830566,30.0,43.791209765477376,0.872611178018958,0.8726111650466919,1.48660327414712e-08,0.055580459841273466,0.44464367873018773,True,True,0.3237930238246918,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p5ms_v0p5/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.5,1.0,0.0,0.0,1.0,-1.0,0.7452216744422913,0.7452216744422913,8.632928133010864,30.0,87.58232998103476,1.7452217964822958,1.7452216744422913,6.992808210768942e-08,0.22232232797071383,0.44464465594142766,True,True,0.45816058572381735,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p5ms_v1/trace.csv
sap_warp,cuda,drake,10000.0,20000.0,1.4609375,0.73046875,0.5,2.0,0.0,0.0,1.0,-2.0,1.4904435873031616,0.7452217936515808,17.265855316072702,30.0,175.16466683305453,3.4904437884150803,3.4904435873031616,5.761786822900291e-08,0.8892889565334414,0.4446444782667207,True,True,0.457983436062932,/root/SIM-EXP/dynamic-impact-restitution-time-matched/sap/traces/k10000_dt0p5ms_v2/trace.csv
