time_s,force_command_N,ground_bottom_slip_m,ground_bottom_vt_m_s,ground_bottom_Fn_N,ground_bottom_Ft_N,ground_bottom_rho,ground_bottom_contacts,ground_bottom_gap_m,bottom_middle_slip_m,bottom_middle_vt_m_s,bottom_middle_Fn_N,bottom_middle_Ft_N,bottom_middle_rho,bottom_middle_contacts,bottom_middle_gap_m,middle_top_slip_m,middle_top_vt_m_s,middle_top_Fn_N,middle_top_Ft_N,middle_top_rho,middle_top_contacts,middle_top_gap_m,box_0_vz_m_s,box_1_vz_m_s,box_2_vz_m_s,solver_iterations
0.005,0.0,0.0,-2.6404294745238234e-20,29.72605112235364,2.9455064838639057e-15,1.981767757674964e-16,4,-4.208814877317002e-06,0.0,1.1351836097136678e-20,19.918991490683243,2.307816470500825e-15,2.3172021249974077e-16,4,-3.2968421498288936e-06,0.0,2.7991447220756963e-20,9.929371831399122,8.922587682289129e-16,1.7972109079596972e-16,4,-4.56944623158928e-06,0.00024243859335584619,-0.0001575132206115648,0.0005064269709419463,1
0.01,0.0,0.0,-2.7382850582328524e-20,29.348307799346323,5.038609715388112e-15,3.4336628536384215e-16,4,-3.4916120376683735e-06,0.0,9.58151741551383e-21,19.56155798496004,4.291658063204644e-15,4.3878489295221753e-16,4,-4.131483856889551e-06,0.0,3.101639998737762e-20,9.751747730223757,2.2559108970285127e-15,4.626680179670214e-16,4,-2.7290726804587995e-06,7.142407087937031e-05,-1.4705694436431876e-06,0.0001775457435733184,1
0.015,0.0,0.0,-2.813772329881351e-20,29.41241804904606,7.94274202190718e-16,5.400944600108993e-17,4,-3.3234715934200854e-06,0.0,8.128669664060214e-21,19.607543373119565,5.571762758173138e-16,5.68328489923077e-17,4,-4.3128510595624725e-06,0.0,3.440326171254239e-20,9.797327851515204,2.1718245746135404e-16,4.4335039258233193e-17,4,-2.303464087562157e-06,1.5079664155782873e-05,-2.7948846129279612e-06,3.60887268299029e-05,1
0.02,0.0,0.0,-2.643041122123911e-20,29.426693571956434,5.539556204430211e-15,3.7649871813728975e-16,4,-3.2883399173587458e-06,0.0,7.834258366586077e-21,19.617758741209578,4.2350412448525825e-15,4.3175586984422886e-16,4,-4.357685491090946e-06,0.0,3.2437785778645713e-20,9.807489786370994,2.019169415720488e-15,4.1176069712077246e-16,4,-2.211456970824255e-06,3.141186359866482e-06,-1.2539540385136714e-06,7.142734225575057e-06,1
0.025,0.0,0.0,-2.7737899952112376e-20,29.42938470298704,1.681471930349984e-15,1.1427163342489569e-16,4,-3.281002303387459e-06,0.0,5.90341063482784e-21,19.619606883212512,1.1405555687896021e-15,1.1626691356038503e-16,4,-4.368604246608732e-06,0.0,3.5062885129198225e-20,9.809503146441763,5.400642692877789e-16,1.101104227656379e-16,4,-2.1915625373000736e-06,6.589673044770032e-07,-3.9861527609505994e-07,1.4206388632761053e-06,1
0.03,0.0,0.0,-2.918920567501796e-20,29.429885430921573,3.669942860475096e-15,2.4940245649880364e-16,4,-3.2794575168526574e-06,0.0,7.602768097348322e-21,19.619932163519906,2.87737658198309e-15,2.933115729455076e-16,4,-4.371210873564679e-06,0.0,3.5673123967677306e-20,9.80990094361797,1.0046376375682865e-15,2.04821158407695e-16,4,-2.1872455124652412e-06,1.3939140728957328e-07,-1.1076418068653986e-07,2.8479002921651115e-07,1
0.035,0.0,0.0,-3.1563112148888574e-20,29.42997862437707,1.549061806453958e-15,1.0527101131978795e-16,4,-3.27912963848237e-06,0.0,1.1150566597003e-20,19.6199885351161,8.162760670646546e-16,8.320861815017614e-17,4,-4.371823838549005e-06,0.0,3.6267070325767246e-20,9.809980089995106,3.228101386386554e-17,6.5812598125021565e-18,4,-2.186305592205562e-06,2.9716631378733655e-08,-2.8706269546740873e-08,5.756477601044639e-08,1
0.04,0.0,0.0,-3.8608526374334644e-20,29.429996001625863,8.205465070138378e-16,5.576259724727836e-17,4,-3.27905952115376e-06,0.0,1.6705903913767774e-20,19.619998119466377,7.029527576847371e-16,7.16567609644456e-17,4,-4.37196636795395e-06,0.0,4.090156233920343e-20,9.809995964780436,2.557755993346904e-16,5.214591326091643e-17,4,-2.186100351200815e-06,6.3805097969485475e-09,-7.133713857387752e-09,1.1732608619377512e-08,1
0.045,0.0,0.0,-3.2598213872115614e-20,29.429999249756424,2.227656197890825e-15,1.5138676552356772e-16,4,-3.2790444239559624e-06,0.0,1.5903944305322602e-20,19.619999705449445,1.4436458956249554e-15,1.4716064396514578e-16,4,-4.371999227092971e-06,0.0,3.6147591782750665e-20,9.809999175373745,2.822945352220392e-16,5.755240753346633e-17,4,-2.186055422057076e-06,1.3787500465703496e-09,-1.724373747324754e-09,2.410932678900676e-09,1
0.05,0.0,0.0,-4.0246760740069654e-20,29.429999858694174,9.873468787253579e-16,6.709798732354918e-17,4,-3.279041153519957e-06,0.0,1.5319762908502413e-20,19.61999995735032,9.59340741129879e-16,9.77921246906504e-17,4,-4.372006752538515e-06,0.0,4.632206913518694e-20,9.80999983010786,5.980993383952608e-16,1.2193666641249775e-16,4,-2.186045565469308e-06,2.996210186559445e-10,-4.0883498495497067e-10,4.993678951042827e-10,1
