time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,cube_qw,relative_slip_m,orientation_drift_rad,raw_orientation_drift_rad,arm_q_error_rad,torque_norm_Nm,torque_saturated,penetration_m,contacts_total,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
5.131000000000048,lift,5.130000000000048,0.32772285046789706,-0.17807252642221214,0.11340489917193024,0.08142107487588891,5.610207599964793e-05,0.00019203170919471362,0.0001920316962542147,0.5175953346874673,175.95444443152135,1,0.0001456436332070719,8,41.645054866494206,4.860265299054586,0.14588362635838856,4,54.47936971720019,3.5071373220859323,0.08046939007121674,4
5.1410000000000515,lift,5.140000000000051,0.32757621976848844,-0.17841742988673287,0.1145324067737915,0.08222987608891134,5.7706758788079345e-05,0.00018756936104916106,0.00018756934190213812,0.5214580513979304,175.68984244454808,1,0.00014563797417490015,8,41.64712790191435,4.859291252106776,0.14584712970937588,4,54.47628276737863,3.503073173115559,0.08038069493641327,4
5.151000000000055,lift,5.1500000000000545,0.32743249271446284,-0.17877819572526274,0.11566523778403465,0.08310888672875694,5.921619726300629e-05,0.00018425447265774605,0.00018425446282148493,0.5254367060783146,175.42409535331666,1,0.00014563258520934087,8,41.649326185880525,4.858313628605847,0.14581009086807437,4,54.47307873824228,3.498780266740384,0.08028691299864285,4
5.161000000000058,lift,5.160000000000058,0.3272906416681919,-0.1791543835902849,0.11680293148628246,0.08405908290627752,6.062588996560826e-05,0.00018223205481526395,0.0001822320387860166,0.5295360610554554,175.15597950369886,1,0.0001456274560472036,8,41.65167018799205,4.8573212661745435,0.1457721036230764,4,54.46972953058883,3.4942510663007886,0.08018791116675421,4
5.1710000000000615,lift,5.170000000000061,0.3271495743282659,-0.1795457255316482,0.1179449851424158,0.08508050754462998,6.195858677314854e-05,0.00018165160329382612,0.00018165159454995632,0.5337602076812624,174.86649143727567,1,0.00014562158524809523,8,41.65452943689412,4.856104716736643,0.14572559042149175,4,54.46565887897847,3.4891964679067806,0.08007789999519928,4
5.181000000000065,lift,5.1800000000000646,0.32700806381455166,-0.17995219289224332,0.11909089337419478,0.08617184547294773,6.320139740143597e-05,0.000182631172903886,0.00018263114839734679,0.5381118038193644,174.50659974542816,1,0.0001456145873349708,8,41.658724756223464,4.854610376241551,0.14566607609358928,4,54.46003294240366,3.482811169690578,0.07993961308685676,4
5.191000000000068,lift,5.190000000000068,0.32686488291106014,-0.18037313927613288,0.1202402797414511,0.08733176716171329,6.429710227939396e-05,0.00018512461698692046,0.00018512458800225883,0.5425905306399063,174.14245251568892,1,0.00014560637983266155,8,41.663008341796555,4.853377674767001,0.14561411513274194,4,54.454539112504776,3.4760978452066738,0.07979357418729012,4
5.201000000000072,lift,5.200000000000071,0.3267190962660117,-0.18080692040292642,0.12139286372021452,0.0885605684007868,6.523053516647401e-05,0.00018892842945501912,0.00018892841396558581,0.5471950325748297,173.86491700417685,1,0.00014559745786022114,8,41.66593812006509,4.852549508458809,0.14557903072035847,4,54.450827521885515,3.4705369533536037,0.07967135467221974,4
5.211000000000075,lift,5.210000000000075,0.32656989353646804,-0.18125263695785884,0.12254848164604822,0.08985890136316803,6.614812464902352e-05,0.00019412056535201164,0.0001941205513972298,0.551925754664611,173.77042685566784,1,0.00014558648133226933,8,41.66484800368906,4.853293882761829,0.14560517184450403,4,54.45103379842093,3.467417730108669,0.07959944670070762,4
5.221000000000078,lift,5.220000000000078,0.3264164776447316,-0.18171094215759429,0.12370715913266633,0.09122679263249654,6.707217713188068e-05,0.0002006959290605137,0.00020069592438240184,0.5567855915081648,173.52160413331245,1,0.00014557426633818167,8,41.66695871317089,4.852552830400664,0.14557556455598641,4,54.44724699393791,3.4614227774519435,0.07946735070547584,4
5.231000000000082,lift,5.230000000000081,0.32625803672522563,-0.1821816112294731,0.12486845734925642,0.09266233044066981,6.789725130427976e-05,0.00020799396970625015,0.0002079939694250586,0.5617764721611904,173.2485829011396,1,0.00014556655644661488,8,41.66989260059466,4.8515359866145955,0.14553481194193674,4,54.44254880353748,3.4548109516396206,0.0793224010347753,4
5.241000000000085,lift,5.240000000000085,0.3260937255732808,-0.18266385340015093,0.1260317264365296,0.09416276089935398,6.861318407779396e-05,0.0002157569982196392,0.00021575699996405703,0.5668987177738839,172.9734600303476,1,0.0001455618539502091,8,41.673007066149594,4.850580220018877,0.14549526664584447,4,54.437713896877476,3.447992691242785,0.07917288503734725,4
5.251000000000088,lift,5.250000000000088,0.3259227342555855,-0.1831567933894675,0.12719629011361014,0.09572516278504556,6.921695485327817e-05,0.00022378815453995897,0.00022378815518193148,0.5721515288489308,172.6954072472068,1,0.0001455593159172533,8,41.676291598001704,4.849692066818629,0.1454571616399275,4,54.432774802988206,3.4410171093693553,0.0790198809867684,4
5.261000000000092,lift,5.260000000000091,0.32574429112033376,-0.18365950581793397,0.12836146661162723,0.09734647576514337,6.970823807610781e-05,0.00023192320423764726,0.00023192320672002782,0.5775330605582372,172.4137894106504,1,0.00014555836368799896,8,41.679726070651874,4.848872414463727,0.1454205938831129,4,54.427746547654756,3.433920064967207,0.0788641888278574,4
5.271000000000095,lift,5.270000000000095,0.3255576648766185,-0.1841710408114561,0.12952658266011466,0.09902351514046216,7.008913932084316e-05,0.00024002745272298266,0.00024002744766543415,0.5830405477034065,172.12815470872195,1,0.000145558586201297,8,41.68328222599993,4.848119489882747,0.14538560877946935,4,54.42263269944007,3.4267281032954324,0.07870641159120846,4
