phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,right_Fn_N,right_Ft_N,right_points,right_rho
normal_gate,0.0025,4.875207767866818e-13,4.9721985968635696e-15,-6.044799806103479e-16,4.845082668403222e-15,1.2711592846034736e-16,128,0,-1,12.014166291850145,9.593616315412868e-07,4,1.9963133692266131e-07,11.985792938572827,1.8800015887216506e-07,4,3.9213125038048295e-08
normal_gate,0.005,4.875339498430775e-13,5.511739526023246e-15,-5.913916275093745e-16,5.492134524942571e-15,1.960500108067441e-17,128,0,-1,12.000161580724601,3.019399001629688e-09,4,6.290329887056755e-10,11.999797649698367,3.019373587565251e-09,4,6.290467713930884e-10
normal_gate,0.0075,4.875485865724061e-13,6.116227976963066e-15,-5.76727793126508e-16,6.107961358914338e-15,8.266618048728344e-18,128,0,-1,11.999902452813973,2.9139591332454433e-09,4,6.070797543362781e-10,12.000056777608997,2.913935318371345e-09,4,6.070669856763678e-10
normal_gate,0.01,4.875648496049934e-13,6.698500447762301e-15,-5.60573180756474e-16,6.6942978937944986e-15,4.202553967802211e-18,128,0,-1,12.000030731493501,2.8024942945584987e-09,4,5.838514828140163e-10,12.000077510541406,2.8024713032661468e-09,4,5.838444170057089e-10
normal_gate,0.0125,4.875824678902962e-13,7.25125000870146e-15,-5.430091055622088e-16,7.250276767845065e-15,9.73240856395191e-19,128,0,-1,11.99994202499429,2.6854186704358544e-09,4,5.594649259226592e-10,12.00001720542868,2.685396565214084e-09,4,5.594568156117391e-10
normal_gate,0.015,4.876014414283147e-13,7.771458681389478e-15,-5.240897776523368e-16,7.770693810638107e-15,7.648707513706332e-19,128,0,-1,11.999979122024314,2.564321914368842e-09,4,5.342346616383651e-10,11.999980108398658,2.5643015000435415e-09,4,5.342303647338578e-10
normal_gate,0.0175,4.87621607588723e-13,8.253390782224021e-15,-5.039371697712625e-16,8.253814298697648e-15,-4.2351647362715017e-19,128,0,-1,12.00005310951755,2.439218211608941e-09,4,5.081682117044829e-10,12.00005513251736,2.4391991756847523e-09,4,5.081641602368745e-10
normal_gate,0.02,4.876430205816296e-13,8.790018341561616e-15,-4.825241768646737e-16,8.789843852774482e-15,1.7448878713438587e-19,128,0,-1,12.000054118551457,2.2844944087352696e-09,4,4.759341887474408e-10,12.00005412348345,2.28447696557071e-09,4,4.759305545756067e-10
normal_gate,0.0225,4.876657888272518e-13,9.308637980440584e-15,-4.597423787153221e-16,9.309393533829535e-15,-7.555533889508359e-19,128,0,-1,12.00005412101386,2.1186215382365706e-09,4,4.4137749648281843e-10,12.000054121021046,2.118605735992262e-09,4,4.4137420436317093e-10
normal_gate,0.025,4.876898039053723e-13,9.779069914950256e-15,-4.3576795817623637e-16,9.77950359581925e-15,-4.336808689942018e-19,128,0,-1,12.000054121017449,1.9503731772142475e-09,4,4.0632591268865066e-10,12.00005412101746,1.950358886544345e-09,4,4.0632293547918143e-10
normal_gate,0.0275,4.877149031856653e-13,1.020128958113516e-14,-4.1066867788319694e-16,1.0201475081350608e-14,-1.8550021544869177e-19,128,0,-1,12.000054121017453,1.7804750593029868e-09,4,3.709306310928589e-10,12.000054121017454,1.780462225730204e-09,4,3.7092795744392086e-10
normal_gate,0.03,4.877410324580223e-13,1.0574826028676623e-14,-3.845665105806084e-16,1.0574874309554616e-14,-4.828087799349512e-20,128,0,-1,12.000054121017453,1.609633815250783e-09,4,3.353388657705292e-10,12.000054121017454,1.6096225063613116e-09,4,3.35336509762515e-10
normal_gate,0.0325,4.877679748820085e-13,1.089784797234268e-14,-3.5762408659434364e-16,1.0897532876086302e-14,3.1509625637859973e-19,128,0,-1,12.000054121017456,1.4385367403375373e-09,4,2.996938025925268e-10,12.000054121017454,1.4385271363261663e-09,4,2.996918017658484e-10
normal_gate,0.035,4.877956762475155e-13,1.1171221926838375e-14,-3.2997693119596327e-16,1.1171185504421643e-14,3.6422416731934915e-20,128,0,-1,12.000054121017453,1.2678481124999352e-09,4,2.641338321715081e-10,12.000054121017454,1.267839997158389e-09,4,2.641321414829777e-10
normal_gate,0.0375,4.878239197141088e-13,1.1394972456119177e-14,-3.0170635954840375e-16,1.1394964832822652e-14,7.623296525288703e-21,128,0,-1,12.000054121017453,1.0982039758057788e-09,4,2.2879146309063999e-10,12.000054121017456,1.0981975669303937e-09,4,2.287901279142898e-10
normal_gate,0.04,4.878526510716796e-13,1.1570242207630931e-14,-2.729750019775379e-16,1.1570171903896309e-14,7.030373462210693e-20,128,0,-1,12.000054121017456,9.302195023917418e-10,4,1.9379485563371584e-10,12.000054121017454,9.302145795238344e-10,4,1.9379383004086061e-10
normal_gate,0.0425,4.878817619000109e-13,1.1696726249512627e-14,-2.4383706859198995e-16,1.1696589877208119e-14,1.3637230450794235e-19,128,0,-1,12.000054121017454,7.644783212956182e-10,4,1.5926559863523347e-10,12.000054121017456,7.644749426594561e-10,4,1.5926489475587425e-10
normal_gate,0.045,4.879110895687766e-13,1.1774324631876488e-14,-2.1448229477194491e-16,1.1774435593192578e-14,-1.1096131609031334e-19,128,0,-1,12.000054121017456,6.01540061729357e-10,4,1.2532028098852312e-10,12.000054121017454,6.015382510847795e-10,4,1.2531990377260408e-10
normal_gate,0.0475,4.879406340779768e-13,1.1805532713785125e-14,-1.8501910073465133e-16,1.1805552195542912e-14,-1.9481757786848908e-20,128,0,-1,12.000054121017453,4.4192834673273355e-10,4,9.206799033487683e-11,12.000054121017456,4.4192802280770423e-10,4,9.206792285080007e-11
normal_gate,0.05,4.879701785871771e-13,1.1790318307986544e-14,-1.555288016430456e-16,1.1790373365128115e-14,-5.505714157152952e-20,128,0,-1,12.000054121017454,2.8613957409203447e-10,4,5.961214241335717e-11,12.000054121017454,2.8614070084503207e-10,4,5.96123771525063e-11
normal_gate,0.0525,4.879995604660514e-13,1.1730241649169585e-14,-1.2609271266006417e-16,1.1730254354663794e-14,-1.2705494208814505e-20,128,0,-1,12.000054121017454,1.3464009562333653e-10,4,2.8049893414130852e-11,12.000054121017453,1.3464264660782183e-10,4,2.8050424866835065e-11
normal_gate,0.055,4.880287255044913e-13,1.1626386092473788e-14,-9.69276742202041e-17,1.1626380163243157e-14,5.929230630780102e-21,128,0,-1,12.000054121017454,1.2143524131209363e-11,4,2.5298894506526907e-12,12.000054121017453,1.2139596524549539e-11,4,2.529071202955594e-12
normal_gate,0.0575,4.880575652822794e-13,1.1480237333688637e-14,-6.806079137777754e-17,1.1480237333688637e-14,0.0,128,0,-1,12.000054121017453,1.538081974376859e-10,4,3.204322994850062e-11,12.000054121017453,1.538029389231507e-10,4,3.204213442958e-11
normal_gate,0.06,4.880860255893071e-13,1.1293447087061276e-14,-3.962758940434519e-17,1.129337508926076e-14,7.199780051661553e-20,128,0,-1,12.000054121017454,2.899906770204605e-10,4,6.041445190496209e-11,12.000054121017456,2.89984134445642e-10,4,6.041308887468896e-11
normal_gate,0.0625,4.881139437952486e-13,1.1067719582881583e-14,-1.1736488517155585e-17,1.1067752617166526e-14,-3.3034284942917713e-20,128,0,-1,12.000054121017454,4.203593469787929e-10,4,8.75744689856348e-11,12.000054121017456,4.203516003007911e-10,4,8.757285510166317e-11
normal_gate,0.065,4.881412656899953e-13,1.0804791238691429e-14,1.553119612085485e-17,1.0804725170121543e-14,6.606856988583543e-20,128,0,-1,12.000054121017453,5.446153897409805e-10,4,1.1346102781051539e-10,12.000054121017454,5.446064913596353e-10,4,1.1345917398942936e-10
normal_gate,0.0675,4.881678286432212e-13,1.0506666134444016e-14,4.212125440106185e-17,1.050656957268803e-14,9.656175598699024e-20,128,0,-1,12.000054121017456,6.624964905438638e-10,4,1.3801947971708238e-10,12.000054121017454,6.624864834839474e-10,4,1.3801739492233574e-10
