case,geometry,initial_offset_mm,final_center_mm,entered_cavity,max_contacts,max_phi0_penetration_mm,max_raw_witness_penetration_mm,final_phi0_penetration_mm,truncated_contacts,stepping_wall_s,end_to_end_wall_s
square_centered_ke_1000,analytic_square,0.0,"[1.3700796053228714e-07, 1.3657461273020033e-07, 35.0019708275795]",True,4,0.0980272889137268,0.0980273183193367,0.0980272889137268,0,19.871618377000004,20.376168202000002
square_centered_ke_10000,analytic_square,0.0,"[4.379623053107906e-08, 4.379623053107906e-08, 35.090263932943344]",True,4,0.009734183549880981,0.009734188433960234,0.009734183549880981,0,17.800024495000002,17.882635558999993
square_centered_ke_100000,analytic_square,0.0,"[2.685421156278789e-08, 2.685421156278789e-08, 35.098373889923096]",True,4,0.0016242265701293945,0.001624227319141358,0.0016242265701293945,0,19.372664295999982,19.465156068
square_offset_1mm_ke_10000,analytic_square,1.0,"[-70.16133517026901, 5.979289300739765, -13465.215682983398]",False,12,0.0,0.0,0.0,0,25.887269414000002,25.988920647000015
