tag,success,failure_mode,solref_timeconst_ms,solref_dampratio,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_ratio,wall_s
m0.1_mu0.3,False,static_slip,3.0,0.75,0.1949384331592005,7.373033565202112,2.2076522082847365,0.22248875942031757,0.078994735773562,0.5656097560975609,0.8711529999854974
m0.1_mu0.35,True,success,3.0,0.75,0.1958906223457937,4.978616159588937,1.6508974402601935,0.22733238564330271,0.07791248656543825,0.5656097560975609,0.8957032909966074
m0.1_mu0.4,False,static_slip,3.0,0.75,0.1956830488240408,10.254721449299302,2.5834358144500875,0.28681854127246004,0.07822443261575276,0.565,0.88243729097303
m0.1_mu0.45,False,static_slip,3.0,0.75,0.19348689588384443,6.538873717437522,2.686240715932916,0.22693219505468226,0.08486183387053645,0.5652439024390243,0.9699486659956165
m0.1_mu0.5,False,static_slip,3.0,0.75,0.19526739802161394,6.993446298215355,2.503233995495483,0.27301104183319513,0.11164974276278579,0.5651219512195121,0.9174497499479912
m0.1_mu0.6,False,static_slip,3.0,0.75,0.1938521684605583,9.113529545663928,3.8598153533608244,0.29714156332946634,0.09510268991896445,0.5647560975609756,0.8813565830350854
m0.1_mu0.7,True,success,3.0,0.75,0.210565566439177,2.0535791743029885,3.7394833440744923,0.3115060563237999,0.2876418845571178,0.564390243902439,0.8550423340057023
m0.1_mu0.8,True,success,3.0,0.75,0.21326373952168468,1.6646168521909275,1.820077321412072,0.3826494321838825,0.30037024337620877,0.5654878048780487,0.8776141669950448
m0.15_mu0.3,True,success,3.0,0.75,0.19570353344732352,2.4688476423106356,3.444459444971714,0.20337524174478983,0.10690066530197247,0.5648780487804878,0.9711065830197185
m0.15_mu0.35,False,static_slip,3.0,0.75,0.19634789450934456,7.79085605830327,2.6342843869801715,0.2317949598502929,0.10627222807795798,0.565,0.8934936249861494
m0.15_mu0.4,False,static_slip,3.0,0.75,0.19626220230587213,10.711077375268802,2.169113972033327,0.22917672581234097,0.10630334868196088,0.5653658536585365,0.8894737500231713
m0.15_mu0.45,False,static_slip,3.0,0.75,0.19689180266111095,9.441162043836282,3.599618013316828,0.22332553920644171,0.10583835921572109,0.5648780487804878,0.889334500010591
m0.15_mu0.5,False,static_slip,3.0,0.75,0.19371924346707467,8.678965727243563,4.701376973682315,0.2706213892547206,0.11220217668981355,0.564390243902439,0.8689601249643601
m0.15_mu0.6,False,static_slip,3.0,0.75,0.19616170064536853,12.953940470420237,4.659169757017442,0.2770980214107173,0.10381664234544032,0.5645121951219512,0.8678118329844438
m0.15_mu0.7,False,static_slip,3.0,0.75,0.19807290663023858,7.19354150216061,4.581576456964035,0.29936178001853503,0.10221595496731098,0.5640243902439024,0.8691100000287406
m0.15_mu0.8,False,static_slip,3.0,0.75,0.19624506940791425,11.260619585861445,3.757296064519809,0.35371364812687595,0.11104513596293634,0.563780487804878,0.8614832499879412
m0.2_mu0.3,False,static_slip,3.0,0.75,0.19148925771490174,9.408540949928772,1.026143944392409,0.19136644731988703,0.08708912336834523,0.5651219512195121,1.01514649996534
m0.2_mu0.4,False,static_slip,3.0,0.75,0.19502909379581532,10.729885991422982,5.102345636757565,0.21277755155366568,0.10794690709164233,0.5648780487804878,0.9543215419980697
m0.2_mu0.5,False,static_slip,3.0,0.75,0.1949010831365826,8.738041535176082,4.960157622601351,0.2669126107571279,0.11802391502054413,0.5648780487804878,0.957137833989691
m0.2_mu0.6,False,static_slip,3.0,0.75,0.19471224966306785,12.968538973865451,4.497576484467576,0.30278035166584244,0.11954113225013009,0.5645121951219512,0.864273208018858
m0.2_mu0.7,False,static_slip,3.0,0.75,0.19513557325243047,10.617234805980582,3.03328563016769,0.19641565127126165,0.1224231507164666,0.5660975609756097,0.8608060000115074
m0.2_mu0.8,False,static_slip,3.0,0.75,0.19693113201969537,10.242185946053594,6.312801926740465,0.2820398589235766,0.16261391367975944,0.5641463414634146,0.8760555000044405
m0.3_mu0.1,False,normal_contact_instability,3.0,0.75,0.019998616639954354,363.15433688995626,38.22801553420374,0.44642909476630177,0.07577216866059085,0.10170731707317072,0.7891099589760415
m0.3_mu0.11,False,normal_contact_instability,3.0,0.75,0.01999861663995435,364.0299533708892,38.22008149767867,0.5850027191413172,0.07576618019141741,0.1024390243902439,0.7696375420200638
m0.3_mu0.12,False,normal_contact_instability,3.0,0.75,0.01999861663995435,368.8971927580338,38.17136101765512,0.6674377352089633,0.07570580808730977,0.11914634146341463,0.783687999995891
m0.3_mu0.13,False,normal_contact_instability,3.0,0.75,0.019998616639954354,405.16399426469496,47.388589598416324,1.0097212881060162,0.0757283757840924,0.15134146341463414,0.7926093330024742
m0.3_mu0.14,False,normal_contact_instability,3.0,0.75,0.01999861663995433,394.58377543783956,52.23229355415528,1.6044153687199367,0.0769868334150557,0.18707317073170732,0.9446787920314819
m0.3_mu0.15,False,normal_contact_instability,3.0,0.75,0.01999861663995438,357.1000305140115,47.15800079191129,2.0119366971433994,0.0923969305078961,0.24707317073170731,0.8472246250021271
