phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,right_Fn_N,right_Ft_N,right_points,right_rho
normal_gate,0.0025,5.317820294357956e-13,1.3577499381419757e-14,-1.6432100363554525e-15,1.3450070050768925e-14,1.2742933065083145e-16,128,0,-1,6.008256582234468,1.1695882141030771e-06,4,4.866587329015615e-07,5.991499515559108,2.3265960958795975e-07,4,9.707904047383063e-08
normal_gate,0.005,5.318182959984652e-13,1.5198378241153797e-14,-1.606943897202286e-15,1.5200297617812275e-14,-1.9193766584782446e-18,128,0,-1,6.001729145215128,3.315777207991636e-10,4,1.3811757944104887e-10,5.998175964190389,3.317493881117498e-10,4,1.3827094690632675e-10
normal_gate,0.0075,5.318588451597162e-13,1.686838670589448e-14,-1.5664222645221139e-15,1.6869968963439952e-14,-1.582257545471033e-18,128,0,-1,5.999944215619834,3.198179999853363e-10,4,1.3325873895324914e-10,5.999811882173743,3.199818721379166e-10,4,1.3332996034785118e-10
normal_gate,0.01,5.319034058690053e-13,1.845368679371205e-14,-1.5218547789693816e-15,1.845431359809302e-14,-6.2680438096818225e-19,128,0,-1,5.999713339462033,3.074122893616289e-10,4,1.2809457384392015e-10,6.000191769943484,3.075675500245374e-10,4,1.2814904998754496e-10
normal_gate,0.0125,5.319518154960068e-13,1.9952425196517916e-14,-1.4734527752644291e-15,1.9952681000467987e-14,-2.558039500707987e-19,128,0,-1,5.999876391330973,2.9439896487225217e-10,4,1.226687625171827e-10,6.000028718074544,2.945452612061309e-10,4,1.227266047572572e-10
normal_gate,0.015,5.320038029901775e-13,2.136144078735292e-14,-1.421441564171226e-15,2.136149330339565e-14,-5.251604272976662e-20,128,0,-1,5.99990565492162,2.808381308533922e-10,4,1.170177278633646e-10,5.999999454483895,2.809753146741335e-10,4,1.1707305842509542e-10
normal_gate,0.0175,5.320592057211915e-13,2.267481280591576e-14,-1.3660489975525839e-15,2.267489581514459e-14,-8.300922883092143e-20,128,0,-1,5.999947450596871,2.6682081483867463e-10,4,1.1117631322426476e-10,5.999957658808645,2.6694862411054243e-10,4,1.1122937831012455e-10
normal_gate,0.02,5.321176984283971e-13,2.3872807078601302e-14,-1.3075241030949952e-15,2.3872939215741074e-14,-1.3213713977167085e-19,128,0,-1,5.999951971938698,2.526290196199562e-10,4,1.0526293410409041e-10,5.999953137466818,2.52747452063451e-10,4,1.0531226089299134e-10
normal_gate,0.0225,5.32179172691577e-13,2.5134103511566946e-14,-1.2460345933220165e-15,2.513419160299346e-14,-8.809142651444724e-20,128,0,-1,5.999952511724794,2.3592123200823157e-10,4,9.830129136322605e-11,5.999952597680721,2.3602918789196244e-10,4,9.834627192854799e-11
normal_gate,0.025,5.32243953771383e-13,2.641072277054842e-14,-1.1812585957136912e-15,2.6410785450986518e-14,-6.268043809681823e-20,128,0,-1,5.999952552514417,2.1711897911605053e-10,4,9.04669567032917e-11,5.999952556891099,2.1721648237292934e-10,4,9.050758331557581e-11
normal_gate,0.0275,5.323117164071633e-13,2.755551490381692e-14,-1.1134874896038746e-15,2.7555594524913962e-14,-7.962109704190423e-20,128,0,-1,5.999952554591332,1.981341336449959e-10,4,8.255654184022593e-11,5.999952554814183,1.982210670579196e-10,4,8.259276437897533e-11
normal_gate,0.03,5.323821353382663e-13,2.856721952634693e-14,-1.0430567000396795e-15,2.8567263572060186e-14,-4.404571325722362e-20,128,0,-1,5.999952554697084,1.7904552712764656e-10,4,7.460289289599471e-11,5.999952554708431,1.7912176854186594e-10,4,7.463466040298148e-11
normal_gate,0.0325,5.324548853040401e-13,2.944503365090445e-14,-9.702965698705351e-16,2.944503365090445e-14,0.0,128,0,-1,5.999952554702469,1.599305281630014e-10,4,6.663824701316e-11,5.999952554703047,1.5999603815051173e-10,4,6.666554305712771e-11
normal_gate,0.035,5.325295868337243e-13,3.0188731966725516e-14,-8.955408300776596e-16,3.018874213112088e-14,-1.0164395367051604e-20,128,0,-1,5.999952554702743,1.4086185847048975e-10,4,5.869290514642598e-11,5.999952554702772,1.4091664391480706e-10,4,5.871573259540043e-11
normal_gate,0.0375,5.326060230868845e-13,3.0798893844346045e-14,-8.191282938399547e-16,3.0798931113795724e-14,-3.7269449679189215e-20,128,0,-1,5.999952554702757,1.219119208871475e-10,4,5.0797035383051925e-11,5.999952554702759,1.219560419410132e-10,4,5.0815419300867694e-11
normal_gate,0.04,5.326837603826517e-13,3.1276196910123844e-14,-7.41387609940955e-16,3.1276196910123844e-14,0.0,128,0,-1,5.999952554702759,1.0314856378651916e-10,4,4.297890810222799e-11,5.999952554702758,1.0318208801671198e-10,4,4.299287664193192e-11
normal_gate,0.0425,5.327625276704828e-13,3.1622006581169884e-14,-6.626575915595623e-16,3.162203029809241e-14,-2.371692252312041e-20,128,0,-1,5.999952554702758,8.463677607364495e-11,4,3.526560222851542e-11,5.999952554702758,8.465985677500334e-11,4,3.5275219263461936e-11
