engine,device,ke_target_N_m,ke_shape_N_m,tau_pair_ms,tau_shape_ms,dt_ms,force_N,rigid_gap_mm,target_delta_mm,mean_delta_mm,R_k,relative_error,tail_speed_max_m_s,peak_phi0_pen_mm,wall_s
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,0.1,1000.0,0.0,0.1,0.09994506835937778,0.9994506835937778,0.0005493164062222444,1.7484731870354153e-05,0.09994581341743469,175.893585136997
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,0.25,1000.0,0.0,0.1,0.09997859597206393,0.9997859597206393,0.00021404027936067216,6.372066309268121e-06,0.09997934103012085,69.76026362000266
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,0.5,1000.0,0.0,0.1,0.09998977184295932,0.9998977184295932,0.00010228157040681474,2.6983611860487144e-06,0.09999051690101624,35.17496904099971
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,1.0,1000.0,0.0,0.1,0.09999349713325778,0.9999349713325778,6.50286674221956e-05,1.462735212953703e-06,0.0999942421913147,17.643726403999608
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,2.0,1000.0,0.0,0.1,0.21103322505951205,2.1103322505951203,1.1103322505951203,5.346636839931307e-07,0.21103397011756897,8.804648341996653
sap_warp,cuda:0,10000000.0,20000000.0,3.0,1.5,5.0,1000.0,0.0,0.1,0.8373662829399137,8.373662829399136,7.3736628293991355,2.697881029689597e-07,0.8373670279979706,3.4907436499997857
