time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,cube_qw,relative_slip_m,orientation_drift_rad,raw_orientation_drift_rad,arm_q_error_rad,torque_norm_Nm,torque_saturated,penetration_m,contacts_total,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
0.001,approach,0.0,0.35,-0.15,0.019999734864864865,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,3.469446951953614e-18,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.011000000000000003,approach,0.010000000000000002,0.35,-0.15,0.01999263994956566,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,6.636344980231004e-06,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.02100000000000001,approach,0.02000000000000001,0.35,-0.15,0.01998727084633549,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,1.233910550258079e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.03100000000000002,approach,0.03000000000000002,0.35,-0.15,0.01998464370201401,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,1.5176278619301784e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.04100000000000003,approach,0.04000000000000003,0.35,-0.15,0.019983456957143198,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,1.6462877962491176e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.05100000000000004,approach,0.05000000000000004,0.35,-0.15,0.019982931400030594,0.0,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7033232057437486e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.06100000000000005,approach,0.060000000000000046,0.35,-0.15,0.019982699872976746,-6.9945964747865e-35,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7284562013423348e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.07100000000000005,approach,0.07000000000000005,0.35,-0.15,0.019982598021630684,3.703565507807306e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7395133049354762e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.08100000000000006,approach,0.08000000000000006,0.35,-0.15,0.019982553233495834,2.866323373796483e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.744375657283311e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.09100000000000007,approach,0.09000000000000007,0.35,-0.15,0.01998253354047431,4.7467234993320685e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7465136109085614e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.10100000000000008,approach,0.10000000000000007,0.35,-0.15,0.019982524881857918,7.339930804898894e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7474536266661542e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.11100000000000008,approach,0.11000000000000008,0.35,-0.15,0.019982521074876136,7.332004086870204e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.747866928795488e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.1210000000000001,approach,0.12000000000000009,0.35,-0.15,0.01998251940104385,7.478753716322437e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.748048647172634e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.1310000000000001,approach,0.1300000000000001,0.35,-0.15,0.019982518665103338,7.0271731360738995e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7481285440194146e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.1410000000000001,approach,0.1400000000000001,0.35,-0.15,0.019982518341529528,7.429216454489951e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.748163672575728e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.1510000000000001,approach,0.1500000000000001,0.35,-0.15,0.019982518199262594,8.225784242254462e-34,0.0,0.0,0.0,0.0,34.76283739804346,0,1.748179117682726e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.16100000000000012,approach,0.16000000000000011,0.35,-0.15,0.01998251813671155,1.1179239990548572e-33,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7481859084916165e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.17100000000000012,approach,0.17000000000000012,0.35,-0.15,0.019982518109209497,1.0024473345602248e-33,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7481888942317466e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.18100000000000013,approach,0.18000000000000013,0.35,-0.15,0.01998251809711757,1.1841296359369795e-33,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7481902069830374e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.19100000000000014,approach,0.19000000000000014,0.35,-0.15,0.019982518091801068,1.2681225468203467e-33,0.0,0.0,0.0,0.0,34.76283739804346,0,1.7481907841657864e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
0.20100000000000015,approach,0.20000000000000015,0.35,-0.15,0.019982518089463535,1.5066540219255408e-33,0.0,0.0,0.0,0.0,34.76283739804346,0,1.748191037937784e-05,4,0.0,0.0,nan,0,0.0,0.0,nan,0
