phase,time_s,cube_z_m,cube_vz_m_s,pad_z_m,pad_vz_m_s,relative_vt_m_s,candidate_contact_count,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_points,left_rho,right_Fn_N,right_Ft_N,right_points,right_rho
normal_gate,0.0025,4.875207767866818e-13,4.9721985968635696e-15,-6.044799806103479e-16,4.845082668403222e-15,1.2711592846034736e-16,128,0,-1,12.014166291850145,9.593616315412868e-07,4,3.9926267384532263e-07,11.985792938572827,1.8800015887216506e-07,4,7.842625007609659e-08
normal_gate,0.005,4.875339498430775e-13,5.511739526023246e-15,-5.913916275093745e-16,5.492134524942571e-15,1.960500108067441e-17,128,0,-1,12.000161580724601,3.019399001629688e-09,4,1.258065977411351e-09,11.999797649698367,3.019373587565251e-09,4,1.2580935427861767e-09
normal_gate,0.0075,4.875485865724061e-13,6.116227976963066e-15,-5.76727793126508e-16,6.107961358914338e-15,8.266618048728344e-18,128,0,-1,11.999902452813973,2.9139591332454433e-09,4,1.2141595086725562e-09,12.000056777608997,2.913935318371345e-09,4,1.2141339713527355e-09
normal_gate,0.01,4.875648496049934e-13,6.698500447762301e-15,-5.60573180756474e-16,6.6942978937944986e-15,4.202553967802211e-18,128,0,-1,12.000030731493501,2.8024942945584987e-09,4,1.1677029656280326e-09,12.000077510541406,2.8024713032661468e-09,4,1.1676888340114178e-09
normal_gate,0.0125,4.875824678902962e-13,7.25125000870146e-15,-5.430091055622088e-16,7.250276767845065e-15,9.73240856395191e-19,128,0,-1,11.99994202499429,2.6854186704358544e-09,4,1.1189298518453185e-09,12.00001720542868,2.685396565214084e-09,4,1.1189136312234781e-09
normal_gate,0.015,4.876014414283147e-13,7.771458681389478e-15,-5.240897776523368e-16,7.770693810638107e-15,7.648707513706332e-19,128,0,-1,11.999979122024314,2.564321914368842e-09,4,1.0684693232767302e-09,11.999980108398658,2.5643015000435415e-09,4,1.0684607294677157e-09
normal_gate,0.0175,4.87621607588723e-13,8.253390782224021e-15,-5.039371697712625e-16,8.253814298697648e-15,-4.2351647362715017e-19,128,0,-1,12.00005310951755,2.439218211608941e-09,4,1.0163364234089658e-09,12.00005513251736,2.4391991756847523e-09,4,1.016328320473749e-09
normal_gate,0.02,4.876430205816296e-13,8.790018341561616e-15,-4.825241768646737e-16,8.789843852774482e-15,1.7448878713438587e-19,128,0,-1,12.000054118551457,2.2844944087352696e-09,4,9.518683774948816e-10,12.00005412348345,2.28447696557071e-09,4,9.518611091512135e-10
normal_gate,0.0225,4.876657888272518e-13,9.308637980440584e-15,-4.597423787153221e-16,9.309393533829535e-15,-7.555533889508359e-19,128,0,-1,12.00005412101386,2.1186215382365706e-09,4,8.827549929656369e-10,12.000054121021046,2.118605735992262e-09,4,8.827484087263419e-10
normal_gate,0.025,4.876898039053723e-13,9.779069914950256e-15,-4.3576795817623637e-16,9.77950359581925e-15,-4.336808689942018e-19,128,0,-1,12.000054121017449,1.9503731772142475e-09,4,8.126518253773013e-10,12.00005412101746,1.950358886544345e-09,4,8.126458709583629e-10
normal_gate,0.0275,4.877149031856653e-13,1.020128958113516e-14,-4.1066867788319694e-16,1.0201475081350608e-14,-1.8550021544869177e-19,128,0,-1,12.000054121017453,1.7804750593029868e-09,4,7.418612621857178e-10,12.000054121017454,1.780462225730204e-09,4,7.418559148878417e-10
normal_gate,0.03,4.877410324580223e-13,1.0574826028676623e-14,-3.845665105806084e-16,1.0574874309554616e-14,-4.828087799349512e-20,128,0,-1,12.000054121017453,1.609633815250783e-09,4,6.706777315410584e-10,12.000054121017454,1.6096225063613116e-09,4,6.7067301952503e-10
normal_gate,0.0325,4.877679748820085e-13,1.089784797234268e-14,-3.5762408659434364e-16,1.0897532876086302e-14,3.1509625637859973e-19,128,0,-1,12.000054121017456,1.4385367403375373e-09,4,5.993876051850536e-10,12.000054121017454,1.4385271363261663e-09,4,5.993836035316968e-10
normal_gate,0.035,4.877956762475155e-13,1.1171221926838375e-14,-3.2997693119596327e-16,1.1171185504421643e-14,3.6422416731934915e-20,128,0,-1,12.000054121017453,1.2678481124999352e-09,4,5.282676643430162e-10,12.000054121017454,1.267839997158389e-09,4,5.282642829659554e-10
