x_m,z_m,vx_m_s,vz_m_s,normal_force_N,friction_force_x_N,contact_count,min_contact_dist_m,geometric_penetration_m,phase,time_from_release_s,analytic_vx_m_s,analytic_x_m
0.0,0.0199975475,0.0,-0.0049050000000000005,0.0,0.0,4,0.0,2.4524999999997465e-06,normal_settle,-0.9995,,
0.0,0.01999511322214553,0.0,-0.004868555708939166,9.88288858212167,0.0,4,-2.4524999999997465e-06,4.886777854470892e-06,normal_settle,-0.999,,
0.0,0.019992697201392944,0.0,-0.00483204150517282,9.883028407532693,0.0,4,-4.886777854470892e-06,7.302798607056182e-06,normal_settle,-0.9985,,
0.0,0.019990299466569196,0.0,-0.004795469647495338,9.883143715354965,0.0,4,-7.302798607056182e-06,9.700533430804376e-06,normal_settle,-0.998,,
0.0,0.0199879200405736,0.0,-0.00475885199119447,9.883235312601736,0.0,4,-9.700533430804376e-06,1.2079959426401082e-05,normal_settle,-0.9975,,
0.0,0.01998555894057428,0.0,-0.004722199998641798,9.883303985105345,0.0,4,-1.2079959426401082e-05,1.4441059425721742e-05,normal_settle,-0.997,,
0.0,0.019983216178199464,0.0,-0.00468552474962733,9.883350498028936,0.0,4,-1.4441059425721742e-05,1.6783821800536725e-05,normal_settle,-0.9965,,
0.0,0.019980891759723743,0.0,-0.004648836951444199,9.88337559636626,0.0,4,-1.6783821800536725e-05,1.9108240276257543e-05,normal_settle,-0.996,,
0.0,0.019978585686249377,0.0,-0.004612146948729278,9.883380005429842,0.0,4,-1.9108240276257543e-05,2.1414313750623554e-05,normal_settle,-0.9955,,
0.0,0.019976297953882845,0.0,-0.00457546473306537,9.883364431327816,0.0,4,-2.1414313750623554e-05,2.370204611715568e-05,normal_settle,-0.995,,
0.0,0.019974028553906672,0.0,-0.004538799952350573,9.883329561429594,0.0,4,-2.370204611715568e-05,2.5971446093328576e-05,normal_settle,-0.9945,,
0.0,0.0199717774729467,0.0,-0.004502161919940217,9.883276064820713,0.0,4,-2.5971446093328576e-05,2.8222527053301666e-05,normal_settle,-0.994,,
0.0,0.019969544693134916,0.0,-0.004465559623566672,9.88320459274709,0.0,4,-2.8222527053301666e-05,3.0455306865084103e-05,normal_settle,-0.9935,,
0.0,0.019967330192267894,0.0,-0.004429001734042251,9.883115779048843,0.0,4,-3.0455306865084103e-05,3.2669807732105954e-05,normal_settle,-0.993,,
0.0,0.01996513394396102,0.0,-0.004392496613750206,9.88301024058409,0.0,4,-3.2669807732105954e-05,3.4866056038980464e-05,normal_settle,-0.9925,,
0.0,0.019962955917798557,0.0,-0.004356052324928838,9.882888577642737,0.0,4,-3.4866056038980464e-05,3.7044082201443534e-05,normal_settle,-0.992,,
