time_s,ground_bottom_contacts,ground_bottom_Fn_N,ground_bottom_gap_m,ground_bottom_phi_min_m,bottom_middle_contacts,bottom_middle_Fn_N,bottom_middle_gap_m,bottom_middle_phi_min_m,middle_top_contacts,middle_top_Fn_N,middle_top_gap_m,middle_top_phi_min_m,box_0_vz_m_s,box_1_vz_m_s,box_2_vz_m_s,solver_iterations,line_search_iterations,truncated_contacts
0.0005,4,62.273210567997495,-2.2244453430179945e-06,0.0,4,61.3593830203845,1.2095123529433371e-05,-0.00010000169277191162,1,12.067357537894019,-9.302943944931863e-06,0.0,-0.004448086488991976,0.019741011783480644,0.0011286785593256354,-1,-1,0
0.001,4,17.47989864563099,-2.5317817926411024e-06,-2.8014183044433594e-06,0,0.0,8.189156651496055e-06,nan,4,46.51830387463408,4.648268222808005e-06,-0.00011689215898513794,-0.0006131373811513186,-0.008423141203820705,0.01948283053934574,-1,-1,0
0.0015,4,10.92241160523859,-2.5597214698795667e-06,-3.1534582376480103e-06,0,0.0,1.5525519847861546e-06,nan,4,0.0,1.8599480390547873e-05,-0.00010225176811218262,-5.693178900401108e-05,-0.013328141532838345,0.014577830210328102,-1,-1,0
0.002,4,73.98248925572003,-4.835873842239796e-06,-3.118067979812622e-06,4,73.16528619535435,1.3004094362258078e-05,-0.00010282546281814575,0,0.0,1.4259517192839744e-05,nan,-0.004553247708827257,0.0183494184166193,0.009672829881310463,-1,-1,0
0.0025,4,18.969650506656777,-4.8228353261951795e-06,-5.587935447692871e-06,0,0.0,1.9711479544638755e-05,nan,0,0.0,9.923279285430076e-06,nan,2.6577334210742265e-05,0.013444418087601662,0.004767829552292824,-1,-1,0
0.003,4,10.948439757601781,-4.524812102318226e-06,-5.5264681577682495e-06,0,0.0,1.565463840961373e-05,nan,4,32.118140480622046,2.164676785468972e-05,-0.00010164083505515009,0.000595797027926892,-0.00751990731805563,0.01592215523123741,-1,-1,0
0.0035,4,9.803292834707339,-4.228651523590504e-06,-5.1371753215789795e-06,0,0.0,9.144693613051535e-06,nan,0,0.0,3.33665311336509e-05,nan,0.0005924432189203799,-0.012424907647073269,0.011017154902219772,-1,-1,0
0.004,4,9.661080535886503,-3.969743847847401e-06,-4.753470420837402e-06,0,0.0,2.2076070308602036e-07,nan,0,0.0,4.508629441261208e-05,nan,0.0005179832805879414,-0.017329907044768333,0.006112154573202133,-1,-1,0
0.0045000000000000005,4,80.31357300815452,-6.270110607147633e-06,-4.416331648826599e-06,4,80.74480533996869,1.1588484048842551e-05,-0.00010830163955688477,0,0.0,3.6622434854506614e-05,nan,-0.004602594766765833,0.018137456849217415,0.0012071543605998158,-1,-1,0
0.005,4,19.77312452136821,-6.0801208019260755e-06,-6.53974711894989e-06,0,0.0,1.8014609813689353e-05,nan,0,0.0,2.8158575296401145e-05,nan,0.00037896729190833867,0.013232456520199776,-0.0036978458520025015,-1,-1,0
0.0055,4,10.960395126230834,-5.6032836437229505e-06,-6.284564733505249e-06,0,0.0,2.1702647209166648e-05,nan,0,0.0,1.9694715738295676e-05,nan,0.000954164657741785,0.008327456191182137,-0.008602846413850784,-1,-1,0
0.006,4,9.715380889039112,-5.150660872459828e-06,-5.772337317466736e-06,0,0.0,2.2959932684897544e-05,nan,0,0.0,1.123458147048867e-05,nan,0.0009068548679351807,0.003422456094995141,-0.013507846742868423,-1,-1,0
