phase,time_s,cube_z_m,cube_vz_m_s,pad_vz_m_s,relative_vt_m_s,contact_count,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
normal_gate,0.0005,0.0,0.0,0.0,0.0,8,17.728979410984124,1.6342096165478433e-16,2.3044327294093367e-17,4,17.728979410984124,1.6342096165478433e-16,2.3044327294093367e-17,4
normal_gate,0.001,9.571696093246601e-38,1.9143392186493202e-34,0.0,1.9143392186493202e-34,8,15.786621515323727,3.4617725702038296e-15,5.482130180361205e-16,4,15.786621515323727,3.46177257020383e-15,5.482130180361205e-16,4
normal_gate,0.0015,-5.934451577812893e-36,-1.2060337077490717e-32,0.0,-1.2060337077490717e-32,8,14.176788059008391,1.5795976286611934e-13,2.7855350980885012e-14,4,14.176788059008391,1.5795976286611936e-13,2.7855350980885018e-14,4
normal_gate,0.002,7.721487238422033e-34,1.5561663508400324e-30,-3.944304526105059e-31,1.9505968034505383e-30,8,12.84218918470254,1.3696661413045123e-11,2.666340842681328e-12,4,12.84218918470262,1.3696661413045123e-11,2.6663408426813113e-12,4
normal_gate,0.0025,-1.0995581604077967e-32,-2.3535460655840338e-29,0.0,-2.3535460655840338e-29,8,11.735327899026913,1.2115860302217268e-09,2.5810655668219354e-10,4,11.735327899024151,1.2115860302217268e-09,2.581065566822543e-10,4
normal_gate,0.003,1.5831008164955455e-30,3.188192796199247e-27,-3.2311742677852644e-27,6.419367063984511e-27,8,10.816810620141286,1.0606166852912911e-07,2.451315647785275e-08,4,10.816810620235481,1.0606166852912911e-07,2.451315647763928e-08,4
normal_gate,0.0035,-8.094904182777685e-28,-1.6221470381885281e-24,4.168214805442991e-25,-2.038968518732827e-24,8,10.053978934982688,1.915779775483468e-07,4.7637353028897285e-08,4,10.053978934961265,1.9157797754834705e-07,4.763735302899884e-08,4
normal_gate,0.004,-4.3000470798692977e-26,-8.438196076083042e-23,2.1661792291232412e-23,-1.0604375305206283e-22,8,9.419782999848277,1.5823540736860063e-06,4.1995502277268305e-07,4,9.419783000221743,1.5823540736858051e-06,4.1995502275597966e-07,4
normal_gate,0.0045000000000000005,-8.151803698533017e-26,-7.70351323732744e-23,1.6414365280349143e-23,-9.344949765362354e-23,8,8.891844131944218,2.547948668116448e-06,7.163723942716409e-07,4,8.891844131838578,2.547948668116509e-06,7.163723942801689e-07,4
normal_gate,0.005,-1.099796819997541e-25,-5.692329002884784e-23,8.581998855237662e-24,-6.550528888408551e-23,8,8.451670428990518,4.358071929959107e-06,1.28911555608293e-06,4,8.45167042890485,4.358071929959107e-06,1.289115556095997e-06,4
normal_gate,0.0055,-1.3366227536797765e-25,-4.7365186736447106e-23,4.6011921573262164e-24,-5.196637889377332e-23,8,8.08399907063534,5.642157137161632e-06,1.7448533479105787e-06,4,8.083999070566131,5.6421571371616145e-06,1.7448533479255113e-06,4
normal_gate,0.006,-1.5402394171861305e-25,-4.0723332701270787e-23,1.9645539548134407e-24,-4.268788665608423e-23,8,7.776244963106984,6.532329363861066e-06,2.100091173456001e-06,4,7.776244963051302,6.532329363861045e-06,2.100091173471032e-06,4
normal_gate,0.006500000000000001,-1.6976714283589084e-25,-3.1486402234555555e-23,-9.822769774067204e-25,-3.0504125257148834e-23,8,7.518039290163371,7.128292756068293e-06,2.3703962166688117e-06,4,7.5180392901186694,7.128292756068272e-06,2.3703962166828987e-06,4
normal_gate,0.007,-1.809625367414618e-25,-2.2390787811141948e-23,-3.412120026781239e-24,-1.897866778436071e-23,8,7.300844226871713,7.504996061607721e-06,2.5699069273333485e-06,4,7.300844226836007,7.5049960616077065e-06,2.569906927345912e-06,4
normal_gate,0.0075,-1.89826215932556e-25,-1.772735838218836e-23,-4.290999427618831e-24,-1.343635895456953e-23,8,7.117632111152317,7.718739329946597e-06,2.7111331442139408e-06,4,7.117632111124012,7.718739329946587e-06,2.711133144224719e-06,4
normal_gate,0.008,-1.9604343104000158e-25,-1.2434430214891178e-23,-5.221577616740987e-24,-7.21285259815019e-24,8,6.9626190183251975,7.811816586959738e-06,2.8049131247880657e-06,4,6.962619018302932,7.811816586959733e-06,2.8049131247970336e-06,4
normal_gate,0.0085,-2.0008951784581313e-25,-8.0921736116231e-24,-5.7385654995866295e-24,-2.3536081120364705e-24,8,6.831044088944694,7.816010557840463e-06,2.860474349188373e-06,4,6.83104408892728,7.816010557840464e-06,2.8604743491956654e-06,4
normal_gate,0.009000000000000001,-2.0267105656649877e-25,-5.163077441371261e-24,-5.790264287871194e-24,6.27186846499933e-25,8,6.718987187746544,7.755212983396201e-06,2.885558777943284e-06,4,6.718987187733133,7.755212983396212e-06,2.8855587779490473e-06,4
normal_gate,0.0095,-2.039935978104972e-25,-2.6450824879968723e-24,-5.7385654995866295e-24,3.0934830115897572e-24,8,6.623218553944881,7.647386969435492e-06,2.8865825984560796e-06,4,6.62321855393475,7.647386969435502e-06,2.886582598460498e-06,4
