tag,success,failure_mode,solref_timeconst_ms,solref_dampratio,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_ratio,wall_s
tc_3ms_dr_0.75,False,rotation_or_torque_failure,3.0,0.75,0.12818469617511494,1.0159343289607927,74.62009524623706,0.7275539157777916,0.9500709723486739,0.563780487804878,0.47508583299349993
tc_3ms_dr_1,False,controller_tracking_failure,3.0,1.0,0.19191162951308532,1.113384396970843,92.64222292153954,1.030294632331727,1.4118553879334217,0.5630487804878048,0.4690355829661712
tc_3ms_dr_1.25,False,controller_tracking_failure,3.0,1.25,0.08100131466632303,1.4778017680151063,88.79798621139852,1.573119319543459,2.020985848036465,0.5636585365853658,0.48524800001177937
tc_3.5ms_dr_0.75,False,rotation_or_torque_failure,3.5,0.75,0.19307239709974816,0.9735126578729667,84.74047987987876,0.8693105571152141,0.9983581086893842,0.5635365853658536,0.47158212499925867
tc_3.5ms_dr_1,False,controller_tracking_failure,3.5,1.0,0.18482957963622093,2.313323152116036,99.14311588426736,2.4110348319591166,1.1816805911842194,0.5610975609756098,0.48804099997505546
tc_4ms_dr_0.75,False,controller_tracking_failure,4.0,0.75,0.1809845940614968,1.026002722260514,93.24026373298408,1.046571599680785,1.8252758748760751,0.563170731707317,0.47392804198898375
tc_4ms_dr_1,False,controller_tracking_failure,4.0,1.0,0.1890122183642697,1.23044213867361,82.885774681223,2.6942393014467285,1.8593254300929314,0.5603658536585366,0.5029370000120252
tc_4ms_dr_1.25,False,normal_contact_instability,4.0,1.25,0.019993168965998818,6.41495406543182e-06,0.00011652681060735213,3.9537692846128083,0.07790146957178505,0.1002439024390244,0.387074040947482
tc_5ms_dr_0.75,False,controller_tracking_failure,5.0,0.75,0.1958008190487724,1.2099888213846368,93.9032136959718,1.6200413278676637,1.2834795166227224,0.5630487804878048,0.47419654100667685
tc_5ms_dr_1.25,False,normal_contact_instability,5.0,1.25,0.019989327386585973,0.34131393902488605,44.95579063321516,8.786804476231595,0.07678937632619497,0.095,0.37985341699095443
tc_5ms_dr_1.5,False,normal_contact_instability,5.0,1.5,0.019984633732541987,7.601560480673757e-08,2.9575586669421963e-06,10.499431590721226,0.07637812001178856,0.061097560975609755,0.38473029201850295
tc_6ms_dr_0.75,False,controller_tracking_failure,6.0,0.75,0.16938473256343017,1.2232760718772642,105.95147093146213,4.212569249915952,1.850914933110638,0.5592682926829269,0.5644220000249334
tc_6ms_dr_1,False,normal_contact_instability,6.0,1.0,0.019990163913214128,2.5589376332604514e-13,3.4150945850063755e-06,5.8524603108974596,0.07640845649089606,0.06902439024390244,0.3868099590181373
tc_8ms_dr_1,False,normal_contact_instability,8.0,1.0,0.019982518087629356,5.747020836902163e-06,0.00011127916835736227,11.612191071393433,0.07646161615915749,0.05304878048780488,0.38176720903720707
