tag,preset,success,failure_mode,final_cube_z_m,max_relative_slip_mm,max_orientation_drift_deg,max_penetration_mm,arm_tracking_rms_rad,torque_saturation_proxy_ratio,max_truncated_contacts,wall_s
nominal_drake_ke50000_tau1ms,drake,False,rotation_or_torque_failure,0.19329310953617096,12.579594738781452,37.80028258829272,1.4965563314035535,0.017729885386871248,0.0,0,12.968331382609904
