time_s,phase,source_time_s,cube_x_m,cube_y_m,cube_z_m,relative_slip_m,orientation_drift_rad,raw_orientation_drift_rad,arm_q_error_rad,torque_saturation_proxy,penetration_m,candidate_contacts,truncated_contacts,solver_iterations,left_Fn_N,left_Ft_N,left_rho,left_points,right_Fn_N,right_Ft_N,right_rho,right_points
6.54,transfer,6.54,0.369325,0.12823515,0.19371502,0.0014790940267481979,0.14292175061336862,0.14292923931952137,0.02136424793925705,0,0.0006850399076938629,256,0,-1,21.378162530755333,4.889490474707561,0.28589281630690766,2,20.5553790624367,7.999191101024023,0.48644147334419024,1
6.55,transfer,6.55,0.36848417,0.13099606,0.19368678,0.0014763739724152228,0.14299402475878417,0.14299934153250288,0.02136325923726028,0,0.0006847744225524366,256,0,-1,21.374824172022997,4.871780396860929,0.28490178197801785,2,20.551410411459027,7.986795253141195,0.4857814557029093,1
6.5600000000000005,transfer,6.5600000000000005,0.36762282,0.13375156,0.19365807,0.0014732850483281585,0.1430640610839454,0.14307441299559107,0.021362385239878632,0,0.0006846850155852735,256,0,-1,21.36956428457647,4.853901628260118,0.2839260994995714,2,20.546390976265986,7.973640429530204,0.4850998186701558,1
6.57,transfer,6.57,0.3667409,0.13650174,0.1936289,0.0014703639070067296,0.1431360423945049,0.1431477782015103,0.021361388053987414,0,0.0006846209871582687,256,0,-1,21.365202502820758,4.836477774932182,0.2829646579697549,2,20.542957478677863,7.961009321825554,0.4844123180710785,1
6.58,transfer,6.58,0.36583853,0.1392463,0.1935993,0.001467448630716689,0.14320468790526786,0.1432127750858811,0.021360506159875184,0,0.0006843963055871427,256,0,-1,21.361232992381655,4.818967543500619,0.2819925905739659,2,20.538462284733193,7.948581954363837,0.4837619927534836,1
6.59,transfer,6.59,0.36488616,0.14206082,0.19357139,0.0014716646404407977,0.14325296961142484,0.1432577556835349,0.02136044951284449,0,0.0007290104986168444,256,0,-1,22.07249050107153,3.221618053107087,0.18244531880932796,3,21.48559051068153,7.207099375258004,0.41929842303350967,1
6.6000000000000005,transfer,6.6000000000000005,0.3639444,0.14478877,0.19353876,0.0014695643942916504,0.1432530562932552,0.14326108701880413,0.021358685361504894,0,0.0007042940123938024,256,0,-1,21.721996268704537,3.182862348236297,0.18315894571013325,3,20.88552164981194,7.134686206775623,0.4270114918843711,1
6.61,transfer,6.61,0.3629808,0.14751484,0.19350742,0.0014665761640920384,0.1432665024648619,0.14327108056064625,0.021357551914213443,0,0.000694850052241236,256,0,-1,21.66580328841033,3.167419961217277,0.18274304897984223,3,20.830740653697045,7.115330563524752,0.4269729700094654,1
6.62,transfer,6.62,0.36199644,0.15023583,0.19347598,0.0014638870658741508,0.14328477641594858,0.1432894002468901,0.021356497039164177,0,0.0006941332831047475,256,0,-1,21.668276177720116,3.158381493247376,0.1822007821101446,3,20.835436613927346,7.110183518927521,0.426567945915683,1
6.63,transfer,6.63,0.36099187,0.15295027,0.19344409,0.0014608473618869,0.143302565548039,0.14331271283008387,0.021355528765592987,0,0.0006943344487808645,256,0,-1,21.66713674965829,3.148172638557404,0.1816214040490983,3,20.83489567157785,7.103553295167061,0.42618123742619995,1
6.640000000000001,transfer,6.640000000000001,0.359967,0.15565823,0.19341177,0.0014580526578908762,0.14332035443050617,0.1433293623576851,0.021354611214971984,0,0.0006941973115317523,256,0,-1,21.664982039421787,3.1380573103580645,0.18105584536419347,3,20.83235014537656,7.097003435865378,0.4258403028426713,1
6.65,transfer,6.65,0.35892192,0.1583595,0.19337903,0.0014552381577056092,0.14333709039202147,0.14334767460832362,0.021353707071487916,0,0.0006941382889635861,256,0,-1,21.66186088517951,3.12790680440197,0.1804961968053956,3,20.829380850843695,7.090163546374242,0.4254905364894136,1
6.66,transfer,6.66,0.35785666,0.16105399,0.19334587,0.0014525609035874426,0.14335275835399286,0.1433559975866487,0.0213527228743771,0,0.000694078509695828,256,0,-1,21.65868806602839,3.1179307926168773,0.1799468868515717,3,20.826530757662066,7.083277866854995,0.42513548879528706,1
